#x_m,y_m
2.5000000000000018,8.46
2.5000000000000018,8.510000000000002
2.5000000000000018,8.559999999999999
2.5000000000000018,8.61
2.5000000000000018,8.66
2.5000000000000018,8.71
2.5000000000000018,8.760000000000002
2.5000000000000018,8.809999999999999
2.5000000000000018,8.86
2.5000000000000018,8.91
2.5000000000000018,8.96
2.5000000000000018,9.010000000000002
2.5000000000000018,9.059999999999999
2.5000000000000018,9.11
2.5000000000000018,9.16
2.5000000000000018,9.21
2.5000000000000018,9.260000000000002
2.450000000000001,9.309999999999999
2.450000000000001,9.36
2.450000000000001,9.41
2.450000000000001,9.46
2.450000000000001,9.510000000000002
2.450000000000001,9.559999999999999
2.450000000000001,9.61
2.450000000000001,9.66
2.450000000000001,9.71
2.450000000000001,9.760000000000002
2.450000000000001,9.809999999999999
2.450000000000001,9.86
2.450000000000001,9.91
2.450000000000001,9.96
2.450000000000001,10.010000000000002
2.4000000000000004,10.059999999999999
2.4000000000000004,10.11
2.4000000000000004,10.16
2.4000000000000004,10.21
2.4000000000000004,10.260000000000002
2.4000000000000004,10.309999999999999
2.4000000000000004,10.36
2.4000000000000004,10.41
2.4000000000000004,10.46
2.4000000000000004,10.509999999999998
2.4000000000000004,10.559999999999999
2.4000000000000004,10.61
2.4000000000000004,10.66
2.4000000000000004,10.71
2.4000000000000004,10.759999999999998
2.4000000000000004,10.809999999999999
2.4000000000000004,10.86
2.4000000000000004,10.91
2.3500000000000014,10.96
2.3500000000000014,11.009999999999998
2.3500000000000014,11.059999999999999
2.3500000000000014,11.11
2.3500000000000014,11.16
2.3500000000000014,11.21
2.4000000000000004,11.259999999999998
2.4000000000000004,11.309999999999999
2.4000000000000004,11.36
2.4000000000000004,11.41
2.4000000000000004,11.46
2.4000000000000004,11.509999999999998
2.4000000000000004,11.559999999999999
2.4000000000000004,11.61
2.4000000000000004,11.66
2.4000000000000004,11.71
2.4000000000000004,11.759999999999998
2.450000000000001,11.809999999999999
2.5000000000000018,11.86
2.5500000000000007,11.86
2.6000000000000014,11.86
2.6500000000000004,11.86
2.700000000000001,11.86
2.7500000000000018,11.86
2.8000000000000007,11.86
2.8500000000000014,11.86
2.9000000000000004,11.86
2.950000000000001,11.86
