#x_m,y_m
-30.429159142105057,-8.134437258621318
-30.48711914210506,-8.19239725862132
-30.54507914210506,-8.19239725862132
-30.603039142105054,-8.19239725862132
-30.660999142105055,-8.19239725862132
-30.718959142105057,-8.250357258621317
-30.776919142105058,-8.250357258621317
-30.83487914210506,-8.250357258621317
-30.892839142105053,-8.250357258621317
-30.950799142105055,-8.308317258621319
-31.008759142105056,-8.308317258621319
-31.066719142105057,-8.308317258621319
-31.12467914210506,-8.36627725862132
-31.182639142105053,-8.36627725862132
-31.240599142105054,-8.36627725862132
-31.298559142105056,-8.36627725862132
-31.356519142105057,-8.424237258621318
-31.41447914210506,-8.424237258621318
-31.472439142105053,-8.424237258621318
-31.530399142105054,-8.424237258621318
-31.588359142105055,-8.48219725862132
-31.646319142105057,-8.48219725862132
-31.704279142105058,-8.48219725862132
-31.76223914210506,-8.540157258621317
-31.820199142105054,-8.540157258621317
-31.878159142105055,-8.540157258621317
-31.936119142105056,-8.540157258621317
-31.994079142105058,-8.540157258621317
-32.05203914210506,-8.598117258621318
-32.10999914210505,-8.598117258621318
-32.167959142105055,-8.598117258621318
-32.225919142105056,-8.65607725862132
-32.28387914210506,-8.65607725862132
-32.34183914210506,-8.65607725862132
-32.39979914210505,-8.65607725862132
-32.457759142105054,-8.714037258621318
-32.515719142105056,-8.714037258621318
-32.57367914210506,-8.714037258621318
-32.63163914210506,-8.714037258621318
-32.68959914210506,-8.771997258621319
-32.747559142105054,-8.771997258621319
-32.805519142105055,-8.771997258621319
-32.86347914210506,-8.82995725862132
-32.92143914210506,-8.82995725862132
-32.97939914210506,-8.82995725862132
-33.03735914210505,-8.82995725862132
-33.095319142105055,-8.887917258621318
-33.153279142105056,-8.887917258621318
-33.21123914210506,-8.887917258621318
-33.26919914210506,-8.887917258621318
-33.32715914210505,-8.887917258621318
-33.385119142105054,-8.887917258621318
-33.443079142105056,-8.887917258621318
-33.50103914210506,-8.887917258621318
-33.55899914210506,-8.94587725862132
-33.61695914210505,-8.94587725862132
-33.674919142105054,-8.94587725862132
-33.732879142105055,-8.94587725862132
-33.79083914210506,-8.94587725862132
-33.84879914210506,-8.94587725862132
-33.90675914210506,-8.94587725862132
-33.964719142105054,-8.94587725862132
-34.022679142105055,-9.003837258621317
-34.080639142105056,-8.94587725862132
-34.13859914210506,-8.94587725862132
-34.19655914210506,-8.94587725862132
-34.25451914210505,-8.94587725862132
-34.312479142105055,-8.94587725862132
-34.370439142105056,-8.887917258621318
-34.42839914210506,-8.887917258621318
-34.48635914210506,-8.887917258621318
-34.54431914210505,-8.887917258621318
-34.602279142105054,-8.82995725862132
-34.660239142105056,-8.82995725862132
-34.71819914210506,-8.82995725862132
-34.77615914210506,-8.771997258621319
-34.83411914210505,-8.771997258621319
-34.892079142105054,-8.771997258621319
-34.950039142105055,-8.714037258621318
-35.00799914210506,-8.65607725862132
-35.06595914210506,-8.598117258621318
-35.12391914210506,-8.540157258621317
-35.12391914210506,-8.48219725862132
-35.18187914210505,-8.424237258621318
-35.239839142105055,-8.36627725862132
-35.297799142105056,-8.308317258621319
-35.35575914210506,-8.250357258621317
-35.35575914210506,-8.19239725862132
-35.41371914210506,-8.134437258621318
-35.47167914210505,-8.07647725862132
-35.47167914210505,-8.01851725862132
-35.529639142105054,-7.960557258621318
-35.529639142105054,-7.90259725862132
-35.587599142105056,-7.844637258621319
-35.64555914210506,-7.786677258621317
-35.64555914210506,-7.7287172586213195
-35.70351914210506,-7.670757258621318
-35.70351914210506,-7.61279725862132
-35.70351914210506,-7.554837258621319
-35.76147914210505,-7.496877258621318
-35.819439142105054,-7.43891725862132
-35.819439142105054,-7.380957258621319
-35.819439142105054,-7.322997258621317
-35.877399142105055,-7.265037258621319
-35.877399142105055,-7.207077258621318
-35.93535914210506,-7.14911725862132
-35.93535914210506,-7.091157258621319
-35.99331914210506,-7.033197258621318
-35.99331914210506,-6.97523725862132
-36.05127914210506,-6.9172772586213185
-36.109239142105054,-6.859317258621317
-36.109239142105054,-6.801357258621319
-36.109239142105054,-6.743397258621318
-36.167199142105055,-6.68543725862132
-36.225159142105056,-6.627477258621319
-36.225159142105056,-6.5695172586213175
-36.28311914210506,-6.51155725862132
-36.28311914210506,-6.453597258621318
-36.34107914210506,-6.395637258621321
-36.34107914210506,-6.337677258621319
-36.39903914210505,-6.279717258621318
-36.39903914210505,-6.22175725862132
-36.456999142105055,-6.163797258621319
-36.514959142105056,-6.105837258621317
-36.514959142105056,-6.04787725862132
-36.514959142105056,-5.989917258621318
-36.57291914210506,-5.9319572586213205
-36.63087914210506,-5.873997258621319
-36.63087914210506,-5.816037258621318
-36.68883914210505,-5.75807725862132
-36.746799142105054,-5.700117258621319
-36.746799142105054,-5.642157258621317
-36.804759142105056,-5.5841972586213195
-36.804759142105056,-5.526237258621318
-36.86271914210506,-5.46827725862132
-36.92067914210506,-5.410317258621319
-36.92067914210506,-5.352357258621318
-36.97863914210505,-5.29439725862132
-37.036599142105054,-5.236437258621319
-37.036599142105054,-5.178477258621317
-37.094559142105055,-5.1205172586213195
-37.15251914210506,-5.062557258621318
-37.15251914210506,-5.00459725862132
-37.21047914210506,-4.946637258621319
-37.26843914210506,-4.888677258621318
-37.26843914210506,-4.83071725862132
-37.32639914210505,-4.7727572586213185
-37.384359142105055,-4.714797258621321
-37.384359142105055,-4.656837258621319
-37.442319142105056,-4.598877258621318
-37.50027914210506,-4.54091725862132
-37.55823914210506,-4.482957258621319
-37.55823914210506,-4.4249972586213175
-37.61619914210505,-4.36703725862132
-37.674159142105054,-4.309077258621318
-37.674159142105054,-4.251117258621321
-37.732119142105056,-4.193157258621319
-37.79007914210506,-4.135197258621318
-37.84803914210506,-4.077237258621317
-37.84803914210506,-4.019277258621322
-37.90599914210505,-3.961317258621321
-37.963959142105054,-3.9033572586213197
-38.021919142105055,-3.8453972586213183
-38.021919142105055,-3.787437258621317
-38.07987914210506,-3.7294772586213156
-38.13783914210506,-3.6715172586213214
-38.19579914210506,-3.61355725862132
-38.19579914210506,-3.5555972586213187
-38.253759142105054,-3.4976372586213174
-38.311719142105055,-3.439677258621316
-38.369679142105056,-3.3817172586213218
-38.369679142105056,-3.3237572586213204
-38.42763914210506,-3.265797258621319
-38.48559914210506,-3.2078372586213177
-38.54355914210505,-3.1498772586213164
-38.54355914210505,-3.091917258621322
-38.601519142105055,-3.033957258621321
-38.659479142105056,-2.9759972586213195
-38.659479142105056,-2.918037258621318
-38.71743914210506,-2.860077258621317
-38.77539914210506,-2.8021172586213225
-38.83335914210505,-2.744157258621321
-38.83335914210505,-2.68619725862132
-38.891319142105054,-2.6282372586213185
-38.949279142105055,-2.570277258621317
-39.00723914210506,-2.512317258621316
-39.00723914210506,-2.4543572586213216
-39.06519914210506,-2.3963972586213202
-39.12315914210505,-2.338437258621319
-39.181119142105054,-2.2804772586213176
-39.181119142105054,-2.222517258621316
-39.239079142105055,-2.164557258621322
-39.297039142105056,-2.1065972586213206
-39.35499914210506,-2.0486372586213193
-39.35499914210506,-1.990677258621318
-39.41295914210506,-1.9327172586213166
-39.47091914210505,-1.8747572586213224
-39.47091914210505,-1.816797258621321
-39.528879142105055,-1.7588372586213197
-39.586839142105056,-1.7008772586213183
-39.586839142105056,-1.642917258621317
-39.64479914210506,-1.5849572586213156
-39.70275914210506,-1.5269972586213214
-39.76071914210505,-1.46903725862132
-39.76071914210505,-1.4110772586213187
-39.818679142105054,-1.3531172586213174
-39.876639142105056,-1.295157258621316
-39.876639142105056,-1.2371972586213218
-39.93459914210506,-1.1792372586213204
-39.99255914210506,-1.121277258621319
-40.05051914210505,-1.0633172586213178
-40.05051914210505,-1.0053572586213164
-40.108479142105054,-0.9473972586213222
-40.166439142105055,-0.8894372586213208
-40.166439142105055,-0.8314772586213195
-40.22439914210506,-0.7735172586213181
-40.28235914210506,-0.7155572586213168
-40.28235914210506,-0.6575972586213226
-40.34031914210506,-0.5996372586213212
-40.39827914210505,-0.5416772586213199
-40.39827914210505,-0.48371725862131854
-40.456239142105055,-0.4257572586213172
-40.514199142105056,-0.36779725862131585
-40.57215914210506,-0.3098372586213216
-40.57215914210506,-0.25187725862132027
-40.63011914210506,-0.19391725862131892
-40.68807914210505,-0.13595725862131758
-40.68807914210505,-0.07799725862131623
-40.746039142105055,-0.020037258621321996
-40.803999142105056,0.03792274137867935
-40.86195914210506,0.09588274137868069
-40.86195914210506,0.15384274137868204
-40.91991914210506,0.21180274137868338
-40.97787914210505,0.2697627413786776
-40.97787914210505,0.32772274137867896
-41.035839142105054,0.3856827413786803
-41.093799142105055,0.44364274137868165
-41.093799142105055,0.501602741378683
-41.15175914210506,0.5595627413786843
-41.20971914210506,0.6175227413786786
-41.26767914210505,0.6754827413786799
-41.26767914210505,0.7334427413786813
-41.325639142105054,0.7914027413786826
-41.383599142105055,0.849362741378684
-41.383599142105055,0.9073227413786782
-41.441559142105056,0.9652827413786795
-41.49951914210506,1.0232427413786809
-41.55747914210506,1.0812027413786822
-41.55747914210506,1.1391627413786836
-41.61543914210505,1.1971227413786778
-41.673399142105055,1.2550827413786791
-41.673399142105055,1.3130427413786805
-41.731359142105056,1.3710027413786818
-41.78931914210506,1.4289627413786832
-41.78931914210506,1.4869227413786774
-41.84727914210506,1.5448827413786788
-41.90523914210505,1.60284274137868
-41.963199142105054,1.6608027413786814
-41.963199142105054,1.7187627413786828
-42.021159142105056,1.7767227413786841
-42.07911914210506,1.8346827413786784
-42.07911914210506,1.8926427413786797
-42.13707914210506,1.950602741378681
-42.19503914210505,2.0085627413786824
-42.252999142105054,2.0665227413786837
-42.252999142105054,2.124482741378678
-42.310959142105055,2.1824427413786793
-42.36891914210506,2.2404027413786807
-42.36891914210506,2.298362741378682
-42.42687914210506,2.3563227413786834
-42.48483914210505,2.4142827413786776
-42.54279914210505,2.472242741378679
-42.54279914210505,2.5302027413786803
-42.600759142105055,2.5881627413786816
-42.658719142105056,2.646122741378683
-42.658719142105056,2.704082741378677
-42.71667914210506,2.7620427413786786
-42.77463914210506,2.82000274137868
-42.83259914210505,2.8779627413786812
-42.83259914210505,2.9359227413786826
-42.890559142105054,2.993882741378684
-42.948519142105056,3.051842741378678
-42.948519142105056,3.1098027413786795
-43.00647914210506,3.167762741378681
-43.06443914210506,3.225722741378682
-43.12239914210505,3.2836827413786835
-43.12239914210505,3.341642741378678
-43.180359142105054,3.399602741378679
-43.238319142105055,3.4575627413786805
-43.238319142105055,3.515522741378682
-43.29627914210506,3.573482741378683
-43.35423914210506,3.6314427413786774
-43.41219914210505,3.6894027413786787
-43.41219914210505,3.74736274137868
-43.470159142105054,3.8053227413786814
-43.528119142105055,3.8632827413786828
-43.528119142105055,3.921242741378684
-43.586079142105056,3.9792027413786784
-43.64403914210506,4.03716274137868
-43.70199914210506,4.095122741378681
-43.70199914210506,4.153082741378682
-43.75995914210505,4.211042741378684
-43.817919142105055,4.269002741378678
-43.817919142105055,4.326962741378679
-43.875879142105056,4.384922741378681
-43.93383914210506,4.442882741378682
-43.99179914210506,4.500842741378683
-43.99179914210506,4.558802741378678
-44.04975914210505,4.616762741378679
-44.107719142105054,4.67472274137868
-44.107719142105054,4.732682741378682
-44.165679142105056,4.790642741378683
-44.22363914210506,4.848602741378677
-44.28159914210506,4.9065627413786785
-44.28159914210506,4.96452274137868
-44.33955914210505,5.022482741378681
-44.397519142105054,5.080442741378683
-44.397519142105054,5.138402741378684
-44.455479142105055,5.196362741378678
-44.51343914210506,5.2543227413786795
-44.57139914210506,5.312282741378681
-44.57139914210506,5.370242741378682
-44.62935914210505,5.4282027413786835
