# s_m; t_s; f_x_fl_N; f_y_fl_N; f_z_fl_N; f_x_fr_N; f_y_fr_N; f_z_fr_N;f_x_rl_N; f_y_rl_N; f_z_rl_N; f_x_rr_N;f_y_rr_N; f_z_rr_N;
0.0; 0.000; -6.0; -0.1; 8.6; -6.0; -0.1; 8.5; 6.0; -0.1; 8.5; 6.0; -0.1; 8.4
0.2; 0.024; -6.3; -0.1; 8.5; -6.3; -0.1; 8.4; 6.7; -0.1; 8.6; 6.7; -0.1; 8.5
0.4; 0.047; -6.1; -0.1; 8.6; -6.1; -0.1; 8.5; 6.4; -0.1; 8.6; 6.4; -0.1; 8.5
0.6; 0.071; -6.1; -0.1; 8.6; -6.1; -0.1; 8.5; 6.4; -0.1; 8.6; 6.4; -0.1; 8.5
0.8; 0.094; -6.1; -0.1; 8.6; -6.1; -0.1; 8.5; 6.4; -0.1; 8.6; 6.4; -0.1; 8.5
1.0; 0.118; -6.1; -0.1; 8.6; -6.1; -0.1; 8.5; 6.4; -0.1; 8.6; 6.4; -0.1; 8.5
1.2; 0.141; -6.1; -0.1; 8.6; -6.1; -0.1; 8.4; 6.4; -0.1; 8.6; 6.4; -0.1; 8.4
1.4; 0.165; -6.1; -0.1; 8.6; -6.1; -0.1; 8.4; 6.4; -0.1; 8.6; 6.4; -0.1; 8.4
1.6; 0.188; -6.1; -0.1; 8.6; -6.1; -0.1; 8.4; 6.4; -0.2; 8.6; 6.4; -0.1; 8.4
1.8; 0.212; -6.1; -0.1; 8.6; -6.1; -0.1; 8.4; 6.4; -0.2; 8.6; 6.4; -0.2; 8.4
2.0; 0.235; -6.1; -0.1; 8.6; -6.1; -0.1; 8.4; 6.4; -0.2; 8.6; 6.4; -0.2; 8.4
2.2; 0.259; -6.1; -0.1; 8.6; -6.1; -0.1; 8.4; 6.4; -0.2; 8.6; 6.4; -0.2; 8.4
2.4; 0.283; -6.1; -0.1; 8.6; -6.1; -0.1; 8.4; 6.4; -0.2; 8.6; 6.4; -0.2; 8.4
2.6; 0.306; -6.1; -0.1; 8.6; -6.1; -0.1; 8.4; 6.4; -0.2; 8.6; 6.4; -0.2; 8.4
2.8; 0.330; -6.1; -0.1; 8.6; -6.1; -0.1; 8.4; 6.4; -0.2; 8.6; 6.4; -0.2; 8.4
3.0; 0.353; -6.1; -0.1; 8.6; -6.1; -0.1; 8.4; 6.4; -0.2; 8.6; 6.4; -0.2; 8.4
3.2; 0.376; -6.1; -0.1; 8.6; -6.1; -0.1; 8.4; 6.4; -0.1; 8.6; 6.4; -0.1; 8.4
3.4; 0.400; -6.1; -0.1; 8.6; -6.1; -0.1; 8.5; 6.4; -0.1; 8.6; 6.4; -0.1; 8.5
3.6; 0.423; -6.1; -0.1; 8.6; -6.1; -0.1; 8.5; 6.4; -0.1; 8.6; 6.4; -0.1; 8.5
3.8; 0.447; -6.1; -0.1; 8.5; -6.1; -0.1; 8.5; 6.4; -0.1; 8.5; 6.4; -0.1; 8.5
4.0; 0.470; -6.1; -0.0; 8.5; -6.1; -0.0; 8.5; 6.4; -0.1; 8.5; 6.4; -0.1; 8.5
4.2; 0.494; -6.1; -0.0; 8.5; -6.1; -0.0; 8.5; 6.4; -0.0; 8.5; 6.4; -0.0; 8.5
4.4; 0.517; -6.1; 0.0; 8.5; -6.1; 0.0; 8.5; 6.4; 0.0; 8.5; 6.4; 0.0; 8.5
4.6; 0.540; -6.1; 0.1; 8.5; -6.1; 0.1; 8.5; 6.4; 0.1; 8.5; 6.4; 0.1; 8.5
4.8; 0.564; -6.1; 0.1; 8.5; -6.1; 0.1; 8.6; 6.4; 0.1; 8.5; 6.4; 0.1; 8.6
5.0; 0.587; -6.1; 0.2; 8.4; -6.1; 0.2; 8.6; 6.4; 0.2; 8.4; 6.4; 0.2; 8.6
5.2; 0.611; -6.1; 0.2; 8.4; -6.1; 0.2; 8.6; 6.4; 0.2; 8.4; 6.4; 0.2; 8.6
5.4; 0.634; -6.1; 0.3; 8.4; -6.1; 0.3; 8.7; 6.4; 0.3; 8.4; 6.4; 0.3; 8.7
5.6; 0.657; -6.1; 0.4; 8.3; -6.1; 0.4; 8.7; 6.4; 0.4; 8.3; 6.4; 0.4; 8.7
5.8; 0.681; -6.1; 0.4; 8.3; -6.1; 0.4; 8.7; 6.4; 0.5; 8.3; 6.4; 0.5; 8.7
6.0; 0.704; -6.1; 0.5; 8.2; -6.1; 0.5; 8.8; 6.4; 0.6; 8.2; 6.4; 0.6; 8.8
6.2; 0.727; -6.1; 0.6; 8.2; -6.1; 0.6; 8.8; 6.4; 0.6; 8.2; 6.4; 0.7; 8.8
6.4; 0.751; -6.1; 0.6; 8.2; -6.1; 0.7; 8.9; 6.3; 0.7; 8.2; 6.3; 0.8; 8.9
6.6; 0.774; -6.1; 0.7; 8.1; -6.1; 0.8; 8.9; 6.3; 0.8; 8.1; 6.3; 0.9; 8.9
6.8; 0.797; -6.0; 0.8; 8.1; -6.0; 0.9; 8.9; 6.3; 0.9; 8.1; 6.3; 1.0; 8.9
7.0; 0.821; -6.0; 0.8; 8.0; -6.0; 0.9; 9.0; 6.3; 1.0; 8.0; 6.3; 1.1; 9.0
7.2; 0.844; -6.0; 0.9; 8.0; -6.0; 1.0; 9.0; 6.3; 1.0; 8.0; 6.3; 1.2; 9.0
7.4; 0.868; -6.0; 0.9; 8.0; -6.0; 1.1; 9.0; 6.3; 1.1; 8.0; 6.3; 1.3; 9.0
7.6; 0.891; -6.0; 1.0; 7.9; -6.0; 1.2; 9.1; 6.2; 1.2; 7.9; 6.2; 1.3; 9.1
7.8; 0.914; -6.6; 1.1; 8.1; -6.6; 1.3; 9.4; 5.4; 1.3; 7.7; 5.4; 1.5; 8.9
8.0; 0.938; -9.7; 1.4; 10.1; -9.7; 1.6; 11.5; -5.0; 1.3; 5.5; -5.0; 1.7; 7.0
8.2; 0.963; -9.5; 1.7; 9.8; -9.5; 2.1; 11.7; -4.9; 1.7; 5.3; -4.9; 2.3; 7.2
8.4; 0.989; -9.2; 2.1; 9.5; -9.2; 2.6; 11.8; -4.7; 2.1; 5.2; -4.7; 3.0; 7.6
8.6; 1.015; -8.7; 2.5; 9.1; -8.7; 3.3; 12.0; -4.4; 2.4; 5.1; -4.4; 3.8; 7.9
8.8; 1.042; -8.1; 2.8; 8.7; -8.1; 4.0; 12.1; -4.0; 2.8; 4.9; -4.0; 4.7; 8.4
9.0; 1.070; -7.6; 3.1; 8.2; -7.6; 4.7; 12.2; -3.6; 3.1; 4.8; -3.6; 5.6; 8.8
9.2; 1.098; -7.0; 3.4; 7.8; -7.0; 5.4; 12.4; -3.2; 3.4; 4.7; -3.2; 6.5; 9.2
9.4; 1.128; -6.5; 3.6; 7.4; -6.5; 6.1; 12.5; -2.8; 3.6; 4.6; -2.8; 7.4; 9.6
9.6; 1.158; -5.9; 3.8; 7.1; -5.9; 6.8; 12.5; -2.4; 3.8; 4.5; -2.4; 8.2; 9.9
9.8; 1.189; -5.5; 3.9; 6.8; -5.5; 7.3; 12.6; -2.1; 3.9; 4.4; -2.1; 8.9; 10.3
10.0; 1.221; -5.1; 4.0; 6.5; -5.1; 7.8; 12.6; -1.7; 4.0; 4.4; -1.7; 9.5; 10.5
10.2; 1.253; -4.8; 4.0; 6.3; -4.8; 8.2; 12.7; -1.4; 4.1; 4.3; -1.4; 10.0; 10.8
10.4; 1.286; -4.5; 4.1; 6.1; -4.5; 8.6; 12.7; -1.1; 4.2; 4.3; -1.1; 10.4; 11.0
10.6; 1.319; -4.2; 4.1; 5.9; -4.2; 8.9; 12.7; -0.9; 4.2; 4.3; -0.9; 10.8; 11.1
10.8; 1.354; -4.0; 4.1; 5.8; -4.0; 9.1; 12.7; -0.6; 4.3; 4.3; -0.6; 11.0; 11.2
11.0; 1.388; -3.9; 4.1; 5.7; -3.9; 9.3; 12.7; -0.4; 4.3; 4.3; -0.4; 11.2; 11.4
11.2; 1.423; -3.7; 4.1; 5.6; -3.7; 9.4; 12.7; -0.2; 4.3; 4.3; -0.2; 11.4; 11.4
11.4; 1.459; -3.7; 4.1; 5.5; -3.7; 9.4; 12.7; -0.1; 4.3; 4.3; -0.1; 11.5; 11.5
11.6; 1.495; -3.6; 4.1; 5.5; -3.6; 9.5; 12.7; -0.1; 4.3; 4.3; -0.1; 11.5; 11.5
11.8; 1.531; -3.3; 4.1; 5.4; -3.3; 9.5; 12.6; 0.0; 4.4; 4.4; 0.0; 11.6; 11.6
12.0; 1.567; -1.9; 4.0; 5.1; -1.9; 9.7; 12.5; 0.1; 4.5; 4.5; 0.1; 11.9; 11.9
12.2; 1.603; -0.8; 3.9; 4.9; -0.8; 9.8; 12.4; 0.2; 4.6; 4.7; 0.2; 12.1; 12.1
12.4; 1.640; -0.2; 3.8; 4.8; -0.2; 9.9; 12.3; 0.2; 4.7; 4.7; 0.2; 12.3; 12.3
12.6; 1.676; -0.1; 3.8; 4.7; -0.1; 10.0; 12.3; 0.1; 4.7; 4.7; 0.1; 12.3; 12.3
12.8; 1.711; -0.1; 3.8; 4.8; -0.1; 9.9; 12.3; 0.1; 4.7; 4.7; 0.1; 12.2; 12.3
13.0; 1.746; -0.1; 3.8; 4.8; -0.1; 9.9; 12.3; 0.1; 4.7; 4.7; 0.1; 12.2; 12.3
13.2; 1.781; -0.1; 3.8; 4.7; -0.1; 10.0; 12.3; 0.2; 4.7; 4.7; 0.2; 12.2; 12.3
13.4; 1.815; -0.1; 3.8; 4.7; -0.1; 10.0; 12.3; 0.4; 4.7; 4.8; 0.4; 12.2; 12.3
13.6; 1.849; -0.1; 3.8; 4.7; -0.1; 10.0; 12.2; 0.6; 4.8; 4.8; 0.6; 12.1; 12.3
13.8; 1.881; -0.1; 3.8; 4.7; -0.1; 10.0; 12.2; 0.8; 4.8; 4.8; 0.8; 12.1; 12.4
14.0; 1.914; -0.1; 3.7; 4.7; -0.1; 10.0; 12.1; 1.0; 4.8; 4.9; 1.0; 12.0; 12.4
14.2; 1.945; -0.1; 3.7; 4.6; -0.1; 10.0; 12.1; 1.2; 4.8; 4.9; 1.2; 11.9; 12.4
14.4; 1.976; -0.1; 3.7; 4.6; -0.1; 9.9; 12.0; 1.3; 4.8; 5.0; 1.3; 11.7; 12.4
14.6; 2.007; -0.1; 3.7; 4.6; -0.1; 9.9; 12.0; 1.5; 4.8; 5.0; 1.5; 11.6; 12.4
14.8; 2.038; -0.1; 3.7; 4.6; -0.1; 9.8; 12.0; 1.6; 4.8; 5.1; 1.6; 11.5; 12.4
15.0; 2.070; -0.1; 3.7; 4.6; -0.1; 9.8; 11.9; 1.7; 4.8; 5.1; 1.7; 11.4; 12.4
15.2; 2.103; -0.1; 3.7; 4.6; -0.1; 9.7; 11.9; 1.8; 4.8; 5.1; 1.8; 11.3; 12.4
15.4; 2.138; -0.1; 3.7; 4.6; -0.1; 9.7; 11.9; 1.9; 4.8; 5.1; 1.9; 11.3; 12.4
15.6; 2.173; -0.1; 3.7; 4.6; -0.1; 9.6; 11.9; 1.9; 4.8; 5.2; 1.9; 11.2; 12.4
15.8; 2.210; -0.1; 3.6; 4.7; -0.1; 9.5; 11.8; 2.0; 4.8; 5.2; 2.0; 11.1; 12.4
16.0; 2.246; -0.1; 3.6; 4.7; -0.1; 9.4; 11.7; 2.2; 4.8; 5.3; 2.2; 11.0; 12.3
16.2; 2.284; -0.1; 3.6; 4.7; -0.1; 9.1; 11.6; 2.5; 4.8; 5.4; 2.5; 10.7; 12.3
16.4; 2.321; -0.1; 3.5; 4.8; -0.1; 8.8; 11.5; 2.8; 4.8; 5.5; 2.8; 10.3; 12.3
16.6; 2.358; -0.1; 3.5; 4.8; -0.1; 8.3; 11.3; 3.3; 4.7; 5.8; 3.3; 9.7; 12.2
16.8; 2.395; -0.1; 3.4; 4.9; -0.1; 7.8; 11.0; 3.8; 4.6; 6.0; 3.8; 9.1; 12.1
17.0; 2.432; -0.1; 3.3; 5.0; -0.1; 7.3; 10.8; 4.3; 4.5; 6.2; 4.3; 8.4; 12.0
17.2; 2.468; -0.1; 3.2; 5.1; -0.1; 6.8; 10.6; 4.8; 4.4; 6.5; 4.8; 7.8; 11.9
17.4; 2.503; -0.1; 3.1; 5.2; -0.1; 6.3; 10.3; 5.2; 4.2; 6.7; 5.2; 7.2; 11.8
17.6; 2.538; -0.1; 3.0; 5.3; -0.1; 5.8; 10.1; 5.6; 4.0; 6.9; 5.6; 6.7; 11.7
17.8; 2.572; -0.1; 2.8; 5.4; -0.1; 5.3; 9.9; 6.0; 3.9; 7.1; 6.0; 6.1; 11.6
18.0; 2.605; -0.1; 2.7; 5.5; -0.1; 4.8; 9.6; 6.4; 3.7; 7.4; 6.4; 5.6; 11.5
18.2; 2.638; -0.1; 2.6; 5.6; -0.1; 4.4; 9.4; 6.8; 3.5; 7.6; 6.8; 5.1; 11.4
18.4; 2.670; -0.1; 2.4; 5.7; -0.1; 3.9; 9.2; 7.1; 3.2; 7.8; 7.1; 4.6; 11.3
18.6; 2.702; -0.1; 2.2; 5.9; -0.1; 3.5; 9.0; 7.4; 3.0; 8.0; 7.4; 4.1; 11.2
18.8; 2.732; -0.1; 2.1; 6.0; -0.1; 3.1; 8.8; 7.8; 2.7; 8.2; 7.8; 3.6; 11.0
19.0; 2.762; -0.1; 1.9; 6.1; -0.1; 2.7; 8.6; 8.0; 2.5; 8.4; 8.0; 3.2; 10.9
19.2; 2.792; -0.1; 1.7; 6.2; -0.1; 2.3; 8.4; 8.3; 2.2; 8.6; 8.3; 2.8; 10.8
19.4; 2.821; -0.1; 1.5; 6.3; -0.1; 1.9; 8.2; 8.6; 2.0; 8.8; 8.6; 2.4; 10.7
19.6; 2.849; -0.1; 1.3; 6.4; -0.1; 1.6; 8.0; 8.8; 1.7; 9.0; 8.8; 2.0; 10.6
19.8; 2.876; -0.1; 1.1; 6.5; -0.1; 1.4; 7.9; 9.0; 1.5; 9.1; 9.0; 1.7; 10.5
20.0; 2.903; -0.1; 1.0; 6.6; -0.1; 1.1; 7.8; 9.2; 1.3; 9.3; 9.2; 1.4; 10.4
20.2; 2.929; -0.2; 0.8; 6.7; -0.2; 0.9; 7.6; 9.3; 1.1; 9.4; 9.3; 1.2; 10.3
20.4; 2.955; -0.2; 0.7; 6.7; -0.2; 0.8; 7.6; 9.4; 0.9; 9.5; 9.4; 1.0; 10.3
20.6; 2.980; -0.2; 0.6; 6.8; -0.2; 0.7; 7.5; 9.5; 0.8; 9.5; 9.5; 0.8; 10.2
20.8; 3.004; -0.2; 0.5; 6.8; -0.2; 0.6; 7.4; 9.5; 0.7; 9.6; 9.5; 0.7; 10.2
21.0; 3.028; -0.3; 0.5; 6.9; -0.3; 0.5; 7.4; 9.5; 0.6; 9.6; 9.5; 0.7; 10.2
21.2; 3.051; -0.4; 0.5; 6.9; -0.4; 0.5; 7.5; 9.4; 0.6; 9.6; 9.4; 0.6; 10.1
21.4; 3.074; -0.9; 0.5; 7.0; -0.9; 0.6; 7.6; 9.2; 0.6; 9.4; 9.2; 0.7; 10.0
21.6; 3.097; -3.2; 0.6; 7.5; -3.2; 0.7; 8.2; 8.1; 0.7; 8.9; 8.1; 0.8; 9.6
21.8; 3.119; -5.9; 0.9; 8.0; -5.9; 1.0; 8.9; 6.3; 0.9; 8.1; 6.3; 1.0; 9.0
22.0; 3.141; -5.9; 1.2; 7.9; -5.9; 1.4; 9.1; 6.2; 1.2; 7.9; 6.2; 1.4; 9.1
22.2; 3.163; -5.8; 1.5; 7.7; -5.8; 1.9; 9.3; 6.1; 1.6; 7.7; 6.1; 2.0; 9.4
22.4; 3.186; -5.5; 1.9; 7.4; -5.5; 2.5; 9.6; 5.8; 2.1; 7.4; 5.8; 2.7; 9.6
22.6; 3.208; -5.0; 2.4; 7.1; -5.0; 3.3; 9.9; 5.4; 2.5; 7.1; 5.4; 3.5; 10.0
22.8; 3.231; -4.5; 2.7; 6.7; -4.5; 4.2; 10.3; 4.9; 3.0; 6.8; 4.9; 4.5; 10.3
23.0; 3.255; -3.9; 3.1; 6.4; -3.9; 5.1; 10.6; 4.3; 3.4; 6.4; 4.3; 5.6; 10.6
23.2; 3.278; -3.2; 3.3; 6.1; -3.2; 6.0; 10.9; 3.7; 3.8; 6.1; 3.7; 6.7; 11.0
23.4; 3.302; -2.7; 3.5; 5.8; -2.7; 6.9; 11.2; 3.2; 4.1; 5.8; 3.2; 7.7; 11.3
23.6; 3.326; -2.2; 3.7; 5.5; -2.2; 7.6; 11.4; 2.8; 4.3; 5.6; 2.8; 8.6; 11.5
23.8; 3.351; -1.8; 3.7; 5.3; -1.8; 8.2; 11.6; 2.5; 4.4; 5.4; 2.5; 9.4; 11.7
24.0; 3.375; -1.5; 3.8; 5.1; -1.5; 8.6; 11.8; 2.2; 4.5; 5.3; 2.2; 10.1; 11.9
24.2; 3.400; -1.2; 3.8; 5.0; -1.2; 9.0; 11.9; 2.0; 4.6; 5.2; 2.0; 10.6; 12.0
24.4; 3.425; -0.9; 3.8; 4.9; -0.9; 9.2; 11.9; 1.8; 4.6; 5.1; 1.8; 10.9; 12.1
24.6; 3.450; -0.7; 3.8; 4.8; -0.7; 9.4; 12.0; 1.6; 4.7; 5.0; 1.6; 11.2; 12.2
24.8; 3.474; -0.5; 3.8; 4.8; -0.5; 9.5; 12.0; 1.5; 4.7; 5.0; 1.5; 11.4; 12.2
25.0; 3.499; -0.4; 3.8; 4.7; -0.4; 9.6; 12.1; 1.4; 4.7; 5.0; 1.4; 11.6; 12.3
25.2; 3.523; -0.3; 3.8; 4.7; -0.3; 9.6; 12.1; 1.3; 4.7; 5.0; 1.3; 11.7; 12.3
25.4; 3.547; -0.3; 3.8; 4.7; -0.3; 9.7; 12.1; 1.3; 4.7; 4.9; 1.3; 11.7; 12.3
