# s_m; t_s; delta_rad; f_drive_N; f_brake_N; gamma_y_N
4.0; 0.470; 0.00011; 21.1; -20.1; -0.0
4.2; 0.494; 0.00032; 21.1; -20.1; 0.0
4.4; 0.517; 0.00055; 21.1; -20.1; 0.1
4.6; 0.540; 0.00081; 21.1; -20.1; 0.1
4.8; 0.564; 0.00110; 21.1; -20.1; 0.2
5.0; 0.587; 0.00142; 21.1; -20.1; 0.2
5.2; 0.611; 0.00177; 21.0; -20.1; 0.3
5.4; 0.634; 0.00213; 21.0; -20.0; 0.4
5.6; 0.657; 0.00251; 21.0; -20.0; 0.4
5.8; 0.681; 0.00290; 21.0; -20.0; 0.5
6.0; 0.704; 0.00329; 20.9; -19.9; 0.6
6.2; 0.727; 0.00367; 20.9; -19.9; 0.7
6.4; 0.751; 0.00403; 20.8; -19.8; 0.8
6.6; 0.774; 0.00437; 20.7; -19.7; 0.9
6.8; 0.797; 0.00468; 20.7; -19.7; 0.9
7.0; 0.821; 0.00496; 20.6; -19.6; 1.0
7.2; 0.844; 0.00525; 20.5; -19.5; 1.1
7.4; 0.868; 0.00558; 20.5; -19.5; 1.1
7.6; 0.891; 0.00607; 19.6; -21.7; 1.2
7.8; 0.914; 0.00682; 3.0; -32.1; 1.5
8.0; 0.938; 0.00809; 2.9; -31.4; 1.9
8.2; 0.963; 0.01002; 2.9; -30.2; 2.4
8.4; 0.989; 0.01258; 2.9; -28.6; 2.9
8.6; 1.015; 0.01560; 2.9; -26.8; 3.5
8.8; 1.042; 0.01890; 3.0; -24.9; 4.0
9.0; 1.070; 0.02230; 3.0; -23.0; 4.5
9.2; 1.098; 0.02564; 3.1; -21.2; 5.0
9.4; 1.128; 0.02877; 3.2; -19.5; 5.5
9.6; 1.158; 0.03156; 3.3; -18.0; 5.8
9.8; 1.189; 0.03393; 3.4; -16.6; 6.2
10.0; 1.221; 0.03586; 3.6; -15.5; 6.4
10.2; 1.253; 0.03735; 3.8; -14.6; 6.6
10.4; 1.286; 0.03842; 4.0; -13.8; 6.8
10.6; 1.319; 0.03910; 4.2; -13.1; 6.9
10.8; 1.354; 0.03940; 4.4; -12.6; 7.0
11.0; 1.388; 0.03931; 4.6; -12.1; 7.1
11.2; 1.423; 0.03878; 4.8; -11.8; 7.2
11.4; 1.459; 0.03779; 4.7; -11.8; 7.2
11.6; 1.495; 0.03681; 4.5; -10.6; 7.2
11.8; 1.531; 0.03853; 2.9; -6.1; 7.4
12.0; 1.567; 0.04192; 1.4; -2.2; 7.5
12.2; 1.603; 0.04539; 0.7; -0.3; 7.6
12.4; 1.640; 0.04816; 0.5; -0.1; 7.6
12.6; 1.676; 0.05092; 0.4; -0.1; 7.6
12.8; 1.711; 0.05413; 0.5; -0.1; 7.6
13.0; 1.746; 0.05775; 0.7; -0.0; 7.6
13.2; 1.781; 0.06153; 1.1; -0.0; 7.6
13.4; 1.815; 0.06529; 1.4; -0.0; 7.5
13.6; 1.849; 0.06887; 1.8; -0.0; 7.5
13.8; 1.881; 0.07211; 2.2; -0.0; 7.5
14.0; 1.914; 0.07491; 2.5; -0.0; 7.5
14.2; 1.945; 0.07721; 2.9; -0.0; 7.4
14.4; 1.976; 0.07900; 3.2; -0.0; 7.4
14.6; 2.007; 0.08032; 3.5; -0.0; 7.3
14.8; 2.038; 0.08121; 3.7; -0.0; 7.3
15.0; 2.070; 0.08173; 3.9; -0.0; 7.3
15.2; 2.103; 0.08184; 4.0; -0.0; 7.2
15.4; 2.138; 0.08137; 4.1; -0.0; 7.2
15.6; 2.173; 0.08021; 4.3; -0.0; 7.2
15.8; 2.210; 0.07848; 4.6; -0.0; 7.1
16.0; 2.246; 0.07630; 5.1; -0.0; 6.9
16.2; 2.284; 0.07369; 5.9; -0.0; 6.7
16.4; 2.321; 0.07066; 6.8; -0.0; 6.4
16.6; 2.358; 0.06720; 7.8; -0.0; 6.1
16.8; 2.395; 0.06333; 8.8; -0.0; 5.8
17.0; 2.432; 0.05912; 9.8; -0.0; 5.5
17.2; 2.468; 0.05466; 10.6; -0.0; 5.1
17.4; 2.503; 0.05007; 11.5; -0.0; 4.8
17.6; 2.538; 0.04545; 12.2; -0.0; 4.5
17.8; 2.572; 0.04088; 13.0; -0.0; 4.1
18.0; 2.605; 0.03644; 13.7; -0.0; 3.8
18.2; 2.638; 0.03218; 14.4; -0.0; 3.5
18.4; 2.670; 0.02814; 15.1; -0.0; 3.1
18.6; 2.702; 0.02435; 15.7; -0.0; 2.8
18.8; 2.732; 0.02082; 16.3; -0.1; 2.5
19.0; 2.762; 0.01759; 16.9; -0.1; 2.2
19.2; 2.792; 0.01465; 17.4; -0.1; 1.9
19.4; 2.821; 0.01204; 17.8; -0.1; 1.6
19.6; 2.849; 0.00976; 18.2; -0.1; 1.4
19.8; 2.876; 0.00783; 18.6; -0.1; 1.2
20.0; 2.903; 0.00627; 18.9; -0.1; 1.0
20.2; 2.929; 0.00509; 19.1; -0.2; 0.8
20.4; 2.955; 0.00425; 19.2; -0.2; 0.7
20.6; 2.980; 0.00371; 19.3; -0.3; 0.6
20.8; 3.004; 0.00341; 19.4; -0.5; 0.6
21.0; 3.028; 0.00337; 19.5; -1.0; 0.6
21.2; 3.051; 0.00366; 19.7; -2.6; 0.6
21.4; 3.074; 0.00445; 20.7; -10.5; 0.7
21.6; 3.097; 0.00585; 20.7; -19.4; 0.9
21.8; 3.119; 0.00794; 20.5; -19.5; 1.2
22.0; 3.141; 0.01069; 19.9; -18.8; 1.7
22.2; 3.163; 0.01395; 18.9; -17.8; 2.2
22.4; 3.186; 0.01751; 17.6; -16.4; 2.9
22.6; 3.208; 0.02111; 15.8; -14.6; 3.5
22.8; 3.231; 0.02448; 13.8; -12.5; 4.2
23.0; 3.255; 0.02734; 11.8; -10.4; 4.8
23.2; 3.278; 0.02946; 10.0; -8.5; 5.4
23.4; 3.302; 0.03069; 8.6; -6.9; 5.9
23.6; 3.326; 0.03100; 7.4; -5.6; 6.3
23.8; 3.351; 0.03048; 6.5; -4.6; 6.6
24.0; 3.375; 0.02931; 5.6; -3.6; 6.9
24.2; 3.400; 0.02771; 4.9; -2.7; 7.0
24.4; 3.425; 0.02591; 4.3; -1.9; 7.2
24.6; 3.450; 0.02408; 3.8; -1.4; 7.2
24.8; 3.474; 0.02237; 3.4; -1.0; 7.3
25.0; 3.499; 0.02088; 3.2; -0.7; 7.3
25.2; 3.523; 0.01964; 3.0; -0.5; 7.4
25.4; 3.547; 0.01868; 2.9; -0.4; 7.4
25.6; 3.570; 0.01796; 2.8; -0.3; 7.4
25.8; 3.593; 0.01745; 2.7; -0.3; 7.4
26.0; 3.616; 0.01711; 2.7; -0.2; 7.4
26.2; 3.637; 0.01688; 2.7; -0.2; 7.4
26.4; 3.659; 0.01674; 2.7; -0.2; 7.4
26.6; 3.680; 0.01665; 2.7; -0.2; 7.4
26.8; 3.701; 0.01661; 2.7; -0.2; 7.4
27.0; 3.722; 0.01661; 2.7; -0.2; 7.4
27.2; 3.743; 0.01663; 2.7; -0.2; 7.4
27.4; 3.765; 0.01668; 2.7; -0.2; 7.4
27.6; 3.787; 0.01670; 2.7; -0.1; 7.4
27.8; 3.810; 0.01669; 2.7; -0.1; 7.4
28.0; 3.833; 0.01668; 2.7; -0.1; 7.4
28.2; 3.856; 0.01670; 2.7; -0.2; 7.4
28.4; 3.880; 0.01675; 2.7; -0.2; 7.4
28.6; 3.903; 0.01682; 2.8; -0.2; 7.4
28.8; 3.927; 0.01692; 2.8; -0.2; 7.4
29.0; 3.952; 0.01703; 2.8; -0.2; 7.4
29.2; 3.976; 0.01713; 2.8; -0.2; 7.4
29.4; 4.000; 0.01724; 2.9; -0.3; 7.4
29.6; 4.024; 0.01734; 2.9; -0.3; 7.4
29.8; 4.048; 0.01743; 2.9; -0.3; 7.4
30.0; 4.072; 0.01752; 3.0; -0.4; 7.4
30.2; 4.096; 0.01760; 3.0; -0.4; 7.4
30.4; 4.120; 0.01766; 3.0; -0.5; 7.4
30.6; 4.144; 0.01770; 3.1; -0.5; 7.4
30.8; 4.168; 0.01772; 3.1; -0.6; 7.3
31.0; 4.192; 0.01771; 3.2; -0.7; 7.3
31.2; 4.216; 0.01764; 3.3; -0.8; 7.3
31.4; 4.240; 0.01751; 3.4; -0.9; 7.3
31.6; 4.263; 0.01731; 3.6; -1.1; 7.2
31.8; 4.287; 0.01702; 3.8; -1.4; 7.2
32.0; 4.311; 0.01664; 4.1; -1.8; 7.1
32.2; 4.335; 0.01616; 4.6; -2.3; 7.0
32.4; 4.359; 0.01559; 5.3; -3.0; 6.8
32.6; 4.383; 0.01494; 6.2; -4.1; 6.6
32.8; 4.406; 0.01419; 7.4; -5.4; 6.2
33.0; 4.430; 0.01338; 8.9; -7.0; 5.8
33.2; 4.454; 0.01251; 10.6; -8.9; 5.3
33.4; 4.478; 0.01158; 12.4; -10.9; 4.7
33.6; 4.502; 0.01063; 14.2; -12.8; 4.1
33.8; 4.526; 0.00966; 15.8; -14.5; 3.5
34.0; 4.550; 0.00867; 17.1; -15.9; 3.0
34.2; 4.574; 0.00769; 18.1; -17.0; 2.6
34.4; 4.598; 0.00671; 18.9; -17.8; 2.2
34.6; 4.622; 0.00572; 19.5; -18.4; 1.9
34.8; 4.645; 0.00473; 20.0; -18.9; 1.5
35.0; 4.669; 0.00371; 20.3; -19.3; 1.3
35.2; 4.693; 0.00265; 20.6; -19.6; 1.0
35.4; 4.717; 0.00154; 20.8; -19.8; 0.7
35.6; 4.741; 0.00034; 21.0; -20.0; 0.5
35.8; 4.764; -0.00095; 21.1; -20.1; 0.2
36.0; 4.788; -0.00236; 21.1; -20.1; -0.1
36.2; 4.812; -0.00391; 21.0; -20.0; -0.4
36.4; 4.835; -0.00563; 20.8; -19.8; -0.8
36.6; 4.859; -0.00751; 20.5; -19.5; -1.1
36.8; 4.883; -0.00958; 20.0; -19.0; -1.5
37.0; 4.906; -0.01183; 19.4; -18.3; -2.0
37.2; 4.930; -0.01424; 18.5; -17.4; -2.4
37.4; 4.953; -0.01678; 17.4; -16.3; -2.9
37.6; 4.977; -0.01940; 16.1; -14.9; -3.5
37.8; 5.000; -0.02201; 14.7; -13.4; -4.0
38.0; 5.024; -0.02450; 13.1; -11.7; -4.5
38.2; 5.047; -0.02672; 11.5; -10.0; -5.0
38.4; 5.071; -0.02851; 10.1; -8.4; -5.5
38.6; 5.095; -0.02972; 8.7; -7.0; -5.9
38.8; 5.118; -0.03021; 7.6; -5.8; -6.3
39.0; 5.142; -0.02993; 6.6; -4.7; -6.5
39.2; 5.166; -0.02886; 5.9; -3.9; -6.8
39.4; 5.190; -0.02707; 5.4; -3.7; -6.9
39.6; 5.214; -0.02474; 5.2; -5.1; -7.0
39.8; 5.238; -0.02204; 5.0; -7.0; -7.1
40.0; 5.262; -0.01915; 4.7; -7.4; -7.1
40.2; 5.286; -0.01626; 4.2; -6.8; -7.2
40.4; 5.310; -0.01356; 3.5; -5.7; -7.3
40.6; 5.335; -0.01117; 2.9; -4.6; -7.4
40.8; 5.359; -0.00915; 2.4; -3.5; -7.4
41.0; 5.384; -0.00752; 1.9; -2.6; -7.5
41.2; 5.409; -0.00626; 1.5; -1.8; -7.5
41.4; 5.434; -0.00535; 1.2; -1.2; -7.5
41.6; 5.459; -0.00474; 1.1; -0.8; -7.5
41.8; 5.484; -0.00440; 1.0; -0.5; -7.5
42.0; 5.508; -0.00427; 0.9; -0.4; -7.5
42.2; 5.533; -0.00433; 0.9; -0.3; -7.5
42.4; 5.558; -0.00455; 0.9; -0.2; -7.5
42.6; 5.583; -0.00490; 0.9; -0.2; -7.5
42.8; 5.607; -0.00537; 1.0; -0.2; -7.5
43.0; 5.631; -0.00594; 1.0; -0.1; -7.5
43.2; 5.655; -0.00660; 1.1; -0.1; -7.5
43.4; 5.679; -0.00736; 1.2; -0.1; -7.5
43.6; 5.703; -0.00820; 1.3; -0.1; -7.5
43.8; 5.727; -0.00914; 1.3; -0.1; -7.5
44.0; 5.750; -0.01017; 1.4; -0.1; -7.5
44.2; 5.774; -0.01126; 1.5; -0.1; -7.5
44.4; 5.797; -0.01229; 1.6; -0.1; -7.5
44.6; 5.820; -0.01319; 1.6; -0.1; -7.6
44.8; 5.844; -0.01398; 1.7; -0.0; -7.6
45.0; 5.867; -0.01465; 1.7; -0.0; -7.6
45.2; 5.891; -0.01521; 1.7; -0.0; -7.6
45.4; 5.915; -0.01563; 1.6; -0.0; -7.6
45.6; 5.940; -0.01582; 1.6; -0.0; -7.6
45.8; 5.964; -0.01565; 1.5; -0.1; -7.6
46.0; 5.989; -0.01500; 1.3; -0.1; -7.6
46.2; 6.014; -0.01373; 1.2; -0.1; -7.6
46.4; 6.039; -0.01170; 1.1; -0.1; -7.6
46.6; 6.064; -0.00882; 1.2; -0.1; -7.5
46.8; 6.089; -0.00501; 1.5; -0.1; -7.4
47.0; 6.114; -0.00024; 2.5; -0.1; -7.1
47.2; 6.140; 0.00547; 5.4; -0.1; -6.3
47.4; 6.165; 0.01198; 12.2; -0.2; -4.1
47.6; 6.190; 0.01899; 19.3; -0.4; -0.6
47.8; 6.215; 0.02634; 17.3; -0.3; 2.0
48.0; 6.239; 0.03275; 14.0; -0.8; 3.7
48.2; 6.263; 0.03658; 2.6; -17.3; 5.1
48.4; 6.287; 0.03687; 2.4; -15.0; 6.2
48.6; 6.312; 0.03456; 4.5; -8.6; 6.9
48.8; 6.336; 0.03083; 3.2; -0.9; 7.3
49.0; 6.361; 0.02672; 2.6; -0.4; 7.5
49.2; 6.386; 0.02282; 2.2; -0.2; 7.5
49.4; 6.411; 0.01944; 1.9; -0.2; 7.5
49.6; 6.435; 0.01671; 1.7; -0.1; 7.5
49.8; 6.460; 0.01465; 1.6; -0.1; 7.5
50.0; 6.484; 0.01322; 1.5; -0.1; 7.5
50.2; 6.509; 0.01236; 1.5; -0.1; 7.5
50.4; 6.533; 0.01198; 1.5; -0.1; 7.5
50.6; 6.556; 0.01201; 1.5; -0.1; 7.5
50.8; 6.580; 0.01238; 1.6; -0.1; 7.5
51.0; 6.603; 0.01296; 1.6; -0.1; 7.5
51.2; 6.626; 0.01355; 1.7; -0.1; 7.5
51.4; 6.649; 0.01404; 1.7; -0.1; 7.5
51.6; 6.671; 0.01454; 1.8; -0.1; 7.5
51.8; 6.694; 0.01509; 1.9; -0.1; 7.5
52.0; 6.717; 0.01570; 1.9; -0.1; 7.5
52.2; 6.740; 0.01639; 2.0; -0.0; 7.5
52.4; 6.764; 0.01714; 2.1; -0.0; 7.5
52.6; 6.788; 0.01793; 2.2; -0.0; 7.5
52.8; 6.813; 0.01875; 2.3; -0.0; 7.5
53.0; 6.839; 0.01955; 2.4; -0.0; 7.5
53.2; 6.865; 0.02029; 2.5; -0.1; 7.5
53.4; 6.891; 0.02093; 2.6; -0.1; 7.5
53.6; 6.917; 0.02141; 2.7; -0.1; 7.4
53.8; 6.944; 0.02167; 2.8; -0.1; 7.4
54.0; 6.970; 0.02165; 3.0; -0.1; 7.4
54.2; 6.996; 0.02131; 3.2; -0.1; 7.3
54.4; 7.022; 0.02062; 3.7; -0.1; 7.2
54.6; 7.048; 0.01956; 4.5; -0.1; 7.0
54.8; 7.074; 0.01817; 5.9; -0.1; 6.6
55.0; 7.099; 0.01651; 8.0; -0.2; 5.9
55.2; 7.124; 0.01468; 10.7; -0.2; 5.0
55.4; 7.149; 0.01282; 13.3; -0.3; 3.9
55.6; 7.173; 0.01106; 15.3; -0.5; 3.0
55.8; 7.197; 0.00954; 16.5; -0.9; 2.3
56.0; 7.220; 0.00820; 17.7; -4.0; 1.9
56.2; 7.244; 0.00691; 19.5; -17.9; 1.7
56.4; 7.267; 0.00569; 20.0; -19.0; 1.5
56.6; 7.290; 0.00457; 20.3; -19.3; 1.3
56.8; 7.313; 0.00355; 20.5; -19.5; 1.1
57.0; 7.336; 0.00263; 20.7; -19.7; 0.9
57.2; 7.360; 0.00182; 20.8; -19.8; 0.7
57.4; 7.383; 0.00112; 20.9; -20.0; 0.5
57.6; 7.406; 0.00051; 21.0; -20.0; 0.4
57.8; 7.430; 0.00000; 21.1; -20.1; 0.2
58.0; 7.453; -0.00042; 21.1; -20.1; 0.1
58.2; 7.476; -0.00077; 21.1; -20.1; -0.0
58.4; 7.500; -0.00104; 21.1; -20.1; -0.1
58.6; 7.523; -0.00125; 21.1; -20.1; -0.2
58.8; 7.547; -0.00140; 21.1; -20.1; -0.2
59.0; 7.570; -0.00150; 21.0; -20.1; -0.3
59.2; 7.594; -0.00156; 21.0; -20.1; -0.3
59.4; 7.617; -0.00159; 21.0; -20.0; -0.3
59.6; 7.641; -0.00158; 21.0; -20.0; -0.3
59.8; 7.665; -0.00156; 21.0; -20.0; -0.3
60.0; 7.688; -0.00151; 21.0; -20.0; -0.3
60.2; 7.712; -0.00145; 21.0; -20.0; -0.3
60.4; 7.735; -0.00138; 21.0; -20.0; -0.3
60.6; 7.759; -0.00130; 21.0; -20.1; -0.3
60.8; 7.782; -0.00122; 21.0; -20.1; -0.3
61.0; 7.806; -0.00114; 21.0; -20.1; -0.3
61.2; 7.830; -0.00106; 21.1; -20.1; -0.3
61.4; 7.853; -0.00098; 21.1; -20.1; -0.2
61.6; 7.877; -0.00090; 21.1; -20.1; -0.2
61.8; 7.900; -0.00083; 21.1; -20.1; -0.2
62.0; 7.924; -0.00076; 21.1; -20.1; -0.2
62.2; 7.947; -0.00069; 21.1; -20.1; -0.2
62.4; 7.971; -0.00063; 21.1; -20.1; -0.2
62.6; 7.994; -0.00058; 21.1; -20.1; -0.1
62.8; 8.018; -0.00053; 21.1; -20.1; -0.1
63.0; 8.042; -0.00049; 21.1; -20.1; -0.1
63.2; 8.065; -0.00045; 21.1; -20.1; -0.1
63.4; 8.089; -0.00042; 21.1; -20.1; -0.1
63.6; 8.112; -0.00039; 21.1; -20.1; -0.1
63.8; 8.136; -0.00037; 21.1; -20.1; -0.1
64.0; 8.159; -0.00035; 21.1; -20.1; -0.1
64.2; 8.183; -0.00033; 21.1; -20.1; -0.1
64.4; 8.206; -0.00032; 21.1; -20.1; -0.1
64.6; 8.230; -0.00030; 21.1; -20.1; -0.1
64.8; 8.254; -0.00030; 21.1; -20.1; -0.1
65.0; 8.277; -0.00029; 21.1; -20.1; -0.1
65.2; 8.301; -0.00028; 21.1; -20.1; -0.1
65.4; 8.324; -0.00028; 21.1; -20.1; -0.1
65.6; 8.348; -0.00028; 21.1; -20.1; -0.1
65.8; 8.371; -0.00028; 21.1; -20.1; -0.1
66.0; 8.395; -0.00028; 21.1; -20.1; -0.1
66.2; 8.418; -0.00028; 21.1; -20.1; -0.1
66.4; 8.442; -0.00028; 21.1; -20.1; -0.1
66.6; 8.466; -0.00028; 21.1; -20.1; -0.1
66.8; 8.489; -0.00028; 21.1; -20.1; -0.1
67.0; 8.513; -0.00028; 21.1; -20.1; -0.1
67.2; 8.536; -0.00028; 21.1; -20.1; -0.1
67.4; 8.560; -0.00028; 21.1; -20.1; -0.1
67.6; 8.583; -0.00029; 21.1; -20.1; -0.1
67.8; 8.607; -0.00029; 21.1; -20.1; -0.1
68.0; 8.630; -0.00029; 21.1; -20.1; -0.1
68.2; 8.654; -0.00029; 21.1; -20.1; -0.1
68.4; 8.678; -0.00029; 21.1; -20.1; -0.1
68.6; 8.701; -0.00030; 21.1; -20.1; -0.1
68.8; 8.725; -0.00030; 21.1; -20.1; -0.1
69.0; 8.748; -0.00030; 21.1; -20.1; -0.1
69.2; 8.772; -0.00030; 21.1; -20.1; -0.1
69.4; 8.795; -0.00030; 21.1; -20.1; -0.1
69.6; 8.819; -0.00030; 21.1; -20.1; -0.1
69.8; 8.842; -0.00030; 21.1; -20.1; -0.1
70.0; 8.866; -0.00030; 21.1; -20.1; -0.1
70.2; 8.890; -0.00030; 21.1; -20.1; -0.1
70.4; 8.913; -0.00030; 21.1; -20.1; -0.1
70.6; 8.937; -0.00030; 21.1; -20.1; -0.1
70.8; 8.960; -0.00029; 21.1; -20.1; -0.1
71.0; 8.984; -0.00029; 21.1; -20.1; -0.1
71.2; 9.007; -0.00029; 21.1; -20.1; -0.1
71.4; 9.031; -0.00028; 21.1; -20.1; -0.1
71.6; 9.054; -0.00027; 21.1; -20.1; -0.1
71.8; 9.078; -0.00027; 21.1; -20.1; -0.1
72.0; 9.102; -0.00026; 21.1; -20.1; -0.1
72.2; 9.125; -0.00025; 21.1; -20.1; -0.1
72.4; 9.149; -0.00023; 21.1; -20.1; -0.1
72.6; 9.172; -0.00022; 21.1; -20.1; -0.1
72.8; 9.196; -0.00021; 21.1; -20.1; -0.1
73.0; 9.219; -0.00019; 21.1; -20.1; -0.0
73.2; 9.243; -0.00018; 21.1; -20.1; -0.0
73.4; 9.267; -0.00016; 21.1; -20.1; -0.0
73.6; 9.290; -0.00015; 21.1; -20.1; -0.0
73.8; 9.314; -0.00013; 21.1; -20.1; -0.0
74.0; 9.337; -0.00012; 21.1; -20.1; -0.0
74.2; 9.361; -0.00010; 21.1; -20.1; -0.0
74.4; 9.384; -0.00009; 21.1; -20.1; -0.0
74.6; 9.408; -0.00008; 21.1; -20.1; -0.0
74.8; 9.431; -0.00008; 21.1; -20.1; -0.0
75.0; 9.455; -0.00008; 21.1; -20.1; -0.0
75.2; 9.479; -0.00008; 21.1; -20.1; -0.0
75.4; 9.502; -0.00010; 21.1; -20.1; -0.0
75.6; 9.526; -0.00012; 21.1; -20.1; -0.0
75.8; 9.549; -0.00016; 21.1; -20.1; -0.0
76.0; 9.573; -0.00021; 21.1; -20.1; -0.0
76.2; 9.596; -0.00028; 21.1; -20.1; -0.0
76.4; 9.620; -0.00036; 21.1; -20.1; -0.1
76.6; 9.643; -0.00047; 21.1; -20.1; -0.1
76.8; 9.667; -0.00059; 21.1; -20.1; -0.1
77.0; 9.690; -0.00074; 21.1; -20.1; -0.1
77.2; 9.714; -0.00092; 21.1; -20.1; -0.2
77.4; 9.737; -0.00113; 21.1; -20.1; -0.2
77.6; 9.761; -0.00137; 21.1; -20.1; -0.2
77.8; 9.784; -0.00163; 21.0; -20.1; -0.3
78.0; 9.807; -0.00193; 21.0; -20.0; -0.3
78.2; 9.831; -0.00227; 21.0; -20.0; -0.4
78.4; 9.854; -0.00263; 21.0; -20.0; -0.5
78.6; 9.878; -0.00302; 20.9; -19.9; -0.6
78.8; 9.901; -0.00344; 20.9; -19.9; -0.6
79.0; 9.925; -0.00387; 20.8; -19.8; -0.7
79.2; 9.948; -0.00432; 20.8; -19.8; -0.8
79.4; 9.971; -0.00477; 20.7; -19.7; -0.9
79.6; 9.995; -0.00521; 20.6; -19.6; -1.0
79.8; 10.018; -0.00562; 20.5; -19.5; -1.1
80.0; 10.042; -0.00600; 20.4; -19.4; -1.2
80.2; 10.065; -0.00631; 20.3; -19.3; -1.3
80.4; 10.088; -0.00653; 20.2; -19.2; -1.3
80.6; 10.112; -0.00664; 20.1; -19.1; -1.4
80.8; 10.135; -0.00660; 20.1; -19.1; -1.4
81.0; 10.158; -0.00638; 20.1; -19.1; -1.4
81.2; 10.182; -0.00595; 20.1; -19.1; -1.4
81.4; 10.205; -0.00525; 20.2; -19.2; -1.3
81.6; 10.229; -0.00425; 20.4; -19.4; -1.2
81.8; 10.252; -0.00290; 20.6; -19.6; -0.9
82.0; 10.275; -0.00117; 20.8; -19.9; -0.7
82.2; 10.299; 0.00099; 21.0; -20.1; -0.3
82.4; 10.323; 0.00361; 21.1; -20.1; 0.2
82.6; 10.346; 0.00671; 20.9; -19.9; 0.7
82.8; 10.370; 0.01029; 20.3; -19.3; 1.3
83.0; 10.393; 0.01429; 19.2; -18.1; 2.1
83.2; 10.417; 0.01858; 17.5; -16.4; 2.9
83.4; 10.441; 0.02294; 15.3; -14.0; 3.7
83.6; 10.465; 0.02697; 12.8; -11.4; 4.5
83.8; 10.488; 0.03024; 10.3; -8.8; 5.2
84.0; 10.512; 0.03228; 8.3; -6.6; 5.9
84.2; 10.536; 0.03283; 7.0; -5.3; 6.3
84.4; 10.560; 0.03190; 6.0; -4.7; 6.7
84.6; 10.584; 0.02974; 5.3; -4.8; 6.9
84.8; 10.608; 0.02671; 4.7; -4.5; 7.1
85.0; 10.632; 0.02318; 4.0; -4.0; 7.2
85.2; 10.657; 0.01950; 3.6; -3.7; 7.3
85.4; 10.681; 0.01592; 3.3; -3.9; 7.3
85.6; 10.705; 0.01262; 3.2; -4.4; 7.3
85.8; 10.730; 0.00970; 3.3; -5.2; 7.3
86.0; 10.754; 0.00724; 3.4; -6.1; 7.3
86.2; 10.779; 0.00526; 3.5; -6.8; 7.3
86.4; 10.804; 0.00377; 3.4; -7.0; 7.3
86.6; 10.829; 0.00274; 3.2; -6.7; 7.3
86.8; 10.854; 0.00213; 2.8; -5.8; 7.3
87.0; 10.879; 0.00187; 2.2; -4.5; 7.4
87.2; 10.904; 0.00188; 1.7; -3.1; 7.4
87.4; 10.929; 0.00211; 1.3; -2.0; 7.5
87.6; 10.955; 0.00250; 1.0; -1.2; 7.5
87.8; 10.980; 0.00298; 0.8; -0.7; 7.5
88.0; 11.005; 0.00354; 0.8; -0.5; 7.5
88.2; 11.030; 0.00415; 0.8; -0.4; 7.5
88.4; 11.055; 0.00479; 0.8; -0.3; 7.5
88.6; 11.080; 0.00546; 0.8; -0.2; 7.5
88.8; 11.105; 0.00616; 0.9; -0.2; 7.5
89.0; 11.130; 0.00689; 0.9; -0.1; 7.6
89.2; 11.155; 0.00764; 1.0; -0.1; 7.6
89.4; 11.179; 0.00843; 1.0; -0.1; 7.6
89.6; 11.203; 0.00925; 1.1; -0.1; 7.5
89.8; 11.228; 0.01010; 1.2; -0.1; 7.5
90.0; 11.252; 0.01101; 1.3; -0.1; 7.5
90.2; 11.275; 0.01196; 1.4; -0.1; 7.5
90.4; 11.299; 0.01296; 1.5; -0.1; 7.5
90.6; 11.322; 0.01396; 1.5; -0.1; 7.5
90.8; 11.345; 0.01488; 1.6; -0.1; 7.5
91.0; 11.368; 0.01565; 1.7; -0.1; 7.5
91.2; 11.390; 0.01637; 1.8; -0.1; 7.5
91.4; 11.412; 0.01707; 1.9; -0.1; 7.5
91.6; 11.434; 0.01779; 2.0; -0.1; 7.5
91.8; 11.456; 0.01853; 2.1; -0.1; 7.5
92.0; 11.477; 0.01930; 2.2; -0.1; 7.5
92.2; 11.499; 0.02008; 2.3; -0.0; 7.5
92.4; 11.520; 0.02089; 2.4; -0.0; 7.5
92.6; 11.542; 0.02171; 2.5; -0.0; 7.5
92.8; 11.565; 0.02255; 2.6; -0.0; 7.5
93.0; 11.589; 0.02340; 2.7; -0.0; 7.4
93.2; 11.614; 0.02422; 2.8; -0.0; 7.4
93.4; 11.639; 0.02499; 2.8; -0.0; 7.4
93.6; 11.665; 0.02562; 2.9; -0.0; 7.4
93.8; 11.692; 0.02603; 2.9; -0.0; 7.4
94.0; 11.719; 0.02611; 2.9; -0.1; 7.4
94.2; 11.745; 0.02573; 2.9; -0.1; 7.4
94.4; 11.772; 0.02478; 2.9; -0.1; 7.4
94.6; 11.799; 0.02316; 3.2; -0.1; 7.3
94.8; 11.825; 0.02081; 3.7; -0.1; 7.1
95.0; 11.851; 0.01770; 4.9; -0.1; 6.8
95.2; 11.877; 0.01384; 7.2; -0.1; 6.1
95.4; 11.902; 0.00925; 10.9; -0.2; 4.8
95.6; 11.926; 0.00402; 15.0; -0.2; 3.1
95.8; 11.950; -0.00178; 18.2; -0.3; 1.4
96.0; 11.973; -0.00810; 20.1; -0.8; -0.1
96.2; 11.996; -0.01447; 18.4; -0.6; -1.3
96.4; 12.018; -0.02036; 16.6; -1.1; -2.4
96.6; 12.041; -0.02494; 14.7; -10.7; -3.4
96.8; 12.064; -0.02747; 11.9; -10.7; -4.3
