# s_m; t_s; v_mps; beta_rad; omega_z_radps; n_m; xi_rad
111.4; 13.890; 5.97; -0.08509; 1.40480; 0.33422; 0.26473
111.6; 13.920; 5.85; -0.08959; 1.43015; 0.36515; 0.25084
111.8; 13.952; 5.72; -0.09475; 1.46089; 0.39247; 0.23803
112.0; 13.983; 5.59; -0.10078; 1.49633; 0.41632; 0.22632
112.2; 14.015; 5.45; -0.10787; 1.53543; 0.43680; 0.21568
112.4; 14.047; 5.32; -0.11585; 1.56836; 0.45399; 0.20597
112.6; 14.080; 5.20; -0.12267; 1.56937; 0.46810; 0.19650
112.8; 14.113; 5.11; -0.12774; 1.56967; 0.47942; 0.18659
113.0; 14.147; 5.04; -0.13117; 1.56985; 0.48821; 0.17590
113.2; 14.180; 4.99; -0.13322; 1.56997; 0.49459; 0.16419
113.4; 14.214; 4.95; -0.13405; 1.57005; 0.49864; 0.15132
113.6; 14.248; 4.91; -0.13379; 1.57011; 0.50038; 0.13728
113.8; 14.282; 4.89; -0.13257; 1.57016; 0.49983; 0.12217
114.0; 14.316; 4.88; -0.13047; 1.57020; 0.49698; 0.10622
114.2; 14.350; 4.87; -0.12760; 1.57023; 0.49187; 0.08990
114.4; 14.384; 4.86; -0.12402; 1.57025; 0.48461; 0.07443
114.6; 14.418; 4.87; -0.11983; 1.57028; 0.47555; 0.06204
114.8; 14.453; 4.87; -0.11509; 1.57030; 0.46540; 0.05451
115.0; 14.489; 4.87; -0.10989; 1.57032; 0.45510; 0.05202
115.2; 14.525; 4.88; -0.10427; 1.57034; 0.44558; 0.05373
115.4; 14.561; 4.88; -0.09824; 1.57035; 0.43759; 0.05865
115.6; 14.598; 4.88; -0.09181; 1.57037; 0.43176; 0.06584
115.8; 14.634; 4.88; -0.08495; 1.57038; 0.42852; 0.07444
116.0; 14.671; 4.88; -0.07765; 1.57039; 0.42814; 0.08357
116.2; 14.708; 4.88; -0.06987; 1.57040; 0.43073; 0.09238
116.4; 14.744; 4.87; -0.06164; 1.57040; 0.43621; 0.09999
116.6; 14.781; 4.86; -0.05299; 1.57039; 0.44432; 0.10544
116.8; 14.817; 4.84; -0.04402; 1.57037; 0.45459; 0.10768
117.0; 14.853; 4.82; -0.03490; 1.57042; 0.46632; 0.10551
117.2; 14.888; 4.80; -0.02533; 1.57040; 0.47859; 0.09750
117.4; 14.923; 4.79; -0.01567; 1.57034; 0.49025; 0.08191
117.6; 14.956; 4.80; -0.00697; 1.57026; 0.49983; 0.05691
117.8; 14.989; 4.82; -0.00021; 1.57020; 0.50560; 0.02148
118.0; 15.020; 4.85; 0.00430; 1.57019; 0.50595; -0.02262
118.2; 15.051; 4.89; 0.00686; 1.57020; 0.49978; -0.07061
118.4; 15.083; 4.93; 0.00800; 1.57020; 0.48648; -0.11740
118.6; 15.115; 4.97; 0.00819; 1.57017; 0.46592; -0.15950
118.8; 15.147; 5.01; 0.00777; 1.57011; 0.43834; -0.19464
119.0; 15.181; 5.06; 0.00697; 1.57002; 0.40435; -0.22139
119.2; 15.216; 5.10; 0.00595; 1.56988; 0.36501; -0.23907
119.4; 15.252; 5.14; 0.00478; 1.56966; 0.32173; -0.24768
119.6; 15.288; 5.18; 0.00355; 1.56937; 0.27616; -0.24766
119.8; 15.325; 5.22; 0.00229; 1.56845; 0.23004; -0.23978
120.0; 15.362; 5.26; 0.00109; 1.55034; 0.18505; -0.22532
120.2; 15.400; 5.31; 0.00033; 1.48305; 0.14258; -0.20659
120.4; 15.437; 5.37; 0.00055; 1.36684; 0.10359; -0.18635
120.6; 15.475; 5.44; 0.00154; 1.21892; 0.06849; -0.16688
120.8; 15.511; 5.54; 0.00247; 1.06207; 0.03718; -0.14944
121.0; 15.547; 5.65; 0.00273; 0.90710; 0.00916; -0.13444
121.2; 15.582; 5.78; 0.00235; 0.75421; -0.01614; -0.12197
121.4; 15.617; 5.93; 0.00165; 0.60363; -0.03931; -0.11198
121.6; 15.650; 6.08; 0.00088; 0.45848; -0.06085; -0.10425
121.8; 15.683; 6.24; 0.00021; 0.32365; -0.08116; -0.09850
122.0; 15.715; 6.40; -0.00025; 0.20482; -0.10059; -0.09448
122.2; 15.746; 6.57; -0.00049; 0.10795; -0.11939; -0.09186
122.4; 15.776; 6.73; -0.00050; 0.03797; -0.13773; -0.08996
122.6; 15.806; 6.90; -0.00037; -0.00650; -0.15566; -0.08794
122.8; 15.834; 7.05; -0.00019; -0.03283; -0.17304; -0.08511
123.0; 15.862; 7.20; -0.00012; -0.08513; -0.18974; -0.08174
123.2; 15.890; 7.35; 0.00006; -0.16366; -0.20571; -0.07842
123.4; 15.917; 7.48; 0.00049; -0.26096; -0.22096; -0.07560
123.6; 15.943; 7.60; 0.00124; -0.36791; -0.23556; -0.07348
123.8; 15.969; 7.71; 0.00234; -0.47612; -0.24957; -0.07203
124.0; 15.994; 7.81; 0.00377; -0.58099; -0.26305; -0.07108
124.2; 16.019; 7.90; 0.00551; -0.68085; -0.27601; -0.07041
124.4; 16.043; 7.98; 0.00755; -0.77356; -0.28842; -0.06977
124.6; 16.068; 8.04; 0.00988; -0.85647; -0.30021; -0.06887
124.8; 16.092; 8.10; 0.01246; -0.92716; -0.31123; -0.06740
125.0; 16.115; 8.14; 0.01522; -0.98426; -0.32132; -0.06503
125.2; 16.139; 8.18; 0.01808; -1.02772; -0.33026; -0.06158
125.4; 16.162; 8.21; 0.02095; -1.05872; -0.33788; -0.05732
125.6; 16.185; 8.24; 0.02374; -1.07922; -0.34410; -0.05290
125.8; 16.208; 8.26; 0.02641; -1.09147; -0.34898; -0.04877
126.0; 16.231; 8.28; 0.02888; -1.09761; -0.35262; -0.04497
126.2; 16.254; 8.29; 0.03115; -1.09953; -0.35511; -0.04143
126.4; 16.277; 8.30; 0.03320; -1.09873; -0.35654; -0.03812
126.6; 16.300; 8.31; 0.03503; -1.09631; -0.35700; -0.03500
126.8; 16.323; 8.32; 0.03666; -1.09306; -0.35655; -0.03207
127.0; 16.346; 8.33; 0.03809; -1.08948; -0.35527; -0.02933
127.2; 16.368; 8.33; 0.03936; -1.08585; -0.35323; -0.02679
127.4; 16.391; 8.34; 0.04047; -1.08234; -0.35050; -0.02445
127.6; 16.414; 8.34; 0.04144; -1.07901; -0.34714; -0.02233
127.8; 16.437; 8.34; 0.04229; -1.07586; -0.34323; -0.02043
128.0; 16.460; 8.34; 0.04303; -1.07287; -0.33881; -0.01876
128.2; 16.483; 8.34; 0.04368; -1.06997; -0.33396; -0.01731
128.4; 16.506; 8.34; 0.04422; -1.06711; -0.32874; -0.01609
128.6; 16.529; 8.34; 0.04468; -1.06422; -0.32319; -0.01508
128.8; 16.552; 8.34; 0.04506; -1.06122; -0.31739; -0.01429
129.0; 16.575; 8.34; 0.04535; -1.05806; -0.31139; -0.01369
129.2; 16.598; 8.34; 0.04556; -1.05471; -0.30523; -0.01328
129.4; 16.621; 8.34; 0.04568; -1.05119; -0.29898; -0.01304
129.6; 16.644; 8.34; 0.04571; -1.04760; -0.29267; -0.01295
129.8; 16.667; 8.34; 0.04567; -1.04412; -0.28634; -0.01300
130.0; 16.691; 8.34; 0.04555; -1.04103; -0.28006; -0.01319
130.2; 16.714; 8.34; 0.04537; -1.03850; -0.27384; -0.01351
130.4; 16.737; 8.34; 0.04514; -1.03596; -0.26774; -0.01395
130.6; 16.760; 8.34; 0.04486; -1.03278; -0.26177; -0.01449
130.8; 16.783; 8.34; 0.04453; -1.02917; -0.25597; -0.01511
131.0; 16.807; 8.34; 0.04414; -1.02546; -0.25036; -0.01578
131.2; 16.830; 8.34; 0.04369; -1.02189; -0.24496; -0.01649
131.4; 16.853; 8.34; 0.04320; -1.01859; -0.23979; -0.01723
131.6; 16.877; 8.35; 0.04268; -1.01561; -0.23486; -0.01799
131.8; 16.900; 8.35; 0.04214; -1.01297; -0.23018; -0.01877
132.0; 16.923; 8.35; 0.04159; -1.01064; -0.22576; -0.01955
132.2; 16.947; 8.36; 0.04105; -1.00863; -0.22159; -0.02034
132.4; 16.970; 8.36; 0.04052; -1.00695; -0.21768; -0.02112
132.6; 16.993; 8.37; 0.04001; -1.00562; -0.21403; -0.02189
132.8; 17.017; 8.38; 0.03954; -1.00468; -0.21061; -0.02267
133.0; 17.040; 8.38; 0.03911; -1.00417; -0.20743; -0.02343
133.2; 17.063; 8.39; 0.03873; -1.00417; -0.20448; -0.02415
133.4; 17.087; 8.40; 0.03841; -1.00469; -0.20173; -0.02479
133.6; 17.110; 8.41; 0.03816; -1.00579; -0.19915; -0.02529
133.8; 17.133; 8.42; 0.03798; -1.00746; -0.19669; -0.02560
134.0; 17.156; 8.42; 0.03788; -1.00966; -0.19429; -0.02567
134.2; 17.179; 8.43; 0.03786; -1.01231; -0.19189; -0.02544
134.4; 17.203; 8.44; 0.03792; -1.01530; -0.18941; -0.02487
134.6; 17.226; 8.45; 0.03807; -1.01847; -0.18676; -0.02388
134.8; 17.249; 8.46; 0.03829; -1.02164; -0.18383; -0.02243
135.0; 17.272; 8.46; 0.03858; -1.02458; -0.18052; -0.02044
135.2; 17.295; 8.47; 0.03892; -1.02710; -0.17670; -0.01784
135.4; 17.318; 8.48; 0.03931; -1.02901; -0.17224; -0.01457
135.6; 17.341; 8.48; 0.03972; -1.03016; -0.16698; -0.01053
135.8; 17.364; 8.48; 0.04015; -1.03049; -0.16077; -0.00565
136.0; 17.387; 8.49; 0.04056; -1.03002; -0.15344; 0.00013
136.2; 17.410; 8.49; 0.04096; -1.02885; -0.14479; 0.00690
136.4; 17.433; 8.49; 0.04132; -1.02718; -0.13464; 0.01472
136.6; 17.456; 8.49; 0.04164; -1.02513; -0.12277; 0.02347
136.8; 17.480; 8.50; 0.04192; -1.02267; -0.10905; 0.03259
137.0; 17.503; 8.50; 0.04213; -1.01962; -0.09348; 0.04112
137.2; 17.526; 8.50; 0.04227; -1.01576; -0.07625; 0.04831
137.4; 17.550; 8.50; 0.04232; -1.01077; -0.05767; 0.05389
137.6; 17.573; 8.50; 0.04226; -1.00412; -0.03809; 0.05778
137.8; 17.597; 8.50; 0.04207; -0.99492; -0.01785; 0.05996
138.0; 17.620; 8.50; 0.04171; -0.98190; 0.00265; 0.06047
138.2; 17.644; 8.50; 0.04111; -0.96339; 0.02305; 0.05941
138.4; 17.668; 8.50; 0.04019; -0.93749; 0.04298; 0.05692
138.6; 17.691; 8.50; 0.03884; -0.90218; 0.06207; 0.05321
138.8; 17.715; 8.50; 0.03698; -0.85563; 0.08000; 0.04857
139.0; 17.739; 8.50; 0.03450; -0.79674; 0.09650; 0.04329
139.2; 17.763; 8.50; 0.03140; -0.72593; 0.11132; 0.03770
139.4; 17.786; 8.50; 0.02775; -0.64604; 0.12433; 0.03209
139.6; 17.810; 8.50; 0.02377; -0.56252; 0.13543; 0.02663
139.8; 17.834; 8.50; 0.01978; -0.48186; 0.14463; 0.02136
140.0; 17.857; 8.50; 0.01611; -0.40904; 0.15201; 0.01621
140.2; 17.881; 8.50; 0.01297; -0.34603; 0.15767; 0.01126
140.4; 17.905; 8.50; 0.01040; -0.29236; 0.16181; 0.00686
140.6; 17.928; 8.50; 0.00837; -0.24651; 0.16469; 0.00332
140.8; 17.952; 8.50; 0.00678; -0.20697; 0.16660; 0.00069
141.0; 17.975; 8.50; 0.00552; -0.17253; 0.16777; -0.00114
141.2; 17.999; 8.50; 0.00451; -0.14234; 0.16842; -0.00229
141.4; 18.023; 8.50; 0.00368; -0.11579; 0.16872; -0.00286
141.6; 18.046; 8.50; 0.00300; -0.09246; 0.16881; -0.00291
141.8; 18.070; 8.50; 0.00242; -0.07204; 0.16880; -0.00252
142.0; 18.093; 8.50; 0.00193; -0.05426; 0.16880; -0.00175
142.2; 18.117; 8.50; 0.00151; -0.03890; 0.16890; -0.00066
142.4; 18.141; 8.50; 0.00115; -0.02576; 0.16917; 0.00069
142.6; 18.164; 8.50; 0.00084; -0.01464; 0.16966; 0.00225
142.8; 18.188; 8.50; 0.00058; -0.00535; 0.17043; 0.00399
143.0; 18.211; 8.50; 0.00036; 0.00229; 0.17151; 0.00586
143.2; 18.235; 8.50; 0.00017; 0.00845; 0.17293; 0.00783
143.4; 18.258; 8.50; 0.00002; 0.01332; 0.17472; 0.00986
143.6; 18.282; 8.50; -0.00011; 0.01705; 0.17689; 0.01192
143.8; 18.306; 8.50; -0.00020; 0.01979; 0.17946; 0.01401
144.0; 18.329; 8.50; -0.00028; 0.02170; 0.18242; 0.01608
144.2; 18.353; 8.50; -0.00034; 0.02291; 0.18579; 0.01813
144.4; 18.376; 8.50; -0.00038; 0.02354; 0.18955; 0.02014
144.6; 18.400; 8.50; -0.00041; 0.02370; 0.19370; 0.02210
144.8; 18.423; 8.50; -0.00043; 0.02350; 0.19823; 0.02400
145.0; 18.447; 8.50; -0.00043; 0.02302; 0.20314; 0.02584
145.2; 18.471; 8.50; -0.00043; 0.02233; 0.20841; 0.02760
145.4; 18.494; 8.50; -0.00043; 0.02152; 0.21402; 0.02929
145.6; 18.518; 8.50; -0.00042; 0.02064; 0.21996; 0.03090
145.8; 18.541; 8.50; -0.00040; 0.01974; 0.22622; 0.03244
146.0; 18.565; 8.50; -0.00039; 0.01887; 0.23279; 0.03389
146.2; 18.589; 8.50; -0.00037; 0.01805; 0.23964; 0.03528
146.4; 18.612; 8.50; -0.00036; 0.01731; 0.24677; 0.03658
146.6; 18.636; 8.50; -0.00034; 0.01669; 0.25415; 0.03782
146.8; 18.659; 8.50; -0.00033; 0.01620; 0.26178; 0.03899
147.0; 18.683; 8.50; -0.00032; 0.01585; 0.26963; 0.04009
147.2; 18.706; 8.50; -0.00031; 0.01565; 0.27770; 0.04113
147.4; 18.730; 8.50; -0.00030; 0.01561; 0.28598; 0.04212
147.6; 18.754; 8.50; -0.00030; 0.01573; 0.29445; 0.04303
147.8; 18.777; 8.50; -0.00030; 0.01601; 0.30309; 0.04384
148.0; 18.801; 8.50; -0.00030; 0.01644; 0.31188; 0.04454
148.2; 18.824; 8.50; -0.00030; 0.01702; 0.32079; 0.04509
148.4; 18.848; 8.50; -0.00031; 0.01774; 0.32980; 0.04551
148.6; 18.871; 8.50; -0.00032; 0.01858; 0.33888; 0.04580
148.8; 18.895; 8.50; -0.00034; 0.01953; 0.34799; 0.04596
149.0; 18.919; 8.50; -0.00035; 0.02057; 0.35712; 0.04599
149.2; 18.942; 8.50; -0.00037; 0.02166; 0.36623; 0.04589
149.4; 18.966; 8.50; -0.00039; 0.02278; 0.37531; 0.04566
149.6; 18.989; 8.50; -0.00041; 0.02389; 0.38432; 0.04531
149.8; 19.013; 8.50; -0.00043; 0.02496; 0.39324; 0.04483
150.0; 19.036; 8.50; -0.00045; 0.02592; 0.40205; 0.04422
150.2; 19.060; 8.50; -0.00047; 0.02673; 0.41071; 0.04347
150.4; 19.083; 8.50; -0.00048; 0.02733; 0.41920; 0.04259
150.6; 19.107; 8.50; -0.00050; 0.02765; 0.42750; 0.04157
150.8; 19.130; 8.50; -0.00051; 0.02760; 0.43557; 0.04040
151.0; 19.153; 8.50; -0.00051; 0.02712; 0.44338; 0.03907
151.2; 19.177; 8.50; -0.00051; 0.02611; 0.45092; 0.03757
151.4; 19.200; 8.50; -0.00050; 0.02447; 0.45813; 0.03588
151.6; 19.224; 8.50; -0.00048; 0.02210; 0.46498; 0.03400
151.8; 19.247; 8.50; -0.00045; 0.01891; 0.47145; 0.03191
152.0; 19.271; 8.50; -0.00041; 0.01479; 0.47748; 0.02958
152.2; 19.294; 8.50; -0.00035; 0.00962; 0.48303; 0.02700
152.4; 19.317; 8.50; -0.00027; 0.00332; 0.48804; 0.02413
152.6; 19.341; 8.50; -0.00017; -0.00421; 0.49248; 0.02096
152.8; 19.364; 8.50; -0.00006; -0.01304; 0.49627; 0.01746
153.0; 19.387; 8.50; 0.00008; -0.02323; 0.49936; 0.01359
153.2; 19.411; 8.50; 0.00025; -0.03482; 0.50167; 0.00933
153.4; 19.434; 8.50; 0.00044; -0.04781; 0.50312; 0.00465
153.6; 19.457; 8.50; 0.00065; -0.06214; 0.50365; -0.00048
153.8; 19.481; 8.50; 0.00089; -0.07773; 0.50316; -0.00609
154.0; 19.504; 8.50; 0.00116; -0.09442; 0.50155; -0.01221
154.2; 19.527; 8.50; 0.00144; -0.11201; 0.49874; -0.01885
154.4; 19.551; 8.50; 0.00175; -0.13023; 0.49462; -0.02603
154.6; 19.574; 8.50; 0.00208; -0.14875; 0.48909; -0.03376
154.8; 19.597; 8.50; 0.00242; -0.16724; 0.48205; -0.04200
155.0; 19.620; 8.50; 0.00277; -0.18538; 0.47340; -0.05052
155.2; 19.644; 8.50; 0.00313; -0.20297; 0.46313; -0.05866
155.4; 19.667; 8.50; 0.00348; -0.22005; 0.45137; -0.06567
155.6; 19.691; 8.50; 0.00383; -0.23724; 0.43837; -0.07119
155.8; 19.715; 8.48; 0.00429; -0.26403; 0.42443; -0.07530
156.0; 19.739; 8.28; 0.00610; -0.37724; 0.40984; -0.07941
156.2; 19.764; 8.08; 0.00842; -0.45379; 0.39474; -0.08398
156.4; 19.789; 7.89; 0.01061; -0.53021; 0.37909; -0.08881
156.6; 19.815; 7.70; 0.01265; -0.61180; 0.36280; -0.09407
156.8; 19.842; 7.52; 0.01460; -0.69905; 0.34572; -0.09999
157.0; 19.870; 7.35; 0.01655; -0.79110; 0.32769; -0.10678
157.2; 19.898; 7.19; 0.01858; -0.88626; 0.30852; -0.11464
157.4; 19.927; 7.04; 0.02077; -0.98214; 0.28801; -0.12367
157.6; 19.957; 6.91; 0.02320; -1.07592; 0.26595; -0.13393
157.8; 19.987; 6.78; 0.02593; -1.16472; 0.24217; -0.14534
158.0; 20.018; 6.66; 0.02901; -1.24595; 0.21651; -0.15778
158.2; 20.049; 6.55; 0.03247; -1.31751; 0.18888; -0.17101
158.4; 20.081; 6.45; 0.03630; -1.37777; 0.15925; -0.18475
158.6; 20.114; 6.35; 0.04044; -1.42503; 0.12765; -0.19868
158.8; 20.146; 6.26; 0.04479; -1.45694; 0.09417; -0.21244
159.0; 20.179; 6.17; 0.04932; -1.47690; 0.05896; -0.22586
159.2; 20.213; 6.08; 0.05412; -1.48922; 0.02218; -0.23901
159.4; 20.247; 5.97; 0.05907; -1.49658; -0.01605; -0.25192
159.6; 20.281; 5.86; 0.06410; -1.50589; -0.05558; -0.26444
159.8; 20.315; 5.74; 0.06931; -1.52055; -0.09624; -0.27633
160.0; 20.351; 5.62; 0.07492; -1.54063; -0.13775; -0.28735
160.2; 20.386; 5.49; 0.08107; -1.56406; -0.17971; -0.29718
160.4; 20.422; 5.36; 0.08701; -1.56922; -0.22169; -0.30504
160.6; 20.458; 5.25; 0.09142; -1.56974; -0.26331; -0.30999
160.8; 20.495; 5.16; 0.09386; -1.56997; -0.30415; -0.31112
161.0; 20.530; 5.10; 0.09431; -1.57010; -0.34367; -0.30743
161.2; 20.566; 5.06; 0.09295; -1.57017; -0.38118; -0.29795
161.4; 20.601; 5.04; 0.09006; -1.57020; -0.41583; -0.28183
161.6; 20.634; 5.02; 0.08602; -1.57020; -0.44669; -0.25849
161.8; 20.667; 5.02; 0.08126; -1.57018; -0.47289; -0.22772
162.0; 20.699; 5.01; 0.07613; -1.57019; -0.49362; -0.18988
162.2; 20.730; 5.01; 0.07078; -1.57020; -0.50827; -0.14596
162.4; 20.760; 5.00; 0.06521; -1.57022; -0.51651; -0.09843
162.6; 20.790; 4.99; 0.05934; -1.57024; -0.51842; -0.05188
162.8; 20.821; 4.98; 0.05310; -1.57026; -0.51453; -0.01105
163.0; 20.853; 4.96; 0.04646; -1.57027; -0.50573; 0.02181
163.2; 20.885; 4.94; 0.03947; -1.57028; -0.49313; 0.04673
163.4; 20.919; 4.92; 0.03210; -1.57035; -0.47790; 0.06453
163.6; 20.954; 4.91; 0.02406; -1.57034; -0.46118; 0.07623
163.8; 20.989; 4.91; 0.01582; -1.57032; -0.44400; 0.08302
164.0; 21.024; 4.92; 0.00823; -1.57027; -0.42714; 0.08607
164.2; 21.060; 4.94; 0.00218; -1.57022; -0.41100; 0.08650
164.4; 21.096; 4.97; -0.00187; -1.57021; -0.39570; 0.08529
164.6; 21.132; 5.00; -0.00407; -1.57019; -0.38115; 0.08332
164.8; 21.168; 5.05; -0.00490; -1.57015; -0.36715; 0.08140
165.0; 21.204; 5.09; -0.00486; -1.57009; -0.35345; 0.08028
165.2; 21.239; 5.13; -0.00431; -1.56999; -0.33975; 0.08071
165.4; 21.274; 5.17; -0.00348; -1.56985; -0.32563; 0.08339
165.6; 21.309; 5.21; -0.00250; -1.56965; -0.31060; 0.08904
165.8; 21.344; 5.24; -0.00146; -1.56936; -0.29403; 0.09835
166.0; 21.379; 5.28; -0.00038; -1.56893; -0.27519; 0.11198
166.2; 21.413; 5.31; 0.00070; -1.56830; -0.25320; 0.13040
166.4; 21.448; 5.34; 0.00177; -1.56694; -0.22711; 0.15286
166.6; 21.482; 5.37; 0.00280; -1.56008; -0.19617; 0.17634
166.8; 21.518; 5.40; 0.00366; -1.53794; -0.16020; 0.19711
167.0; 21.554; 5.43; 0.00409; -1.49695; -0.11976; 0.21314
167.2; 21.590; 5.47; 0.00387; -1.43795; -0.07579; 0.22418
167.4; 21.627; 5.52; 0.00305; -1.36472; -0.02939; 0.23066
167.6; 21.664; 5.58; 0.00191; -1.28395; 0.01839; 0.23325
167.8; 21.701; 5.66; 0.00085; -1.20247; 0.06665; 0.23251
168.0; 21.737; 5.74; 0.00016; -1.12348; 0.11462; 0.22893
168.2; 21.774; 5.83; -0.00011; -1.04671; 0.16170; 0.22291
168.4; 21.809; 5.94; -0.00008; -0.97103; 0.20736; 0.21487
168.6; 21.844; 6.04; 0.00014; -0.89612; 0.25115; 0.20515
168.8; 21.879; 6.16; 0.00046; -0.82239; 0.29270; 0.19401
169.0; 21.912; 6.27; 0.00079; -0.75061; 0.33169; 0.18160
169.2; 21.945; 6.39; 0.00112; -0.68155; 0.36783; 0.16797
169.4; 21.976; 6.52; 0.00141; -0.61588; 0.40085; 0.15305
169.6; 22.007; 6.64; 0.00166; -0.55409; 0.43048; 0.13672
169.8; 22.037; 6.77; 0.00186; -0.49655; 0.45646; 0.11904
170.0; 22.066; 6.90; 0.00201; -0.44351; 0.47870; 0.10080
170.2; 22.095; 7.02; 0.00211; -0.39522; 0.49729; 0.08325
170.4; 22.122; 7.15; 0.00217; -0.35208; 0.51255; 0.06714
170.6; 22.150; 7.28; 0.00219; -0.31461; 0.52478; 0.05255
170.8; 22.177; 7.41; 0.00219; -0.28348; 0.53426; 0.03928
171.0; 22.203; 7.54; 0.00218; -0.25950; 0.54123; 0.02711
171.2; 22.229; 7.66; 0.00217; -0.24360; 0.54589; 0.01583
171.4; 22.255; 7.79; 0.00219; -0.23654; 0.54839; 0.00520
171.6; 22.280; 7.91; 0.00226; -0.23864; 0.54884; -0.00500
171.8; 22.305; 8.03; 0.00240; -0.24893; 0.54731; -0.01499
172.0; 22.329; 8.14; 0.00263; -0.26515; 0.54385; -0.02492
172.2; 22.353; 8.26; 0.00295; -0.28461; 0.53847; -0.03489
172.4; 22.377; 8.36; 0.00336; -0.30438; 0.53118; -0.04492
172.6; 22.401; 8.46; 0.00384; -0.32241; 0.52196; -0.05498
172.8; 22.424; 8.50; 0.00471; -0.36346; 0.51084; -0.06540
173.0; 22.448; 8.50; 0.00584; -0.39252; 0.49778; -0.07625
173.2; 22.471; 8.50; 0.00674; -0.39499; 0.48274; -0.08707
173.4; 22.495; 8.50; 0.00728; -0.38517; 0.46569; -0.09744
173.6; 22.519; 8.50; 0.00749; -0.36784; 0.44669; -0.10714
173.8; 22.542; 8.50; 0.00744; -0.34547; 0.42581; -0.11601
174.0; 22.566; 8.50; 0.00719; -0.31986; 0.40318; -0.12396
174.2; 22.590; 8.50; 0.00680; -0.29247; 0.37895; -0.13093
174.4; 22.613; 8.50; 0.00632; -0.26452; 0.35330; -0.13688
174.6; 22.637; 8.50; 0.00579; -0.23696; 0.32643; -0.14181
174.8; 22.661; 8.50; 0.00524; -0.21049; 0.29853; -0.14574
175.0; 22.685; 8.50; 0.00469; -0.18561; 0.26980; -0.14870
175.2; 22.709; 8.50; 0.00416; -0.16263; 0.24045; -0.15072
175.4; 22.733; 8.50; 0.00367; -0.14171; 0.21067; -0.15186
175.6; 22.756; 8.50; 0.00322; -0.12287; 0.18064; -0.15216
175.8; 22.780; 8.50; 0.00280; -0.10603; 0.15055; -0.15168
176.0; 22.804; 8.50; 0.00243; -0.09103; 0.12055; -0.15046
176.2; 22.828; 8.50; 0.00210; -0.07764; 0.09082; -0.14855
176.4; 22.852; 8.50; 0.00180; -0.06556; 0.06149; -0.14597
176.6; 22.876; 8.50; 0.00154; -0.05446; 0.03272; -0.14279
176.8; 22.899; 8.50; 0.00130; -0.04397; 0.00461; -0.13910
177.0; 22.923; 8.50; 0.00108; -0.03368; -0.02274; -0.13518
177.2; 22.947; 8.50; 0.00087; -0.02316; -0.04933; -0.13133
177.4; 22.971; 8.50; 0.00067; -0.01196; -0.07518; -0.12767
177.6; 22.994; 8.50; 0.00046; 0.00039; -0.10034; -0.12421
177.8; 23.018; 8.50; 0.00024; 0.01434; -0.12486; -0.12091
178.0; 23.042; 8.50; 0.00000; 0.03037; -0.14876; -0.11771
178.2; 23.065; 8.50; -0.00027; 0.04894; -0.17208; -0.11458
178.4; 23.089; 8.50; -0.00058; 0.07048; -0.19482; -0.11143
178.6; 23.113; 8.50; -0.00093; 0.09541; -0.21699; -0.10818
178.8; 23.136; 8.50; -0.00134; 0.12408; -0.23858; -0.10475
179.0; 23.160; 8.50; -0.00181; 0.15678; -0.25954; -0.10105
179.2; 23.184; 8.50; -0.00236; 0.19373; -0.27983; -0.09696
179.4; 23.207; 8.50; -0.00299; 0.23501; -0.29938; -0.09240
179.6; 23.231; 8.50; -0.00371; 0.28056; -0.31810; -0.08725
179.8; 23.255; 8.50; -0.00452; 0.33010; -0.33588; -0.08142
180.0; 23.278; 8.50; -0.00544; 0.38313; -0.35260; -0.07481
180.2; 23.302; 8.50; -0.00648; 0.43886; -0.36811; -0.06736
180.4; 23.326; 8.50; -0.00762; 0.49612; -0.38226; -0.05901
180.6; 23.349; 8.50; -0.00888; 0.55341; -0.39489; -0.04975
180.8; 23.373; 8.50; -0.01025; 0.60878; -0.40583; -0.03960
181.0; 23.397; 8.50; -0.01170; 0.65995; -0.41494; -0.02864
181.2; 23.421; 8.50; -0.01321; 0.70433; -0.42207; -0.01700
181.4; 23.445; 8.50; -0.01471; 0.73914; -0.42711; -0.00488
181.6; 23.468; 8.50; -0.01613; 0.76160; -0.42998; 0.00747
181.8; 23.492; 8.50; -0.01736; 0.76919; -0.43062; 0.01973
182.0; 23.516; 8.50; -0.01828; 0.75990; -0.42903; 0.03151
182.2; 23.540; 8.49; -0.01877; 0.73395; -0.42529; 0.04243
182.4; 23.564; 8.46; -0.01946; 0.73906; -0.41950; 0.05278
182.6; 23.588; 8.34; -0.02211; 0.84552; -0.41184; 0.06435
182.8; 23.613; 8.21; -0.02541; 0.87667; -0.40229; 0.07729
183.0; 23.638; 8.09; -0.02817; 0.88704; -0.39067; 0.09063
183.2; 23.663; 7.97; -0.03022; 0.89438; -0.37678; 0.10416
183.4; 23.689; 7.85; -0.03169; 0.90543; -0.36047; 0.11792
183.6; 23.715; 7.73; -0.03274; 0.92343; -0.34154; 0.13206
183.8; 23.742; 7.61; -0.03356; 0.94987; -0.31985; 0.14681
184.0; 23.769; 7.50; -0.03433; 0.98496; -0.29521; 0.16242
184.2; 23.797; 7.38; -0.03522; 1.02782; -0.26743; 0.17899
184.4; 23.825; 7.27; -0.03636; 1.07669; -0.23634; 0.19633
184.6; 23.853; 7.17; -0.03784; 1.12916; -0.20188; 0.21396
