#x_m,y_m,w_tr
-48.134719,10.401944,1.712624
-48.163771,10.455640,1.731719
-48.198539,10.506968,1.712624
-48.232375,10.558682,1.712624
-48.261289,10.612435,1.693528
-48.294409,10.664446,1.731719
-48.323322,10.718199,1.712318
-48.355663,10.770533,1.731719
-48.390431,10.821861,1.712624
-48.420979,10.874937,1.712624
-48.450824,10.928304,1.731719
-48.482227,10.981026,1.712318
-48.511217,11.034748,1.731719
-48.545985,11.086076,1.712624
-48.579884,11.137764,1.712624
-48.608797,11.191517,1.693528
-48.641917,11.243528,1.731719
-48.670831,11.297281,1.712318
-48.703109,11.349641,1.731719
-48.737877,11.400969,1.712318
-48.768487,11.454019,1.712624
-48.798270,11.507412,1.712624
-48.829736,11.560108,1.712318
-48.858663,11.613856,1.731719
-48.890984,11.666197,1.712318
-48.919898,11.719951,1.731719
-48.948811,11.773704,1.653199
-48.981882,11.825735,1.712318
-49.010795,11.879488,1.653199
-49.043010,11.931874,1.712624
-49.072043,11.985577,1.693528
-49.097548,12.040742,1.731719
-49.126462,12.094496,1.712318
-49.155375,12.148249,1.731719
-49.184288,12.202002,1.712318
-49.216672,12.254318,1.731719
-49.245586,12.308071,1.712318
-49.278706,12.360082,1.731719
-49.311161,12.412368,1.653199
-49.340074,12.466121,1.712318
-49.367530,12.520478,1.653199
-49.390588,12.576657,1.712624
-49.415428,12.632097,1.693528
-49.438487,12.688276,1.731719
-49.463073,12.743821,1.712318
-49.494300,12.796616,1.731719
-49.529068,12.847944,1.712318
-49.562188,12.899955,1.731719
-49.593065,12.952895,1.712318
-49.622581,13.006398,1.731719
-49.654314,13.058984,1.712318
-49.683227,13.112737,1.712624
-49.709961,13.167393,1.712624
-49.733019,13.223572,1.712624
-49.757859,13.279012,1.712318
-49.784808,13.333579,1.731719
-49.813721,13.387332,1.712318
-49.845670,13.439828,1.731719
-49.874970,13.493421,1.712318
-49.906063,13.546272,1.731719
-49.936218,13.599510,1.712318
-49.966456,13.652715,1.731719
-49.997467,13.705600,1.712318
-50.026380,13.759353,1.712624
-50.055293,13.813106,1.712318
-50.088413,13.865117,1.712318
-50.115280,13.919718,1.712624
-50.142951,13.973986,1.712624
-50.170674,14.028232,1.693528
-50.197489,14.082854,1.731719
-50.226403,14.136607,1.712318
-50.255316,14.190361,1.731719
-50.280156,14.245801,1.712318
-50.311115,14.298707,1.731719
-50.341404,14.351890,1.712318
-50.371508,14.405150,1.731719
-50.402653,14.457980,1.712318
-50.431566,14.511733,1.731719
-50.457711,14.566633,1.712318
-50.486104,14.620601,1.712624
-50.513105,14.675147,1.712624
-50.540642,14.729470,1.712624
-50.569555,14.783223,1.712318
-50.602092,14.835476,1.731719
-50.631006,14.889229,1.712318
-50.662687,14.941836,1.731719
-50.692254,14.995318,1.712318
-50.723080,15.048279,1.731719
-50.753502,15.101407,1.712318
-50.782416,15.155160,1.731719
-50.807839,15.210359,1.712318
-50.836752,15.264113,1.731719
-50.865665,15.317866,1.712318
-50.898785,15.369877,1.731719
-50.927699,15.423630,1.653199
-50.960819,15.475641,1.712318
-50.988808,15.529777,1.653199
-51.015357,15.584509,1.712318
-51.044270,15.638263,1.653199
-51.073183,15.692016,1.712624
-51.098023,15.747456,1.693528
-51.121084,15.803634,1.731719
-51.144281,15.859755,1.712318
-51.174118,15.913125,1.731719
-51.205530,15.965844,1.712318
-51.234443,16.019597,1.731719
-51.260855,16.074386,1.712318
-51.288981,16.128466,1.731719
-51.322101,16.180477,1.712318
-51.351014,16.234230,1.712318
-51.379137,16.288310,1.731719
-51.405553,16.343099,1.712318
-51.434466,16.396852,1.731719
-51.460025,16.451994,1.712318
-51.488939,16.505747,1.731719
-51.513779,16.561188,1.712318
-51.542692,16.614941,1.731719
-51.567532,16.670382,1.712318
-51.596445,16.724135,1.731719
-51.621350,16.779548,1.712318
-51.650264,16.833302,1.731719
-51.676024,16.888361,1.712318
-51.704802,16.942170,1.731719
-51.733715,16.995924,1.712318
-51.766835,17.047934,1.712318
-51.795748,17.101688,1.653199
-51.828670,17.153781,1.712318
-51.856997,17.207777,1.653199
-51.883208,17.262649,1.712318
-51.912121,17.316403,1.653199
-51.935179,17.372581,1.712318
-51.958895,17.428487,1.712318
-51.982293,17.484525,1.712318
-52.005351,17.540703,1.712318
-52.030191,17.596144,1.712318
-52.059105,17.649897,1.712318
-52.088018,17.703650,1.712318
-52.120622,17.755875,1.712318
-52.146587,17.810849,1.712318
-52.175161,17.864743,1.712318
-52.204074,17.918497,1.653199
-52.237194,17.970507,1.712318
-52.264870,18.024773,1.653199
-52.287928,18.080952,1.712624
-52.312768,18.136392,1.693528
-52.338775,18.191349,1.731719
-52.367688,18.245103,1.692918
-52.396601,18.298856,1.712318
-52.421441,18.354296,1.712318
-52.446281,18.409737,1.712318
-52.475195,18.463490,1.712318
-52.500035,18.518931,1.712318
-52.528948,18.572684,1.712318
-52.554261,18.627928,1.712318
-52.577320,18.684107,1.712318
-52.602160,18.739547,1.712318
-52.630529,18.793526,1.712318
-52.657553,18.848061,1.712318
-52.685067,18.902394,1.712318
-52.712947,18.956576,1.731719
-52.739605,19.011263,1.712318
-52.768341,19.065090,1.731719
-52.794143,19.120132,1.712318
-52.823057,19.173885,1.731719
-52.848004,19.229281,1.712318
-52.876917,19.283034,1.731719
-52.901757,19.338475,1.712318
-52.930671,19.392228,1.731719
-52.955511,19.447668,1.712318
-52.984424,19.501422,1.731719
-53.009941,19.556581,1.712318
-53.038855,19.610335,1.731719
-53.065227,19.665140,1.712318
-53.093393,19.719203,1.731719
-53.120621,19.773655,1.712318
-53.147931,19.828072,1.712318
-53.176015,19.882169,1.731719
-53.200855,19.937609,1.712318
-53.223913,19.993788,1.731719
-53.248753,20.049228,1.712318
-53.271811,20.105407,1.731719
-53.296555,20.160887,1.692918
-53.319613,20.217066,1.712318
-53.343501,20.272900,1.712318
-53.368341,20.328341,1.712318
-53.397254,20.382094,1.712318
-53.422094,20.437535,1.712318
-53.451008,20.491288,1.731719
-53.475944,20.546688,1.712318
-53.500096,20.602414,1.731719
-53.523155,20.658592,1.712318
-53.547995,20.714033,1.731719
-53.571053,20.770211,1.712318
-53.595893,20.825652,1.731719
-53.618951,20.881830,1.712318
-53.643791,20.937271,1.731719
-53.671611,20.991477,1.712318
-53.699185,21.045785,1.712318
-53.726149,21.100345,1.731719
-53.754579,21.154299,1.731719
-53.780687,21.209214,1.731719
-53.809601,21.262967,1.731719
-53.834854,21.318237,1.731719
-53.863767,21.371990,1.731719
-53.888607,21.427430,1.731719
-53.911666,21.483609,1.731719
-53.935208,21.539587,1.731719
-53.958779,21.595553,1.731719
-53.981838,21.651731,1.712318
-54.006264,21.707343,1.731719
-54.029323,21.763521,1.712318
-54.054163,21.818962,1.731719
-54.083076,21.872715,1.712318
-54.109214,21.927618,1.731719
-54.137614,21.981584,1.731719
-54.164607,22.036132,1.731719
-54.192152,22.090452,1.731719
-54.220001,22.144647,1.731719
-54.246690,22.199321,1.731719
-54.275394,22.253161,1.731719
-54.300234,22.308601,1.731719
-54.323293,22.364780,1.731719
-54.348133,22.420220,1.731719
-54.371191,22.476399,1.731719
-54.395314,22.532136,1.712318
-54.418373,22.588314,1.731719
-54.441641,22.644406,1.712318
-54.466481,22.699847,1.731719
-54.495394,22.753600,1.712318
-54.520234,22.809040,1.731719
-54.549147,22.862794,1.731719
-54.574704,22.917937,1.731719
-54.603617,22.971690,1.731719
-54.630029,23.026480,1.731719
-54.658155,23.080559,1.731719
-54.685423,23.134994,1.731719
-54.710263,23.190434,1.731719
-54.733321,23.246613,1.731719
-54.758161,23.302053,1.712318
-54.781220,23.358232,1.731719
-54.806060,23.413672,1.712318
-54.829118,23.469851,1.731719
-54.853822,23.525347,1.712318
-54.879311,23.580519,1.731719
-54.908224,23.634272,1.731719
-54.933064,23.689713,1.731719
-54.956123,23.745891,1.731719
-54.979901,23.801772,1.731719
-55.003236,23.857835,1.731719
-55.026295,23.914014,1.712318
-55.050486,23.969723,1.731719
-55.073544,24.025901,1.712318
-55.098384,24.081342,1.731719
-55.127298,24.135095,1.712318
-55.153200,24.190096,1.731719
-55.181836,24.243964,1.731719
-55.208593,24.298610,1.731719
-55.236374,24.352832,1.731719
-55.263987,24.407124,1.731719
-55.288827,24.462565,1.731719
-55.311885,24.518743,1.731719
-55.336725,24.574184,1.731719
-55.359784,24.630362,1.731719
-55.384624,24.685802,1.731719
-55.407682,24.741981,1.731719
-55.432041,24.797621,1.712318
-55.463039,24.850510,1.731719
-55.493289,24.903710,1.712318
-55.518129,24.959150,1.731719
-55.547042,25.012904,1.731719
-55.571882,25.068344,1.731719
-55.595564,25.124265,1.731719
-55.618622,25.180443,1.731719
-55.637304,25.238434,1.731719
-55.659025,25.295167,1.712318
-55.683865,25.350607,1.731719
-55.706924,25.406785,1.712318
-55.734429,25.461122,1.731719
-55.767549,25.513133,1.712318
-55.794652,25.567636,1.712318
-55.822088,25.622001,1.731719
-55.850046,25.676150,1.712318
-55.876626,25.730870,1.731719
-55.905440,25.784664,1.712318
-55.927614,25.841209,1.731719
-55.945843,25.899388,1.731719
-55.970712,25.954816,1.731719
-55.999625,26.008570,1.731719
-56.024465,26.064010,1.731719
-56.053378,26.117763,1.731719
-56.078218,26.173204,1.712318
-56.103058,26.228644,1.731719
-56.131971,26.282397,1.712318
-56.156783,26.337850,1.731719
-56.179841,26.394028,1.731719
-56.204681,26.449469,1.731719
-56.227740,26.505647,1.731719
-56.252580,26.561088,1.731719
-56.277420,26.616528,1.731719
-56.300478,26.672707,1.712318
-56.325318,26.728147,1.731719
-56.348376,26.784325,1.731719
-56.373216,26.839766,1.712318
-56.396275,26.895944,1.731719
-56.421115,26.951385,1.712318
-56.447349,27.006248,1.731719
-56.476262,27.060001,1.712318
-56.501641,27.115218,1.731719
-56.530554,27.168972,1.731719
-56.555394,27.224412,1.731719
-56.584308,27.278165,1.731719
-56.609148,27.333606,1.731719
-56.632593,27.389624,1.731719
-56.655652,27.445802,1.712318
-56.679953,27.501466,1.731719
-56.703011,27.557644,1.712318
-56.727851,27.613085,1.731719
-56.750910,27.669263,1.712318
-56.775750,27.724704,1.731719
-56.804276,27.778617,1.731719
-56.831143,27.833218,1.731719
-56.858814,27.887486,1.731719
-56.886537,27.941732,1.731719
-56.911377,27.997173,1.731719
-56.934435,28.053351,1.731719
-56.959275,28.108792,1.731719
-56.982334,28.164970,1.731719
-57.007174,28.220410,1.712318
-57.030232,28.276589,1.731719
-57.054481,28.332274,1.712318
-57.079514,28.387635,1.731719
-57.108428,28.441388,1.712318
-57.133268,28.496828,1.731719
-57.162181,28.550582,1.731719
-57.187021,28.606022,1.731719
-57.215934,28.659775,1.731719
-57.241366,28.714971,1.731719
-57.270279,28.768724,1.731719
-57.296566,28.823565,1.712318
-57.321406,28.879006,1.731719
-57.344464,28.935184,1.712318
-57.369304,28.990625,1.731719
-57.392363,29.046803,1.731719
-57.417203,29.102244,1.712318
-57.440261,29.158422,1.731719
-57.465101,29.213862,1.731719
-57.489941,29.269303,1.731719
-57.512999,29.325481,1.731719
-57.537839,29.380922,1.731719
-57.560898,29.437100,1.731719
-57.585657,29.492574,1.731719
-57.608715,29.548753,1.731719
-57.632618,29.604581,1.712318
-57.663161,29.657660,1.731719
-57.693867,29.710670,1.712318
-57.718707,29.766111,1.731719
-57.747620,29.819864,1.731719
-57.772541,29.875271,1.731719
-57.796678,29.931003,1.731719
-57.819736,29.987181,1.731719
-57.842794,30.043360,1.731719
-57.867634,30.098800,1.712318
-57.895540,30.152971,1.731719
-57.923028,30.207314,1.712318
-57.947868,30.262755,1.712318
-57.975703,30.316955,1.731719
-58.003262,30.371269,1.712318
-58.026320,30.427448,1.731719
-58.051160,30.482888,1.712318
-58.074218,30.539067,1.731719
-58.098702,30.594655,1.731719
-58.123542,30.650095,1.731719
-58.146601,30.706273,1.731719
-58.171014,30.761891,1.731719
-58.199927,30.815644,1.731719
-58.224767,30.871084,1.731719
-58.253681,30.924838,1.731719
-58.278877,30.980131,1.712318
-58.308219,31.033706,1.731719
-58.340125,31.086220,1.712318
-58.369038,31.139973,1.731719
-58.395945,31.194557,1.712318
-58.420785,31.249998,1.731719
-58.443844,31.306176,1.731719
-58.468684,31.361617,1.712318
-58.491742,31.417795,1.731719
-58.516582,31.473236,1.692918
-58.539641,31.529414,1.712318
-58.564481,31.584854,1.712318
-58.590330,31.639877,1.712318
-58.619244,31.693630,1.712318
-58.644238,31.749007,1.712318
-58.673151,31.802760,1.731719
-58.703144,31.856066,1.712318
-58.734399,31.908849,1.731719
-58.759239,31.964290,1.712318
-58.788153,32.018043,1.731719
-58.817066,32.071796,1.712318
-58.850032,32.123871,1.731719
-58.876358,32.178696,1.712318
-58.899416,32.234874,1.712624
-58.925988,32.289597,1.653199
-58.959108,32.341608,1.712624
-58.988021,32.395361,1.693528
-59.016934,32.449115,1.731719
-59.041795,32.504546,1.712318
