#s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2
67.3853937,-69.3009590,43.8724247,2.3338939,-0.0001457,8.4999676,0.0000004
67.5853504,-69.4391606,44.0169322,2.3339068,0.0002857,8.4999676,0.0000004
67.7853071,-69.5773707,44.1614317,2.3340121,0.0007789,8.4999676,0.0000004
67.9852637,-69.7156035,44.3059097,2.3342227,0.0013395,8.4999676,0.0000004
68.1852204,-69.8538752,44.4503504,2.3345525,0.0019722,8.4999676,0.0000004
68.3851770,-69.9922040,44.5947364,2.3350164,0.0026808,8.4999677,0.0000004
68.5851337,-70.1306103,44.7390481,2.3356297,0.0034671,8.4999677,0.0000004
68.7850903,-70.2691167,44.8832635,2.3364081,0.0043314,8.4999677,0.0000004
68.9850470,-70.4077481,45.0273585,2.3373670,0.0052713,8.4999677,0.0000004
69.1850037,-70.5465313,45.1713071,2.3385209,0.0062817,8.4999677,0.0000005
69.3849603,-70.6854951,45.3150809,2.3398831,0.0073541,8.4999677,0.0000005
69.5849170,-70.8246701,45.4586498,2.3414650,0.0084764,8.4999677,0.0000006
69.7848736,-70.9640880,45.6019824,2.3432750,0.0096326,8.4999677,0.0000007
69.9848303,-71.1037815,45.7450458,2.3453178,0.0108019,8.4999677,0.0000008
70.1847870,-71.2437833,45.8878069,2.3475937,0.0119590,8.4999678,0.0000009
70.3847436,-71.3841256,46.0302326,2.3500972,0.0130734,8.4999678,0.0000009
70.5847003,-71.5248393,46.1722908,2.3528166,0.0141096,8.4999678,0.0000009
70.7846569,-71.6659526,46.3139514,2.3557321,0.0150267,8.4999678,0.0000007
70.9846136,-71.8074904,46.4551874,2.3588156,0.0157788,8.4999678,0.0000005
71.1845702,-71.9494724,46.5959763,2.3620293,0.0163159,8.4999679,-0.0000000
71.3845269,-72.0919125,46.7363016,2.3653251,0.0165826,8.4999679,-0.0000007
71.5844836,-72.2348166,46.8761544,2.3686434,0.0165272,8.4999678,-0.0000016
71.7844402,-72.3781818,47.0155349,2.3719140,0.0160801,8.4999678,-0.0000027
71.9843969,-72.5219945,47.1544547,2.3750549,0.0152411,8.4999677,-0.0000026
72.1843535,-72.6662300,47.2929370,2.3779803,0.0138137,8.4999677,-2.0157073
72.3843102,-72.8108482,47.4310218,2.3805604,0.0119927,8.4524164,-6.3009963
72.5842668,-72.9557990,47.5687602,2.3828030,0.0107936,8.3020172,-9.0097664
72.7842235,-73.1010499,47.7061856,2.3849276,0.0104773,8.0821015,-9.0229256
72.9841802,-73.2465905,47.8433089,2.3869785,0.0096340,7.8556971,-9.0849926
73.1841368,-73.3923954,47.9801576,2.3886800,0.0069971,7.6209426,-9.1972182
73.3840935,-73.5383915,48.1168100,2.3896496,0.0021175,7.3756814,-9.2833874
73.5840501,-73.6844402,48.2534148,2.3892632,-0.0066917,7.1195594,-8.8954295
73.7840068,-73.8302878,48.3902424,2.3864240,-0.0219989,6.8651821,-8.2646987
73.9839635,-73.9754800,48.5277296,2.3796906,-0.0452604,6.6200878,-7.3919601
74.1839201,-74.1193727,48.6665323,2.3677180,-0.0746489,6.3929195,-6.4474326
74.3838768,-74.2611660,48.8074704,2.3496647,-0.1060906,6.1879726,-5.5320828
74.5838334,-74.3999492,48.9513880,2.3253918,-0.1365464,6.0065507,-4.7253302
74.7837901,-74.5347340,49.0989963,2.2954131,-0.1618065,5.8471300,-4.0612141
74.9837467,-74.6646129,49.2508014,2.2608616,-0.1840678,5.7065573,-3.5536094
75.1837034,-74.7888958,49.4073578,2.2219525,-0.2065460,5.5806505,-3.2099501
75.3836601,-74.9067128,49.5690672,2.1781246,-0.2305136,5.4644266,-3.0221873
75.5836167,-75.0169477,49.7360391,2.1297147,-0.2538207,5.3526951,-2.9598573
75.7835734,-75.1185254,49.9083412,2.0763839,-0.2799317,5.2409597,-2.9596822
75.9835300,-75.2102532,50.0859977,2.0174284,-0.3104858,5.1267965,-3.0391474
76.1834867,-75.2907930,50.2690455,1.9520431,-0.3442700,5.0068600,-3.1661369
76.3834433,-75.3585604,50.4572680,1.8794930,-0.3817805,4.8787772,-3.3559396
76.5834000,-75.4117649,50.6501695,1.7990178,-0.4224170,4.7392385,-3.6226393
76.7833567,-75.4484693,50.8469398,1.7100118,-0.4650267,4.5838456,-3.9884917
76.9833133,-75.4666689,51.0463673,1.6121566,-0.5076717,4.4064259,-4.4877297
77.1832700,-75.4644304,51.2467756,1.5056800,-0.5467285,4.1978431,-5.1712555
77.3832266,-75.4401151,51.4460557,1.3919534,-0.5740485,3.9438347,-6.1039121
77.5831833,-75.3929206,51.6413337,1.2757422,-0.5551936,3.6211596,-7.3434224
77.7831400,-75.3263476,51.8263128,1.1823079,-0.2987785,3.1899944,-7.9239293
77.9830966,-75.2547285,52.0122442,1.3118267,1.8396755,2.6471077,-2.0896236
78.1830533,-75.2246350,52.2094388,1.4533055,-0.1693181,2.4842526,1.4619031
78.3830099,-75.1944568,52.4045022,1.3711335,-0.5177089,2.5992587,3.9562409
78.5829666,-75.1439195,52.5996510,1.2627504,-0.5499549,2.8876113,4.1392666
78.7829232,-75.0725762,52.7872328,1.1517205,-0.5611622,3.1612730,3.7455213
78.9828799,-74.9813508,52.9652334,1.0441965,-0.5213851,3.3899160,3.4411770
79.1828366,-74.8721467,53.1327731,0.9431115,-0.4941689,3.5871581,3.1915145
79.3827932,-74.7469207,53.2888418,0.8472652,-0.4634347,3.7608553,2.9806068
79.5827499,-74.6077473,53.4326941,0.7579099,-0.4270882,3.9161227,2.8010401
79.7827065,-74.4568750,53.5639673,0.6748663,-0.4049936,4.0566230,2.6374268
79.9826632,-74.2960436,53.6824327,0.5949624,-0.3990416,4.1846066,2.4805101
80.1826199,-74.1262633,53.7877892,0.5163224,-0.3851099,4.3015022,2.3437367
80.3825765,-73.9488282,53.8798017,0.4410567,-0.3672102,4.4091056,2.3609846
80.5825332,-73.7651579,53.9585734,0.3702623,-0.3373579,4.5149088,2.5700399
80.7824898,-73.5765737,54.0248150,0.3066800,-0.2969846,4.6273313,2.9033431
80.9824465,-73.3843731,54.0797631,0.2517570,-0.2516652,4.7511347,3.2927465
81.1824031,-73.1896257,54.1249791,0.2060309,-0.2061496,4.8877494,3.6861099
81.3823598,-72.9931605,54.1621275,0.1691224,-0.1641800,5.0362901,4.0495092
81.5823165,-72.7955679,54.1927983,0.1400739,-0.1279786,5.1945809,4.3604875
81.7822731,-72.5972478,54.2183915,0.1175947,-0.0985771,5.3598030,4.6085236
81.9822298,-72.3984584,54.2400586,0.1003115,-0.0756886,5.5290594,4.7988002
82.1821864,-72.1993627,54.2587037,0.0870383,-0.0580838,5.6999651,4.9439485
82.3821431,-72.0000637,54.2750257,0.0768507,-0.0445521,5.8708392,5.0534848
82.5820997,-71.8006272,54.2895628,0.0690265,-0.0342236,6.0405057,5.1346608
82.7820564,-71.6010962,54.3027269,0.0629994,-0.0264095,6.2081501,5.1930656
82.9820131,-71.4014990,54.3148296,0.0583229,-0.0205852,6.3732177,5.2329955
83.1819697,-71.2018546,54.3261036,0.0546430,-0.0163459,6.5353384,5.2576864
