#x_m,y_m,w_tr
-33.412482,39.080943,2.155243
-33.483964,39.099361,2.179887
-33.555445,39.117778,2.202733
-33.629762,39.129350,2.179887
-33.704948,39.138826,2.155243
-33.776824,39.156292,2.179887
-33.848305,39.174709,2.202733
-33.921260,39.189571,2.179887
-33.996556,39.198780,2.111350
-34.071852,39.207988,2.134196
-34.147148,39.217197,2.157042
-34.219271,39.234068,2.179887
-34.294173,39.244227,2.202733
-34.369469,39.253435,2.179887
-34.444766,39.262644,2.134196
-34.520062,39.271853,2.157042
-34.595358,39.281061,2.179887
-34.670203,39.291358,2.202733
-34.745023,39.301717,2.179887
-34.820319,39.310926,2.157042
-34.895615,39.320135,2.134196
-34.970911,39.329343,2.157042
-35.046207,39.338552,2.179887
-35.121503,39.347760,2.202733
-35.196323,39.358120,2.179887
-35.271566,39.367457,2.157042
-35.346862,39.376666,2.134196
-35.422158,39.385874,2.111350
-35.497454,39.395083,2.179887
-35.572750,39.404291,2.202733
-35.647255,39.415410,2.202733
-35.719665,39.431588,2.179887
-35.794961,39.440797,2.157042
-35.870257,39.450005,2.134196
-35.945553,39.459214,2.134196
-36.020849,39.468422,2.157042
-36.095491,39.479212,2.202733
-36.167764,39.495719,2.204532
-36.243060,39.504928,2.204532
-36.318356,39.514136,2.202733
-36.393652,39.523345,2.088504
-36.468948,39.532553,2.088504
-36.544244,39.541762,2.134196
-36.620196,39.549389,2.157042
-36.699306,39.549389,2.179887
-36.778416,39.549389,2.202733
-36.857527,39.549389,2.204532
-36.936637,39.549389,2.204532
-37.015748,39.549389,2.204532
-37.094858,39.549389,2.202733
-37.173940,39.549458,2.179887
-37.249712,39.557518,2.134196
-37.325009,39.566727,2.111350
-37.400305,39.575935,2.088504
-37.475601,39.585144,2.202733
-37.550897,39.594352,2.204532
-37.626193,39.603561,2.204532
-37.701518,39.612701,2.204532
-37.780152,39.613849,2.204532
-37.859263,39.613849,2.204532
-37.938373,39.613849,2.204532
-38.017484,39.613849,2.204532
-38.095721,39.615957,2.204532
-38.171018,39.625166,2.204532
-38.246314,39.634374,2.202733
-38.321610,39.643583,2.179887
-38.396906,39.652791,2.088504
-38.472202,39.662000,2.111350
-38.547498,39.671208,2.157042
-38.623668,39.678309,2.179887
-38.702778,39.678309,2.202733
-38.781888,39.678309,2.204532
-38.860999,39.678309,2.204532
-38.940109,39.678309,2.204532
-39.019220,39.678309,2.204532
-39.098330,39.678309,2.204532
-39.177441,39.678309,2.204532
-39.256551,39.678309,2.204532
-39.335662,39.678309,2.204532
-39.414772,39.678309,2.204532
-39.493883,39.678309,2.204532
-39.572993,39.678309,2.204532
-39.652104,39.678309,2.204532
-39.731214,39.678309,2.204532
-39.810325,39.678309,2.204532
-39.889435,39.678309,2.204532
-39.967563,39.675938,2.204532
-40.042860,39.666729,2.204532
-40.118156,39.657521,2.202733
-40.193452,39.648312,2.179887
-40.268748,39.639104,2.088504
-40.344044,39.629895,2.111350
-40.419340,39.620687,2.134196
-40.495619,39.613849,2.157042
-40.574729,39.613849,2.179887
-40.653840,39.613849,2.202733
-40.732950,39.613849,2.204532
-40.812061,39.613849,2.204532
-40.889344,39.609439,2.204532
-40.964640,39.600230,2.204532
-41.039937,39.591022,2.204532
-41.115233,39.581813,2.202733
-41.190064,39.571483,2.111350
-41.261586,39.553161,2.134196
-41.333068,39.534744,2.157042
-41.406376,39.520738,2.179887
-41.481673,39.511529,2.086705
-41.556969,39.502321,2.088504
-41.631937,39.492319,2.088504
-41.704059,39.475449,2.134196
-41.779315,39.466144,2.157042
-41.854612,39.456936,2.179887
-41.928245,39.443712,2.086705
-41.999726,39.425295,2.109551
-42.071208,39.406878,2.132397
-42.143018,39.389253,2.155243
-42.215141,39.372382,2.109551
-42.286623,39.353965,2.132397
-42.357695,39.334559,2.155243
-42.427120,39.311177,2.086705
-42.498602,39.292760,2.109551
-42.568952,39.271611,2.132397
-42.636620,39.243985,2.039215
-42.707285,39.223597,2.109191
-42.776914,39.200706,2.155243
-42.843642,39.170812,2.109191
-42.911215,39.142958,2.132397
-42.977425,39.111813,2.039215
-43.042409,39.077710,2.109191
-43.108510,39.046302,2.086705
-43.171301,39.006902,2.155243
-43.232634,38.963986,2.134195
-43.293968,38.921069,2.111709
-43.354457,38.876112,2.156682
-43.413094,38.826684,2.179168
-43.465089,38.772598,2.201654
-43.514517,38.713961,2.179168
-43.557995,38.652860,2.111709
-43.593481,38.588448,2.134195
-43.623375,38.521720,2.064219
-43.652087,38.454502,2.086705
-43.672808,38.383975,2.016729
-43.691225,38.312493,1.946752
-43.708096,38.240370,2.016369
-43.726513,38.168889,1.993523
-43.744930,38.097407,1.947831
-43.761801,38.025284,2.041014
-43.779853,37.953652,2.018168
-43.798271,37.882170,1.995322
-43.816688,37.810688,1.972476
-43.829483,37.736878,2.088504
-43.838692,37.661581,2.088504
-43.840866,37.589199,2.088504
-43.840013,37.517364,2.088504
-43.831169,37.442219,2.088504
-43.821960,37.366923,1.972476
-43.809006,37.293178,1.995322
-43.790588,37.221697,2.018168
-43.772171,37.150215,2.041014
-43.760789,37.075819,2.063860
-43.744612,37.003409,1.970677
-43.726195,36.931927,2.016369
-43.707778,36.860446,2.039215
-43.693107,36.787412,1.993523
