#s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2
19.1971216,-32.6887385,38.8796958,2.6667310,0.0084671,8.4999685,0.0000036
19.3970916,-32.8666867,38.9709537,2.6688816,0.0130940,8.4999686,0.0000046
19.5970616,-33.0448753,39.0617427,2.6720238,0.0183568,8.4999687,0.0000066
19.7970316,-33.2233972,39.1518731,2.6762853,0.0242584,8.4999688,0.0000104
19.9970016,-33.4023387,39.2411239,2.6817909,0.0307985,8.4999691,0.0000165
20.1969716,-33.5818257,39.3292663,2.6886604,0.0379276,8.4999695,0.0000251
20.3969417,-33.7619818,39.4160452,2.6969980,0.0455006,8.4999701,0.0000368
20.5969117,-33.9429259,39.5011810,2.7069067,0.0536828,8.4999709,0.0000476
20.7968817,-34.1247779,39.5843704,2.7184868,0.0621774,8.4999721,0.0000489
20.9968517,-34.3076523,39.6652941,2.7317601,0.0705137,8.4999732,0.0000367
21.1968217,-34.4916498,39.7436321,2.7466669,0.0784627,8.4999741,0.0000114
21.3967917,-34.6768524,39.8190742,2.7631091,0.0857859,8.4999743,-0.0000254
21.5967618,-34.8633192,39.8913284,2.7809383,0.0922796,8.4999737,-0.0000699
21.7967318,-35.0510840,39.9601294,2.7999739,0.0978237,8.4999721,-0.0001154
21.9967018,-35.2401549,40.0252445,2.8200182,0.1023722,8.4999694,-0.0001515
22.1966718,-35.4305157,40.0864759,2.8408718,0.1059402,8.4999658,-0.0001658
22.3966418,-35.6221278,40.1436617,2.8623427,0.1085786,8.4999619,-0.0001512
22.5966118,-35.8149340,40.1966752,2.8842511,0.1103485,8.4999584,-0.0001130
22.7965819,-36.0088614,40.2454231,2.9064288,0.1112837,8.4999557,-0.0000667
22.9965519,-36.2038244,40.2898459,2.9287066,0.1113765,8.4999541,-0.0000333
23.1965219,-36.3997279,40.3299184,2.9509172,0.1105382,8.4999533,-0.0000276
23.3964919,-36.5964691,40.3656560,2.9728248,0.1085315,8.4999527,-0.0003778
23.5964619,-36.7939400,40.3971171,2.9942902,0.1054385,8.4999438,-0.4212592
23.7964319,-36.9920281,40.4244365,3.0145049,0.0970149,8.4900275,-4.6570521
23.9964020,-37.1906127,40.4478911,3.0333783,0.0921671,8.3796196,-4.6480305
24.1963720,-37.3896015,40.4676324,3.0521526,0.0956005,8.2679557,-4.6243079
24.3963420,-37.5889325,40.4835701,3.0715545,0.0984481,8.1553446,-4.6260728
24.5963120,-37.7885384,40.4955794,3.0915496,0.1015354,8.0411127,-4.6487731
24.7962820,-37.9883462,40.5035344,3.1121485,0.1044796,7.9246617,-4.6816101
24.9962520,-38.1882724,40.5073133,3.1333363,0.1074125,7.8056326,-4.7125198
25.1962221,-38.3882428,40.5067946,3.1551574,0.1109736,7.6839557,-4.7332204
25.3961921,-38.5881075,40.5018481,3.1775651,0.1126086,7.5597732,-4.7261775
25.5961621,-38.7877604,40.4923894,3.2004932,0.1176852,7.4337059,-4.6836340
25.7961321,-38.9871893,40.4782332,3.2246439,0.1242255,7.3066278,-4.6103231
25.9961021,-39.1862406,40.4591248,3.2501712,0.1309420,7.1793424,-4.5070930
26.1960721,-39.3847187,40.4348107,3.2770471,0.1381252,7.0526867,-4.3768533
26.3960422,-39.5824570,40.4050218,3.3054542,0.1461549,6.9274751,-4.2255450
26.5960122,-39.7792443,40.3694652,3.3355328,0.1548118,6.8044064,-4.0598664
26.7959822,-39.9748412,40.3278322,3.3673998,0.1639665,6.6840290,-3.8860830
26.9959522,-40.1689718,40.2798069,3.4011358,0.1734371,6.5667377,-3.7094808
27.1959222,-40.3613228,40.2250766,3.4367862,0.1830612,6.4527881,-3.5341847
27.3958922,-40.5515433,40.1633414,3.4743629,0.1926833,6.3423191,-3.3632677
27.5958623,-40.7392444,40.0943242,3.5138467,0.2021664,6.2353754,-3.1950209
27.7958323,-40.9239826,40.0177878,3.5551839,0.2113281,6.1320543,-3.0332378
27.9958023,-41.1052954,39.9335330,3.5983000,0.2200086,6.0323276,-2.8927307
28.1957723,-41.2827381,39.8413854,3.6430987,0.2280061,5.9356598,-2.7741365
28.3957423,-41.4558046,39.7412434,3.6894518,0.2354793,5.8414527,-2.7436525
28.5957123,-41.6239720,39.6330660,3.7371777,0.2411874,5.7467619,-2.8162633
28.7956824,-41.7867248,39.5169021,3.7860405,0.2486189,5.6479143,-2.4869705
28.9956524,-41.9434902,39.3928049,3.8365472,0.2540134,5.5591634,-1.7177844
29.1956224,-42.0938878,39.2607982,3.8874894,0.2592451,5.4970253,-1.0662177
29.3955924,-42.2372916,39.1209927,3.9420124,0.2856883,5.4581007,-0.6189313
29.5955624,-42.3722903,38.9733490,4.0027460,0.3219552,5.4353775,-0.5415997
29.7955324,-42.4975783,38.8175023,4.0684420,0.3397694,5.4154151,-0.5888907
29.9955024,-42.6125214,38.6528515,4.1382362,0.3587794,5.3936258,-0.6389696
30.1954725,-42.7161484,38.4792713,4.2098620,0.3475155,5.3698836,-0.6677108
30.3954425,-42.8054047,38.3031207,4.2792958,0.3944007,5.3449608,-0.6276788
