# s_m; t_s; delta_rad; f_drive_N; f_brake_N; gamma_y_N
280.4; 34.713; -0.00963; 1.3; -0.0; -7.6
280.6; 34.738; -0.00752; 1.2; -0.0; -7.6
280.8; 34.764; -0.00579; 1.0; -0.0; -7.6
281.0; 34.789; -0.00443; 1.0; -0.0; -7.6
281.2; 34.814; -0.00340; 0.9; -0.0; -7.6
281.4; 34.839; -0.00268; 0.9; -0.0; -7.6
281.6; 34.864; -0.00224; 0.8; -0.0; -7.6
281.8; 34.889; -0.00203; 0.8; -0.0; -7.6
282.0; 34.913; -0.00203; 0.9; -0.0; -7.6
282.2; 34.937; -0.00219; 0.9; -0.0; -7.6
282.4; 34.960; -0.00250; 0.9; -0.0; -7.6
282.6; 34.983; -0.00294; 1.0; -0.0; -7.6
282.8; 35.005; -0.00347; 1.0; -0.0; -7.6
283.0; 35.026; -0.00409; 1.1; -0.0; -7.6
283.2; 35.047; -0.00479; 1.1; -0.0; -7.5
283.4; 35.068; -0.00557; 1.2; -0.0; -7.5
283.6; 35.089; -0.00642; 1.3; -0.0; -7.5
283.8; 35.110; -0.00732; 1.4; -0.0; -7.6
284.0; 35.131; -0.00826; 1.4; -0.0; -7.6
284.2; 35.153; -0.00910; 1.5; -0.0; -7.5
284.4; 35.175; -0.00980; 1.6; -0.0; -7.5
284.6; 35.197; -0.01047; 1.6; -0.0; -7.5
284.8; 35.220; -0.01113; 1.7; -0.0; -7.5
285.0; 35.243; -0.01183; 1.8; -0.0; -7.5
285.2; 35.267; -0.01256; 1.9; -0.0; -7.5
285.4; 35.291; -0.01333; 2.0; -0.0; -7.5
285.6; 35.315; -0.01413; 2.1; -0.0; -7.5
285.8; 35.339; -0.01494; 2.2; -0.0; -7.5
286.0; 35.364; -0.01577; 2.3; -0.0; -7.5
286.2; 35.389; -0.01660; 2.5; -0.0; -7.5
286.4; 35.414; -0.01742; 2.6; -0.0; -7.4
286.6; 35.440; -0.01823; 2.7; -0.0; -7.4
286.8; 35.465; -0.01903; 2.9; -0.0; -7.4
287.0; 35.491; -0.01980; 3.1; -0.0; -7.4
287.2; 35.516; -0.02056; 3.2; -0.0; -7.4
287.4; 35.541; -0.02129; 3.4; -0.0; -7.3
287.6; 35.567; -0.02200; 3.6; -0.0; -7.3
287.8; 35.592; -0.02268; 3.8; -0.0; -7.3
288.0; 35.618; -0.02334; 4.0; -0.0; -7.2
288.2; 35.643; -0.02397; 4.2; -0.0; -7.2
288.4; 35.668; -0.02457; 4.4; -0.0; -7.1
288.6; 35.693; -0.02512; 4.6; -0.0; -7.1
288.8; 35.718; -0.02560; 4.8; -0.0; -7.0
289.0; 35.743; -0.02600; 4.9; -0.0; -7.0
289.2; 35.768; -0.02627; 5.1; -0.0; -7.0
289.4; 35.792; -0.02638; 5.3; -0.0; -6.9
289.6; 35.817; -0.02628; 5.5; -0.0; -6.9
289.8; 35.841; -0.02592; 5.7; -0.0; -6.8
290.0; 35.866; -0.02527; 6.1; -0.0; -6.7
290.2; 35.890; -0.02433; 6.6; -0.0; -6.5
290.4; 35.915; -0.02310; 4.0; -0.4; -6.3
290.6; 35.939; -0.02158; 2.8; -1.0; -6.2
290.8; 35.963; -0.01987; 4.3; -2.5; -6.0
291.0; 35.987; -0.01804; 7.5; -5.8; -5.8
291.2; 36.011; -0.01617; 10.4; -8.7; -5.5
291.4; 36.035; -0.01430; 12.5; -10.9; -5.0
291.6; 36.060; -0.01249; 14.4; -13.0; -4.5
291.8; 36.084; -0.01075; 16.3; -14.9; -3.9
292.0; 36.108; -0.00911; 18.0; -16.7; -3.4
292.2; 36.132; -0.00758; 19.3; -18.1; -2.8
292.4; 36.156; -0.00619; 20.3; -19.2; -2.3
292.6; 36.180; -0.00492; 20.9; -19.9; -1.9
292.8; 36.204; -0.00379; 21.3; -20.2; -1.5
293.0; 36.228; -0.00280; 21.4; -20.4; -1.1
293.2; 36.252; -0.00194; 21.4; -20.4; -0.9
293.4; 36.276; -0.00120; 21.3; -20.3; -0.6
293.6; 36.300; -0.00058; 21.2; -20.2; -0.4
293.8; 36.323; -0.00007; 21.1; -20.1; -0.3
294.0; 36.347; 0.00035; 21.0; -20.0; -0.1
294.2; 36.371; 0.00067; 20.9; -19.9; -0.0
294.4; 36.395; 0.00092; 20.9; -19.9; 0.1
294.6; 36.419; 0.00110; 20.9; -19.9; 0.1
294.8; 36.442; 0.00121; 20.9; -19.9; 0.2
295.0; 36.466; 0.00128; 20.9; -19.9; 0.2
295.2; 36.490; 0.00131; 20.9; -19.9; 0.3
295.4; 36.514; 0.00130; 20.9; -20.0; 0.3
295.6; 36.537; 0.00127; 21.0; -20.0; 0.3
295.8; 36.561; 0.00121; 21.0; -20.0; 0.3
296.0; 36.585; 0.00114; 21.0; -20.0; 0.3
296.2; 36.608; 0.00106; 21.0; -20.0; 0.3
296.4; 36.632; 0.00096; 21.0; -20.1; 0.2
296.6; 36.655; 0.00087; 21.1; -20.1; 0.2
296.8; 36.679; 0.00078; 21.1; -20.1; 0.2
297.0; 36.703; 0.00068; 21.1; -20.1; 0.2
297.2; 36.726; 0.00059; 21.1; -20.1; 0.2
297.4; 36.750; 0.00050; 21.1; -20.1; 0.1
297.6; 36.773; 0.00042; 21.1; -20.1; 0.1
297.8; 36.797; 0.00035; 21.1; -20.1; 0.1
298.0; 36.821; 0.00028; 21.1; -20.1; 0.1
298.2; 36.844; 0.00022; 21.1; -20.1; 0.1
298.4; 36.868; 0.00017; 21.1; -20.1; 0.1
298.6; 36.891; 0.00012; 21.1; -20.1; 0.0
298.8; 36.915; 0.00008; 21.1; -20.1; 0.0
299.0; 36.938; 0.00005; 21.1; -20.1; 0.0
299.2; 36.962; 0.00002; 21.1; -20.1; 0.0
299.4; 36.985; -0.00001; 21.1; -20.1; 0.0
299.6; 37.009; -0.00003; 21.1; -20.1; 0.0
299.8; 37.032; -0.00004; 21.1; -20.1; -0.0
300.0; 37.056; -0.00005; 21.1; -20.1; -0.0
300.2; 37.079; -0.00006; 21.1; -20.1; -0.0
300.4; 37.103; -0.00006; 21.1; -20.1; -0.0
300.6; 37.126; -0.00007; 21.1; -20.1; -0.0
300.8; 37.150; -0.00007; 21.1; -20.1; -0.0
301.0; 37.173; -0.00006; 21.1; -20.1; -0.0
301.2; 37.197; -0.00006; 21.1; -20.1; -0.0
301.4; 37.221; -0.00006; 21.1; -20.1; -0.0
301.6; 37.244; -0.00005; 21.1; -20.1; -0.0
301.8; 37.268; -0.00005; 21.1; -20.1; -0.0
302.0; 37.291; -0.00005; 21.1; -20.1; -0.0
302.2; 37.315; -0.00004; 21.1; -20.1; -0.0
302.4; 37.338; -0.00004; 21.1; -20.1; -0.0
302.6; 37.362; -0.00003; 21.1; -20.1; -0.0
302.8; 37.385; -0.00003; 21.1; -20.1; -0.0
303.0; 37.409; -0.00002; 21.1; -20.1; -0.0
303.2; 37.432; -0.00002; 21.1; -20.1; -0.0
303.4; 37.456; -0.00001; 21.1; -20.1; -0.0
303.6; 37.479; -0.00001; 21.1; -20.1; -0.0
303.8; 37.503; -0.00001; 21.1; -20.1; -0.0
304.0; 37.526; -0.00001; 21.1; -20.1; -0.0
304.2; 37.550; -0.00000; 21.1; -20.1; -0.0
304.4; 37.573; -0.00000; 21.1; -20.1; -0.0
304.6; 37.597; 0.00000; 21.1; -20.1; -0.0
304.8; 37.620; 0.00000; 21.1; -20.1; -0.0
305.0; 37.644; 0.00000; 21.1; -20.1; 0.0
305.2; 37.667; 0.00000; 21.1; -20.1; 0.0
305.4; 37.691; 0.00000; 21.1; -20.1; 0.0
305.6; 37.715; 0.00001; 21.1; -20.1; 0.0
305.8; 37.738; 0.00001; 21.1; -20.1; 0.0
306.0; 37.762; 0.00001; 21.1; -20.1; 0.0
306.2; 37.785; 0.00001; 21.1; -20.1; 0.0
306.4; 37.809; 0.00001; 21.1; -20.1; 0.0
306.6; 37.832; 0.00001; 21.1; -20.1; 0.0
306.8; 37.856; 0.00001; 21.1; -20.1; 0.0
307.0; 37.879; 0.00001; 21.1; -20.1; 0.0
307.2; 37.903; 0.00001; 21.1; -20.1; 0.0
307.4; 37.926; 0.00000; 21.1; -20.1; 0.0
307.6; 37.950; 0.00000; 21.1; -20.1; 0.0
307.8; 37.973; 0.00000; 21.1; -20.1; 0.0
308.0; 37.997; 0.00000; 21.1; -20.1; 0.0
308.2; 38.020; 0.00000; 21.1; -20.1; 0.0
308.4; 38.044; 0.00000; 21.1; -20.1; 0.0
308.6; 38.067; 0.00000; 21.1; -20.1; 0.0
308.8; 38.091; 0.00000; 21.1; -20.1; 0.0
309.0; 38.114; 0.00000; 21.1; -20.1; 0.0
309.2; 38.138; 0.00000; 21.1; -20.1; 0.0
309.4; 38.162; 0.00000; 21.1; -20.1; 0.0
309.6; 38.185; 0.00000; 21.1; -20.1; 0.0
309.8; 38.209; 0.00000; 21.1; -20.1; 0.0
310.0; 38.232; 0.00000; 21.1; -20.1; 0.0
310.2; 38.256; 0.00000; 21.1; -20.1; 0.0
310.4; 38.279; 0.00000; 21.1; -20.1; 0.0
310.6; 38.303; 0.00000; 21.1; -20.1; 0.0
310.8; 38.326; 0.00000; 21.1; -20.1; 0.0
311.0; 38.350; 0.00000; 21.1; -20.1; 0.0
311.2; 38.373; 0.00000; 21.1; -20.1; 0.0
311.4; 38.397; 0.00000; 21.1; -20.1; 0.0
311.6; 38.420; 0.00000; 21.1; -20.1; 0.0
311.8; 38.444; 0.00000; 21.1; -20.1; 0.0
312.0; 38.467; 0.00000; 21.1; -20.1; 0.0
312.2; 38.491; 0.00000; 21.1; -20.1; 0.0
312.4; 38.514; 0.00000; 21.1; -20.1; 0.0
312.6; 38.538; 0.00000; 21.1; -20.1; 0.0
312.8; 38.562; 0.00000; 21.1; -20.1; 0.0
313.0; 38.585; 0.00000; 21.1; -20.1; 0.0
313.2; 38.609; 0.00000; 21.1; -20.1; 0.0
313.4; 38.632; 0.00000; 21.1; -20.1; 0.0
313.6; 38.656; 0.00000; 21.1; -20.1; 0.0
313.8; 38.679; 0.00000; 21.1; -20.1; 0.0
314.0; 38.703; 0.00000; 21.1; -20.1; 0.0
314.2; 38.726; 0.00000; 21.1; -20.1; 0.0
314.4; 38.750; 0.00000; 21.1; -20.1; 0.0
314.6; 38.773; 0.00000; 21.1; -20.1; 0.0
314.8; 38.797; 0.00000; 21.1; -20.1; 0.0
315.0; 38.820; 0.00000; 21.1; -20.1; 0.0
315.2; 38.844; 0.00000; 21.1; -20.1; 0.0
315.4; 38.867; 0.00000; 21.1; -20.1; 0.0
315.6; 38.891; 0.00000; 21.1; -20.1; 0.0
315.8; 38.914; 0.00000; 21.1; -20.1; 0.0
316.0; 38.938; 0.00000; 21.1; -20.1; 0.0
316.2; 38.962; 0.00000; 21.1; -20.1; 0.0
316.4; 38.985; 0.00000; 21.1; -20.1; 0.0
316.6; 39.009; 0.00000; 21.1; -20.1; 0.0
316.8; 39.032; 0.00000; 21.1; -20.1; 0.0
317.0; 39.056; 0.00000; 21.1; -20.1; 0.0
317.2; 39.079; 0.00000; 21.1; -20.1; 0.0
317.4; 39.103; 0.00000; 21.1; -20.1; 0.0
317.6; 39.126; 0.00000; 21.1; -20.1; 0.0
317.8; 39.150; 0.00000; 21.1; -20.1; 0.0
318.0; 39.173; 0.00000; 21.1; -20.1; 0.0
318.2; 39.197; 0.00000; 21.1; -20.1; 0.0
318.4; 39.220; 0.00000; 21.1; -20.1; 0.0
318.6; 39.244; 0.00000; 21.1; -20.1; 0.0
318.8; 39.267; 0.00000; 21.1; -20.1; 0.0
319.0; 39.291; 0.00000; 21.1; -20.1; 0.0
319.2; 39.315; 0.00000; 21.1; -20.1; 0.0
319.4; 39.338; 0.00000; 21.1; -20.1; 0.0
319.6; 39.362; 0.00000; 21.1; -20.1; 0.0
319.8; 39.385; 0.00000; 21.1; -20.1; 0.0
320.0; 39.409; 0.00000; 21.1; -20.1; 0.0
320.2; 39.432; 0.00000; 21.1; -20.1; 0.0
320.4; 39.456; 0.00000; 21.1; -20.1; 0.0
320.6; 39.479; 0.00000; 21.1; -20.1; 0.0
320.8; 39.503; 0.00000; 21.1; -20.1; 0.0
321.0; 39.526; 0.00000; 21.1; -20.1; 0.0
321.2; 39.550; 0.00000; 21.1; -20.1; 0.0
321.4; 39.573; 0.00000; 21.1; -20.1; 0.0
321.6; 39.597; 0.00000; 21.1; -20.1; 0.0
321.8; 39.620; 0.00000; 21.1; -20.1; 0.0
322.0; 39.644; 0.00000; 21.1; -20.1; 0.0
322.2; 39.668; 0.00000; 21.1; -20.1; 0.0
322.4; 39.691; 0.00000; 21.1; -20.1; 0.0
322.6; 39.715; 0.00001; 21.1; -20.1; 0.0
322.8; 39.738; 0.00001; 21.1; -20.1; 0.0
323.0; 39.762; 0.00001; 21.1; -20.1; 0.0
323.2; 39.785; 0.00001; 21.1; -20.1; 0.0
323.4; 39.809; 0.00001; 21.1; -20.1; 0.0
323.6; 39.832; 0.00001; 21.1; -20.1; 0.0
323.8; 39.856; 0.00001; 21.1; -20.1; 0.0
324.0; 39.879; 0.00001; 21.1; -20.1; 0.0
324.2; 39.903; 0.00001; 21.1; -20.1; 0.0
324.4; 39.926; 0.00001; 21.1; -20.1; 0.0
324.6; 39.950; 0.00001; 21.1; -20.1; 0.0
324.8; 39.973; 0.00002; 21.1; -20.1; 0.0
325.0; 39.997; 0.00002; 21.1; -20.1; 0.0
325.2; 40.021; 0.00002; 21.1; -20.1; 0.0
325.4; 40.044; 0.00002; 21.1; -20.1; 0.0
325.6; 40.068; 0.00002; 21.1; -20.1; 0.0
325.8; 40.091; 0.00002; 21.1; -20.1; 0.0
326.0; 40.115; 0.00002; 21.1; -20.1; 0.0
326.2; 40.138; 0.00002; 21.1; -20.1; 0.0
326.4; 40.162; 0.00002; 21.1; -20.1; 0.0
326.6; 40.185; 0.00001; 21.1; -20.1; 0.0
326.8; 40.209; 0.00001; 21.1; -20.1; 0.0
327.0; 40.232; 0.00001; 21.1; -20.1; 0.0
327.2; 40.256; 0.00000; 21.1; -20.1; 0.0
327.4; 40.279; -0.00000; 21.1; -20.1; 0.0
327.6; 40.303; -0.00001; 21.1; -20.1; -0.0
327.8; 40.326; -0.00002; 21.1; -20.1; -0.0
328.0; 40.350; -0.00003; 21.1; -20.1; -0.0
328.2; 40.373; -0.00004; 21.1; -20.1; -0.0
328.4; 40.397; -0.00005; 21.1; -20.1; -0.0
328.6; 40.421; -0.00006; 21.1; -20.1; -0.0
328.8; 40.444; -0.00008; 21.1; -20.1; -0.0
329.0; 40.468; -0.00009; 21.1; -20.1; -0.0
329.2; 40.491; -0.00011; 21.1; -20.1; -0.0
329.4; 40.515; -0.00013; 21.1; -20.1; -0.0
329.6; 40.538; -0.00015; 21.1; -20.1; -0.0
329.8; 40.562; -0.00017; 21.1; -20.1; -0.0
330.0; 40.585; -0.00019; 21.1; -20.1; -0.0
330.2; 40.609; -0.00020; 21.1; -20.1; -0.0
330.4; 40.632; -0.00022; 21.1; -20.1; -0.0
330.6; 40.656; -0.00024; 21.1; -20.1; -0.0
330.8; 40.679; -0.00025; 21.1; -20.1; -0.1
331.0; 40.703; -0.00026; 21.1; -20.1; -0.1
331.2; 40.726; -0.00026; 21.1; -20.1; -0.1
331.4; 40.750; -0.00026; 21.1; -20.1; -0.1
331.6; 40.773; -0.00025; 21.1; -20.1; -0.1
331.8; 40.797; -0.00023; 21.1; -20.1; -0.1
332.0; 40.820; -0.00020; 21.1; -20.1; -0.1
332.2; 40.844; -0.00016; 21.1; -20.1; -0.0
332.4; 40.867; -0.00010; 21.1; -20.1; -0.0
332.6; 40.891; -0.00002; 21.1; -20.1; -0.0
332.8; 40.915; 0.00007; 21.1; -20.1; -0.0
333.0; 40.938; 0.00019; 21.1; -20.1; 0.0
333.2; 40.962; 0.00033; 21.1; -20.1; 0.0
333.4; 40.985; 0.00049; 21.1; -20.1; 0.1
333.6; 41.009; 0.00068; 21.1; -20.2; 0.1
333.8; 41.032; 0.00090; 21.1; -20.2; 0.1
334.0; 41.056; 0.00114; 21.2; -20.2; 0.2
334.2; 41.079; 0.00141; 21.2; -20.2; 0.2
334.4; 41.103; 0.00171; 21.2; -20.2; 0.3
334.6; 41.126; 0.00203; 21.2; -20.2; 0.4
334.8; 41.150; 0.00237; 21.1; -20.1; 0.4
335.0; 41.173; 0.00274; 21.1; -20.1; 0.5
335.2; 41.197; 0.00311; 21.0; -20.0; 0.6
335.4; 41.220; 0.00349; 20.8; -19.8; 0.7
335.6; 41.244; 0.00386; 20.6; -19.6; 0.7
335.8; 41.267; 0.00422; 20.4; -19.4; 0.8
336.0; 41.291; 0.00454; 20.0; -19.0; 0.9
336.2; 41.314; 0.00482; 19.6; -18.6; 1.0
336.4; 41.338; 0.00504; 19.2; -18.2; 1.0
336.6; 41.361; 0.00516; 18.6; -17.6; 1.1
336.8; 41.385; 0.00518; 18.1; -17.1; 1.1
337.0; 41.408; 0.00505; 17.5; -16.5; 1.1
337.2; 41.432; 0.00476; 17.2; -16.2; 1.1
337.4; 41.456; 0.00427; 17.1; -16.1; 1.0
337.6; 41.479; 0.00354; 17.4; -16.4; 0.9
337.8; 41.503; 0.00255; 18.2; -17.2; 0.8
338.0; 41.526; 0.00126; 19.6; -18.6; 0.6
338.2; 41.550; -0.00035; 21.4; -20.4; 0.3
338.4; 41.573; -0.00232; 23.1; -22.1; -0.0
338.6; 41.597; -0.00465; 24.2; -23.3; -0.4
338.8; 41.620; -0.00736; 24.4; -23.4; -0.9
339.0; 41.644; -0.01040; 23.7; -22.6; -1.5
339.2; 41.667; -0.01370; 21.7; -20.6; -2.1
339.4; 41.691; -0.01714; 9.4; -8.3; -2.8
339.6; 41.714; -0.02046; 1.7; -0.5; -3.5
339.8; 41.738; -0.02331; 1.5; -0.2; -4.1
340.0; 41.761; -0.02530; 1.5; -0.1; -4.7
340.2; 41.785; -0.02605; 1.6; -0.1; -5.1
340.4; 41.808; -0.02540; 0.1; -10.6; -5.5
340.6; 41.832; -0.02341; 2.8; -17.6; -5.9
340.8; 41.856; -0.02058; 3.2; -16.1; -6.3
341.0; 41.880; -0.01743; 3.5; -14.8; -6.6
