# s_m; t_s; delta_rad; f_drive_N; f_brake_N; gamma_y_N
0.0; 0.000; -0.01437; 3.8; -13.8; -6.8
0.2; 0.025; -0.01167; 4.1; -13.0; -7.0
0.4; 0.051; -0.00946; 4.3; -12.0; -7.1
0.6; 0.077; -0.00777; 4.3; -9.6; -7.3
0.8; 0.103; -0.00655; 0.6; -0.1; -7.5
1.0; 0.130; -0.00570; 0.5; -0.0; -7.5
1.2; 0.157; -0.00518; 0.5; -0.0; -7.6
1.4; 0.184; -0.00492; 0.5; -0.0; -7.6
1.6; 0.212; -0.00491; 0.5; -0.0; -7.6
1.8; 0.239; -0.00511; 0.5; -0.0; -7.6
2.0; 0.267; -0.00550; 0.5; -0.0; -7.6
2.2; 0.295; -0.00607; 0.6; -0.0; -7.6
2.4; 0.322; -0.00678; 0.6; -0.0; -7.6
2.6; 0.350; -0.00762; 0.7; -0.0; -7.6
2.8; 0.377; -0.00856; 0.7; -0.0; -7.6
3.0; 0.404; -0.00959; 0.8; -0.0; -7.6
3.2; 0.431; -0.01067; 0.9; -0.0; -7.6
3.4; 0.456; -0.01182; 1.0; -0.0; -7.6
3.6; 0.482; -0.01301; 1.1; -0.0; -7.6
3.8; 0.506; -0.01424; 1.2; -0.0; -7.6
4.0; 0.530; -0.01551; 1.3; -0.0; -7.6
4.2; 0.553; -0.01677; 1.4; -0.0; -7.6
4.4; 0.576; -0.01789; 1.5; -0.0; -7.6
4.6; 0.599; -0.01883; 1.6; -0.0; -7.5
4.8; 0.622; -0.01969; 1.7; -0.0; -7.5
5.0; 0.644; -0.02053; 1.8; -0.0; -7.5
5.2; 0.668; -0.02139; 1.9; -0.0; -7.5
5.4; 0.692; -0.02229; 2.0; -0.0; -7.5
5.6; 0.717; -0.02324; 2.1; -0.0; -7.5
5.8; 0.743; -0.02423; 2.3; -0.0; -7.5
6.0; 0.770; -0.02522; 2.4; -0.0; -7.5
6.2; 0.798; -0.02619; 2.5; -0.0; -7.5
6.4; 0.826; -0.02706; 2.6; -0.0; -7.5
6.6; 0.855; -0.02776; 2.8; -0.0; -7.4
6.8; 0.883; -0.02821; 2.9; -0.0; -7.4
7.0; 0.912; -0.02831; 3.1; -0.0; -7.4
7.2; 0.941; -0.02798; 3.4; -0.0; -7.3
7.4; 0.969; -0.02717; 4.0; -0.0; -7.1
7.6; 0.997; -0.02583; 5.0; -0.0; -6.9
7.8; 1.024; -0.02400; 6.5; -0.0; -6.4
8.0; 1.051; -0.02173; 8.8; -0.0; -5.7
8.2; 1.078; -0.01916; 11.5; -0.0; -4.7
8.4; 1.103; -0.01645; 13.8; -0.0; -3.7
8.6; 1.129; -0.01382; 15.5; -0.0; -2.9
8.8; 1.153; -0.01152; 16.7; -0.0; -2.3
9.0; 1.178; -0.00971; 17.4; -0.0; -1.9
9.2; 1.202; -0.00845; 17.9; -0.0; -1.6
9.4; 1.225; -0.00763; 18.2; -0.0; -1.4
9.6; 1.249; -0.00705; 18.4; -0.0; -1.3
9.8; 1.272; -0.00653; 19.6; -14.3; -1.2
10.0; 1.295; -0.00598; 19.9; -18.9; -1.2
10.2; 1.318; -0.00541; 20.3; -19.3; -1.2
10.4; 1.341; -0.00482; 20.5; -19.5; -1.2
10.6; 1.364; -0.00425; 20.7; -19.7; -1.1
10.8; 1.387; -0.00369; 20.9; -19.9; -1.0
11.0; 1.410; -0.00316; 21.0; -20.0; -0.9
11.2; 1.434; -0.00267; 21.1; -20.1; -0.8
11.4; 1.457; -0.00221; 21.1; -20.1; -0.7
11.6; 1.481; -0.00179; 21.1; -20.2; -0.6
11.8; 1.504; -0.00141; 21.2; -20.2; -0.5
12.0; 1.527; -0.00107; 21.1; -20.2; -0.4
12.2; 1.551; -0.00078; 21.1; -20.1; -0.3
12.4; 1.574; -0.00052; 21.1; -20.1; -0.2
12.6; 1.598; -0.00031; 21.1; -20.1; -0.2
12.8; 1.621; -0.00012; 21.1; -20.1; -0.1
13.0; 1.645; 0.00003; 21.1; -20.1; -0.1
13.2; 1.668; 0.00015; 21.1; -20.1; -0.0
13.4; 1.692; 0.00024; 21.1; -20.1; 0.0
13.6; 1.715; 0.00031; 21.1; -20.1; 0.0
13.8; 1.739; 0.00036; 21.1; -20.1; 0.0
14.0; 1.763; 0.00039; 21.1; -20.1; 0.1
14.2; 1.786; 0.00041; 21.1; -20.1; 0.1
14.4; 1.810; 0.00041; 21.1; -20.1; 0.1
14.6; 1.833; 0.00041; 21.1; -20.1; 0.1
14.8; 1.857; 0.00039; 21.1; -20.1; 0.1
15.0; 1.881; 0.00037; 21.1; -20.1; 0.1
15.2; 1.904; 0.00035; 21.1; -20.1; 0.1
15.4; 1.928; 0.00032; 21.1; -20.1; 0.1
15.6; 1.951; 0.00029; 21.1; -20.1; 0.1
15.8; 1.975; 0.00026; 21.1; -20.1; 0.1
16.0; 1.999; 0.00023; 21.1; -20.1; 0.1
16.2; 2.022; 0.00020; 21.1; -20.1; 0.1
16.4; 2.046; 0.00017; 21.1; -20.1; 0.0
16.6; 2.070; 0.00015; 21.1; -20.1; 0.0
16.8; 2.093; 0.00012; 21.1; -20.1; 0.0
17.0; 2.117; 0.00010; 21.1; -20.1; 0.0
17.2; 2.141; 0.00008; 21.1; -20.1; 0.0
17.4; 2.164; 0.00006; 21.1; -20.1; 0.0
17.6; 2.188; 0.00004; 21.1; -20.1; 0.0
17.8; 2.211; 0.00003; 21.1; -20.1; 0.0
18.0; 2.235; 0.00001; 21.1; -20.1; 0.0
18.2; 2.259; 0.00000; 21.1; -20.1; 0.0
18.4; 2.282; -0.00000; 21.1; -20.1; 0.0
18.6; 2.306; -0.00001; 21.1; -20.1; 0.0
18.8; 2.330; -0.00001; 21.1; -20.1; -0.0
19.0; 2.353; -0.00002; 21.1; -20.1; -0.0
19.2; 2.377; -0.00002; 21.1; -20.1; -0.0
19.4; 2.401; -0.00002; 21.1; -20.1; -0.0
19.6; 2.424; -0.00002; 21.1; -20.1; -0.0
19.8; 2.448; -0.00001; 21.1; -20.1; -0.0
20.0; 2.471; -0.00001; 21.1; -20.1; -0.0
20.2; 2.495; -0.00000; 21.1; -20.1; -0.0
20.4; 2.518; 0.00000; 21.1; -20.1; -0.0
20.6; 2.542; 0.00001; 21.1; -20.1; 0.0
20.8; 2.566; 0.00002; 21.1; -20.1; 0.0
21.0; 2.589; 0.00003; 21.1; -20.1; 0.0
21.2; 2.613; 0.00003; 21.1; -20.1; 0.0
21.4; 2.636; 0.00004; 21.1; -20.1; 0.0
21.6; 2.660; 0.00005; 21.1; -20.1; 0.0
21.8; 2.683; 0.00006; 21.1; -20.1; 0.0
22.0; 2.707; 0.00007; 21.1; -20.1; 0.0
22.2; 2.730; 0.00008; 21.1; -20.1; 0.0
22.4; 2.754; 0.00009; 21.1; -20.1; 0.0
22.6; 2.777; 0.00010; 21.1; -20.1; 0.0
22.8; 2.801; 0.00011; 21.1; -20.1; 0.0
23.0; 2.824; 0.00011; 21.1; -20.1; 0.0
23.2; 2.848; 0.00012; 21.1; -20.1; 0.0
23.4; 2.871; 0.00012; 21.1; -20.1; 0.0
23.6; 2.895; 0.00011; 21.1; -20.1; 0.0
23.8; 2.918; 0.00011; 21.1; -20.1; 0.0
24.0; 2.941; 0.00009; 21.1; -20.1; 0.0
24.2; 2.965; 0.00008; 21.1; -20.1; 0.0
24.4; 2.988; 0.00005; 21.1; -20.1; 0.0
24.6; 3.012; 0.00002; 21.1; -20.1; 0.0
24.8; 3.035; -0.00002; 21.1; -20.1; 0.0
25.0; 3.059; -0.00007; 21.1; -20.1; -0.0
25.2; 3.082; -0.00013; 21.1; -20.1; -0.0
25.4; 3.105; -0.00021; 21.1; -20.1; -0.0
25.6; 3.129; -0.00029; 21.1; -20.1; -0.0
25.8; 3.152; -0.00038; 21.1; -20.1; -0.1
26.0; 3.176; -0.00049; 21.1; -20.1; -0.1
26.2; 3.199; -0.00061; 21.1; -20.1; -0.1
26.4; 3.223; -0.00075; 21.1; -20.1; -0.1
26.6; 3.246; -0.00089; 21.1; -20.1; -0.2
26.8; 3.269; -0.00104; 21.1; -20.1; -0.2
27.0; 3.293; -0.00121; 21.1; -20.1; -0.2
27.2; 3.316; -0.00138; 21.1; -20.1; -0.3
27.4; 3.340; -0.00155; 21.0; -20.1; -0.3
27.6; 3.363; -0.00173; 21.0; -20.0; -0.3
27.8; 3.386; -0.00190; 21.0; -20.0; -0.4
28.0; 3.410; -0.00206; 20.9; -19.9; -0.4
28.2; 3.433; -0.00220; 20.8; -19.9; -0.4
28.4; 3.457; -0.00232; 20.8; -19.8; -0.5
28.6; 3.480; -0.00242; 20.7; -19.7; -0.5
28.8; 3.503; -0.00248; 20.7; -19.7; -0.5
29.0; 3.527; -0.00249; 20.6; -19.6; -0.5
29.2; 3.550; -0.00247; 20.6; -19.6; -0.5
29.4; 3.574; -0.00240; 20.7; -19.7; -0.5
29.6; 3.597; -0.00229; 20.8; -19.8; -0.5
29.8; 3.620; -0.00215; 20.8; -19.8; -0.5
30.0; 3.644; -0.00199; 20.9; -19.9; -0.5
30.2; 3.667; -0.00182; 20.9; -20.0; -0.5
30.4; 3.691; -0.00165; 21.0; -20.0; -0.4
30.6; 3.714; -0.00147; 21.0; -20.0; -0.4
30.8; 3.737; -0.00129; 21.1; -20.1; -0.3
31.0; 3.761; -0.00112; 21.1; -20.1; -0.3
31.2; 3.784; -0.00096; 21.1; -20.1; -0.3
31.4; 3.807; -0.00081; 21.1; -20.1; -0.2
31.6; 3.831; -0.00067; 21.1; -20.1; -0.2
31.8; 3.854; -0.00054; 21.1; -20.1; -0.2
32.0; 3.878; -0.00043; 21.1; -20.1; -0.1
32.2; 3.901; -0.00032; 21.1; -20.1; -0.1
32.4; 3.924; -0.00024; 21.1; -20.1; -0.1
32.6; 3.948; -0.00016; 21.1; -20.1; -0.1
32.8; 3.971; -0.00009; 21.1; -20.1; -0.0
33.0; 3.995; -0.00004; 21.1; -20.1; -0.0
33.2; 4.018; 0.00000; 21.1; -20.1; -0.0
33.4; 4.041; 0.00004; 21.1; -20.1; -0.0
33.6; 4.065; 0.00007; 21.1; -20.1; 0.0
33.8; 4.088; 0.00009; 21.1; -20.1; 0.0
34.0; 4.112; 0.00010; 21.1; -20.1; 0.0
34.2; 4.135; 0.00011; 21.1; -20.1; 0.0
34.4; 4.159; 0.00012; 21.1; -20.1; 0.0
34.6; 4.182; 0.00012; 21.1; -20.1; 0.0
34.8; 4.205; 0.00012; 21.1; -20.1; 0.0
35.0; 4.229; 0.00011; 21.1; -20.1; 0.0
35.2; 4.252; 0.00011; 21.1; -20.1; 0.0
35.4; 4.276; 0.00010; 21.1; -20.1; 0.0
35.6; 4.299; 0.00009; 21.1; -20.1; 0.0
35.8; 4.322; 0.00008; 21.1; -20.1; 0.0
36.0; 4.346; 0.00008; 21.1; -20.1; 0.0
36.2; 4.369; 0.00007; 21.1; -20.1; 0.0
36.4; 4.393; 0.00006; 21.1; -20.1; 0.0
36.6; 4.416; 0.00005; 21.1; -20.1; 0.0
36.8; 4.440; 0.00004; 21.1; -20.1; 0.0
37.0; 4.463; 0.00003; 21.1; -20.1; 0.0
37.2; 4.487; 0.00003; 21.1; -20.1; 0.0
37.4; 4.510; 0.00002; 21.1; -20.1; 0.0
37.6; 4.534; 0.00002; 21.1; -20.1; 0.0
37.8; 4.557; 0.00001; 21.1; -20.1; 0.0
38.0; 4.580; 0.00001; 21.1; -20.1; 0.0
38.2; 4.604; 0.00001; 21.1; -20.1; 0.0
38.4; 4.627; 0.00000; 21.1; -20.1; 0.0
38.6; 4.651; 0.00000; 21.1; -20.1; 0.0
38.8; 4.674; 0.00000; 21.1; -20.1; 0.0
39.0; 4.698; 0.00000; 21.1; -20.1; 0.0
39.2; 4.721; -0.00000; 21.1; -20.1; 0.0
39.4; 4.745; 0.00000; 21.1; -20.1; 0.0
39.6; 4.768; 0.00000; 21.1; -20.1; 0.0
39.8; 4.792; 0.00000; 21.1; -20.1; 0.0
40.0; 4.815; 0.00000; 21.1; -20.1; 0.0
40.2; 4.839; 0.00000; 21.1; -20.1; 0.0
40.4; 4.863; 0.00000; 21.1; -20.1; 0.0
40.6; 4.886; 0.00001; 21.1; -20.1; 0.0
40.8; 4.910; 0.00001; 21.1; -20.1; 0.0
41.0; 4.933; 0.00001; 21.1; -20.1; 0.0
41.2; 4.957; 0.00001; 21.1; -20.1; 0.0
41.4; 4.980; 0.00001; 21.1; -20.1; 0.0
41.6; 5.004; 0.00001; 21.1; -20.1; 0.0
41.8; 5.027; 0.00001; 21.1; -20.1; 0.0
42.0; 5.051; 0.00001; 21.1; -20.1; 0.0
42.2; 5.075; 0.00000; 21.1; -20.1; 0.0
42.4; 5.098; 0.00000; 21.1; -20.1; 0.0
42.6; 5.122; -0.00000; 21.1; -20.1; 0.0
42.8; 5.145; -0.00001; 21.1; -20.1; -0.0
43.0; 5.169; -0.00001; 21.1; -20.1; -0.0
43.2; 5.193; -0.00002; 21.1; -20.1; -0.0
43.4; 5.216; -0.00003; 21.1; -20.1; -0.0
43.6; 5.240; -0.00004; 21.1; -20.1; -0.0
43.8; 5.264; -0.00005; 21.1; -20.1; -0.0
44.0; 5.287; -0.00006; 21.1; -20.1; -0.0
44.2; 5.311; -0.00007; 21.1; -20.1; -0.0
44.4; 5.335; -0.00009; 21.1; -20.1; -0.0
44.6; 5.358; -0.00011; 21.1; -20.1; -0.0
44.8; 5.382; -0.00012; 21.1; -20.1; -0.0
45.0; 5.406; -0.00014; 21.1; -20.1; -0.0
45.2; 5.429; -0.00016; 21.1; -20.1; -0.0
45.4; 5.453; -0.00018; 21.1; -20.1; -0.0
45.6; 5.476; -0.00020; 21.1; -20.1; -0.0
45.8; 5.500; -0.00022; 21.1; -20.1; -0.0
46.0; 5.524; -0.00023; 21.1; -20.1; -0.0
46.2; 5.547; -0.00025; 21.1; -20.1; -0.0
46.4; 5.571; -0.00026; 21.1; -20.1; -0.1
46.6; 5.595; -0.00026; 21.1; -20.1; -0.1
46.8; 5.618; -0.00026; 21.1; -20.1; -0.1
47.0; 5.642; -0.00025; 21.1; -20.1; -0.1
47.2; 5.665; -0.00024; 21.1; -20.1; -0.1
47.4; 5.689; -0.00021; 21.1; -20.1; -0.1
47.6; 5.712; -0.00017; 21.1; -20.1; -0.0
47.8; 5.736; -0.00012; 21.1; -20.1; -0.0
48.0; 5.759; -0.00005; 21.1; -20.1; -0.0
48.2; 5.783; 0.00004; 21.1; -20.1; -0.0
48.4; 5.806; 0.00015; 21.1; -20.1; 0.0
48.6; 5.830; 0.00028; 21.1; -20.1; 0.0
48.8; 5.853; 0.00043; 21.1; -20.1; 0.1
49.0; 5.877; 0.00061; 21.1; -20.1; 0.1
49.2; 5.900; 0.00082; 21.1; -20.2; 0.1
49.4; 5.923; 0.00105; 21.2; -20.2; 0.2
49.6; 5.947; 0.00130; 21.2; -20.2; 0.2
49.8; 5.970; 0.00159; 21.2; -20.2; 0.3
50.0; 5.993; 0.00189; 21.2; -20.2; 0.3
50.2; 6.017; 0.00223; 21.1; -20.1; 0.4
50.4; 6.040; 0.00258; 21.1; -20.1; 0.5
50.6; 6.063; 0.00294; 21.0; -20.0; 0.5
50.8; 6.087; 0.00331; 20.9; -19.9; 0.6
51.0; 6.110; 0.00368; 20.7; -19.8; 0.7
51.2; 6.133; 0.00404; 20.5; -19.5; 0.8
51.4; 6.156; 0.00438; 20.3; -19.3; 0.9
51.6; 6.179; 0.00469; 20.0; -19.0; 0.9
51.8; 6.203; 0.00495; 19.7; -18.7; 1.0
52.0; 6.226; 0.00515; 19.4; -18.4; 1.1
52.2; 6.249; 0.00528; 19.1; -18.1; 1.1
52.4; 6.272; 0.00533; 19.0; -18.0; 1.1
52.6; 6.295; 0.00529; 19.1; -18.1; 1.2
52.8; 6.318; 0.00517; 19.4; -18.4; 1.2
53.0; 6.341; 0.00498; 19.9; -18.9; 1.1
53.2; 6.364; 0.00476; 20.3; -19.3; 1.1
53.4; 6.387; 0.00451; 20.6; -19.6; 1.1
53.6; 6.410; 0.00428; 20.9; -19.9; 1.0
53.8; 6.433; 0.00407; 21.1; -20.1; 1.0
54.0; 6.456; 0.00391; 21.3; -20.3; 0.9
54.2; 6.479; 0.00380; 21.4; -20.4; 0.9
54.4; 6.503; 0.00375; 21.5; -20.5; 0.9
54.6; 6.526; 0.00379; 21.6; -20.6; 0.9
54.8; 6.549; 0.00391; 21.6; -20.6; 0.9
55.0; 6.572; 0.00412; 21.7; -20.7; 0.9
55.2; 6.595; 0.00443; 21.7; -20.7; 0.9
55.4; 6.618; 0.00482; 21.7; -20.7; 1.0
55.6; 6.641; 0.00531; 21.6; -20.6; 1.1
55.8; 6.664; 0.00588; 21.5; -20.5; 1.2
56.0; 6.687; 0.00652; 21.3; -20.3; 1.3
56.2; 6.710; 0.00722; 20.9; -19.9; 1.4
56.4; 6.733; 0.00796; 20.4; -19.4; 1.6
56.6; 6.757; 0.00873; 19.6; -18.6; 1.7
56.8; 6.780; 0.00949; 18.5; -17.5; 1.9
57.0; 6.803; 0.01022; 17.0; -15.9; 2.0
57.2; 6.826; 0.01088; 15.0; -13.9; 2.2
57.4; 6.849; 0.01145; 12.7; -11.6; 2.3
57.6; 6.872; 0.01188; 10.5; -9.4; 2.5
57.8; 6.896; 0.01215; 9.0; -7.9; 2.6
58.0; 6.919; 0.01224; 8.3; -7.2; 2.7
58.2; 6.942; 0.01215; 9.0; -7.8; 2.7
58.4; 6.965; 0.01188; 10.7; -9.6; 2.7
58.6; 6.989; 0.01146; 12.4; -11.3; 2.7
58.8; 7.012; 0.01092; 14.0; -12.9; 2.6
59.0; 7.035; 0.01027; 15.4; -14.3; 2.5
59.2; 7.058; 0.00955; 16.6; -15.5; 2.4
59.4; 7.082; 0.00876; 17.8; -16.7; 2.2
59.6; 7.105; 0.00794; 18.8; -17.8; 2.1
59.8; 7.128; 0.00710; 19.6; -18.5; 1.9
60.0; 7.151; 0.00627; 20.1; -19.1; 1.7
60.2; 7.175; 0.00547; 20.5; -19.5; 1.5
60.4; 7.198; 0.00470; 20.8; -19.8; 1.3
60.6; 7.221; 0.00398; 21.0; -20.0; 1.2
60.8; 7.244; 0.00331; 21.1; -20.1; 1.0
61.0; 7.268; 0.00270; 21.2; -20.2; 0.8
61.2; 7.291; 0.00214; 21.2; -20.2; 0.7
61.4; 7.314; 0.00165; 21.2; -20.2; 0.6
61.6; 7.338; 0.00122; 21.2; -20.2; 0.5
61.8; 7.361; 0.00084; 21.2; -20.2; 0.3
62.0; 7.384; 0.00052; 21.1; -20.1; 0.3
62.2; 7.408; 0.00024; 21.1; -20.1; 0.2
62.4; 7.431; 0.00001; 21.1; -20.1; 0.1
62.6; 7.454; -0.00017; 21.1; -20.1; 0.1
62.8; 7.478; -0.00032; 21.1; -20.1; 0.0
63.0; 7.501; -0.00044; 21.0; -20.1; -0.0
63.2; 7.524; -0.00053; 21.0; -20.1; -0.1
63.4; 7.548; -0.00059; 21.0; -20.1; -0.1
63.6; 7.571; -0.00063; 21.0; -20.1; -0.1
63.8; 7.594; -0.00066; 21.1; -20.1; -0.1
64.0; 7.618; -0.00067; 21.1; -20.1; -0.1
64.2; 7.641; -0.00067; 21.1; -20.1; -0.1
64.4; 7.664; -0.00067; 21.1; -20.1; -0.1
64.6; 7.688; -0.00065; 21.1; -20.1; -0.1
64.8; 7.711; -0.00063; 21.1; -20.1; -0.1
65.0; 7.734; -0.00061; 21.1; -20.1; -0.1
65.2; 7.758; -0.00059; 21.1; -20.1; -0.1
65.4; 7.781; -0.00056; 21.1; -20.1; -0.1
65.6; 7.805; -0.00053; 21.1; -20.1; -0.1
65.8; 7.828; -0.00050; 21.1; -20.1; -0.1
66.0; 7.852; -0.00047; 21.1; -20.1; -0.1
66.2; 7.875; -0.00043; 21.1; -20.1; -0.1
66.4; 7.898; -0.00038; 21.1; -20.1; -0.1
66.6; 7.922; -0.00033; 21.1; -20.1; -0.1
66.8; 7.945; -0.00027; 21.1; -20.1; -0.1
67.0; 7.969; -0.00021; 21.1; -20.1; -0.1
67.2; 7.992; -0.00012; 21.1; -20.1; -0.0
67.4; 8.016; -0.00003; 21.1; -20.1; -0.0
67.6; 8.039; 0.00008; 21.1; -20.1; -0.0
67.8; 8.063; 0.00021; 21.1; -20.1; 0.0
68.0; 8.086; 0.00036; 21.1; -20.1; 0.0
68.2; 8.110; 0.00053; 21.1; -20.1; 0.1
68.4; 8.133; 0.00073; 21.1; -20.1; 0.1
68.6; 8.157; 0.00095; 21.1; -20.2; 0.2
68.8; 8.180; 0.00120; 21.2; -20.2; 0.2
69.0; 8.204; 0.00147; 21.2; -20.2; 0.3
69.2; 8.227; 0.00177; 21.2; -20.2; 0.3
69.4; 8.251; 0.00210; 21.1; -20.2; 0.4
69.6; 8.274; 0.00244; 21.1; -20.1; 0.4
69.8; 8.298; 0.00280; 21.0; -20.1; 0.5
70.0; 8.322; 0.00317; 20.9; -20.0; 0.6
70.2; 8.345; 0.00354; 20.8; -19.8; 0.7
70.4; 8.369; 0.00391; 20.6; -19.6; 0.8
70.6; 8.392; 0.00426; 20.4; -19.4; 0.8
70.8; 8.416; 0.00458; 20.0; -19.0; 0.9
71.0; 8.439; 0.00485; 19.6; -18.6; 1.0
71.2; 8.463; 0.00506; 19.2; -18.2; 1.0
71.4; 8.487; 0.00518; 18.7; -17.7; 1.1
71.6; 8.510; 0.00520; 18.2; -17.2; 1.1
71.8; 8.534; 0.00508; 17.9; -16.9; 1.1
72.0; 8.557; 0.00482; 17.7; -16.7; 1.1
72.2; 8.581; 0.00438; 17.9; -16.9; 1.1
72.4; 8.605; 0.00377; 18.5; -17.5; 1.0
72.6; 8.628; 0.00298; 13.7; -28.3; 0.9
72.8; 8.652; 0.00201; 3.0; -34.8; 0.8
73.0; 8.676; 0.00099; 3.0; -34.9; 0.8
73.2; 8.701; -0.00010; 3.0; -35.3; 0.6
73.4; 8.727; -0.00147; 3.1; -35.9; 0.4
73.6; 8.754; -0.00348; 3.1; -36.7; -0.0
73.8; 8.781; -0.00739; 3.0; -35.2; -0.6
74.0; 8.810; -0.01395; 2.9; -32.8; -1.5
74.2; 8.840; -0.02260; 2.8; -29.4; -2.7
74.4; 8.871; -0.03241; 2.9; -25.5; -3.8
74.6; 8.903; -0.04232; 3.0; -21.8; -4.9
74.8; 8.936; -0.05108; 3.1; -18.5; -5.7
75.0; 8.970; -0.05756; 3.4; -16.1; -6.3
75.2; 9.006; -0.06098; 3.7; -14.4; -6.7
75.4; 9.043; -0.06112; 4.1; -13.6; -6.9
75.6; 9.081; -0.05930; 4.4; -13.5; -6.9
75.8; 9.121; -0.05925; 4.6; -13.4; -6.9
76.0; 9.162; -0.06072; 4.8; -13.6; -6.9
76.2; 9.206; -0.06382; 4.9; -14.0; -6.8
76.4; 9.252; -0.06875; 4.9; -14.5; -6.7
76.6; 9.300; -0.07568; 4.8; -15.3; -6.6
76.8; 9.351; -0.08477; 4.7; -16.4; -6.4
77.0; 9.404; -0.09610; 4.6; -17.8; -6.0
77.2; 9.458; -0.10969; 4.4; -19.6; -5.6
77.4; 9.514; -0.12548; 4.3; -21.7; -5.1
77.6; 9.567; -0.14327; 4.2; -23.8; -4.6
77.8; 9.617; -0.16288; 4.1; -25.8; -4.1
78.0; 9.660; -0.18088; 0.0; -16.9; -3.7
78.2; 9.699; -0.19304; 0.0; -8.8; -3.5
78.4; 9.738; -0.20129; 0.0; -6.3; -3.3
78.6; 9.782; -0.20442; 0.0; -1.0; -3.3
78.8; 9.834; -0.20357; 2.2; -0.0; -3.4
79.0; 9.897; -0.19567; 7.8; -0.0; -3.6
79.2; 9.968; -0.18067; 13.5; -0.0; -4.0
79.4; 10.041; -0.16553; 12.8; -0.0; -4.3
79.6; 10.114; -0.15369; 12.1; -0.0; -4.6
79.8; 10.184; -0.14436; 11.5; 0.0; -4.8
80.0; 10.252; -0.13691; 10.9; 0.0; -5.0
80.2; 10.315; -0.13087; 10.4; 0.0; -5.2
80.4; 10.374; -0.12584; 10.0; 0.0; -5.4
80.6; 10.429; -0.12155; 9.5; 0.0; -5.6
80.8; 10.482; -0.11782; 9.1; 0.0; -5.7
81.0; 10.533; -0.11416; 8.8; 0.0; -5.8
81.2; 10.582; -0.10582; 9.2; 0.0; -5.7
81.4; 10.629; -0.09456; 10.1; 0.0; -5.3
81.6; 10.675; -0.08173; 11.4; 0.0; -4.8
81.8; 10.720; -0.06843; 12.7; 0.0; -4.3
82.0; 10.763; -0.05552; 14.1; 0.0; -3.6
82.2; 10.804; -0.04378; 15.4; 0.0; -3.0
82.4; 10.845; -0.03387; 16.4; 0.0; -2.5
82.6; 10.883; -0.02594; 17.2; 0.0; -2.0
82.8; 10.921; -0.01968; 17.9; -0.0; -1.6
83.0; 10.957; -0.01479; 18.4; -0.0; -1.3
83.2; 10.992; -0.01104; 18.8; -0.0; -1.0
83.4; 11.026; -0.00821; 19.1; -0.0; -0.8
83.6; 11.059; -0.00614; 19.4; -0.0; -0.6
83.8; 11.091; -0.00470; 19.5; -0.0; -0.5
84.0; 11.122; -0.00378; 19.6; -0.0; -0.4
84.2; 11.152; -0.00331; 19.7; -0.0; -0.4
84.4; 11.181; -0.00323; 19.7; -0.0; -0.4
84.6; 11.210; -0.00351; 19.6; -0.0; -0.4
84.8; 11.238; -0.00410; 19.5; -0.0; -0.5
85.0; 11.265; -0.00499; 19.4; -0.0; -0.6
85.2; 11.292; -0.00616; 19.2; -0.0; -0.8
85.4; 11.318; -0.00756; 18.9; -0.0; -1.0
85.6; 11.344; -0.00916; 18.5; -0.0; -1.2
85.8; 11.370; -0.01086; 18.1; -0.0; -1.5
86.0; 11.395; -0.01258; 17.7; -0.0; -1.8
86.2; 11.419; -0.01415; 17.2; -0.0; -2.1
86.4; 11.444; -0.01544; 16.7; -0.0; -2.3
86.6; 11.467; -0.01631; 5.6; -0.6; -2.7
86.8; 11.491; -0.01663; 2.0; -0.9; -3.1
87.0; 11.515; -0.01651; 2.4; -1.3; -3.3
87.2; 11.539; -0.01602; 3.2; -2.0; -3.5
87.4; 11.562; -0.01525; 4.7; -3.5; -3.5
87.6; 11.586; -0.01429; 8.0; -6.7; -3.4
87.8; 11.610; -0.01319; 12.3; -11.1; -3.3
88.0; 11.634; -0.01201; 15.5; -14.3; -3.1
88.2; 11.658; -0.01079; 17.3; -16.2; -2.9
88.4; 11.681; -0.00957; 18.6; -17.4; -2.6
88.6; 11.705; -0.00837; 19.4; -18.3; -2.4
88.8; 11.729; -0.00722; 20.1; -19.0; -2.1
89.0; 11.753; -0.00613; 20.6; -19.6; -1.8
89.2; 11.776; -0.00512; 21.0; -19.9; -1.6
89.4; 11.800; -0.00419; 21.2; -20.2; -1.3
89.6; 11.824; -0.00334; 21.3; -20.3; -1.1
89.8; 11.848; -0.00259; 21.3; -20.3; -0.9
90.0; 11.871; -0.00193; 21.3; -20.3; -0.7
90.2; 11.895; -0.00135; 21.3; -20.3; -0.5
90.4; 11.919; -0.00086; 21.2; -20.2; -0.4
90.6; 11.943; -0.00044; 21.1; -20.2; -0.3
90.8; 11.966; -0.00009; 21.1; -20.1; -0.2
91.0; 11.990; 0.00019; 21.0; -20.1; -0.1
91.2; 12.014; 0.00041; 21.0; -20.0; -0.0
91.4; 12.038; 0.00058; 21.0; -20.0; 0.0
91.6; 12.061; 0.00070; 21.0; -20.0; 0.1
91.8; 12.085; 0.00079; 21.0; -20.0; 0.1
92.0; 12.108; 0.00084; 21.0; -20.0; 0.1
92.2; 12.132; 0.00086; 21.0; -20.0; 0.2
92.4; 12.156; 0.00086; 21.0; -20.0; 0.2
92.6; 12.179; 0.00084; 21.0; -20.0; 0.2
92.8; 12.203; 0.00080; 21.0; -20.1; 0.2
