# s_m; t_s; ax_mps2; ay_mps2; atot_mps2
0.0; 0.000; -3.585; -7.709; 8.501
0.2; 0.025; -3.207; -7.963; 8.584
0.4; 0.051; -2.870; -8.166; 8.655
0.6; 0.077; -2.529; -8.348; 8.722
0.8; 0.103; -1.814; -8.548; 8.738
1.0; 0.130; -0.150; -8.782; 8.783
1.2; 0.157; -0.145; -8.828; 8.829
1.4; 0.184; -0.145; -8.839; 8.841
1.6; 0.212; -0.144; -8.842; 8.843
1.8; 0.239; -0.141; -8.841; 8.842
2.0; 0.267; -0.135; -8.840; 8.841
2.2; 0.295; -0.128; -8.840; 8.840
2.4; 0.322; -0.118; -8.839; 8.840
2.6; 0.350; -0.105; -8.840; 8.840
2.8; 0.377; -0.089; -8.840; 8.841
3.0; 0.404; -0.071; -8.841; 8.841
3.2; 0.431; -0.051; -8.841; 8.841
3.4; 0.456; -0.028; -8.841; 8.841
3.6; 0.482; -0.004; -8.841; 8.841
3.8; 0.506; 0.022; -8.840; 8.840
4.0; 0.530; 0.047; -8.840; 8.840
4.2; 0.553; 0.072; -8.841; 8.841
4.4; 0.576; 0.095; -8.842; 8.842
4.6; 0.599; 0.117; -8.839; 8.840
4.8; 0.622; 0.140; -8.832; 8.833
5.0; 0.644; 0.163; -8.823; 8.825
5.2; 0.668; 0.188; -8.814; 8.816
5.4; 0.692; 0.215; -8.804; 8.806
5.6; 0.717; 0.245; -8.792; 8.795
5.8; 0.743; 0.276; -8.779; 8.783
6.0; 0.770; 0.309; -8.765; 8.771
6.2; 0.798; 0.342; -8.750; 8.757
6.4; 0.826; 0.375; -8.735; 8.743
6.6; 0.855; 0.407; -8.718; 8.728
6.8; 0.883; 0.440; -8.697; 8.708
7.0; 0.912; 0.480; -8.666; 8.680
7.2; 0.941; 0.537; -8.614; 8.631
7.4; 0.969; 0.632; -8.521; 8.544
7.6; 0.997; 0.798; -8.351; 8.389
7.8; 1.024; 1.085; -8.043; 8.116
8.0; 1.051; 1.556; -7.500; 7.659
8.2; 1.078; 2.232; -6.633; 6.998
8.4; 1.103; 3.006; -5.503; 6.271
8.6; 1.129; 3.687; -4.362; 5.712
8.8; 1.153; 4.186; -3.414; 5.402
9.0; 1.178; 4.521; -2.706; 5.269
9.2; 1.202; 4.740; -2.205; 5.227
9.4; 1.225; 4.878; -1.865; 5.222
9.6; 1.249; 4.962; -1.644; 5.227
9.8; 1.272; 5.012; -1.498; 5.231
10.0; 1.295; 1.230; -1.459; 1.908
10.2; 1.318; 0.004; -1.458; 1.458
10.4; 1.341; 0.004; -1.431; 1.431
10.6; 1.364; 0.004; -1.362; 1.362
10.8; 1.387; 0.004; -1.263; 1.263
11.0; 1.410; 0.004; -1.145; 1.145
11.2; 1.434; 0.003; -1.020; 1.020
11.4; 1.457; 0.002; -0.892; 0.892
11.6; 1.481; 0.002; -0.767; 0.767
11.8; 1.504; 0.001; -0.648; 0.648
12.0; 1.527; 0.001; -0.537; 0.537
12.2; 1.551; 0.001; -0.436; 0.436
12.4; 1.574; 0.000; -0.344; 0.344
12.6; 1.598; 0.000; -0.262; 0.262
12.8; 1.621; 0.000; -0.190; 0.190
13.0; 1.645; 0.000; -0.128; 0.128
13.2; 1.668; 0.000; -0.075; 0.075
13.4; 1.692; 0.000; -0.030; 0.030
13.6; 1.715; 0.000; 0.006; 0.006
13.8; 1.739; -0.000; 0.035; 0.035
14.0; 1.763; 0.000; 0.058; 0.058
14.2; 1.786; 0.000; 0.075; 0.075
14.4; 1.810; 0.000; 0.087; 0.087
14.6; 1.833; 0.000; 0.095; 0.095
14.8; 1.857; 0.000; 0.099; 0.099
15.0; 1.881; 0.000; 0.100; 0.100
15.2; 1.904; 0.000; 0.099; 0.099
15.4; 1.928; 0.000; 0.096; 0.096
15.6; 1.951; 0.000; 0.091; 0.091
15.8; 1.975; 0.000; 0.085; 0.085
16.0; 1.999; 0.000; 0.078; 0.078
16.2; 2.022; 0.000; 0.071; 0.071
16.4; 2.046; 0.000; 0.064; 0.064
16.6; 2.070; 0.000; 0.056; 0.056
16.8; 2.093; 0.000; 0.049; 0.049
17.0; 2.117; 0.000; 0.042; 0.042
17.2; 2.141; 0.000; 0.035; 0.035
17.4; 2.164; 0.000; 0.029; 0.029
17.6; 2.188; 0.000; 0.024; 0.024
17.8; 2.211; 0.000; 0.018; 0.018
18.0; 2.235; 0.000; 0.014; 0.014
18.2; 2.259; 0.000; 0.010; 0.010
18.4; 2.282; 0.000; 0.006; 0.006
18.6; 2.306; -0.000; 0.004; 0.004
18.8; 2.330; -0.000; 0.001; 0.001
19.0; 2.353; -0.000; -0.001; 0.001
19.2; 2.377; -0.000; -0.002; 0.002
19.4; 2.401; -0.000; -0.003; 0.003
19.6; 2.424; -0.000; -0.004; 0.004
19.8; 2.448; -0.000; -0.004; 0.004
20.0; 2.471; -0.000; -0.004; 0.004
20.2; 2.495; -0.000; -0.003; 0.003
20.4; 2.518; -0.000; -0.002; 0.002
20.6; 2.542; -0.000; -0.001; 0.001
20.8; 2.566; -0.000; 0.000; 0.000
21.0; 2.589; -0.000; 0.002; 0.002
21.2; 2.613; -0.000; 0.004; 0.004
21.4; 2.636; -0.000; 0.006; 0.006
21.6; 2.660; -0.000; 0.008; 0.008
21.8; 2.683; -0.000; 0.011; 0.011
22.0; 2.707; -0.000; 0.013; 0.013
22.2; 2.730; -0.000; 0.016; 0.016
22.4; 2.754; 0.000; 0.018; 0.018
22.6; 2.777; 0.000; 0.021; 0.021
22.8; 2.801; 0.000; 0.023; 0.023
23.0; 2.824; 0.000; 0.025; 0.025
23.2; 2.848; 0.000; 0.027; 0.027
23.4; 2.871; 0.000; 0.028; 0.028
23.6; 2.895; 0.000; 0.029; 0.029
23.8; 2.918; 0.000; 0.029; 0.029
24.0; 2.941; 0.000; 0.029; 0.029
24.2; 2.965; 0.000; 0.027; 0.027
24.4; 2.988; 0.000; 0.024; 0.024
24.6; 3.012; 0.000; 0.019; 0.019
24.8; 3.035; 0.000; 0.013; 0.013
25.0; 3.059; 0.000; 0.005; 0.005
25.2; 3.082; -0.000; -0.005; 0.005
25.4; 3.105; -0.000; -0.017; 0.017
25.6; 3.129; 0.000; -0.032; 0.032
25.8; 3.152; 0.000; -0.050; 0.050
26.0; 3.176; 0.000; -0.070; 0.070
26.2; 3.199; 0.000; -0.094; 0.094
26.4; 3.223; 0.000; -0.121; 0.121
26.6; 3.246; 0.000; -0.150; 0.150
26.8; 3.269; 0.000; -0.183; 0.183
27.0; 3.293; 0.000; -0.219; 0.219
27.2; 3.316; 0.000; -0.258; 0.258
27.4; 3.340; 0.000; -0.299; 0.299
27.6; 3.363; 0.000; -0.341; 0.341
27.8; 3.386; 0.000; -0.385; 0.385
28.0; 3.410; 0.000; -0.429; 0.429
28.2; 3.433; 0.000; -0.471; 0.471
28.4; 3.457; 0.000; -0.512; 0.512
28.6; 3.480; 0.001; -0.549; 0.549
28.8; 3.503; 0.001; -0.581; 0.581
29.0; 3.527; 0.001; -0.606; 0.606
29.2; 3.550; 0.001; -0.623; 0.623
29.4; 3.574; 0.001; -0.630; 0.630
29.6; 3.597; 0.001; -0.628; 0.628
29.8; 3.620; 0.001; -0.615; 0.615
30.0; 3.644; 0.001; -0.593; 0.593
30.2; 3.667; 0.001; -0.563; 0.563
30.4; 3.691; 0.001; -0.528; 0.528
30.6; 3.714; 0.001; -0.488; 0.488
30.8; 3.737; 0.001; -0.446; 0.446
31.0; 3.761; 0.000; -0.402; 0.402
31.2; 3.784; 0.000; -0.358; 0.358
31.4; 3.807; 0.000; -0.315; 0.315
31.6; 3.831; 0.000; -0.274; 0.274
31.8; 3.854; 0.000; -0.234; 0.234
32.0; 3.878; 0.000; -0.197; 0.197
32.2; 3.901; 0.000; -0.163; 0.163
32.4; 3.924; 0.000; -0.132; 0.132
32.6; 3.948; 0.000; -0.104; 0.104
32.8; 3.971; 0.000; -0.080; 0.080
33.0; 3.995; 0.000; -0.058; 0.058
33.2; 4.018; 0.000; -0.039; 0.039
33.4; 4.041; 0.000; -0.023; 0.023
33.6; 4.065; 0.000; -0.010; 0.010
33.8; 4.088; 0.000; 0.001; 0.001
34.0; 4.112; -0.000; 0.010; 0.010
34.2; 4.135; 0.000; 0.016; 0.016
34.4; 4.159; 0.000; 0.021; 0.021
34.6; 4.182; 0.000; 0.025; 0.025
34.8; 4.205; 0.000; 0.027; 0.027
35.0; 4.229; 0.000; 0.029; 0.029
35.2; 4.252; 0.000; 0.029; 0.029
35.4; 4.276; 0.000; 0.029; 0.029
35.6; 4.299; 0.000; 0.028; 0.028
35.8; 4.322; 0.000; 0.026; 0.026
36.0; 4.346; 0.000; 0.024; 0.024
36.2; 4.369; 0.000; 0.023; 0.023
36.4; 4.393; 0.000; 0.020; 0.020
36.6; 4.416; 0.000; 0.018; 0.018
36.8; 4.440; 0.000; 0.016; 0.016
37.0; 4.463; 0.000; 0.014; 0.014
37.2; 4.487; 0.000; 0.012; 0.012
37.4; 4.510; 0.000; 0.010; 0.010
37.6; 4.534; 0.000; 0.008; 0.008
37.8; 4.557; 0.000; 0.007; 0.007
38.0; 4.580; 0.000; 0.005; 0.005
38.2; 4.604; 0.000; 0.004; 0.004
38.4; 4.627; 0.000; 0.003; 0.003
38.6; 4.651; 0.000; 0.002; 0.002
38.8; 4.674; 0.000; 0.002; 0.002
39.0; 4.698; 0.000; 0.001; 0.001
39.2; 4.721; 0.000; 0.001; 0.001
39.4; 4.745; 0.000; 0.000; 0.000
39.6; 4.768; 0.000; 0.000; 0.000
39.8; 4.792; 0.000; 0.000; 0.000
40.0; 4.815; 0.000; 0.000; 0.000
40.2; 4.839; 0.000; 0.000; 0.000
40.4; 4.863; 0.000; 0.001; 0.001
40.6; 4.886; 0.000; 0.001; 0.001
40.8; 4.910; 0.000; 0.001; 0.001
41.0; 4.933; 0.000; 0.001; 0.001
41.2; 4.957; 0.000; 0.002; 0.002
41.4; 4.980; 0.000; 0.002; 0.002
41.6; 5.004; 0.000; 0.002; 0.002
41.8; 5.027; 0.000; 0.002; 0.002
42.0; 5.051; 0.000; 0.002; 0.002
42.2; 5.075; 0.000; 0.002; 0.002
42.4; 5.098; 0.000; 0.002; 0.002
42.6; 5.122; 0.000; 0.001; 0.001
42.8; 5.145; 0.000; 0.001; 0.001
43.0; 5.169; 0.000; -0.000; 0.000
43.2; 5.193; 0.000; -0.001; 0.001
43.4; 5.216; 0.000; -0.003; 0.003
43.6; 5.240; 0.000; -0.005; 0.005
43.8; 5.264; 0.000; -0.007; 0.007
44.0; 5.287; 0.000; -0.009; 0.009
44.2; 5.311; 0.000; -0.012; 0.012
44.4; 5.335; 0.000; -0.015; 0.015
44.6; 5.358; 0.000; -0.018; 0.018
44.8; 5.382; 0.000; -0.022; 0.022
45.0; 5.406; 0.000; -0.026; 0.026
45.2; 5.429; 0.000; -0.030; 0.030
45.4; 5.453; 0.000; -0.035; 0.035
45.6; 5.476; 0.000; -0.040; 0.040
45.8; 5.500; 0.000; -0.045; 0.045
46.0; 5.524; 0.000; -0.049; 0.049
46.2; 5.547; 0.000; -0.054; 0.054
46.4; 5.571; 0.000; -0.058; 0.058
46.6; 5.595; 0.000; -0.061; 0.061
46.8; 5.618; 0.000; -0.064; 0.064
47.0; 5.642; 0.000; -0.065; 0.065
47.2; 5.665; 0.000; -0.065; 0.065
47.4; 5.689; 0.000; -0.064; 0.064
47.6; 5.712; 0.000; -0.060; 0.060
47.8; 5.736; 0.000; -0.053; 0.053
48.0; 5.759; 0.000; -0.043; 0.043
48.2; 5.783; 0.000; -0.030; 0.030
48.4; 5.806; 0.000; -0.013; 0.013
48.6; 5.830; -0.000; 0.008; 0.008
48.8; 5.853; -0.000; 0.035; 0.035
49.0; 5.877; 0.000; 0.067; 0.067
49.2; 5.900; 0.000; 0.104; 0.104
49.4; 5.923; 0.000; 0.148; 0.148
49.6; 5.947; 0.000; 0.199; 0.199
49.8; 5.970; 0.000; 0.256; 0.256
50.0; 5.993; 0.000; 0.319; 0.319
50.2; 6.017; 0.000; 0.389; 0.389
50.4; 6.040; 0.000; 0.466; 0.466
50.6; 6.063; 0.000; 0.548; 0.548
50.8; 6.087; 0.001; 0.635; 0.635
51.0; 6.110; 0.001; 0.726; 0.726
51.2; 6.133; 0.001; 0.819; 0.819
51.4; 6.156; 0.001; 0.912; 0.912
51.6; 6.179; 0.002; 1.003; 1.003
51.8; 6.203; 0.002; 1.090; 1.090
52.0; 6.226; 0.003; 1.170; 1.170
52.2; 6.249; 0.003; 1.239; 1.239
52.4; 6.272; 0.003; 1.294; 1.294
52.6; 6.295; 0.004; 1.332; 1.332
52.8; 6.318; 0.004; 1.351; 1.351
53.0; 6.341; 0.004; 1.350; 1.350
53.2; 6.364; 0.004; 1.331; 1.331
53.4; 6.387; 0.004; 1.296; 1.296
53.6; 6.410; 0.004; 1.250; 1.250
53.8; 6.433; 0.004; 1.199; 1.199
54.0; 6.456; 0.003; 1.146; 1.146
54.2; 6.479; 0.003; 1.098; 1.098
54.4; 6.503; 0.003; 1.057; 1.057
54.6; 6.526; 0.003; 1.029; 1.029
54.8; 6.549; 0.002; 1.015; 1.015
55.0; 6.572; 0.002; 1.019; 1.019
55.2; 6.595; 0.002; 1.044; 1.044
55.4; 6.618; 0.002; 1.090; 1.090
55.6; 6.641; 0.003; 1.158; 1.158
55.8; 6.664; 0.003; 1.249; 1.249
56.0; 6.687; 0.004; 1.363; 1.363
56.2; 6.710; 0.004; 1.497; 1.497
56.4; 6.733; 0.005; 1.650; 1.650
56.6; 6.757; 0.006; 1.819; 1.819
56.8; 6.780; 0.007; 2.000; 2.000
57.0; 6.803; 0.009; 2.189; 2.189
57.2; 6.826; 0.011; 2.381; 2.381
57.4; 6.849; 0.013; 2.569; 2.569
57.6; 6.872; 0.015; 2.745; 2.745
57.8; 6.896; 0.017; 2.903; 2.903
58.0; 6.919; 0.019; 3.032; 3.032
58.2; 6.942; 0.021; 3.124; 3.124
58.4; 6.965; 0.023; 3.174; 3.174
58.6; 6.989; 0.023; 3.177; 3.177
58.8; 7.012; 0.024; 3.137; 3.137
59.0; 7.035; 0.023; 3.057; 3.057
59.2; 7.058; 0.022; 2.941; 2.941
59.4; 7.082; 0.020; 2.793; 2.793
59.6; 7.105; 0.018; 2.620; 2.620
59.8; 7.128; 0.016; 2.425; 2.425
60.0; 7.151; 0.014; 2.218; 2.218
60.2; 7.175; 0.011; 2.003; 2.003
60.4; 7.198; 0.009; 1.786; 1.786
60.6; 7.221; 0.007; 1.573; 1.573
60.8; 7.244; 0.006; 1.367; 1.367
61.0; 7.268; 0.004; 1.172; 1.172
61.2; 7.291; 0.003; 0.990; 0.990
61.4; 7.314; 0.002; 0.822; 0.822
61.6; 7.338; 0.002; 0.669; 0.669
61.8; 7.361; 0.001; 0.531; 0.531
62.0; 7.384; 0.001; 0.409; 0.409
62.2; 7.408; 0.000; 0.301; 0.301
62.4; 7.431; 0.000; 0.208; 0.208
62.6; 7.454; 0.000; 0.128; 0.128
62.8; 7.478; 0.000; 0.060; 0.060
63.0; 7.501; 0.000; 0.004; 0.004
63.2; 7.524; -0.000; -0.042; 0.042
63.4; 7.548; -0.000; -0.079; 0.079
63.6; 7.571; 0.000; -0.108; 0.108
63.8; 7.594; 0.000; -0.130; 0.130
64.0; 7.618; 0.000; -0.146; 0.146
64.2; 7.641; 0.000; -0.157; 0.157
64.4; 7.664; 0.000; -0.164; 0.164
64.6; 7.688; 0.000; -0.168; 0.168
64.8; 7.711; 0.000; -0.168; 0.168
65.0; 7.734; 0.000; -0.167; 0.167
65.2; 7.758; 0.000; -0.164; 0.164
65.4; 7.781; 0.000; -0.160; 0.160
65.6; 7.805; 0.000; -0.154; 0.154
65.8; 7.828; 0.000; -0.148; 0.148
66.0; 7.852; 0.000; -0.141; 0.141
66.2; 7.875; 0.000; -0.133; 0.133
66.4; 7.898; 0.000; -0.124; 0.124
66.6; 7.922; 0.000; -0.114; 0.114
66.8; 7.945; 0.000; -0.103; 0.103
67.0; 7.969; 0.000; -0.090; 0.090
67.2; 7.992; 0.000; -0.075; 0.075
67.4; 8.016; 0.000; -0.058; 0.058
67.6; 8.039; 0.000; -0.038; 0.038
67.8; 8.063; 0.000; -0.014; 0.014
68.0; 8.086; -0.000; 0.014; 0.014
68.2; 8.110; -0.000; 0.047; 0.047
68.4; 8.133; 0.000; 0.085; 0.085
68.6; 8.157; 0.000; 0.128; 0.128
68.8; 8.180; 0.000; 0.177; 0.177
69.0; 8.204; 0.000; 0.232; 0.232
69.2; 8.227; 0.000; 0.294; 0.294
69.4; 8.251; 0.000; 0.362; 0.362
69.6; 8.274; 0.000; 0.436; 0.436
69.8; 8.298; 0.000; 0.517; 0.517
70.0; 8.322; 0.001; 0.603; 0.603
70.2; 8.345; 0.001; 0.693; 0.693
70.4; 8.369; 0.001; 0.785; 0.785
70.6; 8.392; 0.001; 0.879; 0.879
70.8; 8.416; 0.002; 0.972; 0.972
71.0; 8.439; 0.002; 1.061; 1.061
71.2; 8.463; 0.002; 1.143; 1.143
71.4; 8.487; 0.003; 1.214; 1.214
71.6; 8.510; 0.003; 1.269; 1.269
71.8; 8.534; 0.004; 1.304; 1.304
72.0; 8.557; 0.004; 1.313; 1.313
72.2; 8.581; 0.004; 1.290; 1.290
72.4; 8.605; 0.004; 1.231; 1.231
72.6; 8.628; 0.003; 1.130; 1.130
72.8; 8.652; -4.499; 1.034; 4.616
73.0; 8.676; -9.426; 0.961; 9.475
73.2; 8.701; -9.456; 0.897; 9.499
73.4; 8.727; -9.546; 0.728; 9.574
73.6; 8.754; -9.699; 0.439; 9.709
73.8; 8.781; -9.919; -0.000; 9.919
74.0; 8.810; -9.529; -0.724; 9.556
74.2; 8.840; -8.849; -1.810; 9.032
74.4; 8.871; -7.895; -3.133; 8.494
74.6; 8.903; -6.805; -4.478; 8.147
74.8; 8.936; -5.740; -5.680; 8.076
75.0; 8.970; -4.807; -6.648; 8.204
75.2; 9.006; -4.057; -7.351; 8.396
75.4; 9.043; -3.507; -7.799; 8.551
75.6; 9.081; -3.165; -8.018; 8.620
75.8; 9.121; -3.011; -8.067; 8.611
76.0; 9.162; -2.936; -8.081; 8.598
76.2; 9.206; -2.941; -8.051; 8.571
76.4; 9.252; -3.022; -7.981; 8.534
76.6; 9.300; -3.184; -7.868; 8.488
76.8; 9.351; -3.440; -7.695; 8.429
77.0; 9.404; -3.804; -7.440; 8.356
77.2; 9.458; -4.285; -7.076; 8.273
77.4; 9.514; -4.873; -6.590; 8.196
77.6; 9.567; -5.525; -6.004; 8.159
77.8; 9.617; -6.178; -5.374; 8.188
78.0; 9.660; -6.779; -4.761; 8.284
78.2; 9.699; -5.391; -4.328; 6.913
78.4; 9.738; -3.060; -4.066; 5.089
78.6; 9.782; -2.347; -3.855; 4.513
78.8; 9.834; -0.820; -3.861; 3.947
79.0; 9.897; 0.092; -3.955; 3.957
79.2; 9.968; 1.682; -4.269; 4.588
79.4; 10.041; 3.315; -4.712; 5.761
79.6; 10.114; 3.123; -5.048; 5.936
79.8; 10.184; 2.942; -5.355; 6.110
80.0; 10.252; 2.772; -5.634; 6.279
80.2; 10.315; 2.615; -5.886; 6.441
80.4; 10.374; 2.471; -6.114; 6.594
80.6; 10.429; 2.338; -6.320; 6.738
80.8; 10.482; 2.214; -6.508; 6.874
81.0; 10.533; 2.098; -6.680; 7.002
81.2; 10.582; 2.004; -6.820; 7.108
81.4; 10.629; 2.145; -6.658; 6.995
81.6; 10.675; 2.464; -6.252; 6.720
81.8; 10.720; 2.884; -5.673; 6.364
82.0; 10.763; 3.337; -4.991; 6.004
82.2; 10.804; 3.776; -4.269; 5.699
82.4; 10.845; 4.168; -3.559; 5.481
82.6; 10.883; 4.492; -2.917; 5.356
82.8; 10.921; 4.743; -2.371; 5.303
83.0; 10.957; 4.939; -1.911; 5.296
83.2; 10.992; 5.091; -1.526; 5.314
83.4; 11.026; 5.207; -1.210; 5.345
83.6; 11.059; 5.294; -0.955; 5.379
83.8; 11.091; 5.358; -0.757; 5.411
84.0; 11.122; 5.402; -0.610; 5.436
84.2; 11.152; 5.428; -0.512; 5.452
84.4; 11.181; 5.439; -0.460; 5.459
84.6; 11.210; 5.436; -0.454; 5.455
84.8; 11.238; 5.418; -0.493; 5.440
85.0; 11.265; 5.384; -0.579; 5.415
85.2; 11.292; 5.334; -0.714; 5.382
85.4; 11.318; 5.266; -0.897; 5.342
85.6; 11.344; 5.179; -1.129; 5.301
85.8; 11.370; 5.072; -1.406; 5.263
86.0; 11.395; 4.945; -1.721; 5.236
86.2; 11.419; 4.802; -2.061; 5.226
86.4; 11.444; 4.650; -2.406; 5.236
86.6; 11.467; 4.499; -2.733; 5.264
86.8; 11.491; 1.131; -3.158; 3.355
87.0; 11.515; 0.019; -3.571; 3.571
87.2; 11.539; 0.027; -3.876; 3.876
87.4; 11.562; 0.034; -4.043; 4.043
87.6; 11.586; 0.039; -4.086; 4.087
87.8; 11.610; 0.040; -4.023; 4.023
88.0; 11.634; 0.040; -3.871; 3.871
88.2; 11.658; 0.037; -3.652; 3.652
88.4; 11.681; 0.033; -3.385; 3.385
88.6; 11.705; 0.028; -3.086; 3.086
88.8; 11.729; 0.023; -2.769; 2.769
89.0; 11.753; 0.018; -2.448; 2.448
89.2; 11.776; 0.014; -2.131; 2.132
89.4; 11.800; 0.011; -1.829; 1.829
89.6; 11.824; 0.008; -1.544; 1.544
89.8; 11.848; 0.006; -1.282; 1.282
90.0; 11.871; 0.004; -1.044; 1.044
90.2; 11.895; 0.003; -0.830; 0.830
90.4; 11.919; 0.002; -0.641; 0.641
90.6; 11.943; 0.001; -0.475; 0.475
90.8; 11.966; 0.001; -0.332; 0.332
91.0; 11.990; 0.000; -0.210; 0.210
91.2; 12.014; 0.000; -0.107; 0.107
91.4; 12.038; 0.000; -0.023; 0.023
91.6; 12.061; -0.000; 0.046; 0.046
91.8; 12.085; -0.000; 0.100; 0.100
92.0; 12.108; 0.000; 0.141; 0.141
92.2; 12.132; 0.000; 0.171; 0.171
92.4; 12.156; 0.000; 0.192; 0.192
92.6; 12.179; 0.000; 0.204; 0.204
92.8; 12.203; 0.000; 0.209; 0.209
93.0; 12.226; 0.000; 0.209; 0.209
93.2; 12.250; 0.000; 0.204; 0.204
93.4; 12.274; 0.000; 0.195; 0.195
93.6; 12.297; 0.000; 0.184; 0.184
93.8; 12.321; 0.000; 0.171; 0.171
94.0; 12.344; 0.000; 0.157; 0.157
94.2; 12.368; 0.000; 0.142; 0.142
94.4; 12.391; 0.000; 0.126; 0.126
94.6; 12.415; 0.000; 0.111; 0.111
94.8; 12.438; 0.000; 0.097; 0.097
95.0; 12.462; 0.000; 0.083; 0.083
95.2; 12.485; 0.000; 0.070; 0.070
95.4; 12.509; 0.000; 0.058; 0.058
95.6; 12.532; 0.000; 0.046; 0.046
95.8; 12.556; 0.000; 0.037; 0.037
96.0; 12.579; 0.000; 0.028; 0.028
96.2; 12.603; 0.000; 0.020; 0.020
96.4; 12.626; 0.000; 0.013; 0.013
96.6; 12.650; 0.000; 0.008; 0.008
96.8; 12.673; 0.000; 0.003; 0.003
97.0; 12.697; -0.000; -0.001; 0.001
97.2; 12.720; -0.000; -0.004; 0.004
97.4; 12.743; -0.000; -0.007; 0.007
97.6; 12.767; 0.000; -0.009; 0.009
97.8; 12.790; 0.000; -0.010; 0.010
98.0; 12.814; 0.000; -0.011; 0.011
98.2; 12.837; 0.000; -0.011; 0.011
98.4; 12.861; 0.000; -0.011; 0.011
98.6; 12.884; 0.000; -0.011; 0.011
98.8; 12.908; 0.000; -0.011; 0.011
99.0; 12.931; 0.000; -0.011; 0.011
99.2; 12.955; 0.000; -0.010; 0.010
99.4; 12.978; 0.000; -0.009; 0.009
99.6; 13.002; 0.000; -0.008; 0.008
99.8; 13.025; 0.000; -0.008; 0.008
100.0; 13.049; 0.000; -0.007; 0.007
100.2; 13.072; 0.000; -0.006; 0.006
100.4; 13.095; 0.000; -0.005; 0.005
100.6; 13.119; 0.000; -0.005; 0.005
100.8; 13.142; 0.000; -0.004; 0.004
101.0; 13.166; 0.000; -0.003; 0.003
101.2; 13.189; 0.000; -0.003; 0.003
101.4; 13.213; 0.000; -0.002; 0.002
101.6; 13.236; 0.000; -0.002; 0.002
101.8; 13.260; 0.000; -0.001; 0.001
102.0; 13.283; 0.000; -0.001; 0.001
102.2; 13.307; 0.000; -0.001; 0.001
102.4; 13.330; 0.000; -0.000; 0.000
102.6; 13.354; 0.000; -0.000; 0.000
102.8; 13.377; 0.000; -0.000; 0.000
103.0; 13.401; 0.000; 0.000; 0.000
103.2; 13.424; 0.000; 0.000; 0.000
103.4; 13.448; 0.000; 0.000; 0.000
103.6; 13.471; 0.000; 0.000; 0.000
103.8; 13.495; 0.000; 0.000; 0.000
104.0; 13.518; 0.000; 0.000; 0.000
104.2; 13.542; 0.000; 0.000; 0.000
104.4; 13.566; 0.000; 0.000; 0.000
104.6; 13.589; 0.000; 0.000; 0.000
104.8; 13.613; 0.000; 0.000; 0.000
105.0; 13.636; 0.000; 0.000; 0.000
105.2; 13.660; 0.000; 0.000; 0.000
105.4; 13.683; 0.000; 0.000; 0.000
105.6; 13.707; 0.000; 0.000; 0.000
105.8; 13.730; 0.000; 0.000; 0.000
106.0; 13.754; 0.000; 0.000; 0.000
106.2; 13.777; 0.000; 0.000; 0.000
106.4; 13.801; 0.000; -0.000; 0.000
106.6; 13.824; 0.000; -0.000; 0.000
106.8; 13.848; 0.000; -0.000; 0.000
107.0; 13.872; 0.000; -0.000; 0.000
107.2; 13.895; 0.000; -0.000; 0.000
107.4; 13.919; 0.000; -0.000; 0.000
107.6; 13.942; 0.000; 0.000; 0.000
107.8; 13.966; 0.000; 0.000; 0.000
108.0; 13.989; 0.000; 0.000; 0.000
108.2; 14.013; 0.000; 0.000; 0.000
108.4; 14.037; 0.000; 0.000; 0.000
108.6; 14.060; 0.000; 0.000; 0.000
108.8; 14.084; 0.000; 0.001; 0.001
109.0; 14.107; 0.000; 0.001; 0.001
109.2; 14.131; 0.000; 0.001; 0.001
109.4; 14.154; 0.000; 0.001; 0.001
109.6; 14.178; 0.000; 0.001; 0.001
109.8; 14.202; 0.000; 0.001; 0.001
110.0; 14.225; -0.000; 0.002; 0.002
110.2; 14.249; -0.000; 0.002; 0.002
110.4; 14.272; -0.000; 0.002; 0.002
110.6; 14.296; -0.000; 0.002; 0.002
110.8; 14.319; -0.000; 0.002; 0.002
111.0; 14.343; -0.000; 0.003; 0.003
111.2; 14.367; -0.000; 0.003; 0.003
111.4; 14.390; -0.000; 0.003; 0.003
111.6; 14.414; -0.000; 0.003; 0.003
111.8; 14.437; -0.000; 0.003; 0.003
112.0; 14.461; -0.000; 0.003; 0.003
112.2; 14.484; -0.000; 0.003; 0.003
112.4; 14.508; -0.000; 0.003; 0.003
112.6; 14.532; -0.000; 0.003; 0.003
112.8; 14.555; -0.000; 0.002; 0.002
113.0; 14.579; -0.000; 0.002; 0.002
113.2; 14.602; -0.000; 0.001; 0.001
113.4; 14.626; -0.000; 0.000; 0.000
113.6; 14.649; -0.000; -0.001; 0.001
113.8; 14.673; -0.000; -0.003; 0.003
114.0; 14.696; -0.000; -0.004; 0.004
114.2; 14.720; -0.000; -0.006; 0.006
114.4; 14.743; -0.000; -0.008; 0.008
114.6; 14.767; -0.000; -0.011; 0.011
114.8; 14.791; 0.000; -0.014; 0.014
115.0; 14.814; 0.000; -0.017; 0.017
115.2; 14.838; 0.000; -0.020; 0.020
115.4; 14.861; 0.000; -0.024; 0.024
115.6; 14.885; 0.000; -0.028; 0.028
115.8; 14.908; 0.000; -0.032; 0.032
116.0; 14.932; 0.000; -0.036; 0.036
116.2; 14.955; 0.000; -0.040; 0.040
