# s_m; t_s; ax_mps2; ay_mps2; atot_mps2
251.6; 31.382; 0.000; -0.017; 0.017
251.8; 31.405; 0.000; -0.019; 0.019
252.0; 31.429; 0.000; -0.021; 0.021
252.2; 31.452; 0.000; -0.022; 0.022
252.4; 31.476; 0.000; -0.024; 0.024
252.6; 31.500; 0.000; -0.025; 0.025
252.8; 31.523; 0.000; -0.026; 0.026
253.0; 31.547; 0.000; -0.026; 0.026
253.2; 31.570; 0.000; -0.026; 0.026
253.4; 31.594; 0.000; -0.025; 0.025
253.6; 31.617; 0.000; -0.023; 0.023
253.8; 31.641; 0.000; -0.020; 0.020
254.0; 31.664; 0.000; -0.016; 0.016
254.2; 31.688; 0.000; -0.010; 0.010
254.4; 31.711; 0.000; -0.003; 0.003
254.6; 31.735; -0.000; 0.007; 0.007
254.8; 31.758; -0.000; 0.018; 0.018
255.0; 31.782; 0.000; 0.031; 0.031
255.2; 31.805; 0.000; 0.047; 0.047
255.4; 31.829; 0.000; 0.065; 0.065
255.6; 31.852; 0.000; 0.086; 0.086
255.8; 31.876; 0.000; 0.110; 0.110
256.0; 31.900; 0.000; 0.136; 0.136
256.2; 31.923; 0.000; 0.165; 0.165
256.4; 31.947; 0.000; 0.196; 0.196
256.6; 31.970; 0.000; 0.229; 0.229
256.8; 31.994; 0.000; 0.264; 0.264
257.0; 32.017; 0.000; 0.301; 0.301
257.2; 32.041; 0.000; 0.337; 0.337
257.4; 32.064; 0.000; 0.373; 0.373
257.6; 32.088; 0.000; 0.408; 0.408
257.8; 32.111; 0.000; 0.440; 0.440
258.0; 32.135; 0.000; 0.467; 0.467
258.2; 32.158; 0.000; 0.488; 0.488
258.4; 32.182; 0.001; 0.501; 0.501
258.6; 32.206; 0.001; 0.503; 0.503
258.8; 32.229; 0.001; 0.491; 0.491
259.0; 32.253; 0.001; 0.463; 0.463
259.2; 32.276; 0.000; 0.416; 0.416
259.4; 32.300; 0.000; 0.346; 0.346
259.6; 32.323; 0.000; 0.250; 0.250
259.8; 32.347; 0.000; 0.124; 0.124
260.0; 32.370; 0.000; -0.036; 0.036
260.2; 32.394; -0.000; -0.233; 0.233
260.4; 32.418; 0.000; -0.470; 0.470
260.6; 32.441; 0.000; -0.751; 0.751
260.8; 32.465; 0.001; -1.076; 1.076
261.0; 32.488; 0.002; -1.449; 1.449
261.2; 32.512; 0.004; -1.868; 1.868
261.4; 32.535; 0.008; -2.334; 2.334
261.6; 32.559; 0.012; -2.842; 2.842
261.8; 32.582; 0.018; -3.388; 3.388
262.0; 32.606; 0.026; -3.967; 3.967
262.2; 32.630; 0.037; -4.588; 4.588
262.4; 32.653; 0.051; -5.198; 5.198
262.6; 32.677; 0.068; -5.779; 5.779
262.8; 32.700; 0.089; -6.317; 6.318
263.0; 32.723; 0.112; -6.799; 6.800
263.2; 32.747; 0.139; -7.216; 7.217
263.4; 32.770; 0.167; -7.567; 7.568
263.6; 32.794; 0.196; -7.853; 7.856
263.8; 32.817; 0.225; -8.082; 8.085
264.0; 32.840; 0.254; -8.261; 8.265
264.2; 32.863; 0.281; -8.396; 8.401
264.4; 32.886; 0.305; -8.497; 8.502
264.6; 32.909; 0.327; -8.572; 8.578
264.8; 32.932; 0.346; -8.626; 8.633
265.0; 32.954; 0.362; -8.663; 8.670
265.2; 32.976; 0.375; -8.686; 8.694
265.4; 32.998; 0.385; -8.701; 8.709
265.6; 33.020; 0.393; -8.709; 8.718
265.8; 33.041; 0.397; -8.714; 8.723
266.0; 33.063; 0.398; -8.717; 8.726
266.2; 33.083; 0.399; -8.722; 8.731
266.4; 33.104; 0.400; -8.726; 8.735
266.6; 33.124; 0.400; -8.729; 8.738
266.8; 33.144; 0.400; -8.730; 8.739
267.0; 33.164; 0.400; -8.730; 8.740
267.2; 33.184; 0.400; -8.730; 8.739
267.4; 33.204; 0.400; -8.729; 8.738
267.6; 33.224; 0.400; -8.729; 8.738
267.8; 33.244; 0.400; -8.729; 8.738
268.0; 33.265; 0.400; -8.729; 8.738
268.2; 33.286; 0.400; -8.730; 8.739
268.4; 33.307; 0.400; -8.729; 8.738
268.6; 33.329; 0.400; -8.729; 8.738
268.8; 33.351; 0.400; -8.729; 8.738
269.0; 33.373; 0.400; -8.729; 8.738
269.2; 33.395; 0.400; -8.729; 8.738
269.4; 33.418; 0.400; -8.729; 8.738
269.6; 33.441; 0.400; -8.729; 8.738
269.8; 33.464; 0.400; -8.728; 8.737
270.0; 33.487; 0.400; -8.727; 8.737
270.2; 33.510; 0.401; -8.727; 8.736
270.4; 33.533; 0.401; -8.728; 8.737
270.6; 33.557; 0.400; -8.730; 8.739
270.8; 33.580; 0.399; -8.733; 8.742
271.0; 33.604; 0.394; -8.738; 8.747
271.2; 33.628; 0.389; -8.740; 8.748
271.4; 33.651; 0.388; -8.731; 8.740
271.6; 33.675; 0.399; -8.707; 8.716
271.8; 33.699; 0.430; -8.656; 8.667
272.0; 33.723; 0.392; -8.560; 8.569
272.2; 33.747; 0.375; -8.405; 8.413
272.4; 33.771; 0.350; -8.153; 8.160
272.6; 33.795; 0.312; -7.744; 7.751
272.8; 33.819; 0.259; -7.101; 7.106
273.0; 33.843; 0.194; -6.161; 6.164
273.2; 33.867; 0.128; -4.969; 4.970
273.4; 33.891; 0.074; -3.708; 3.708
273.6; 33.915; 0.037; -2.576; 2.576
273.8; 33.939; 0.017; -1.662; 1.662
274.0; 33.963; 0.007; -0.957; 0.957
274.2; 33.987; 0.002; -0.418; 0.418
274.4; 34.011; 0.000; -0.004; 0.004
274.6; 34.035; -0.000; 0.315; 0.315
274.8; 34.059; -0.000; 0.557; 0.557
275.0; 34.083; 0.000; 0.733; 0.733
275.2; 34.107; 0.001; 0.846; 0.846
275.4; 34.130; 0.001; 0.896; 0.896
275.6; 34.154; 0.002; 0.883; 0.883
275.8; 34.177; 0.002; 0.802; 0.802
276.0; 34.200; 0.001; 0.650; 0.650
276.2; 34.223; 0.001; 0.423; 0.423
276.4; 34.246; 0.000; 0.118; 0.118
276.6; 34.269; -0.000; -0.269; 0.269
276.8; 34.292; -0.000; -0.738; 0.738
277.0; 34.314; 0.001; -1.290; 1.290
277.2; 34.336; 0.003; -1.921; 1.921
277.4; 34.359; 0.007; -2.626; 2.626
277.6; 34.381; 0.015; -3.391; 3.391
277.8; 34.403; 0.025; -4.236; 4.236
278.0; 34.426; 0.041; -5.086; 5.087
278.2; 34.448; 0.062; -5.891; 5.892
278.4; 34.471; 0.090; -6.619; 6.620
278.6; 34.494; 0.123; -7.239; 7.240
278.8; 34.518; 0.161; -7.737; 7.738
279.0; 34.541; 0.203; -8.117; 8.120
279.2; 34.565; 0.240; -8.395; 8.398
279.4; 34.589; 0.217; -8.588; 8.591
279.6; 34.614; 0.415; -8.721; 8.731
279.8; 34.638; 0.327; -8.791; 8.797
280.0; 34.663; 0.236; -8.830; 8.833
280.2; 34.688; 0.162; -8.850; 8.851
280.4; 34.713; 0.104; -8.859; 8.859
280.6; 34.738; 0.058; -8.861; 8.861
280.8; 34.764; 0.023; -8.860; 8.860
281.0; 34.789; -0.003; -8.856; 8.856
281.2; 34.814; -0.022; -8.853; 8.853
281.4; 34.839; -0.035; -8.849; 8.849
281.6; 34.864; -0.042; -8.845; 8.845
281.8; 34.889; -0.044; -8.843; 8.843
282.0; 34.913; -0.043; -8.840; 8.840
282.2; 34.937; -0.038; -8.838; 8.839
282.4; 34.960; -0.031; -8.837; 8.837
282.6; 34.983; -0.021; -8.836; 8.836
282.8; 35.005; -0.009; -8.835; 8.835
283.0; 35.026; 0.004; -8.835; 8.835
283.2; 35.047; 0.019; -8.834; 8.834
283.4; 35.068; 0.036; -8.834; 8.834
283.6; 35.089; 0.054; -8.833; 8.834
283.8; 35.110; 0.072; -8.833; 8.834
284.0; 35.131; 0.090; -8.834; 8.835
284.2; 35.153; 0.107; -8.835; 8.836
284.4; 35.175; 0.124; -8.833; 8.834
284.6; 35.197; 0.141; -8.827; 8.828
284.8; 35.220; 0.160; -8.819; 8.821
285.0; 35.243; 0.180; -8.812; 8.814
285.2; 35.267; 0.202; -8.804; 8.806
285.4; 35.291; 0.226; -8.795; 8.798
285.6; 35.315; 0.251; -8.785; 8.789
285.8; 35.339; 0.279; -8.774; 8.778
286.0; 35.364; 0.309; -8.761; 8.766
286.2; 35.389; 0.340; -8.746; 8.753
286.4; 35.414; 0.374; -8.729; 8.737
286.6; 35.440; 0.409; -8.710; 8.719
286.8; 35.465; 0.447; -8.688; 8.699
287.0; 35.491; 0.487; -8.663; 8.676
287.2; 35.516; 0.530; -8.634; 8.651
287.4; 35.541; 0.575; -8.603; 8.622
287.6; 35.567; 0.624; -8.567; 8.590
287.8; 35.592; 0.674; -8.528; 8.555
288.0; 35.618; 0.728; -8.486; 8.517
288.2; 35.643; 0.783; -8.440; 8.476
288.4; 35.668; 0.839; -8.391; 8.433
288.6; 35.693; 0.895; -8.341; 8.389
288.8; 35.718; 0.950; -8.291; 8.345
289.0; 35.743; 1.002; -8.241; 8.302
289.2; 35.768; 1.052; -8.191; 8.258
289.4; 35.792; 1.101; -8.140; 8.215
289.6; 35.817; 1.151; -8.085; 8.166
289.8; 35.841; 1.208; -8.017; 8.108
290.0; 35.866; 1.281; -7.927; 8.030
290.2; 35.890; 1.383; -7.798; 7.919
290.4; 35.915; 1.527; -7.610; 7.762
290.6; 35.939; 0.666; -7.401; 7.431
290.8; 35.963; 0.188; -7.231; 7.233
291.0; 35.987; 0.180; -7.044; 7.046
291.2; 36.011; 0.169; -6.769; 6.772
291.4; 36.035; 0.153; -6.385; 6.386
291.6; 36.060; 0.131; -5.883; 5.885
291.8; 36.084; 0.106; -5.280; 5.281
292.0; 36.108; 0.081; -4.613; 4.614
292.2; 36.132; 0.058; -3.931; 3.932
292.4; 36.156; 0.040; -3.279; 3.280
292.6; 36.180; 0.027; -2.687; 2.687
292.8; 36.204; 0.018; -2.166; 2.166
293.0; 36.228; 0.011; -1.716; 1.716
293.2; 36.252; 0.007; -1.333; 1.333
293.4; 36.276; 0.004; -1.007; 1.007
293.6; 36.300; 0.002; -0.733; 0.733
293.8; 36.323; 0.001; -0.502; 0.502
294.0; 36.347; 0.001; -0.310; 0.310
294.2; 36.371; 0.000; -0.151; 0.151
294.4; 36.395; 0.000; -0.022; 0.022
294.6; 36.419; -0.000; 0.081; 0.081
294.8; 36.442; -0.000; 0.162; 0.162
295.0; 36.466; 0.000; 0.223; 0.223
295.2; 36.490; 0.000; 0.266; 0.266
295.4; 36.514; 0.000; 0.295; 0.295
295.6; 36.537; 0.000; 0.312; 0.312
295.8; 36.561; 0.000; 0.319; 0.319
296.0; 36.585; 0.000; 0.317; 0.317
296.2; 36.608; 0.000; 0.308; 0.308
296.4; 36.632; 0.000; 0.295; 0.295
296.6; 36.655; 0.000; 0.277; 0.277
296.8; 36.679; 0.000; 0.257; 0.257
297.0; 36.703; 0.000; 0.235; 0.235
297.2; 36.726; 0.000; 0.212; 0.212
297.4; 36.750; 0.000; 0.189; 0.189
297.6; 36.773; 0.000; 0.166; 0.166
297.8; 36.797; 0.000; 0.144; 0.144
298.0; 36.821; 0.000; 0.123; 0.123
298.2; 36.844; 0.000; 0.103; 0.103
298.4; 36.868; 0.000; 0.085; 0.085
298.6; 36.891; 0.000; 0.069; 0.069
298.8; 36.915; 0.000; 0.054; 0.054
299.0; 36.938; 0.000; 0.041; 0.041
299.2; 36.962; 0.000; 0.029; 0.029
299.4; 36.985; 0.000; 0.019; 0.019
299.6; 37.009; 0.000; 0.011; 0.011
299.8; 37.032; 0.000; 0.004; 0.004
300.0; 37.056; -0.000; -0.002; 0.002
300.2; 37.079; -0.000; -0.006; 0.006
300.4; 37.103; 0.000; -0.010; 0.010
300.6; 37.126; 0.000; -0.012; 0.012
300.8; 37.150; 0.000; -0.014; 0.014
301.0; 37.173; 0.000; -0.015; 0.015
301.2; 37.197; 0.000; -0.016; 0.016
301.4; 37.221; 0.000; -0.016; 0.016
301.6; 37.244; 0.000; -0.016; 0.016
301.8; 37.268; 0.000; -0.015; 0.015
302.0; 37.291; 0.000; -0.014; 0.014
302.2; 37.315; 0.000; -0.013; 0.013
302.4; 37.338; 0.000; -0.012; 0.012
302.6; 37.362; 0.000; -0.011; 0.011
302.8; 37.385; 0.000; -0.010; 0.010
303.0; 37.409; 0.000; -0.009; 0.009
303.2; 37.432; 0.000; -0.007; 0.007
303.4; 37.456; 0.000; -0.006; 0.006
303.6; 37.479; 0.000; -0.005; 0.005
303.8; 37.503; 0.000; -0.004; 0.004
304.0; 37.526; 0.000; -0.003; 0.003
304.2; 37.550; 0.000; -0.003; 0.003
304.4; 37.573; 0.000; -0.002; 0.002
304.6; 37.597; 0.000; -0.001; 0.001
304.8; 37.620; 0.000; -0.001; 0.001
305.0; 37.644; 0.000; -0.000; 0.000
305.2; 37.667; 0.000; 0.000; 0.000
305.4; 37.691; 0.000; 0.001; 0.001
305.6; 37.715; 0.000; 0.001; 0.001
305.8; 37.738; 0.000; 0.001; 0.001
306.0; 37.762; 0.000; 0.001; 0.001
306.2; 37.785; 0.000; 0.001; 0.001
306.4; 37.809; 0.000; 0.001; 0.001
306.6; 37.832; 0.000; 0.001; 0.001
306.8; 37.856; 0.000; 0.001; 0.001
307.0; 37.879; 0.000; 0.001; 0.001
307.2; 37.903; 0.000; 0.001; 0.001
307.4; 37.926; 0.000; 0.001; 0.001
307.6; 37.950; 0.000; 0.001; 0.001
307.8; 37.973; 0.000; 0.001; 0.001
308.0; 37.997; 0.000; 0.001; 0.001
308.2; 38.020; 0.000; 0.001; 0.001
308.4; 38.044; 0.000; 0.001; 0.001
308.6; 38.067; 0.000; 0.001; 0.001
308.8; 38.091; 0.000; 0.001; 0.001
309.0; 38.114; 0.000; 0.001; 0.001
309.2; 38.138; 0.000; 0.001; 0.001
309.4; 38.162; 0.000; 0.001; 0.001
309.6; 38.185; 0.000; 0.001; 0.001
309.8; 38.209; 0.000; 0.001; 0.001
310.0; 38.232; 0.000; 0.001; 0.001
310.2; 38.256; 0.000; 0.001; 0.001
310.4; 38.279; 0.000; 0.001; 0.001
310.6; 38.303; 0.000; 0.001; 0.001
310.8; 38.326; 0.000; 0.001; 0.001
311.0; 38.350; 0.000; 0.001; 0.001
311.2; 38.373; 0.000; 0.001; 0.001
311.4; 38.397; 0.000; 0.001; 0.001
311.6; 38.420; 0.000; 0.001; 0.001
311.8; 38.444; 0.000; 0.001; 0.001
312.0; 38.467; 0.000; 0.001; 0.001
312.2; 38.491; 0.000; 0.001; 0.001
312.4; 38.514; 0.000; 0.001; 0.001
312.6; 38.538; 0.000; 0.001; 0.001
312.8; 38.562; 0.000; 0.001; 0.001
313.0; 38.585; 0.000; 0.001; 0.001
313.2; 38.609; 0.000; 0.001; 0.001
313.4; 38.632; 0.000; 0.001; 0.001
313.6; 38.656; 0.000; 0.001; 0.001
313.8; 38.679; 0.000; 0.001; 0.001
314.0; 38.703; 0.000; 0.001; 0.001
314.2; 38.726; 0.000; 0.001; 0.001
314.4; 38.750; 0.000; 0.001; 0.001
314.6; 38.773; 0.000; 0.001; 0.001
314.8; 38.797; 0.000; 0.001; 0.001
315.0; 38.820; 0.000; 0.001; 0.001
315.2; 38.844; 0.000; 0.001; 0.001
315.4; 38.867; 0.000; 0.001; 0.001
315.6; 38.891; 0.000; 0.001; 0.001
315.8; 38.914; 0.000; 0.001; 0.001
316.0; 38.938; 0.000; 0.001; 0.001
316.2; 38.962; 0.000; 0.001; 0.001
316.4; 38.985; 0.000; 0.001; 0.001
316.6; 39.009; 0.000; 0.001; 0.001
316.8; 39.032; 0.000; 0.001; 0.001
317.0; 39.056; 0.000; 0.001; 0.001
317.2; 39.079; 0.000; 0.001; 0.001
317.4; 39.103; 0.000; 0.001; 0.001
317.6; 39.126; 0.000; 0.001; 0.001
317.8; 39.150; 0.000; 0.001; 0.001
318.0; 39.173; 0.000; 0.001; 0.001
318.2; 39.197; 0.000; 0.001; 0.001
318.4; 39.220; 0.000; 0.001; 0.001
318.6; 39.244; 0.000; 0.001; 0.001
318.8; 39.267; 0.000; 0.001; 0.001
319.0; 39.291; 0.000; 0.001; 0.001
319.2; 39.315; 0.000; 0.001; 0.001
319.4; 39.338; 0.000; 0.001; 0.001
319.6; 39.362; 0.000; 0.001; 0.001
319.8; 39.385; 0.000; 0.001; 0.001
320.0; 39.409; 0.000; 0.001; 0.001
320.2; 39.432; 0.000; 0.001; 0.001
320.4; 39.456; 0.000; 0.001; 0.001
320.6; 39.479; -0.000; 0.001; 0.001
320.8; 39.503; -0.000; 0.001; 0.001
321.0; 39.526; -0.000; 0.001; 0.001
321.2; 39.550; -0.000; 0.001; 0.001
321.4; 39.573; -0.000; 0.001; 0.001
321.6; 39.597; -0.000; 0.001; 0.001
321.8; 39.620; -0.000; 0.001; 0.001
322.0; 39.644; -0.000; 0.001; 0.001
322.2; 39.668; -0.000; 0.001; 0.001
322.4; 39.691; -0.000; 0.001; 0.001
322.6; 39.715; -0.000; 0.001; 0.001
322.8; 39.738; -0.000; 0.001; 0.001
323.0; 39.762; -0.000; 0.001; 0.001
323.2; 39.785; -0.000; 0.002; 0.002
323.4; 39.809; -0.000; 0.002; 0.002
323.6; 39.832; -0.000; 0.002; 0.002
323.8; 39.856; -0.000; 0.002; 0.002
324.0; 39.879; -0.000; 0.002; 0.002
324.2; 39.903; 0.000; 0.003; 0.003
324.4; 39.926; 0.000; 0.003; 0.003
324.6; 39.950; 0.000; 0.003; 0.003
324.8; 39.973; 0.000; 0.003; 0.003
325.0; 39.997; 0.000; 0.004; 0.004
325.2; 40.021; 0.000; 0.004; 0.004
325.4; 40.044; 0.000; 0.004; 0.004
325.6; 40.068; 0.000; 0.004; 0.004
325.8; 40.091; 0.000; 0.004; 0.004
326.0; 40.115; 0.000; 0.005; 0.005
326.2; 40.138; 0.000; 0.005; 0.005
326.4; 40.162; 0.000; 0.004; 0.004
326.6; 40.185; 0.000; 0.004; 0.004
326.8; 40.209; 0.000; 0.004; 0.004
327.0; 40.232; 0.000; 0.004; 0.004
327.2; 40.256; 0.000; 0.003; 0.003
327.4; 40.279; 0.000; 0.002; 0.002
327.6; 40.303; -0.000; 0.001; 0.001
327.8; 40.326; -0.000; -0.000; 0.000
328.0; 40.350; -0.000; -0.002; 0.002
328.2; 40.373; -0.000; -0.004; 0.004
328.4; 40.397; 0.000; -0.006; 0.006
328.6; 40.421; 0.000; -0.009; 0.009
328.8; 40.444; 0.000; -0.012; 0.012
329.0; 40.468; 0.000; -0.015; 0.015
329.2; 40.491; 0.000; -0.019; 0.019
329.4; 40.515; 0.000; -0.023; 0.023
329.6; 40.538; 0.000; -0.027; 0.027
329.8; 40.562; 0.000; -0.032; 0.032
330.0; 40.585; 0.000; -0.036; 0.036
330.2; 40.609; 0.000; -0.041; 0.041
330.4; 40.632; 0.000; -0.046; 0.046
330.6; 40.656; 0.000; -0.051; 0.051
330.8; 40.679; 0.000; -0.055; 0.055
331.0; 40.703; 0.000; -0.059; 0.059
331.2; 40.726; 0.000; -0.063; 0.063
331.4; 40.750; 0.000; -0.065; 0.065
331.6; 40.773; 0.000; -0.066; 0.066
331.8; 40.797; 0.000; -0.066; 0.066
332.0; 40.820; 0.000; -0.063; 0.063
332.2; 40.844; 0.000; -0.059; 0.059
332.4; 40.867; 0.000; -0.051; 0.051
332.6; 40.891; 0.000; -0.041; 0.041
332.8; 40.915; 0.000; -0.026; 0.026
333.0; 40.938; 0.000; -0.008; 0.008
333.2; 40.962; -0.000; 0.016; 0.016
333.4; 40.985; -0.000; 0.044; 0.044
333.6; 41.009; 0.000; 0.078; 0.078
333.8; 41.032; 0.000; 0.119; 0.119
334.0; 41.056; 0.000; 0.165; 0.165
334.2; 41.079; 0.000; 0.219; 0.219
334.4; 41.103; 0.000; 0.279; 0.279
334.6; 41.126; 0.000; 0.347; 0.347
334.8; 41.150; 0.000; 0.420; 0.420
335.0; 41.173; 0.000; 0.501; 0.501
335.2; 41.197; 0.001; 0.586; 0.586
335.4; 41.220; 0.001; 0.677; 0.677
335.6; 41.244; 0.001; 0.770; 0.770
335.8; 41.267; 0.001; 0.865; 0.865
336.0; 41.291; 0.002; 0.959; 0.959
336.2; 41.314; 0.002; 1.049; 1.049
336.4; 41.338; 0.002; 1.133; 1.133
336.6; 41.361; 0.003; 1.205; 1.205
336.8; 41.385; 0.003; 1.262; 1.262
337.0; 41.408; 0.003; 1.298; 1.298
337.2; 41.432; 0.004; 1.307; 1.307
337.4; 41.456; 0.004; 1.281; 1.281
337.6; 41.479; 0.004; 1.214; 1.214
337.8; 41.503; 0.003; 1.096; 1.096
338.0; 41.526; 0.003; 0.920; 0.920
338.2; 41.550; 0.002; 0.678; 0.678
338.4; 41.573; 0.001; 0.362; 0.362
338.6; 41.597; 0.000; -0.033; 0.033
338.8; 41.620; -0.000; -0.513; 0.513
339.0; 41.644; 0.000; -1.079; 1.079
339.2; 41.667; 0.002; -1.728; 1.728
339.4; 41.691; 0.006; -2.450; 2.450
339.6; 41.714; 0.013; -3.251; 3.251
339.8; 41.738; 0.023; -4.070; 4.070
340.0; 41.761; 0.037; -4.831; 4.831
340.2; 41.785; 0.055; -5.488; 5.489
340.4; 41.808; 0.075; -5.993; 5.994
340.6; 41.832; -3.386; -6.404; 7.244
340.8; 41.856; -4.624; -6.875; 8.285
341.0; 41.880; -4.047; -7.360; 8.399
341.2; 41.905; -3.585; -7.709; 8.501
