# s_m; t_s; v_mps; beta_rad; omega_z_radps; n_m; xi_rad
199.8; 25.406; 8.50; -0.00415; 0.35826; -0.53818; -0.03624
200.0; 25.430; 8.50; -0.00553; 0.43957; -0.54613; -0.03213
200.2; 25.454; 8.50; -0.00713; 0.52700; -0.55334; -0.02609
200.4; 25.477; 8.50; -0.00898; 0.62327; -0.55947; -0.01794
200.6; 25.501; 8.50; -0.01115; 0.71515; -0.56414; -0.00766
200.8; 25.525; 8.50; -0.01361; 0.80073; -0.56699; 0.00463
201.0; 25.549; 8.50; -0.01632; 0.87780; -0.56767; 0.01875
201.2; 25.573; 8.50; -0.01923; 0.94410; -0.56589; 0.03447
201.4; 25.597; 8.50; -0.02230; 0.99815; -0.56138; 0.05153
201.6; 25.621; 8.50; -0.02545; 1.03958; -0.55393; 0.06964
201.8; 25.645; 8.50; -0.02859; 1.06898; -0.54334; 0.08852
202.0; 25.669; 8.50; -0.03163; 1.08764; -0.52947; 0.10791
202.2; 25.693; 8.50; -0.03450; 1.09701; -0.51222; 0.12759
202.4; 25.717; 8.50; -0.03711; 1.09835; -0.49149; 0.14737
202.6; 25.741; 8.50; -0.03940; 1.09443; -0.46721; 0.16711
202.8; 25.765; 8.50; -0.04134; 1.08675; -0.43932; 0.18661
203.0; 25.789; 8.50; -0.04292; 1.07637; -0.40781; 0.20557
203.2; 25.814; 8.50; -0.04414; 1.06448; -0.37272; 0.22354
203.4; 25.838; 8.50; -0.04500; 1.05234; -0.33419; 0.24023
203.6; 25.862; 8.50; -0.04553; 1.04128; -0.29243; 0.25556
203.8; 25.887; 8.50; -0.04580; 1.03245; -0.24766; 0.26950
204.0; 25.911; 8.50; -0.04587; 1.02749; -0.20016; 0.28208
204.2; 25.936; 8.50; -0.04585; 1.02588; -0.15020; 0.29330
204.4; 25.960; 8.50; -0.04580; 1.02621; -0.09811; 0.30316
204.6; 25.985; 8.50; -0.04576; 1.02722; -0.04422; 0.31158
204.8; 26.009; 8.50; -0.04575; 1.02810; 0.01109; 0.31847
205.0; 26.034; 8.50; -0.04575; 1.02853; 0.06740; 0.32373
205.2; 26.058; 8.50; -0.04576; 1.02854; 0.12429; 0.32723
205.4; 26.082; 8.50; -0.04577; 1.02834; 0.18130; 0.32883
205.6; 26.106; 8.50; -0.04578; 1.02813; 0.23795; 0.32843
205.8; 26.130; 8.50; -0.04578; 1.02801; 0.29373; 0.32591
206.0; 26.153; 8.50; -0.04578; 1.02796; 0.34816; 0.32115
206.2; 26.176; 8.50; -0.04578; 1.02797; 0.40073; 0.31406
206.4; 26.199; 8.50; -0.04578; 1.02800; 0.45096; 0.30455
206.6; 26.221; 8.50; -0.04578; 1.02807; 0.49839; 0.29258
206.8; 26.243; 8.50; -0.04578; 1.02816; 0.54258; 0.27811
207.0; 26.264; 8.50; -0.04578; 1.02828; 0.58315; 0.26117
207.2; 26.285; 8.50; -0.04578; 1.02840; 0.61978; 0.24181
207.4; 26.306; 8.50; -0.04579; 1.02848; 0.65217; 0.22015
207.6; 26.326; 8.50; -0.04580; 1.02847; 0.68010; 0.19637
207.8; 26.346; 8.50; -0.04580; 1.02838; 0.70342; 0.17069
208.0; 26.366; 8.50; -0.04581; 1.02825; 0.72201; 0.14343
208.2; 26.385; 8.50; -0.04581; 1.02822; 0.73580; 0.11505
208.4; 26.405; 8.50; -0.04581; 1.02845; 0.74482; 0.08653
208.6; 26.424; 8.50; -0.04582; 1.02900; 0.74926; 0.05928
208.8; 26.444; 8.50; -0.04584; 1.02943; 0.74938; 0.03432
209.0; 26.463; 8.50; -0.04586; 1.02927; 0.74552; 0.01191
209.2; 26.483; 8.50; -0.04587; 1.02864; 0.73801; -0.00809
209.4; 26.504; 8.50; -0.04588; 1.02782; 0.72717; -0.02585
209.6; 26.524; 8.50; -0.04587; 1.02706; 0.71330; -0.04154
209.8; 26.545; 8.50; -0.04584; 1.02651; 0.69670; -0.05535
210.0; 26.566; 8.50; -0.04580; 1.02624; 0.67763; -0.06745
210.2; 26.587; 8.50; -0.04577; 1.02626; 0.65635; -0.07802
210.4; 26.608; 8.50; -0.04573; 1.02653; 0.63311; -0.08724
210.6; 26.630; 8.50; -0.04570; 1.02696; 0.60810; -0.09526
210.8; 26.652; 8.50; -0.04568; 1.02746; 0.58153; -0.10226
211.0; 26.673; 8.50; -0.04568; 1.02795; 0.55356; -0.10838
211.2; 26.695; 8.50; -0.04568; 1.02835; 0.52432; -0.11379
211.4; 26.718; 8.50; -0.04569; 1.02862; 0.49395; -0.11864
211.6; 26.740; 8.50; -0.04571; 1.02875; 0.46252; -0.12307
211.8; 26.762; 8.50; -0.04572; 1.02875; 0.43011; -0.12723
212.0; 26.785; 8.50; -0.04574; 1.02868; 0.39674; -0.13126
212.2; 26.808; 8.50; -0.04576; 1.02859; 0.36243; -0.13531
212.4; 26.830; 8.50; -0.04577; 1.02852; 0.32715; -0.13951
212.6; 26.853; 8.50; -0.04578; 1.02847; 0.29084; -0.14401
212.8; 26.876; 8.50; -0.04579; 1.02836; 0.25344; -0.14895
213.0; 26.899; 8.50; -0.04579; 1.02809; 0.21480; -0.15449
213.2; 26.923; 8.50; -0.04579; 1.02757; 0.17477; -0.16068
213.4; 26.946; 8.50; -0.04578; 1.02690; 0.13321; -0.16714
213.6; 26.970; 8.50; -0.04575; 1.02640; 0.09008; -0.17306
213.8; 26.994; 8.50; -0.04572; 1.02663; 0.04554; -0.17768
214.0; 27.018; 8.50; -0.04570; 1.02818; -0.00009; -0.18061
214.2; 27.042; 8.50; -0.04572; 1.03107; -0.04642; -0.18167
214.4; 27.066; 8.50; -0.04582; 1.03649; -0.09304; -0.18073
214.6; 27.091; 8.50; -0.04603; 1.04172; -0.13947; -0.17767
214.8; 27.115; 8.50; -0.04633; 1.04213; -0.18524; -0.17252
215.0; 27.140; 8.50; -0.04657; 1.03189; -0.22988; -0.16545
215.2; 27.165; 8.50; -0.04646; 1.00339; -0.27291; -0.15679
215.4; 27.189; 8.50; -0.04557; 0.94613; -0.31390; -0.14714
215.6; 27.213; 8.50; -0.04359; 0.86715; -0.35247; -0.13708
215.8; 27.238; 8.50; -0.04013; 0.74960; -0.38832; -0.12737
216.0; 27.262; 8.50; -0.03485; 0.59163; -0.42125; -0.11897
216.2; 27.286; 8.50; -0.02793; 0.40559; -0.45126; -0.11270
216.4; 27.310; 8.50; -0.02033; 0.22083; -0.47860; -0.10887
216.6; 27.334; 8.50; -0.01339; 0.06422; -0.50374; -0.10703
216.8; 27.357; 8.50; -0.00786; -0.05974; -0.52724; -0.10636
217.0; 27.381; 8.50; -0.00374; -0.15949; -0.54954; -0.10611
217.2; 27.404; 8.50; -0.00066; -0.24219; -0.57094; -0.10576
217.4; 27.427; 8.50; 0.00173; -0.31125; -0.59154; -0.10492
217.6; 27.450; 8.50; 0.00365; -0.36745; -0.61132; -0.10326
217.8; 27.473; 8.50; 0.00524; -0.41094; -0.63017; -0.10046
218.0; 27.496; 8.50; 0.00655; -0.44258; -0.64791; -0.09623
218.2; 27.518; 8.50; 0.00762; -0.46365; -0.66431; -0.09033
218.4; 27.540; 8.50; 0.00846; -0.47588; -0.67909; -0.08255
218.6; 27.562; 8.50; 0.00908; -0.48186; -0.69196; -0.07283
218.8; 27.584; 8.50; 0.00952; -0.48510; -0.70268; -0.06149
219.0; 27.606; 8.50; 0.00982; -0.48785; -0.71112; -0.04946
219.2; 27.627; 8.50; 0.01004; -0.49135; -0.71730; -0.03767
219.4; 27.649; 8.50; 0.01021; -0.49670; -0.72134; -0.02654
219.6; 27.671; 8.50; 0.01037; -0.50486; -0.72337; -0.01618
219.8; 27.692; 8.50; 0.01056; -0.51664; -0.72354; -0.00666
220.0; 27.714; 8.50; 0.01080; -0.53257; -0.72198; 0.00196
220.2; 27.736; 8.50; 0.01112; -0.55292; -0.71886; 0.00960
220.4; 27.758; 8.50; 0.01154; -0.57768; -0.71433; 0.01617
220.6; 27.780; 8.50; 0.01208; -0.60656; -0.70858; 0.02161
220.8; 27.802; 8.50; 0.01274; -0.63921; -0.70180; 0.02583
221.0; 27.824; 8.50; 0.01355; -0.67608; -0.69419; 0.02878
221.2; 27.846; 8.50; 0.01452; -0.71635; -0.68596; 0.03038
221.4; 27.869; 8.50; 0.01565; -0.75507; -0.67734; 0.03064
221.6; 27.891; 8.50; 0.01691; -0.79077; -0.66854; 0.02965
221.8; 27.913; 8.50; 0.01825; -0.82260; -0.65977; 0.02749
222.0; 27.936; 8.50; 0.01963; -0.84973; -0.65125; 0.02427
222.2; 27.958; 8.50; 0.02100; -0.87149; -0.64314; 0.02015
222.4; 27.980; 8.50; 0.02232; -0.88729; -0.63562; 0.01526
222.6; 28.003; 8.50; 0.02354; -0.89683; -0.62885; 0.00976
222.8; 28.025; 8.50; 0.02460; -0.90017; -0.62294; 0.00381
223.0; 28.048; 8.50; 0.02546; -0.89735; -0.61801; -0.00242
223.2; 28.070; 8.50; 0.02608; -0.88824; -0.61414; -0.00878
223.4; 28.093; 8.50; 0.02640; -0.87263; -0.61139; -0.01510
223.6; 28.116; 8.50; 0.02641; -0.85046; -0.60980; -0.02121
223.8; 28.138; 8.50; 0.02605; -0.82179; -0.60939; -0.02694
224.0; 28.161; 8.50; 0.02533; -0.78696; -0.61013; -0.03213
224.2; 28.183; 8.50; 0.02426; -0.74679; -0.61197; -0.03663
224.4; 28.206; 8.50; 0.02286; -0.70230; -0.61485; -0.04032
224.6; 28.229; 8.50; 0.02121; -0.65529; -0.61864; -0.04313
224.8; 28.251; 8.50; 0.01941; -0.60819; -0.62322; -0.04504
225.0; 28.274; 8.50; 0.01757; -0.56326; -0.62844; -0.04609
225.2; 28.297; 8.50; 0.01578; -0.52227; -0.63414; -0.04637
225.4; 28.319; 8.50; 0.01414; -0.48631; -0.64016; -0.04598
225.6; 28.342; 8.50; 0.01270; -0.45575; -0.64635; -0.04505
225.8; 28.365; 8.50; 0.01147; -0.43043; -0.65258; -0.04371
226.0; 28.387; 8.50; 0.01046; -0.40982; -0.65874; -0.04208
226.2; 28.410; 8.50; 0.00963; -0.39321; -0.66475; -0.04026
226.4; 28.433; 8.50; 0.00898; -0.37975; -0.67054; -0.03835
226.6; 28.455; 8.50; 0.00845; -0.36866; -0.67607; -0.03641
226.8; 28.478; 8.50; 0.00803; -0.35917; -0.68133; -0.03448
227.0; 28.501; 8.50; 0.00770; -0.35048; -0.68629; -0.03260
227.2; 28.524; 8.50; 0.00741; -0.34171; -0.69095; -0.03078
227.4; 28.546; 8.50; 0.00717; -0.33195; -0.69533; -0.02901
227.6; 28.569; 8.50; 0.00693; -0.32037; -0.69941; -0.02726
227.8; 28.592; 8.50; 0.00668; -0.30639; -0.70320; -0.02548
228.0; 28.615; 8.50; 0.00641; -0.28969; -0.70668; -0.02361
228.2; 28.638; 8.50; 0.00610; -0.27060; -0.70986; -0.02160
228.4; 28.660; 8.50; 0.00574; -0.25001; -0.71269; -0.01941
228.6; 28.683; 8.50; 0.00536; -0.22866; -0.71515; -0.01702
228.8; 28.706; 8.50; 0.00494; -0.20721; -0.71721; -0.01441
229.0; 28.729; 8.50; 0.00452; -0.18622; -0.71882; -0.01159
229.2; 28.752; 8.50; 0.00410; -0.16616; -0.71994; -0.00858
229.4; 28.775; 8.50; 0.00369; -0.14739; -0.72055; -0.00541
229.6; 28.798; 8.50; 0.00329; -0.13018; -0.72060; -0.00210
229.8; 28.821; 8.50; 0.00292; -0.11474; -0.72007; 0.00130
230.0; 28.844; 8.50; 0.00259; -0.10119; -0.71894; 0.00476
230.2; 28.867; 8.50; 0.00228; -0.08957; -0.71719; 0.00822
230.4; 28.890; 8.50; 0.00202; -0.07988; -0.71481; 0.01165
230.6; 28.913; 8.50; 0.00179; -0.07207; -0.71182; 0.01501
230.8; 28.936; 8.50; 0.00159; -0.06602; -0.70821; 0.01825
231.0; 28.959; 8.50; 0.00144; -0.06159; -0.70402; 0.02134
231.2; 28.983; 8.50; 0.00131; -0.05861; -0.69925; 0.02423
231.4; 29.006; 8.50; 0.00122; -0.05684; -0.69396; 0.02691
231.6; 29.029; 8.50; 0.00115; -0.05607; -0.68817; 0.02935
231.8; 29.052; 8.50; 0.00111; -0.05602; -0.68192; 0.03152
232.0; 29.076; 8.50; 0.00109; -0.05644; -0.67527; 0.03343
232.2; 29.099; 8.50; 0.00108; -0.05707; -0.66827; 0.03505
232.4; 29.122; 8.50; 0.00108; -0.05766; -0.66097; 0.03640
232.6; 29.146; 8.50; 0.00108; -0.05804; -0.65342; 0.03747
232.8; 29.169; 8.50; 0.00109; -0.05806; -0.64567; 0.03827
233.0; 29.192; 8.50; 0.00109; -0.05762; -0.63779; 0.03882
233.2; 29.216; 8.50; 0.00109; -0.05660; -0.62981; 0.03912
233.4; 29.239; 8.50; 0.00108; -0.05493; -0.62178; 0.03920
233.6; 29.263; 8.50; 0.00106; -0.05258; -0.61376; 0.03906
233.8; 29.286; 8.50; 0.00103; -0.04960; -0.60579; 0.03872
234.0; 29.310; 8.50; 0.00098; -0.04616; -0.59790; 0.03821
234.2; 29.333; 8.50; 0.00093; -0.04239; -0.59014; 0.03752
234.4; 29.357; 8.50; 0.00087; -0.03843; -0.58254; 0.03666
234.6; 29.380; 8.50; 0.00080; -0.03441; -0.57513; 0.03565
234.8; 29.404; 8.50; 0.00073; -0.03041; -0.56794; 0.03455
235.0; 29.428; 8.50; 0.00066; -0.02652; -0.56099; 0.03345
235.2; 29.451; 8.50; 0.00058; -0.02280; -0.55427; 0.03243
235.4; 29.475; 8.50; 0.00051; -0.01931; -0.54776; 0.03150
235.6; 29.498; 8.50; 0.00044; -0.01607; -0.54144; 0.03065
235.8; 29.522; 8.50; 0.00038; -0.01310; -0.53530; 0.02987
236.0; 29.545; 8.50; 0.00032; -0.01043; -0.52932; 0.02917
236.2; 29.569; 8.50; 0.00026; -0.00804; -0.52348; 0.02853
236.4; 29.593; 8.50; 0.00021; -0.00595; -0.51778; 0.02795
236.6; 29.616; 8.50; 0.00016; -0.00413; -0.51220; 0.02742
236.8; 29.640; 8.50; 0.00012; -0.00257; -0.50673; 0.02693
237.0; 29.663; 8.50; 0.00009; -0.00126; -0.50136; 0.02649
237.2; 29.687; 8.50; 0.00006; -0.00018; -0.49608; 0.02607
237.4; 29.710; 8.50; 0.00003; 0.00069; -0.49089; 0.02568
237.6; 29.734; 8.50; 0.00001; 0.00137; -0.48578; 0.02532
237.8; 29.757; 8.50; -0.00001; 0.00189; -0.48074; 0.02497
238.0; 29.781; 8.50; -0.00002; 0.00227; -0.47578; 0.02464
238.2; 29.805; 8.50; -0.00003; 0.00252; -0.47088; 0.02433
238.4; 29.828; 8.50; -0.00004; 0.00266; -0.46605; 0.02402
238.6; 29.852; 8.50; -0.00004; 0.00272; -0.46128; 0.02372
238.8; 29.875; 8.50; -0.00005; 0.00270; -0.45657; 0.02342
239.0; 29.899; 8.50; -0.00005; 0.00262; -0.45192; 0.02313
239.2; 29.922; 8.50; -0.00005; 0.00250; -0.44733; 0.02284
239.4; 29.946; 8.50; -0.00005; 0.00235; -0.44279; 0.02255
239.6; 29.969; 8.50; -0.00005; 0.00217; -0.43832; 0.02227
239.8; 29.993; 8.50; -0.00004; 0.00197; -0.43390; 0.02198
240.0; 30.017; 8.50; -0.00004; 0.00177; -0.42953; 0.02170
240.2; 30.040; 8.50; -0.00004; 0.00157; -0.42523; 0.02141
240.4; 30.064; 8.50; -0.00003; 0.00137; -0.42097; 0.02113
240.6; 30.087; 8.50; -0.00003; 0.00118; -0.41678; 0.02085
240.8; 30.111; 8.50; -0.00003; 0.00099; -0.41264; 0.02056
241.0; 30.134; 8.50; -0.00002; 0.00082; -0.40856; 0.02028
241.2; 30.158; 8.50; -0.00002; 0.00066; -0.40453; 0.02000
241.4; 30.181; 8.50; -0.00002; 0.00052; -0.40056; 0.01972
241.6; 30.205; 8.50; -0.00001; 0.00039; -0.39665; 0.01944
241.8; 30.229; 8.50; -0.00001; 0.00028; -0.39278; 0.01917
242.0; 30.252; 8.50; -0.00001; 0.00018; -0.38898; 0.01890
242.2; 30.276; 8.50; -0.00001; 0.00009; -0.38522; 0.01863
242.4; 30.299; 8.50; -0.00000; 0.00002; -0.38152; 0.01836
242.6; 30.323; 8.50; -0.00000; -0.00004; -0.37788; 0.01810
242.8; 30.346; 8.50; -0.00000; -0.00009; -0.37428; 0.01784
243.0; 30.370; 8.50; 0.00000; -0.00012; -0.37074; 0.01759
243.2; 30.393; 8.50; 0.00000; -0.00015; -0.36724; 0.01733
243.4; 30.417; 8.50; 0.00000; -0.00017; -0.36380; 0.01709
243.6; 30.440; 8.50; 0.00000; -0.00018; -0.36040; 0.01685
243.8; 30.464; 8.50; 0.00000; -0.00019; -0.35705; 0.01661
244.0; 30.487; 8.50; 0.00000; -0.00018; -0.35375; 0.01638
244.2; 30.511; 8.50; 0.00000; -0.00018; -0.35050; 0.01616
244.4; 30.535; 8.50; 0.00000; -0.00017; -0.34728; 0.01593
244.6; 30.558; 8.50; 0.00000; -0.00016; -0.34412; 0.01572
244.8; 30.582; 8.50; 0.00000; -0.00014; -0.34099; 0.01551
245.0; 30.605; 8.50; 0.00000; -0.00012; -0.33791; 0.01531
245.2; 30.629; 8.50; 0.00000; -0.00010; -0.33487; 0.01511
245.4; 30.652; 8.50; 0.00000; -0.00008; -0.33186; 0.01491
245.6; 30.676; 8.50; 0.00000; -0.00006; -0.32890; 0.01473
245.8; 30.699; 8.50; 0.00000; -0.00004; -0.32597; 0.01454
246.0; 30.723; 8.50; 0.00000; -0.00001; -0.32308; 0.01437
246.2; 30.746; 8.50; 0.00000; 0.00001; -0.32022; 0.01420
246.4; 30.770; 8.50; 0.00000; 0.00003; -0.31740; 0.01403
246.6; 30.794; 8.50; -0.00000; 0.00005; -0.31460; 0.01387
246.8; 30.817; 8.50; -0.00000; 0.00007; -0.31184; 0.01372
247.0; 30.841; 8.50; -0.00000; 0.00008; -0.30912; 0.01357
247.2; 30.864; 8.50; -0.00000; 0.00009; -0.30642; 0.01342
247.4; 30.888; 8.50; -0.00000; 0.00010; -0.30374; 0.01329
247.6; 30.911; 8.50; -0.00000; 0.00010; -0.30110; 0.01315
247.8; 30.935; 8.50; -0.00000; 0.00010; -0.29848; 0.01303
248.0; 30.958; 8.50; -0.00000; 0.00009; -0.29589; 0.01290
248.2; 30.982; 8.50; -0.00000; 0.00007; -0.29332; 0.01278
248.4; 31.005; 8.50; -0.00000; 0.00005; -0.29077; 0.01267
248.6; 31.029; 8.50; -0.00000; 0.00001; -0.28825; 0.01256
248.8; 31.052; 8.50; -0.00000; -0.00003; -0.28575; 0.01246
249.0; 31.076; 8.50; -0.00000; -0.00009; -0.28327; 0.01235
249.2; 31.099; 8.50; 0.00000; -0.00016; -0.28081; 0.01226
249.4; 31.123; 8.50; 0.00000; -0.00025; -0.27836; 0.01216
249.6; 31.147; 8.50; 0.00000; -0.00035; -0.27594; 0.01207
249.8; 31.170; 8.50; 0.00000; -0.00047; -0.27353; 0.01198
250.0; 31.194; 8.50; 0.00001; -0.00060; -0.27114; 0.01189
250.2; 31.217; 8.50; 0.00001; -0.00075; -0.26877; 0.01181
250.4; 31.241; 8.50; 0.00001; -0.00092; -0.26642; 0.01172
250.6; 31.264; 8.50; 0.00001; -0.00110; -0.26408; 0.01164
250.8; 31.288; 8.50; 0.00002; -0.00129; -0.26175; 0.01156
251.0; 31.311; 8.50; 0.00002; -0.00150; -0.25945; 0.01148
251.2; 31.335; 8.50; 0.00002; -0.00172; -0.25716; 0.01139
251.4; 31.358; 8.50; 0.00003; -0.00195; -0.25488; 0.01131
251.6; 31.382; 8.50; 0.00003; -0.00218; -0.25262; 0.01123
251.8; 31.405; 8.50; 0.00004; -0.00240; -0.25037; 0.01115
252.0; 31.429; 8.50; 0.00004; -0.00261; -0.24814; 0.01107
252.2; 31.452; 8.50; 0.00004; -0.00281; -0.24593; 0.01098
252.4; 31.476; 8.50; 0.00005; -0.00297; -0.24373; 0.01090
252.6; 31.500; 8.50; 0.00005; -0.00309; -0.24155; 0.01082
252.8; 31.523; 8.50; 0.00005; -0.00316; -0.23938; 0.01075
253.0; 31.547; 8.50; 0.00006; -0.00316; -0.23723; 0.01068
253.2; 31.570; 8.50; 0.00006; -0.00307; -0.23509; 0.01061
253.4; 31.594; 8.50; 0.00006; -0.00288; -0.23296; 0.01056
253.6; 31.617; 8.50; 0.00006; -0.00256; -0.23084; 0.01051
253.8; 31.641; 8.50; 0.00005; -0.00210; -0.22873; 0.01048
254.0; 31.664; 8.50; 0.00005; -0.00147; -0.22663; 0.01047
254.2; 31.688; 8.50; 0.00004; -0.00065; -0.22452; 0.01048
254.4; 31.711; 8.50; 0.00003; 0.00038; -0.22242; 0.01052
254.6; 31.735; 8.50; 0.00001; 0.00165; -0.22030; 0.01059
254.8; 31.758; 8.50; -0.00001; 0.00318; -0.21817; 0.01070
255.0; 31.782; 8.50; -0.00003; 0.00499; -0.21602; 0.01086
255.2; 31.805; 8.50; -0.00006; 0.00709; -0.21384; 0.01107
255.4; 31.829; 8.50; -0.00010; 0.00950; -0.21162; 0.01133
255.6; 31.852; 8.50; -0.00013; 0.01224; -0.20934; 0.01167
255.8; 31.876; 8.50; -0.00018; 0.01529; -0.20700; 0.01208
256.0; 31.900; 8.50; -0.00023; 0.01866; -0.20457; 0.01256
256.2; 31.923; 8.50; -0.00029; 0.02232; -0.20206; 0.01311
256.4; 31.947; 8.50; -0.00035; 0.02625; -0.19944; 0.01370
256.6; 31.970; 8.50; -0.00042; 0.03041; -0.19671; 0.01432
256.8; 31.994; 8.50; -0.00049; 0.03473; -0.19388; 0.01495
257.0; 32.017; 8.50; -0.00057; 0.03913; -0.19093; 0.01561
257.2; 32.041; 8.50; -0.00065; 0.04352; -0.18786; 0.01629
257.4; 32.064; 8.50; -0.00073; 0.04777; -0.18466; 0.01699
257.6; 32.088; 8.50; -0.00081; 0.05174; -0.18135; 0.01771
257.8; 32.111; 8.50; -0.00089; 0.05523; -0.17790; 0.01843
258.0; 32.135; 8.50; -0.00096; 0.05805; -0.17432; 0.01915
258.2; 32.158; 8.50; -0.00102; 0.05995; -0.17061; 0.01985
258.4; 32.182; 8.50; -0.00107; 0.06065; -0.16679; 0.02050
258.6; 32.206; 8.50; -0.00110; 0.05986; -0.16284; 0.02107
258.8; 32.229; 8.50; -0.00111; 0.05723; -0.15880; 0.02151
259.0; 32.253; 8.50; -0.00110; 0.05239; -0.15469; 0.02179
259.2; 32.276; 8.50; -0.00104; 0.04494; -0.15053; 0.02185
259.4; 32.300; 8.50; -0.00095; 0.03447; -0.14638; 0.02161
259.6; 32.323; 8.50; -0.00081; 0.02054; -0.14228; 0.02101
259.8; 32.347; 8.50; -0.00061; 0.00271; -0.13832; 0.01996
260.0; 32.370; 8.50; -0.00035; -0.01944; -0.13458; 0.01836
260.2; 32.394; 8.50; -0.00001; -0.04633; -0.13116; 0.01610
260.4; 32.418; 8.50; 0.00040; -0.07834; -0.12819; 0.01307
260.6; 32.441; 8.50; 0.00091; -0.11579; -0.12583; 0.00915
260.8; 32.465; 8.50; 0.00151; -0.15898; -0.12424; 0.00420
261.0; 32.488; 8.50; 0.00222; -0.20810; -0.12363; -0.00190
261.2; 32.512; 8.50; 0.00304; -0.26324; -0.12422; -0.00931
261.4; 32.535; 8.50; 0.00400; -0.32428; -0.12625; -0.01812
261.6; 32.559; 8.50; 0.00510; -0.39091; -0.12997; -0.02825
261.8; 32.582; 8.50; 0.00636; -0.46257; -0.13560; -0.03935
262.0; 32.606; 8.50; 0.00780; -0.53928; -0.14323; -0.05106
262.2; 32.630; 8.50; 0.00946; -0.62360; -0.15294; -0.06333
262.4; 32.653; 8.50; 0.01141; -0.70570; -0.16480; -0.07617
262.6; 32.677; 8.50; 0.01360; -0.78308; -0.17884; -0.08949
262.8; 32.700; 8.50; 0.01602; -0.85421; -0.19509; -0.10313
263.0; 32.723; 8.50; 0.01862; -0.91730; -0.21356; -0.11689
263.2; 32.747; 8.50; 0.02139; -0.97084; -0.23418; -0.13051
263.4; 32.770; 8.50; 0.02424; -1.01409; -0.25687; -0.14372
263.6; 32.794; 8.50; 0.02713; -1.04706; -0.28147; -0.15621
263.8; 32.817; 8.50; 0.02998; -1.07041; -0.30780; -0.16766
264.0; 32.840; 8.50; 0.03271; -1.08518; -0.33561; -0.17778
264.2; 32.863; 8.50; 0.03527; -1.09242; -0.36459; -0.18628
264.4; 32.886; 8.50; 0.03759; -1.09342; -0.39440; -0.19290
264.6; 32.909; 8.50; 0.03963; -1.09032; -0.42468; -0.19741
264.8; 32.932; 8.50; 0.04137; -1.08409; -0.45501; -0.19959
265.0; 32.954; 8.50; 0.04281; -1.07556; -0.48494; -0.19928
265.2; 32.976; 8.50; 0.04394; -1.06562; -0.51403; -0.19631
265.4; 32.998; 8.50; 0.04478; -1.05522; -0.54181; -0.19057
265.6; 33.020; 8.50; 0.04534; -1.04530; -0.56780; -0.18196
265.8; 33.041; 8.50; 0.04568; -1.03678; -0.59156; -0.17044
266.0; 33.063; 8.50; 0.04583; -1.03045; -0.61263; -0.15603
266.2; 33.083; 8.50; 0.04587; -1.02702; -0.63061; -0.13878
266.4; 33.104; 8.50; 0.04584; -1.02591; -0.64510; -0.11883
266.6; 33.124; 8.50; 0.04580; -1.02617; -0.65577; -0.09633
266.8; 33.144; 8.50; 0.04577; -1.02699; -0.66229; -0.07153
267.0; 33.164; 8.50; 0.04575; -1.02779; -0.66442; -0.04503
267.2; 33.184; 8.50; 0.04575; -1.02827; -0.66203; -0.01816
267.4; 33.204; 8.50; 0.04575; -1.02837; -0.65514; 0.00749
267.6; 33.224; 8.50; 0.04576; -1.02822; -0.64396; 0.03101
267.8; 33.244; 8.50; 0.04576; -1.02808; -0.62876; 0.05218
268.0; 33.265; 8.50; 0.04577; -1.02817; -0.60984; 0.07098
268.2; 33.286; 8.50; 0.04577; -1.02832; -0.58754; 0.08745
268.4; 33.307; 8.50; 0.04577; -1.02824; -0.56219; 0.10166
268.6; 33.329; 8.50; 0.04578; -1.02806; -0.53413; 0.11370
268.8; 33.351; 8.50; 0.04578; -1.02794; -0.50369; 0.12368
269.0; 33.373; 8.50; 0.04578; -1.02792; -0.47124; 0.13173
269.2; 33.395; 8.50; 0.04577; -1.02798; -0.43711; 0.13796
269.4; 33.418; 8.50; 0.04577; -1.02801; -0.40164; 0.14250
269.6; 33.441; 8.50; 0.04577; -1.02792; -0.36514; 0.14550
269.8; 33.464; 8.50; 0.04577; -1.02767; -0.32793; 0.14706
270.0; 33.487; 8.50; 0.04576; -1.02732; -0.29027; 0.14734
270.2; 33.510; 8.50; 0.04575; -1.02708; -0.25246; 0.14643
270.4; 33.533; 8.50; 0.04573; -1.02730; -0.21473; 0.14446
270.6; 33.557; 8.50; 0.04572; -1.02824; -0.17731; 0.14151
270.8; 33.580; 8.50; 0.04574; -1.02990; -0.14041; 0.13767
271.0; 33.604; 8.50; 0.04579; -1.03253; -0.10422; 0.13303
271.2; 33.628; 8.50; 0.04590; -1.03426; -0.06890; 0.12766
271.4; 33.651; 8.50; 0.04602; -1.03184; -0.03459; 0.12174
271.6; 33.675; 8.50; 0.04604; -1.02119; -0.00140; 0.11549
271.8; 33.699; 8.50; 0.04576; -0.99740; 0.03056; 0.10924
272.0; 33.723; 8.50; 0.04501; -0.96141; 0.06126; 0.10339
272.2; 33.747; 8.50; 0.04352; -0.90619; 0.09069; 0.09838
272.4; 33.771; 8.50; 0.04102; -0.82775; 0.11889; 0.09476
272.6; 33.795; 8.50; 0.03725; -0.72368; 0.14594; 0.09300
272.8; 33.819; 8.50; 0.03217; -0.59677; 0.17198; 0.09337
273.0; 33.843; 8.50; 0.02612; -0.45910; 0.19720; 0.09594
