# s_m; t_s; v_mps; beta_rad; omega_z_radps; n_m; xi_rad
273.2; 33.867; 8.50; 0.01987; -0.32967; 0.22189; 0.10059
273.4; 33.891; 8.50; 0.01428; -0.22270; 0.24650; 0.10680
273.6; 33.915; 8.50; 0.00985; -0.14000; 0.27144; 0.11391
273.8; 33.939; 8.50; 0.00656; -0.07622; 0.29708; 0.12132
274.0; 33.963; 8.50; 0.00418; -0.02576; 0.32363; 0.12857
274.2; 33.987; 8.50; 0.00245; 0.01500; 0.35117; 0.13534
274.4; 34.011; 8.50; 0.00117; 0.04806; 0.37967; 0.14139
274.6; 34.035; 8.50; 0.00020; 0.07436; 0.40902; 0.14650
274.8; 34.059; 8.50; -0.00055; 0.09424; 0.43905; 0.15052
275.0; 34.083; 8.50; -0.00112; 0.10767; 0.46954; 0.15326
275.2; 34.107; 8.50; -0.00154; 0.11434; 0.50022; 0.15459
275.4; 34.130; 8.50; -0.00183; 0.11383; 0.53081; 0.15436
275.6; 34.154; 8.50; -0.00197; 0.10560; 0.56099; 0.15241
275.8; 34.177; 8.50; -0.00198; 0.08911; 0.59042; 0.14860
276.0; 34.200; 8.50; -0.00184; 0.06382; 0.61874; 0.14278
276.2; 34.223; 8.50; -0.00155; 0.02927; 0.64558; 0.13481
276.4; 34.246; 8.50; -0.00110; -0.01495; 0.67055; 0.12456
276.6; 34.269; 8.50; -0.00048; -0.06913; 0.69324; 0.11189
276.8; 34.292; 8.50; 0.00031; -0.13355; 0.71324; 0.09668
277.0; 34.314; 8.50; 0.00129; -0.20834; 0.73014; 0.07883
277.2; 34.336; 8.50; 0.00246; -0.29332; 0.74351; 0.05822
277.4; 34.359; 8.50; 0.00386; -0.38787; 0.75291; 0.03498
277.6; 34.381; 8.50; 0.00552; -0.49100; 0.75801; 0.00974
277.8; 34.403; 8.50; 0.00750; -0.60770; 0.75858; -0.01660
278.0; 34.426; 8.50; 0.00993; -0.72599; 0.75448; -0.04350
278.2; 34.448; 8.50; 0.01283; -0.83749; 0.74562; -0.07088
278.4; 34.471; 8.50; 0.01618; -0.93827; 0.73191; -0.09869
278.6; 34.494; 8.50; 0.01993; -1.02350; 0.71327; -0.12680
278.8; 34.518; 8.50; 0.02402; -1.08975; 0.68965; -0.15492
279.0; 34.541; 8.50; 0.02831; -1.13639; 0.66106; -0.18269
279.2; 34.565; 8.50; 0.03265; -1.16498; 0.62755; -0.20973
279.4; 34.589; 8.50; 0.03694; -1.18150; 0.58925; -0.23570
279.6; 34.614; 8.50; 0.04086; -1.17240; 0.54631; -0.26011
279.8; 34.638; 8.50; 0.04434; -1.16315; 0.49899; -0.28262
280.0; 34.663; 8.49; 0.04745; -1.15299; 0.44758; -0.30310
280.2; 34.688; 8.49; 0.05022; -1.14140; 0.39247; -0.32142
280.4; 34.713; 8.48; 0.05264; -1.12888; 0.33408; -0.33737
280.6; 34.738; 8.47; 0.05470; -1.11616; 0.27294; -0.35073
280.8; 34.764; 8.46; 0.05640; -1.10388; 0.20963; -0.36125
281.0; 34.789; 8.44; 0.05777; -1.09249; 0.14485; -0.36867
281.2; 34.814; 8.43; 0.05883; -1.08223; 0.07936; -0.37266
281.4; 34.839; 8.42; 0.05960; -1.07322; 0.01404; -0.37288
281.6; 34.864; 8.40; 0.06011; -1.06543; -0.05014; -0.36894
281.8; 34.889; 8.39; 0.06039; -1.05878; -0.11218; -0.36043
282.0; 34.913; 8.37; 0.06048; -1.05315; -0.17097; -0.34691
282.2; 34.937; 8.36; 0.06040; -1.04840; -0.22545; -0.32796
282.4; 34.960; 8.35; 0.06017; -1.04438; -0.27455; -0.30323
282.6; 34.983; 8.34; 0.05983; -1.04099; -0.31729; -0.27242
282.8; 35.005; 8.32; 0.05939; -1.03814; -0.35282; -0.23556
283.0; 35.026; 8.31; 0.05887; -1.03580; -0.38055; -0.19369
283.2; 35.047; 8.30; 0.05827; -1.03397; -0.40031; -0.14929
283.4; 35.068; 8.29; 0.05762; -1.03270; -0.41230; -0.10502
283.6; 35.089; 8.28; 0.05692; -1.03214; -0.41686; -0.06247
283.8; 35.110; 8.27; 0.05618; -1.03252; -0.41436; -0.02240
284.0; 35.131; 8.26; 0.05542; -1.03415; -0.40517; 0.01466
284.2; 35.153; 8.26; 0.05467; -1.03705; -0.38970; 0.04833
284.4; 35.175; 8.25; 0.05395; -1.04003; -0.36837; 0.07836
284.6; 35.197; 8.24; 0.05327; -1.04172; -0.34165; 0.10466
284.8; 35.220; 8.23; 0.05259; -1.04212; -0.31007; 0.12723
285.0; 35.243; 8.23; 0.05190; -1.04158; -0.27417; 0.14619
285.2; 35.267; 8.22; 0.05117; -1.04047; -0.23456; 0.16168
285.4; 35.291; 8.22; 0.05040; -1.03904; -0.19184; 0.17390
285.6; 35.315; 8.21; 0.04959; -1.03743; -0.14665; 0.18304
285.8; 35.339; 8.21; 0.04874; -1.03567; -0.09958; 0.18934
286.0; 35.364; 8.21; 0.04786; -1.03374; -0.05125; 0.19303
286.2; 35.389; 8.20; 0.04694; -1.03158; -0.00222; 0.19433
286.4; 35.414; 8.20; 0.04601; -1.02912; 0.04697; 0.19347
286.6; 35.440; 8.20; 0.04505; -1.02627; 0.09583; 0.19065
286.8; 35.465; 8.20; 0.04407; -1.02295; 0.14392; 0.18609
287.0; 35.491; 8.21; 0.04307; -1.01910; 0.19082; 0.17996
287.2; 35.516; 8.21; 0.04205; -1.01465; 0.23618; 0.17244
287.4; 35.541; 8.22; 0.04102; -1.00959; 0.27967; 0.16369
287.6; 35.567; 8.22; 0.03997; -1.00394; 0.32103; 0.15384
287.8; 35.592; 8.23; 0.03891; -0.99779; 0.36001; 0.14302
288.0; 35.618; 8.24; 0.03783; -0.99128; 0.39641; 0.13135
288.2; 35.643; 8.25; 0.03677; -0.98463; 0.43004; 0.11892
288.4; 35.668; 8.27; 0.03572; -0.97808; 0.46077; 0.10586
288.6; 35.693; 8.28; 0.03470; -0.97189; 0.48851; 0.09245
288.8; 35.718; 8.30; 0.03373; -0.96619; 0.51325; 0.07894
289.0; 35.743; 8.32; 0.03284; -0.96096; 0.53501; 0.06548
289.2; 35.768; 8.34; 0.03202; -0.95583; 0.55381; 0.05207
289.4; 35.792; 8.36; 0.03128; -0.94998; 0.56970; 0.03874
289.6; 35.817; 8.38; 0.03060; -0.94201; 0.58269; 0.02550
289.8; 35.841; 8.40; 0.02992; -0.92987; 0.59282; 0.01243
290.0; 35.866; 8.43; 0.02917; -0.91091; 0.60015; -0.00033
290.2; 35.890; 8.46; 0.02823; -0.88204; 0.60472; -0.01259
290.4; 35.915; 8.49; 0.02697; -0.84061; 0.60662; -0.02407
290.6; 35.939; 8.50; 0.02605; -0.84069; 0.60597; -0.03522
290.8; 35.963; 8.50; 0.02565; -0.83373; 0.60290; -0.04644
291.0; 35.987; 8.50; 0.02514; -0.79514; 0.59747; -0.05724
291.2; 36.011; 8.50; 0.02411; -0.73645; 0.58977; -0.06703
291.4; 36.035; 8.50; 0.02244; -0.66511; 0.57992; -0.07543
291.6; 36.060; 8.50; 0.02021; -0.58680; 0.56813; -0.08221
291.8; 36.084; 8.50; 0.01764; -0.50653; 0.55463; -0.08726
292.0; 36.108; 8.50; 0.01497; -0.42899; 0.53975; -0.09060
292.2; 36.132; 8.50; 0.01243; -0.35757; 0.52383; -0.09236
292.4; 36.156; 8.50; 0.01016; -0.29385; 0.50722; -0.09271
292.6; 36.180; 8.50; 0.00821; -0.23803; 0.49025; -0.09183
292.8; 36.204; 8.50; 0.00657; -0.18957; 0.47321; -0.08993
293.0; 36.228; 8.50; 0.00522; -0.14771; 0.45638; -0.08718
293.2; 36.252; 8.50; 0.00411; -0.11170; 0.43994; -0.08372
293.4; 36.276; 8.50; 0.00318; -0.08090; 0.42408; -0.07970
293.6; 36.300; 8.50; 0.00241; -0.05475; 0.40892; -0.07524
293.8; 36.323; 8.50; 0.00177; -0.03276; 0.39458; -0.07044
294.0; 36.347; 8.50; 0.00123; -0.01452; 0.38113; -0.06539
294.2; 36.371; 8.50; 0.00078; 0.00038; 0.36863; -0.06019
294.4; 36.395; 8.50; 0.00041; 0.01230; 0.35712; -0.05490
294.6; 36.419; 8.50; 0.00011; 0.02157; 0.34663; -0.04961
294.8; 36.442; 8.50; -0.00013; 0.02853; 0.33715; -0.04435
295.0; 36.466; 8.50; -0.00032; 0.03349; 0.32868; -0.03920
295.2; 36.490; 8.50; -0.00046; 0.03672; 0.32122; -0.03418
295.4; 36.514; 8.50; -0.00057; 0.03851; 0.31472; -0.02934
295.6; 36.537; 8.50; -0.00064; 0.03908; 0.30917; -0.02470
295.8; 36.561; 8.50; -0.00068; 0.03868; 0.30451; -0.02030
296.0; 36.585; 8.50; -0.00070; 0.03749; 0.30071; -0.01615
296.2; 36.608; 8.50; -0.00070; 0.03570; 0.29772; -0.01227
296.4; 36.632; 8.50; -0.00069; 0.03347; 0.29548; -0.00867
296.6; 36.655; 8.50; -0.00066; 0.03093; 0.29394; -0.00535
296.8; 36.679; 8.50; -0.00062; 0.02819; 0.29305; -0.00233
297.0; 36.703; 8.50; -0.00058; 0.02537; 0.29274; 0.00039
297.2; 36.726; 8.50; -0.00053; 0.02253; 0.29295; 0.00282
297.4; 36.750; 8.50; -0.00048; 0.01974; 0.29363; 0.00495
297.6; 36.773; 8.50; -0.00043; 0.01706; 0.29472; 0.00679
297.8; 36.797; 8.50; -0.00038; 0.01453; 0.29616; 0.00834
298.0; 36.821; 8.50; -0.00033; 0.01216; 0.29789; 0.00960
298.2; 36.844; 8.50; -0.00028; 0.00999; 0.29985; 0.01058
298.4; 36.868; 8.50; -0.00024; 0.00801; 0.30199; 0.01128
298.6; 36.891; 8.50; -0.00020; 0.00625; 0.30425; 0.01171
298.8; 36.915; 8.50; -0.00016; 0.00469; 0.30658; 0.01189
299.0; 36.938; 8.50; -0.00013; 0.00333; 0.30893; 0.01188
299.2; 36.962; 8.50; -0.00010; 0.00216; 0.31127; 0.01177
299.4; 36.985; 8.50; -0.00007; 0.00117; 0.31360; 0.01162
299.6; 37.009; 8.50; -0.00005; 0.00035; 0.31589; 0.01145
299.8; 37.032; 8.50; -0.00003; -0.00032; 0.31815; 0.01127
300.0; 37.056; 8.50; -0.00001; -0.00085; 0.32038; 0.01107
300.2; 37.079; 8.50; 0.00000; -0.00126; 0.32258; 0.01087
300.4; 37.103; 8.50; 0.00001; -0.00156; 0.32473; 0.01066
300.6; 37.126; 8.50; 0.00002; -0.00177; 0.32684; 0.01045
300.8; 37.150; 8.50; 0.00003; -0.00189; 0.32892; 0.01024
301.0; 37.173; 8.50; 0.00003; -0.00195; 0.33095; 0.01003
301.2; 37.197; 8.50; 0.00003; -0.00195; 0.33294; 0.00982
301.4; 37.221; 8.50; 0.00003; -0.00191; 0.33489; 0.00961
301.6; 37.244; 8.50; 0.00004; -0.00183; 0.33679; 0.00941
301.8; 37.268; 8.50; 0.00003; -0.00173; 0.33866; 0.00921
302.0; 37.291; 8.50; 0.00003; -0.00161; 0.34049; 0.00902
302.2; 37.315; 8.50; 0.00003; -0.00147; 0.34228; 0.00883
302.4; 37.338; 8.50; 0.00003; -0.00132; 0.34404; 0.00865
302.6; 37.362; 8.50; 0.00003; -0.00118; 0.34576; 0.00848
302.8; 37.385; 8.50; 0.00003; -0.00103; 0.34744; 0.00831
303.0; 37.409; 8.50; 0.00002; -0.00089; 0.34909; 0.00815
303.2; 37.432; 8.50; 0.00002; -0.00075; 0.35071; 0.00800
303.4; 37.456; 8.50; 0.00002; -0.00063; 0.35230; 0.00785
303.6; 37.479; 8.50; 0.00001; -0.00051; 0.35386; 0.00770
303.8; 37.503; 8.50; 0.00001; -0.00040; 0.35538; 0.00756
304.0; 37.526; 8.50; 0.00001; -0.00030; 0.35689; 0.00743
304.2; 37.550; 8.50; 0.00001; -0.00022; 0.35836; 0.00730
304.4; 37.573; 8.50; 0.00001; -0.00014; 0.35981; 0.00717
304.6; 37.597; 8.50; 0.00000; -0.00008; 0.36123; 0.00705
304.8; 37.620; 8.50; 0.00000; -0.00002; 0.36263; 0.00694
305.0; 37.644; 8.50; 0.00000; 0.00003; 0.36401; 0.00682
305.2; 37.667; 8.50; 0.00000; 0.00007; 0.36536; 0.00671
305.4; 37.691; 8.50; -0.00000; 0.00010; 0.36669; 0.00661
305.6; 37.715; 8.50; -0.00000; 0.00012; 0.36800; 0.00651
305.8; 37.738; 8.50; -0.00000; 0.00014; 0.36929; 0.00641
306.0; 37.762; 8.50; -0.00000; 0.00016; 0.37056; 0.00631
306.2; 37.785; 8.50; -0.00000; 0.00016; 0.37182; 0.00622
306.4; 37.809; 8.50; -0.00000; 0.00017; 0.37305; 0.00613
306.6; 37.832; 8.50; -0.00000; 0.00017; 0.37427; 0.00604
306.8; 37.856; 8.50; -0.00000; 0.00017; 0.37546; 0.00595
307.0; 37.879; 8.50; -0.00000; 0.00017; 0.37665; 0.00587
307.2; 37.903; 8.50; -0.00000; 0.00017; 0.37781; 0.00579
307.4; 37.926; 8.50; -0.00000; 0.00016; 0.37896; 0.00571
307.6; 37.950; 8.50; -0.00000; 0.00015; 0.38009; 0.00564
307.8; 37.973; 8.50; -0.00000; 0.00015; 0.38121; 0.00556
308.0; 37.997; 8.50; -0.00000; 0.00014; 0.38232; 0.00549
308.2; 38.020; 8.50; -0.00000; 0.00013; 0.38341; 0.00543
308.4; 38.044; 8.50; -0.00000; 0.00013; 0.38449; 0.00536
308.6; 38.067; 8.50; -0.00000; 0.00012; 0.38555; 0.00530
308.8; 38.091; 8.50; -0.00000; 0.00011; 0.38660; 0.00524
309.0; 38.114; 8.50; -0.00000; 0.00011; 0.38764; 0.00518
309.2; 38.138; 8.50; -0.00000; 0.00010; 0.38867; 0.00512
309.4; 38.162; 8.50; -0.00000; 0.00010; 0.38969; 0.00507
309.6; 38.185; 8.50; -0.00000; 0.00009; 0.39070; 0.00502
309.8; 38.209; 8.50; -0.00000; 0.00009; 0.39170; 0.00497
310.0; 38.232; 8.50; -0.00000; 0.00008; 0.39269; 0.00492
310.2; 38.256; 8.50; -0.00000; 0.00008; 0.39367; 0.00488
310.4; 38.279; 8.50; -0.00000; 0.00008; 0.39464; 0.00484
310.6; 38.303; 8.50; -0.00000; 0.00008; 0.39560; 0.00480
310.8; 38.326; 8.50; -0.00000; 0.00008; 0.39656; 0.00477
311.0; 38.350; 8.50; -0.00000; 0.00008; 0.39751; 0.00473
311.2; 38.373; 8.50; -0.00000; 0.00007; 0.39845; 0.00470
311.4; 38.397; 8.50; -0.00000; 0.00007; 0.39939; 0.00468
311.6; 38.420; 8.50; -0.00000; 0.00007; 0.40032; 0.00465
311.8; 38.444; 8.50; -0.00000; 0.00007; 0.40125; 0.00463
312.0; 38.467; 8.50; -0.00000; 0.00007; 0.40217; 0.00461
312.2; 38.491; 8.50; -0.00000; 0.00007; 0.40309; 0.00459
312.4; 38.514; 8.50; -0.00000; 0.00007; 0.40401; 0.00458
312.6; 38.538; 8.50; -0.00000; 0.00008; 0.40492; 0.00456
312.8; 38.562; 8.50; -0.00000; 0.00008; 0.40584; 0.00456
313.0; 38.585; 8.50; -0.00000; 0.00008; 0.40675; 0.00455
313.2; 38.609; 8.50; -0.00000; 0.00008; 0.40766; 0.00454
313.4; 38.632; 8.50; -0.00000; 0.00008; 0.40856; 0.00454
313.6; 38.656; 8.50; -0.00000; 0.00008; 0.40947; 0.00454
313.8; 38.679; 8.50; -0.00000; 0.00008; 0.41038; 0.00455
314.0; 38.703; 8.50; -0.00000; 0.00008; 0.41129; 0.00455
314.2; 38.726; 8.50; -0.00000; 0.00008; 0.41220; 0.00456
314.4; 38.750; 8.50; -0.00000; 0.00008; 0.41312; 0.00457
314.6; 38.773; 8.50; -0.00000; 0.00008; 0.41403; 0.00459
314.8; 38.797; 8.50; -0.00000; 0.00009; 0.41495; 0.00461
315.0; 38.820; 8.50; -0.00000; 0.00009; 0.41587; 0.00462
315.2; 38.844; 8.50; -0.00000; 0.00009; 0.41680; 0.00465
315.4; 38.867; 8.50; -0.00000; 0.00009; 0.41773; 0.00467
315.6; 38.891; 8.50; -0.00000; 0.00009; 0.41867; 0.00470
315.8; 38.914; 8.50; -0.00000; 0.00009; 0.41961; 0.00473
316.0; 38.938; 8.50; -0.00000; 0.00009; 0.42056; 0.00476
316.2; 38.962; 8.50; -0.00000; 0.00009; 0.42151; 0.00480
316.4; 38.985; 8.50; -0.00000; 0.00009; 0.42248; 0.00484
316.6; 39.009; 8.50; -0.00000; 0.00009; 0.42345; 0.00488
316.8; 39.032; 8.50; -0.00000; 0.00009; 0.42443; 0.00492
317.0; 39.056; 8.50; -0.00000; 0.00009; 0.42542; 0.00497
317.2; 39.079; 8.50; -0.00000; 0.00009; 0.42641; 0.00501
317.4; 39.103; 8.50; -0.00000; 0.00009; 0.42742; 0.00506
317.6; 39.126; 8.50; -0.00000; 0.00009; 0.42844; 0.00512
317.8; 39.150; 8.50; -0.00000; 0.00009; 0.42947; 0.00518
318.0; 39.173; 8.50; -0.00000; 0.00009; 0.43051; 0.00523
318.2; 39.197; 8.50; -0.00000; 0.00009; 0.43156; 0.00530
318.4; 39.220; 8.50; -0.00000; 0.00009; 0.43263; 0.00536
318.6; 39.244; 8.50; -0.00000; 0.00009; 0.43371; 0.00543
318.8; 39.267; 8.50; -0.00000; 0.00009; 0.43480; 0.00550
319.0; 39.291; 8.50; -0.00000; 0.00009; 0.43590; 0.00557
319.2; 39.315; 8.50; -0.00000; 0.00009; 0.43703; 0.00564
319.4; 39.338; 8.50; -0.00000; 0.00008; 0.43816; 0.00572
319.6; 39.362; 8.50; -0.00000; 0.00008; 0.43931; 0.00580
319.8; 39.385; 8.50; -0.00000; 0.00008; 0.44048; 0.00588
320.0; 39.409; 8.50; -0.00000; 0.00008; 0.44167; 0.00597
320.2; 39.432; 8.50; -0.00000; 0.00008; 0.44287; 0.00606
320.4; 39.456; 8.50; -0.00000; 0.00008; 0.44409; 0.00615
320.6; 39.479; 8.50; -0.00000; 0.00008; 0.44533; 0.00623
320.8; 39.503; 8.50; -0.00000; 0.00008; 0.44658; 0.00632
321.0; 39.526; 8.50; -0.00000; 0.00008; 0.44786; 0.00640
321.2; 39.550; 8.50; -0.00000; 0.00009; 0.44914; 0.00647
321.4; 39.573; 8.50; -0.00000; 0.00009; 0.45044; 0.00655
321.6; 39.597; 8.50; -0.00000; 0.00010; 0.45176; 0.00662
321.8; 39.620; 8.50; -0.00000; 0.00010; 0.45309; 0.00669
322.0; 39.644; 8.50; -0.00000; 0.00011; 0.45444; 0.00675
322.2; 39.668; 8.50; -0.00000; 0.00012; 0.45579; 0.00681
322.4; 39.691; 8.50; -0.00000; 0.00013; 0.45716; 0.00687
322.6; 39.715; 8.50; -0.00000; 0.00014; 0.45854; 0.00692
322.8; 39.738; 8.50; -0.00000; 0.00016; 0.45993; 0.00698
323.0; 39.762; 8.50; -0.00000; 0.00018; 0.46133; 0.00703
323.2; 39.785; 8.50; -0.00000; 0.00020; 0.46274; 0.00707
323.4; 39.809; 8.50; -0.00000; 0.00022; 0.46416; 0.00711
323.6; 39.832; 8.50; -0.00000; 0.00024; 0.46558; 0.00715
323.8; 39.856; 8.50; -0.00000; 0.00027; 0.46702; 0.00719
324.0; 39.879; 8.50; -0.00000; 0.00030; 0.46846; 0.00722
324.2; 39.903; 8.50; -0.00001; 0.00033; 0.46990; 0.00726
324.4; 39.926; 8.50; -0.00001; 0.00036; 0.47136; 0.00728
324.6; 39.950; 8.50; -0.00001; 0.00039; 0.47282; 0.00731
324.8; 39.973; 8.50; -0.00001; 0.00042; 0.47428; 0.00733
325.0; 39.997; 8.50; -0.00001; 0.00045; 0.47575; 0.00735
325.2; 40.021; 8.50; -0.00001; 0.00048; 0.47722; 0.00737
325.4; 40.044; 8.50; -0.00001; 0.00050; 0.47869; 0.00739
325.6; 40.068; 8.50; -0.00001; 0.00052; 0.48017; 0.00740
325.8; 40.091; 8.50; -0.00001; 0.00054; 0.48165; 0.00741
326.0; 40.115; 8.50; -0.00001; 0.00054; 0.48313; 0.00741
326.2; 40.138; 8.50; -0.00001; 0.00054; 0.48461; 0.00742
326.4; 40.162; 8.50; -0.00001; 0.00052; 0.48609; 0.00741
326.6; 40.185; 8.50; -0.00001; 0.00049; 0.48757; 0.00741
326.8; 40.209; 8.50; -0.00001; 0.00044; 0.48905; 0.00740
327.0; 40.232; 8.50; -0.00001; 0.00037; 0.49052; 0.00738
327.2; 40.256; 8.50; -0.00001; 0.00028; 0.49200; 0.00736
327.4; 40.279; 8.50; -0.00001; 0.00016; 0.49347; 0.00734
327.6; 40.303; 8.50; -0.00001; 0.00001; 0.49493; 0.00730
327.8; 40.326; 8.50; -0.00000; -0.00017; 0.49639; 0.00726
328.0; 40.350; 8.50; 0.00000; -0.00039; 0.49783; 0.00722
328.2; 40.373; 8.50; 0.00000; -0.00065; 0.49927; 0.00716
328.4; 40.397; 8.50; 0.00001; -0.00095; 0.50070; 0.00709
328.6; 40.421; 8.50; 0.00001; -0.00129; 0.50211; 0.00701
328.8; 40.444; 8.50; 0.00002; -0.00167; 0.50351; 0.00692
329.0; 40.468; 8.50; 0.00002; -0.00210; 0.50488; 0.00682
329.2; 40.491; 8.50; 0.00003; -0.00257; 0.50624; 0.00670
329.4; 40.515; 8.50; 0.00004; -0.00307; 0.50757; 0.00657
329.6; 40.538; 8.50; 0.00005; -0.00361; 0.50888; 0.00642
329.8; 40.562; 8.50; 0.00006; -0.00418; 0.51016; 0.00625
330.0; 40.585; 8.50; 0.00007; -0.00476; 0.51140; 0.00607
330.2; 40.609; 8.50; 0.00008; -0.00535; 0.51261; 0.00587
330.4; 40.632; 8.50; 0.00009; -0.00593; 0.51378; 0.00566
330.6; 40.656; 8.50; 0.00010; -0.00649; 0.51491; 0.00542
330.8; 40.679; 8.50; 0.00011; -0.00700; 0.51599; 0.00518
331.0; 40.703; 8.50; 0.00012; -0.00743; 0.51702; 0.00491
331.2; 40.726; 8.50; 0.00013; -0.00776; 0.51800; 0.00464
331.4; 40.750; 8.50; 0.00014; -0.00796; 0.51893; 0.00435
331.6; 40.773; 8.50; 0.00014; -0.00798; 0.51980; 0.00406
331.8; 40.797; 8.50; 0.00015; -0.00778; 0.52061; 0.00377
332.0; 40.820; 8.50; 0.00015; -0.00732; 0.52137; 0.00349
332.2; 40.844; 8.50; 0.00014; -0.00654; 0.52207; 0.00322
332.4; 40.867; 8.50; 0.00013; -0.00539; 0.52271; 0.00297
332.6; 40.891; 8.50; 0.00012; -0.00381; 0.52331; 0.00274
332.8; 40.915; 8.50; 0.00010; -0.00175; 0.52386; 0.00256
333.0; 40.938; 8.50; 0.00007; 0.00086; 0.52437; 0.00243
333.2; 40.962; 8.50; 0.00003; 0.00407; 0.52486; 0.00237
333.4; 40.985; 8.50; -0.00002; 0.00795; 0.52534; 0.00239
333.6; 41.009; 8.50; -0.00008; 0.01255; 0.52582; 0.00251
333.8; 41.032; 8.50; -0.00015; 0.01792; 0.52632; 0.00275
334.0; 41.056; 8.50; -0.00024; 0.02408; 0.52686; 0.00311
334.2; 41.079; 8.50; -0.00034; 0.03107; 0.52748; 0.00364
334.4; 41.103; 8.50; -0.00045; 0.03889; 0.52820; 0.00433
334.6; 41.126; 8.50; -0.00058; 0.04753; 0.52905; 0.00522
334.8; 41.150; 8.50; -0.00073; 0.05694; 0.53007; 0.00632
335.0; 41.173; 8.50; -0.00089; 0.06706; 0.53130; 0.00765
335.2; 41.197; 8.50; -0.00107; 0.07778; 0.53279; 0.00922
335.4; 41.220; 8.50; -0.00125; 0.08896; 0.53458; 0.01105
335.6; 41.244; 8.50; -0.00145; 0.10038; 0.53673; 0.01314
335.8; 41.267; 8.50; -0.00166; 0.11181; 0.53927; 0.01549
336.0; 41.291; 8.50; -0.00187; 0.12293; 0.54228; 0.01811
336.2; 41.314; 8.50; -0.00208; 0.13335; 0.54579; 0.02097
336.4; 41.338; 8.50; -0.00229; 0.14262; 0.54985; 0.02406
336.6; 41.361; 8.50; -0.00249; 0.15020; 0.55451; 0.02735
336.8; 41.385; 8.50; -0.00266; 0.15547; 0.55980; 0.03077
337.0; 41.408; 8.50; -0.00280; 0.15769; 0.56576; 0.03427
337.2; 41.432; 8.50; -0.00289; 0.15607; 0.57239; 0.03776
337.4; 41.456; 8.50; -0.00293; 0.14971; 0.57970; 0.04115
337.6; 41.479; 8.50; -0.00289; 0.13763; 0.58766; 0.04430
337.8; 41.503; 8.50; -0.00276; 0.11884; 0.59624; 0.04707
338.0; 41.526; 8.50; -0.00252; 0.09235; 0.60535; 0.04928
338.2; 41.550; 8.50; -0.00216; 0.05726; 0.61489; 0.05074
338.4; 41.573; 8.50; -0.00165; 0.01278; 0.62471; 0.05124
338.6; 41.597; 8.50; -0.00099; -0.04174; 0.63464; 0.05054
338.8; 41.620; 8.50; -0.00015; -0.10680; 0.64443; 0.04841
339.0; 41.644; 8.50; 0.00086; -0.18266; 0.65381; 0.04458
339.2; 41.667; 8.50; 0.00208; -0.26900; 0.66246; 0.03882
339.4; 41.691; 8.50; 0.00353; -0.36466; 0.67001; 0.03090
339.6; 41.714; 8.50; 0.00524; -0.47215; 0.67605; 0.02058
339.8; 41.738; 8.50; 0.00727; -0.58145; 0.68015; 0.00771
340.0; 41.761; 8.50; 0.00960; -0.67964; 0.68187; -0.00754
340.2; 41.785; 8.50; 0.01214; -0.75982; 0.68083; -0.02484
340.4; 41.808; 8.50; 0.01471; -0.81311; 0.67669; -0.04364
340.6; 41.832; 8.42; 0.01896; -0.96078; 0.66923; -0.06501
340.8; 41.856; 8.30; 0.02500; -1.07898; 0.65820; -0.08965
341.0; 41.880; 8.20; 0.03127; -1.12907; 0.64324; -0.11647
341.2; 41.905; 8.11; 0.03708; -1.15518; 0.62396; -0.14427
