#s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2
55.7914406,-7.0205707,23.9863449,2.9548922,0.0241158,8.4945509,0.0898626
55.9914099,-7.2171309,24.0230010,2.9594834,0.0220948,8.4966661,0.0000386
56.1913792,-7.4138513,24.0587874,2.9637528,0.0204459,8.4966670,0.0002329
56.3913486,-7.6107184,24.0937711,2.9676268,0.0182131,8.4966725,0.0002672
56.5913179,-7.8077128,24.1280386,2.9710164,0.0156364,8.4966787,0.0002547
56.7912872,-8.0048145,24.1616907,2.9738690,0.0128879,8.4966847,0.0002383
56.9912565,-8.2020034,24.1948350,2.9761689,0.0101360,8.4966904,0.0002228
57.1912259,-8.3992599,24.2275797,2.9779271,0.0074916,8.4966956,0.0002098
57.3911952,-8.5965660,24.2600287,2.9791736,0.0050306,8.4967005,0.0001995
57.5911645,-8.7939051,24.2922790,2.9799502,0.0027960,8.4967052,0.0001907
57.7911338,-8.9912631,24.3244186,2.9803050,0.0008233,8.4967097,0.0001807
57.9911031,-9.1886265,24.3565253,2.9802919,-0.0009056,8.4967140,0.0001610
58.1910725,-9.3859834,24.3886669,2.9799640,-0.0022182,8.4967178,0.0001197
58.3910418,-9.5833399,24.4208972,2.9794354,-0.0029304,8.4967206,0.0000624
58.5910111,-9.7806909,24.4532459,2.9787775,-0.0039024,8.4967220,0.0000155
58.7909804,-9.9780060,24.4857467,2.9778770,-0.0048704,8.4967224,-0.0000048
58.9909497,-10.1752838,24.5184379,2.9768571,-0.0052762,8.4967223,-0.0000075
59.1909191,-10.3725295,24.5513373,2.9757754,-0.0055084,8.4967221,-0.0000059
59.3908884,-10.5697379,24.5844535,2.9746605,-0.0056126,8.4967220,-0.0000043
59.5908577,-10.7669093,24.6177910,2.9735360,-0.0056109,8.4967219,-0.0000031
59.7908270,-10.9640431,24.6513495,2.9724208,-0.0055243,8.4967218,-0.0000021
59.9907963,-11.1611397,24.6851256,2.9713300,-0.0053707,8.4967218,-0.0000014
60.1907657,-11.3582000,24.7191133,2.9702753,-0.0051662,8.4967217,-0.0000011
60.3907350,-11.5552250,24.7533046,2.9692656,-0.0049245,8.4967217,-0.0000009
60.5907043,-11.7522163,24.7876898,2.9683070,-0.0046577,8.4967217,-0.0000007
60.7906736,-11.9491754,24.8222584,2.9674035,-0.0043758,8.4967217,-0.0000006
60.9906430,-12.1461043,24.8569993,2.9665573,-0.0040872,8.4967217,-0.0000006
61.1906123,-12.3430046,24.8919012,2.9657689,-0.0037988,8.4967216,-0.0000006
61.3905816,-12.5398784,24.9269527,2.9650377,-0.0035160,8.4967216,-0.0000006
61.5905509,-12.7367275,24.9621426,2.9643621,-0.0032433,8.4967216,-0.0000006
61.7905202,-12.9335538,24.9974602,2.9637399,-0.0029837,8.4967216,-0.0000006
61.9904896,-13.1303589,25.0328952,2.9631680,-0.0027397,8.4967216,-0.0000006
62.1904589,-13.3271446,25.0684381,2.9626433,-0.0025129,8.4967216,-0.0000006
62.3904282,-13.5239124,25.1040799,2.9621621,-0.0023040,8.4967216,-0.0000005
62.5903975,-13.7206638,25.1398124,2.9617209,-0.0021136,8.4967215,-0.0000005
62.7903668,-13.9174001,25.1756281,2.9613159,-0.0019416,8.4967215,-0.0000005
62.9903362,-14.1141224,25.2115202,2.9609435,-0.0017875,8.4967215,-0.0000004
63.1903055,-14.3108319,25.2474826,2.9606001,-0.0016507,8.4967215,-0.0000004
63.3902748,-14.5075295,25.2835100,2.9602825,-0.0015302,8.4967215,-0.0000004
