# s_m; t_s; v_mps; beta_rad; omega_z_radps; n_m; xi_rad
315.0; 36.952; 8.50; -0.03428; 1.11479; -0.12129; -0.14325
315.2; 36.976; 8.50; -0.03725; 1.11211; -0.15590; -0.12577
315.4; 37.000; 8.50; -0.03977; 1.10390; -0.18756; -0.10863
315.6; 37.024; 8.50; -0.04185; 1.09181; -0.21625; -0.09196
315.8; 37.048; 8.50; -0.04346; 1.07738; -0.24198; -0.07582
316.0; 37.072; 8.50; -0.04462; 1.06217; -0.26478; -0.06025
316.2; 37.096; 8.50; -0.04537; 1.04777; -0.28467; -0.04525
316.4; 37.120; 8.50; -0.04577; 1.03567; -0.30168; -0.03076
316.6; 37.144; 8.50; -0.04590; 1.02781; -0.31584; -0.01673
316.8; 37.168; 8.50; -0.04588; 1.02439; -0.32720; -0.00304
317.0; 37.192; 8.50; -0.04579; 1.02471; -0.33579; 0.01040
317.2; 37.216; 8.50; -0.04573; 1.02796; -0.34164; 0.02367
317.4; 37.240; 8.50; -0.04576; 1.03382; -0.34480; 0.03683
317.6; 37.264; 8.50; -0.04593; 1.04216; -0.34530; 0.04994
317.8; 37.288; 8.50; -0.04628; 1.05157; -0.34318; 0.06305
318.0; 37.312; 8.50; -0.04682; 1.06065; -0.33847; 0.07616
318.2; 37.336; 8.49; -0.04753; 1.06842; -0.33121; 0.08925
318.4; 37.360; 8.49; -0.04837; 1.07441; -0.32144; 0.10231
318.6; 37.384; 8.49; -0.04930; 1.07846; -0.30919; 0.11527
318.8; 37.408; 8.48; -0.05028; 1.08070; -0.29449; 0.12811
319.0; 37.433; 8.47; -0.05125; 1.08139; -0.27740; 0.14079
319.2; 37.457; 8.47; -0.05220; 1.08085; -0.25793; 0.15327
319.4; 37.481; 8.46; -0.05309; 1.07939; -0.23613; 0.16555
319.6; 37.505; 8.45; -0.05390; 1.07729; -0.21203; 0.17760
319.8; 37.529; 8.44; -0.05463; 1.07480; -0.18567; 0.18942
320.0; 37.554; 8.43; -0.05527; 1.07213; -0.15708; 0.20100
320.2; 37.578; 8.42; -0.05581; 1.06940; -0.12631; 0.21235
320.4; 37.602; 8.41; -0.05625; 1.06675; -0.09338; 0.22347
320.6; 37.626; 8.40; -0.05659; 1.06423; -0.05833; 0.23437
320.8; 37.651; 8.39; -0.05684; 1.06191; -0.02121; 0.24506
321.0; 37.675; 8.37; -0.05700; 1.05980; 0.01797; 0.25555
321.2; 37.699; 8.36; -0.05708; 1.05792; 0.05915; 0.26585
321.4; 37.724; 8.35; -0.05708; 1.05626; 0.10231; 0.27597
321.6; 37.748; 8.34; -0.05701; 1.05480; 0.14741; 0.28592
321.8; 37.772; 8.33; -0.05686; 1.05351; 0.19441; 0.29572
322.0; 37.797; 8.32; -0.05666; 1.05234; 0.24327; 0.30525
322.2; 37.821; 8.31; -0.05639; 1.05123; 0.29384; 0.31390
322.4; 37.845; 8.30; -0.05606; 1.05012; 0.34570; 0.32053
322.6; 37.869; 8.29; -0.05568; 1.04896; 0.39813; 0.32402
322.8; 37.893; 8.28; -0.05525; 1.04771; 0.45026; 0.32371
323.0; 37.916; 8.27; -0.05477; 1.04634; 0.50113; 0.31907
323.2; 37.939; 8.26; -0.05425; 1.04491; 0.54971; 0.30956
323.4; 37.961; 8.25; -0.05369; 1.04355; 0.59491; 0.29452
323.6; 37.983; 8.24; -0.05311; 1.04247; 0.63562; 0.27323
323.8; 38.004; 8.24; -0.05251; 1.04197; 0.67076; 0.24495
324.0; 38.023; 8.23; -0.05193; 1.04230; 0.69934; 0.20897
324.2; 38.042; 8.23; -0.05137; 1.04346; 0.72048; 0.16463
324.4; 38.060; 8.22; -0.05085; 1.04472; 0.73350; 0.11151
324.6; 38.078; 8.22; -0.05038; 1.04545; 0.73786; 0.04949
324.8; 38.094; 8.22; -0.04994; 1.04563; 0.73311; -0.02099
325.0; 38.110; 8.21; -0.04951; 1.04539; 0.71872; -0.09798
325.2; 38.127; 8.21; -0.04907; 1.04480; 0.69367; -0.17619
325.4; 38.144; 8.21; -0.04859; 1.04377; 0.65633; -0.24794
325.6; 38.163; 8.20; -0.04805; 1.04215; 0.60550; -0.30768
325.8; 38.185; 8.20; -0.04744; 1.03986; 0.54130; -0.35395
326.0; 38.207; 8.20; -0.04674; 1.03698; 0.46510; -0.38739
326.2; 38.232; 8.20; -0.04595; 1.03361; 0.37908; -0.40917
326.4; 38.257; 8.20; -0.04508; 1.02984; 0.28597; -0.42064
326.6; 38.284; 8.20; -0.04414; 1.02574; 0.18867; -0.42314
326.8; 38.310; 8.20; -0.04314; 1.02131; 0.08997; -0.41789
327.0; 38.337; 8.21; -0.04210; 1.01654; -0.00754; -0.40588
327.2; 38.364; 8.21; -0.04104; 1.01148; -0.10166; -0.38792
327.4; 38.391; 8.22; -0.03998; 1.00622; -0.19053; -0.36468
327.6; 38.417; 8.23; -0.03893; 1.00091; -0.27281; -0.33729
327.8; 38.443; 8.24; -0.03790; 0.99577; -0.34789; -0.30780
328.0; 38.469; 8.25; -0.03692; 0.99104; -0.41591; -0.27819
328.2; 38.494; 8.26; -0.03600; 0.98705; -0.47725; -0.24930
328.4; 38.519; 8.28; -0.03515; 0.98420; -0.53227; -0.22122
328.6; 38.543; 8.29; -0.03440; 0.98288; -0.58127; -0.19388
328.8; 38.568; 8.31; -0.03377; 0.98335; -0.62451; -0.16720
329.0; 38.592; 8.33; -0.03330; 0.98571; -0.66222; -0.14110
329.2; 38.616; 8.34; -0.03299; 0.98972; -0.69460; -0.11552
329.4; 38.640; 8.36; -0.03286; 0.99476; -0.72182; -0.09041
329.6; 38.664; 8.37; -0.03290; 0.99980; -0.74403; -0.06573
329.8; 38.688; 8.39; -0.03308; 1.00332; -0.76136; -0.04148
330.0; 38.712; 8.41; -0.03333; 1.00331; -0.77394; -0.01771
330.2; 38.736; 8.42; -0.03357; 0.99718; -0.78187; 0.00548
330.4; 38.760; 8.44; -0.03367; 0.98167; -0.78526; 0.02791
330.6; 38.784; 8.46; -0.03344; 0.95277; -0.78423; 0.04932
330.8; 38.807; 8.48; -0.03264; 0.90583; -0.77892; 0.06933
331.0; 38.831; 8.50; -0.03103; 0.83664; -0.76949; 0.08745
331.2; 38.855; 8.50; -0.02942; 0.81482; -0.75619; 0.10408
331.4; 38.879; 8.50; -0.02770; 0.75689; -0.73929; 0.11927
331.6; 38.903; 8.50; -0.02539; 0.67931; -0.71906; 0.13235
331.8; 38.927; 8.50; -0.02249; 0.59142; -0.69582; 0.14295
332.0; 38.951; 8.50; -0.01922; 0.50115; -0.66999; 0.15091
332.2; 38.975; 8.50; -0.01589; 0.41545; -0.64207; 0.15624
332.4; 39.000; 8.50; -0.01282; 0.33877; -0.61262; 0.15907
332.6; 39.024; 8.50; -0.01016; 0.27256; -0.58219; 0.15965
332.8; 39.048; 8.50; -0.00798; 0.21629; -0.55134; 0.15820
333.0; 39.073; 8.50; -0.00623; 0.16867; -0.52056; 0.15501
333.2; 39.097; 8.50; -0.00483; 0.12837; -0.49028; 0.15042
333.4; 39.121; 8.50; -0.00370; 0.09429; -0.46083; 0.14486
333.6; 39.145; 8.50; -0.00280; 0.06556; -0.43244; 0.13864
333.8; 39.169; 8.50; -0.00206; 0.04149; -0.40526; 0.13193
334.0; 39.193; 8.50; -0.00146; 0.02152; -0.37941; 0.12485
334.2; 39.217; 8.50; -0.00096; 0.00518; -0.35496; 0.11749
334.4; 39.241; 8.50; -0.00056; -0.00796; -0.33198; 0.10994
334.6; 39.265; 8.50; -0.00023; -0.01825; -0.31050; 0.10229
334.8; 39.289; 8.50; 0.00004; -0.02607; -0.29056; 0.09460
335.0; 39.313; 8.50; 0.00025; -0.03174; -0.27215; 0.08693
335.2; 39.337; 8.50; 0.00041; -0.03555; -0.25527; 0.07933
335.4; 39.361; 8.50; 0.00053; -0.03779; -0.23990; 0.07184
335.6; 39.385; 8.50; 0.00061; -0.03871; -0.22603; 0.06451
335.8; 39.408; 8.50; 0.00067; -0.03855; -0.21362; 0.05736
336.0; 39.432; 8.50; 0.00069; -0.03752; -0.20263; 0.05043
336.2; 39.456; 8.50; 0.00070; -0.03581; -0.19301; 0.04373
336.4; 39.479; 8.50; 0.00069; -0.03357; -0.18473; 0.03727
336.6; 39.503; 8.50; 0.00066; -0.03097; -0.17772; 0.03108
336.8; 39.527; 8.50; 0.00062; -0.02812; -0.17195; 0.02516
337.0; 39.550; 8.50; 0.00058; -0.02512; -0.16734; 0.01951
337.2; 39.574; 8.50; 0.00053; -0.02207; -0.16386; 0.01415
337.4; 39.598; 8.50; 0.00048; -0.01904; -0.16143; 0.00907
337.6; 39.621; 8.50; 0.00042; -0.01610; -0.16000; 0.00427
337.8; 39.645; 8.50; 0.00037; -0.01327; -0.15953; -0.00025
338.0; 39.668; 8.50; 0.00031; -0.01062; -0.15994; -0.00449
338.2; 39.692; 8.50; 0.00026; -0.00816; -0.16118; -0.00845
338.4; 39.716; 8.50; 0.00021; -0.00591; -0.16320; -0.01214
338.6; 39.739; 8.50; 0.00016; -0.00390; -0.16595; -0.01556
338.8; 39.763; 8.50; 0.00012; -0.00214; -0.16936; -0.01872
339.0; 39.786; 8.50; 0.00008; -0.00063; -0.17339; -0.02163
339.2; 39.810; 8.50; 0.00005; 0.00062; -0.17798; -0.02428
339.4; 39.834; 8.50; 0.00002; 0.00161; -0.18309; -0.02669
339.6; 39.857; 8.50; -0.00000; 0.00232; -0.18866; -0.02887
339.8; 39.881; 8.50; -0.00002; 0.00276; -0.19465; -0.03081
340.0; 39.904; 8.50; -0.00004; 0.00291; -0.20100; -0.03253
340.2; 39.928; 8.50; -0.00004; 0.00277; -0.20769; -0.03404
340.4; 39.951; 8.50; -0.00005; 0.00233; -0.21465; -0.03533
340.6; 39.975; 8.50; -0.00005; 0.00158; -0.22185; -0.03643
340.8; 39.999; 8.50; -0.00004; 0.00052; -0.22925; -0.03733
341.0; 40.022; 8.50; -0.00002; -0.00086; -0.23680; -0.03805
341.2; 40.046; 8.50; -0.00001; -0.00258; -0.24448; -0.03859
341.4; 40.069; 8.50; 0.00002; -0.00465; -0.25225; -0.03897
341.6; 40.093; 8.50; 0.00005; -0.00705; -0.26006; -0.03919
341.8; 40.116; 8.50; 0.00009; -0.00980; -0.26790; -0.03926
342.0; 40.140; 8.50; 0.00013; -0.01289; -0.27573; -0.03920
342.2; 40.163; 8.50; 0.00018; -0.01632; -0.28352; -0.03901
342.4; 40.187; 8.50; 0.00024; -0.02005; -0.29124; -0.03870
342.6; 40.210; 8.50; 0.00031; -0.02405; -0.29888; -0.03828
342.8; 40.234; 8.50; 0.00037; -0.02830; -0.30641; -0.03776
343.0; 40.257; 8.50; 0.00045; -0.03271; -0.31381; -0.03714
343.2; 40.281; 8.50; 0.00053; -0.03722; -0.32106; -0.03643
343.4; 40.304; 8.50; 0.00061; -0.04174; -0.32813; -0.03563
343.6; 40.328; 8.50; 0.00069; -0.04613; -0.33502; -0.03474
343.8; 40.351; 8.50; 0.00077; -0.05026; -0.34171; -0.03377
344.0; 40.375; 8.50; 0.00085; -0.05396; -0.34817; -0.03277
344.2; 40.398; 8.50; 0.00093; -0.05703; -0.35444; -0.03195
344.4; 40.422; 8.50; 0.00100; -0.05924; -0.36057; -0.03151
344.6; 40.445; 8.50; 0.00105; -0.06032; -0.36665; -0.03155
344.8; 40.469; 8.50; 0.00109; -0.05998; -0.37278; -0.03207
345.0; 40.492; 8.50; 0.00111; -0.05788; -0.37906; -0.03301
345.2; 40.516; 8.50; 0.00110; -0.05367; -0.38557; -0.03433
345.4; 40.539; 8.50; 0.00106; -0.04694; -0.39238; -0.03597
345.6; 40.563; 8.50; 0.00098; -0.03730; -0.39957; -0.03787
345.8; 40.587; 8.50; 0.00085; -0.02430; -0.40719; -0.03994
346.0; 40.610; 8.50; 0.00066; -0.00750; -0.41527; -0.04211
346.2; 40.634; 8.50; 0.00042; 0.01354; -0.42384; -0.04427
346.4; 40.658; 8.50; 0.00010; 0.03923; -0.43291; -0.04632
346.6; 40.681; 8.50; -0.00030; 0.06999; -0.44245; -0.04815
346.8; 40.705; 8.50; -0.00078; 0.10616; -0.45242; -0.04963
347.0; 40.729; 8.50; -0.00136; 0.14807; -0.46276; -0.05062
347.2; 40.753; 8.50; -0.00205; 0.19594; -0.47339; -0.05100
347.4; 40.776; 8.50; -0.00285; 0.24990; -0.48418; -0.05062
347.6; 40.800; 8.50; -0.00379; 0.30990; -0.49500; -0.04934
347.8; 40.824; 8.50; -0.00486; 0.37569; -0.50568; -0.04702
348.0; 40.848; 8.50; -0.00610; 0.44676; -0.51601; -0.04354
348.2; 40.872; 8.50; -0.00752; 0.52282; -0.52580; -0.03877
348.4; 40.896; 8.50; -0.00916; 0.60682; -0.53479; -0.03257
348.6; 40.920; 8.50; -0.01108; 0.69036; -0.54274; -0.02486
348.8; 40.944; 8.50; -0.01326; 0.76927; -0.54940; -0.01573
349.0; 40.968; 8.50; -0.01568; 0.84208; -0.55454; -0.00531
349.2; 40.993; 8.50; -0.01830; 0.90690; -0.55794; 0.00622
349.4; 41.017; 8.50; -0.02109; 0.96204; -0.55944; 0.01866
349.6; 41.041; 8.50; -0.02398; 1.00658; -0.55890; 0.03174
349.8; 41.065; 8.50; -0.02691; 1.04044; -0.55622; 0.04522
350.0; 41.090; 8.50; -0.02980; 1.06429; -0.55133; 0.05884
350.2; 41.114; 8.50; -0.03258; 1.07921; -0.54421; 0.07237
350.4; 41.138; 8.50; -0.03517; 1.08632; -0.53487; 0.08560
350.6; 41.163; 8.50; -0.03751; 1.08721; -0.52332; 0.09837
350.8; 41.187; 8.50; -0.03957; 1.08452; -0.50963; 0.11055
351.0; 41.212; 8.50; -0.04133; 1.07943; -0.49385; 0.12207
351.2; 41.236; 8.50; -0.04279; 1.07321; -0.47608; 0.13287
351.4; 41.261; 8.50; -0.04399; 1.06718; -0.45640; 0.14294
351.6; 41.285; 8.50; -0.04495; 1.06243; -0.43492; 0.15229
351.8; 41.310; 8.50; -0.04577; 1.06125; -0.41174; 0.16098
352.0; 41.334; 8.50; -0.04655; 1.06613; -0.38699; 0.16914
352.2; 41.359; 8.49; -0.04742; 1.07473; -0.36076; 0.17687
352.4; 41.384; 8.49; -0.04845; 1.08451; -0.33319; 0.18425
352.6; 41.408; 8.49; -0.04966; 1.09365; -0.30439; 0.19128
352.8; 41.433; 8.48; -0.05102; 1.10107; -0.27447; 0.19796
353.0; 41.457; 8.47; -0.05249; 1.10630; -0.24357; 0.20425
353.2; 41.482; 8.46; -0.05403; 1.10924; -0.21178; 0.21012
353.4; 41.506; 8.45; -0.05557; 1.11005; -0.17923; 0.21555
353.6; 41.530; 8.44; -0.05708; 1.10889; -0.14602; 0.22051
353.8; 41.555; 8.42; -0.05852; 1.10591; -0.11224; 0.22500
354.0; 41.579; 8.41; -0.05984; 1.10106; -0.07799; 0.22901
354.2; 41.604; 8.40; -0.06100; 1.09397; -0.04334; 0.23253
354.4; 41.628; 8.38; -0.06193; 1.08383; -0.00837; 0.23555
354.6; 41.652; 8.36; -0.06257; 1.06914; 0.02685; 0.23801
354.8; 41.676; 8.35; -0.06278; 1.04741; 0.06229; 0.23986
355.0; 41.700; 8.33; -0.06240; 1.01518; 0.09789; 0.24099
