# s_m; t_s; v_mps; beta_rad; omega_z_radps; n_m; xi_rad
241.6; 27.839; 8.50; -0.00000; 0.00104; -0.79689; 0.02174
241.8; 27.862; 8.50; -0.00001; 0.00125; -0.79258; 0.02117
242.0; 27.886; 8.50; -0.00002; 0.00134; -0.78841; 0.02051
242.2; 27.909; 8.50; -0.00002; 0.00132; -0.78437; 0.01976
242.4; 27.933; 8.50; -0.00002; 0.00117; -0.78049; 0.01891
242.6; 27.957; 8.50; -0.00002; 0.00090; -0.77679; 0.01796
242.8; 27.980; 8.50; -0.00002; 0.00048; -0.77329; 0.01691
243.0; 28.004; 8.50; -0.00001; -0.00007; -0.77001; 0.01576
243.2; 28.028; 8.50; -0.00001; -0.00077; -0.76697; 0.01449
243.4; 28.051; 8.50; 0.00000; -0.00163; -0.76420; 0.01311
243.6; 28.075; 8.50; 0.00002; -0.00266; -0.76171; 0.01161
243.8; 28.099; 8.50; 0.00003; -0.00385; -0.75953; 0.00998
244.0; 28.122; 8.50; 0.00005; -0.00521; -0.75769; 0.00823
244.2; 28.146; 8.50; 0.00007; -0.00675; -0.75620; 0.00635
244.4; 28.170; 8.50; 0.00010; -0.00847; -0.75511; 0.00435
244.6; 28.193; 8.50; 0.00013; -0.01036; -0.75442; 0.00229
244.8; 28.217; 8.50; 0.00016; -0.01241; -0.75413; 0.00023
245.0; 28.241; 8.50; 0.00019; -0.01460; -0.75426; -0.00179
245.2; 28.264; 8.50; 0.00023; -0.01693; -0.75477; -0.00374
245.4; 28.288; 8.50; 0.00027; -0.01937; -0.75566; -0.00563
245.6; 28.312; 8.50; 0.00032; -0.02188; -0.75692; -0.00746
245.8; 28.335; 8.50; 0.00036; -0.02444; -0.75853; -0.00924
246.0; 28.359; 8.50; 0.00041; -0.02701; -0.76049; -0.01097
246.2; 28.383; 8.50; 0.00045; -0.02952; -0.76277; -0.01264
246.4; 28.406; 8.50; 0.00050; -0.03192; -0.76537; -0.01424
246.6; 28.430; 8.50; 0.00055; -0.03413; -0.76828; -0.01579
246.8; 28.453; 8.50; 0.00059; -0.03606; -0.77148; -0.01726
247.0; 28.477; 8.50; 0.00063; -0.03760; -0.77496; -0.01866
247.2; 28.500; 8.50; 0.00067; -0.03865; -0.77870; -0.01997
247.4; 28.524; 8.50; 0.00070; -0.03910; -0.78269; -0.02117
247.6; 28.548; 8.50; 0.00071; -0.03886; -0.78690; -0.02226
247.8; 28.571; 8.50; 0.00072; -0.03787; -0.79130; -0.02321
248.0; 28.595; 8.50; 0.00072; -0.03610; -0.79588; -0.02401
248.2; 28.618; 8.50; 0.00070; -0.03363; -0.80061; -0.02464
248.4; 28.642; 8.50; 0.00067; -0.03057; -0.80544; -0.02508
248.6; 28.665; 8.50; 0.00063; -0.02708; -0.81035; -0.02533
248.8; 28.689; 8.50; 0.00057; -0.02329; -0.81529; -0.02537
249.0; 28.712; 8.50; 0.00051; -0.01933; -0.82023; -0.02520
249.2; 28.736; 8.50; 0.00044; -0.01533; -0.82512; -0.02482
249.4; 28.759; 8.50; 0.00037; -0.01138; -0.82993; -0.02423
249.6; 28.782; 8.50; 0.00030; -0.00760; -0.83461; -0.02343
249.8; 28.806; 8.50; 0.00023; -0.00408; -0.83913; -0.02242
250.0; 28.829; 8.50; 0.00016; -0.00091; -0.84343; -0.02122
250.2; 28.853; 8.50; 0.00009; 0.00180; -0.84750; -0.01984
250.4; 28.876; 8.50; 0.00003; 0.00398; -0.85127; -0.01828
250.6; 28.899; 8.50; -0.00002; 0.00553; -0.85474; -0.01657
250.8; 28.923; 8.50; -0.00006; 0.00635; -0.85785; -0.01471
251.0; 28.946; 8.50; -0.00008; 0.00636; -0.86059; -0.01273
251.2; 28.970; 8.50; -0.00010; 0.00545; -0.86293; -0.01064
251.4; 28.993; 8.50; -0.00010; 0.00353; -0.86484; -0.00848
251.6; 29.016; 8.50; -0.00008; 0.00050; -0.86632; -0.00626
251.8; 29.039; 8.50; -0.00005; -0.00375; -0.86736; -0.00402
252.0; 29.063; 8.50; 0.00001; -0.00930; -0.86794; -0.00178
252.2; 29.086; 8.50; 0.00008; -0.01626; -0.86806; 0.00042
252.4; 29.109; 8.50; 0.00019; -0.02470; -0.86774; 0.00255
252.6; 29.133; 8.50; 0.00032; -0.03469; -0.86699; 0.00458
252.8; 29.156; 8.50; 0.00047; -0.04629; -0.86582; 0.00646
253.0; 29.179; 8.50; 0.00066; -0.05953; -0.86427; 0.00816
253.2; 29.202; 8.50; 0.00087; -0.07439; -0.86236; 0.00964
253.4; 29.225; 8.50; 0.00112; -0.09084; -0.86014; 0.01086
253.6; 29.249; 8.50; 0.00139; -0.10881; -0.85766; 0.01179
253.8; 29.272; 8.50; 0.00170; -0.12816; -0.85497; 0.01238
254.0; 29.295; 8.50; 0.00203; -0.14869; -0.85214; 0.01262
254.2; 29.318; 8.50; 0.00240; -0.17014; -0.84923; 0.01247
254.4; 29.341; 8.50; 0.00278; -0.19220; -0.84631; 0.01193
254.6; 29.364; 8.50; 0.00319; -0.21444; -0.84347; 0.01097
254.8; 29.388; 8.50; 0.00361; -0.23639; -0.84078; 0.00961
255.0; 29.411; 8.50; 0.00404; -0.25748; -0.83830; 0.00785
255.2; 29.434; 8.50; 0.00447; -0.27709; -0.83613; 0.00572
255.4; 29.457; 8.50; 0.00489; -0.29453; -0.83432; 0.00329
255.6; 29.480; 8.50; 0.00529; -0.30913; -0.83294; 0.00063
255.8; 29.503; 8.50; 0.00564; -0.32037; -0.83201; -0.00213
256.0; 29.526; 8.50; 0.00595; -0.32788; -0.83156; -0.00490
256.2; 29.549; 8.50; 0.00619; -0.33190; -0.83160; -0.00759
256.4; 29.572; 8.50; 0.00637; -0.33334; -0.83211; -0.01013
256.6; 29.595; 8.50; 0.00648; -0.33286; -0.83306; -0.01246
256.8; 29.618; 8.50; 0.00655; -0.33097; -0.83443; -0.01455
257.0; 29.641; 8.50; 0.00656; -0.32801; -0.83617; -0.01636
257.2; 29.664; 8.50; 0.00654; -0.32416; -0.83823; -0.01787
257.4; 29.687; 8.50; 0.00650; -0.31948; -0.84056; -0.01905
257.6; 29.710; 8.50; 0.00643; -0.31386; -0.84310; -0.01989
257.8; 29.733; 8.50; 0.00633; -0.30710; -0.84577; -0.02035
258.0; 29.756; 8.50; 0.00622; -0.29891; -0.84852; -0.02041
258.2; 29.779; 8.50; 0.00607; -0.28896; -0.85125; -0.02002
258.4; 29.801; 8.50; 0.00590; -0.27703; -0.85389; -0.01913
258.6; 29.824; 8.50; 0.00569; -0.26310; -0.85634; -0.01769
258.8; 29.847; 8.50; 0.00545; -0.24736; -0.85849; -0.01567
259.0; 29.870; 8.50; 0.00517; -0.23058; -0.86024; -0.01301
259.2; 29.892; 8.50; 0.00486; -0.21391; -0.86148; -0.00973
259.4; 29.915; 8.50; 0.00454; -0.19846; -0.86208; -0.00582
259.6; 29.938; 8.50; 0.00422; -0.18527; -0.86193; -0.00133
259.8; 29.960; 8.50; 0.00393; -0.17527; -0.86093; 0.00368
260.0; 29.983; 8.50; 0.00368; -0.16933; -0.85897; 0.00914
260.2; 30.005; 8.50; 0.00348; -0.16823; -0.85598; 0.01494
260.4; 30.028; 8.50; 0.00337; -0.17266; -0.85189; 0.02096
260.6; 30.050; 8.50; 0.00334; -0.18322; -0.84666; 0.02709
260.8; 30.073; 8.50; 0.00341; -0.20042; -0.84025; 0.03318
261.0; 30.095; 8.50; 0.00361; -0.22465; -0.83268; 0.03907
261.2; 30.118; 8.50; 0.00393; -0.25615; -0.82397; 0.04462
261.4; 30.140; 8.50; 0.00438; -0.29503; -0.81418; 0.04965
261.6; 30.163; 8.50; 0.00499; -0.34120; -0.80339; 0.05402
261.8; 30.185; 8.50; 0.00576; -0.39434; -0.79172; 0.05756
262.0; 30.208; 8.50; 0.00671; -0.45387; -0.77931; 0.06013
262.2; 30.230; 8.50; 0.00784; -0.51904; -0.76632; 0.06160
262.4; 30.253; 8.50; 0.00919; -0.59010; -0.75292; 0.06185
262.6; 30.275; 8.50; 0.01077; -0.66845; -0.73934; 0.06072
262.8; 30.297; 8.50; 0.01264; -0.74383; -0.72577; 0.05821
263.0; 30.320; 8.50; 0.01476; -0.81464; -0.71243; 0.05439
263.2; 30.342; 8.50; 0.01710; -0.87943; -0.69951; 0.04939
263.4; 30.365; 8.50; 0.01962; -0.93662; -0.68718; 0.04336
263.6; 30.387; 8.50; 0.02228; -0.98496; -0.67560; 0.03648
263.8; 30.409; 8.50; 0.02502; -1.02387; -0.66487; 0.02896
264.0; 30.432; 8.50; 0.02779; -1.05343; -0.65509; 0.02099
264.2; 30.454; 8.50; 0.03052; -1.07426; -0.64634; 0.01278
264.4; 30.477; 8.50; 0.03314; -1.08724; -0.63865; 0.00450
264.6; 30.499; 8.50; 0.03559; -1.09325; -0.63204; -0.00370
264.8; 30.521; 8.50; 0.03783; -1.09358; -0.62653; -0.01168
265.0; 30.544; 8.50; 0.03980; -1.09006; -0.62211; -0.01935
265.2; 30.566; 8.50; 0.04150; -1.08354; -0.61876; -0.02665
265.4; 30.588; 8.50; 0.04291; -1.07481; -0.61647; -0.03354
265.6; 30.610; 8.50; 0.04402; -1.06472; -0.61520; -0.03998
265.8; 30.633; 8.50; 0.04484; -1.05420; -0.61493; -0.04597
266.0; 30.655; 8.50; 0.04539; -1.04421; -0.61561; -0.05153
266.2; 30.677; 8.50; 0.04571; -1.03571; -0.61723; -0.05669
266.4; 30.699; 8.50; 0.04585; -1.02962; -0.61975; -0.06154
266.6; 30.722; 8.50; 0.04586; -1.02659; -0.62315; -0.06615
266.8; 30.744; 8.50; 0.04583; -1.02587; -0.62740; -0.07060
267.0; 30.766; 8.50; 0.04578; -1.02641; -0.63248; -0.07490
267.2; 30.788; 8.50; 0.04575; -1.02735; -0.63835; -0.07902
267.4; 30.810; 8.50; 0.04574; -1.02813; -0.64498; -0.08294
267.6; 30.832; 8.50; 0.04575; -1.02854; -0.65231; -0.08660
267.8; 30.854; 8.50; 0.04576; -1.02858; -0.66029; -0.08997
268.0; 30.876; 8.50; 0.04577; -1.02841; -0.66885; -0.09299
268.2; 30.898; 8.50; 0.04578; -1.02818; -0.67792; -0.09563
268.4; 30.920; 8.50; 0.04578; -1.02800; -0.68742; -0.09785
268.6; 30.942; 8.50; 0.04578; -1.02793; -0.69727; -0.09961
268.8; 30.964; 8.50; 0.04578; -1.02799; -0.70737; -0.10087
269.0; 30.986; 8.50; 0.04578; -1.02818; -0.71762; -0.10161
269.2; 31.007; 8.50; 0.04578; -1.02832; -0.72793; -0.10177
269.4; 31.029; 8.50; 0.04578; -1.02823; -0.73818; -0.10133
269.6; 31.051; 8.50; 0.04579; -1.02800; -0.74825; -0.10025
269.8; 31.072; 8.50; 0.04578; -1.02776; -0.75803; -0.09848
270.0; 31.093; 8.50; 0.04578; -1.02773; -0.76738; -0.09600
270.2; 31.115; 8.50; 0.04577; -1.02799; -0.77618; -0.09278
270.4; 31.136; 8.50; 0.04577; -1.02829; -0.78430; -0.08880
270.6; 31.157; 8.50; 0.04578; -1.02832; -0.79159; -0.08404
270.8; 31.178; 8.50; 0.04578; -1.02816; -0.79794; -0.07846
271.0; 31.199; 8.50; 0.04578; -1.02796; -0.80319; -0.07205
271.2; 31.220; 8.50; 0.04578; -1.02780; -0.80721; -0.06481
271.4; 31.240; 8.50; 0.04578; -1.02773; -0.80986; -0.05673
271.6; 31.261; 8.50; 0.04577; -1.02774; -0.81101; -0.04782
271.8; 31.282; 8.50; 0.04576; -1.02780; -0.81053; -0.03809
272.0; 31.302; 8.50; 0.04576; -1.02790; -0.80829; -0.02758
272.2; 31.323; 8.50; 0.04576; -1.02801; -0.80416; -0.01637
272.4; 31.343; 8.50; 0.04576; -1.02810; -0.79805; -0.00487
272.6; 31.364; 8.50; 0.04576; -1.02817; -0.78993; 0.00620
272.8; 31.384; 8.50; 0.04577; -1.02819; -0.77990; 0.01619
273.0; 31.405; 8.50; 0.04577; -1.02814; -0.76815; 0.02482
273.2; 31.426; 8.50; 0.04577; -1.02799; -0.75490; 0.03204
273.4; 31.447; 8.50; 0.04577; -1.02774; -0.74036; 0.03782
273.6; 31.469; 8.50; 0.04576; -1.02744; -0.72480; 0.04217
273.8; 31.490; 8.50; 0.04575; -1.02719; -0.70846; 0.04509
274.0; 31.512; 8.50; 0.04574; -1.02721; -0.69160; 0.04660
274.2; 31.534; 8.50; 0.04572; -1.02770; -0.67447; 0.04673
274.4; 31.556; 8.50; 0.04572; -1.02876; -0.65734; 0.04548
274.6; 31.578; 8.50; 0.04575; -1.03034; -0.64047; 0.04291
274.8; 31.600; 8.50; 0.04580; -1.03217; -0.62410; 0.03903
275.0; 31.622; 8.50; 0.04589; -1.03247; -0.60849; 0.03392
275.2; 31.645; 8.50; 0.04596; -1.02860; -0.59388; 0.02768
275.4; 31.667; 8.50; 0.04592; -1.01739; -0.58048; 0.02049
275.6; 31.690; 8.50; 0.04563; -0.99647; -0.56852; 0.01259
275.8; 31.712; 8.50; 0.04493; -0.96508; -0.55817; 0.00426
276.0; 31.735; 8.50; 0.04364; -0.91880; -0.54961; -0.00419
276.2; 31.758; 8.50; 0.04155; -0.85485; -0.54295; -0.01233
276.4; 31.781; 8.50; 0.03846; -0.77122; -0.53830; -0.01970
276.6; 31.803; 8.50; 0.03429; -0.66866; -0.53565; -0.02581
276.8; 31.826; 8.50; 0.02918; -0.55346; -0.53494; -0.03024
277.0; 31.849; 8.50; 0.02359; -0.43811; -0.53597; -0.03282
277.2; 31.872; 8.50; 0.01818; -0.33617; -0.53842; -0.03365
277.4; 31.895; 8.50; 0.01352; -0.25460; -0.54189; -0.03314
277.6; 31.919; 8.50; 0.00987; -0.19235; -0.54598; -0.03171
277.8; 31.942; 8.50; 0.00716; -0.14493; -0.55037; -0.02968
278.0; 31.965; 8.50; 0.00520; -0.10812; -0.55476; -0.02713
278.2; 31.988; 8.50; 0.00378; -0.07892; -0.55893; -0.02404
278.4; 32.011; 8.50; 0.00275; -0.05540; -0.56268; -0.02042
278.6; 32.035; 8.50; 0.00198; -0.03631; -0.56585; -0.01638
278.8; 32.058; 8.50; 0.00139; -0.02079; -0.56832; -0.01200
279.0; 32.081; 8.50; 0.00094; -0.00826; -0.57001; -0.00736
279.2; 32.104; 8.50; 0.00058; 0.00173; -0.57084; -0.00253
279.4; 32.127; 8.50; 0.00030; 0.00955; -0.57076; 0.00244
279.6; 32.151; 8.50; 0.00008; 0.01549; -0.56974; 0.00750
279.8; 32.174; 8.50; -0.00009; 0.01981; -0.56776; 0.01260
280.0; 32.197; 8.50; -0.00022; 0.02275; -0.56480; 0.01772
280.2; 32.220; 8.50; -0.00031; 0.02450; -0.56085; 0.02282
280.4; 32.243; 8.50; -0.00038; 0.02528; -0.55591; 0.02788
280.6; 32.267; 8.50; -0.00042; 0.02525; -0.54998; 0.03287
280.8; 32.290; 8.50; -0.00045; 0.02457; -0.54308; 0.03778
281.0; 32.313; 8.50; -0.00045; 0.02338; -0.53522; 0.04259
281.2; 32.337; 8.50; -0.00045; 0.02183; -0.52641; 0.04729
281.4; 32.360; 8.50; -0.00043; 0.02001; -0.51668; 0.05188
281.6; 32.383; 8.50; -0.00041; 0.01805; -0.50604; 0.05634
281.8; 32.407; 8.50; -0.00038; 0.01603; -0.49451; 0.06068
282.0; 32.430; 8.50; -0.00034; 0.01404; -0.48213; 0.06489
282.2; 32.453; 8.50; -0.00031; 0.01216; -0.46891; 0.06897
282.4; 32.477; 8.50; -0.00027; 0.01044; -0.45487; 0.07293
282.6; 32.500; 8.50; -0.00024; 0.00894; -0.44004; 0.07677
282.8; 32.523; 8.50; -0.00021; 0.00772; -0.42444; 0.08050
283.0; 32.547; 8.50; -0.00018; 0.00682; -0.40810; 0.08411
283.2; 32.570; 8.50; -0.00016; 0.00628; -0.39103; 0.08763
283.4; 32.594; 8.50; -0.00014; 0.00614; -0.37326; 0.09105
283.6; 32.617; 8.50; -0.00013; 0.00642; -0.35479; 0.09438
283.8; 32.641; 8.50; -0.00013; 0.00714; -0.33566; 0.09764
284.0; 32.664; 8.50; -0.00013; 0.00833; -0.31587; 0.10083
284.2; 32.688; 8.50; -0.00014; 0.01000; -0.29543; 0.10397
284.4; 32.711; 8.50; -0.00016; 0.01216; -0.27436; 0.10707
284.6; 32.735; 8.50; -0.00019; 0.01481; -0.25267; 0.11014
284.8; 32.759; 8.50; -0.00023; 0.01793; -0.23036; 0.11318
285.0; 32.782; 8.50; -0.00028; 0.02151; -0.20744; 0.11621
285.2; 32.806; 8.50; -0.00034; 0.02552; -0.18390; 0.11924
285.4; 32.830; 8.50; -0.00041; 0.02990; -0.15976; 0.12228
285.6; 32.853; 8.50; -0.00048; 0.03460; -0.13500; 0.12533
285.8; 32.877; 8.50; -0.00056; 0.03953; -0.10963; 0.12840
286.0; 32.901; 8.50; -0.00065; 0.04459; -0.08364; 0.13150
286.2; 32.924; 8.50; -0.00074; 0.04964; -0.05703; 0.13463
286.4; 32.948; 8.50; -0.00083; 0.05453; -0.02979; 0.13778
286.6; 32.972; 8.50; -0.00092; 0.05906; -0.00192; 0.14094
286.8; 32.996; 8.50; -0.00101; 0.06302; 0.02659; 0.14411
287.0; 33.019; 8.50; -0.00110; 0.06614; 0.05573; 0.14727
287.2; 33.043; 8.50; -0.00117; 0.06813; 0.08550; 0.15039
287.4; 33.067; 8.50; -0.00122; 0.06865; 0.11590; 0.15344
287.6; 33.091; 8.50; -0.00126; 0.06732; 0.14690; 0.15638
287.8; 33.115; 8.50; -0.00126; 0.06373; 0.17850; 0.15916
288.0; 33.139; 8.50; -0.00123; 0.05743; 0.21065; 0.16172
288.2; 33.162; 8.50; -0.00116; 0.04794; 0.24330; 0.16398
288.4; 33.186; 8.50; -0.00104; 0.03475; 0.27641; 0.16587
288.6; 33.210; 8.50; -0.00085; 0.01736; 0.30989; 0.16729
288.8; 33.234; 8.50; -0.00060; -0.00475; 0.34365; 0.16817
289.0; 33.258; 8.50; -0.00027; -0.03208; 0.37760; 0.16850
289.2; 33.282; 8.50; 0.00015; -0.06509; 0.41165; 0.16821
289.4; 33.306; 8.50; 0.00067; -0.10421; 0.44568; 0.16721
289.6; 33.330; 8.50; 0.00129; -0.14981; 0.47955; 0.16535
289.8; 33.354; 8.50; 0.00203; -0.20218; 0.51310; 0.16247
290.0; 33.378; 8.50; 0.00291; -0.26146; 0.54612; 0.15840
290.2; 33.402; 8.50; 0.00393; -0.32759; 0.57839; 0.15297
290.4; 33.426; 8.50; 0.00512; -0.40020; 0.60963; 0.14604
290.6; 33.449; 8.50; 0.00649; -0.47865; 0.63957; 0.13745
290.8; 33.473; 8.50; 0.00808; -0.56380; 0.66788; 0.12706
291.0; 33.497; 8.50; 0.00994; -0.65627; 0.69424; 0.11471
291.2; 33.521; 8.50; 0.01213; -0.74392; 0.71830; 0.10039
291.4; 33.545; 8.50; 0.01460; -0.82526; 0.73975; 0.08424
291.6; 33.569; 8.50; 0.01730; -0.89784; 0.75827; 0.06645
291.8; 33.593; 8.50; 0.02021; -0.95894; 0.77361; 0.04724
292.0; 33.617; 8.50; 0.02323; -1.00641; 0.78555; 0.02693
292.2; 33.641; 8.50; 0.02627; -1.03886; 0.79390; 0.00583
292.4; 33.664; 8.50; 0.02918; -1.05547; 0.79853; -0.01570
292.6; 33.688; 8.50; 0.03181; -1.05558; 0.79935; -0.03730
292.8; 33.712; 8.50; 0.03395; -1.03819; 0.79630; -0.05858
293.0; 33.736; 8.50; 0.03538; -1.00129; 0.78937; -0.07911
293.2; 33.760; 8.50; 0.03583; -0.94161; 0.77857; -0.09841
293.4; 33.784; 8.50; 0.03503; -0.85758; 0.76397; -0.11591
293.6; 33.808; 8.50; 0.03283; -0.75329; 0.74573; -0.13110
293.8; 33.832; 8.38; 0.03295; -0.86232; 0.72412; -0.14670
294.0; 33.857; 8.27; 0.03443; -0.87328; 0.69934; -0.16375
294.2; 33.882; 8.15; 0.03554; -0.86124; 0.67129; -0.18088
294.4; 33.907; 8.04; 0.03596; -0.84692; 0.63985; -0.19750
294.6; 33.933; 7.92; 0.03576; -0.83668; 0.60495; -0.21315
294.8; 33.960; 7.79; 0.03509; -0.83335; 0.56667; -0.22766
295.0; 33.987; 7.67; 0.03413; -0.83869; 0.52512; -0.24116
295.2; 34.014; 7.53; 0.03306; -0.85383; 0.48046; -0.25382
295.4; 34.043; 7.40; 0.03205; -0.87919; 0.43285; -0.26588
295.6; 34.071; 7.27; 0.03125; -0.91438; 0.38242; -0.27754
295.8; 34.101; 7.13; 0.03074; -0.95825; 0.32934; -0.28896
296.0; 34.131; 7.00; 0.03060; -1.00906; 0.27375; -0.30026
296.2; 34.162; 6.87; 0.03085; -1.06471; 0.21582; -0.31146
296.4; 34.193; 6.74; 0.03149; -1.12305; 0.15575; -0.32248
296.6; 34.225; 6.62; 0.03252; -1.18208; 0.09377; -0.33316
296.8; 34.257; 6.50; 0.03392; -1.24004; 0.03022; -0.34318
297.0; 34.290; 6.39; 0.03567; -1.29542; -0.03449; -0.35215
297.2; 34.323; 6.29; 0.03775; -1.34678; -0.09982; -0.35955
297.4; 34.355; 6.19; 0.04011; -1.39255; -0.16509; -0.36478
297.6; 34.388; 6.10; 0.04270; -1.43075; -0.22951; -0.36716
297.8; 34.421; 6.01; 0.04543; -1.45932; -0.29218; -0.36591
298.0; 34.453; 5.92; 0.04836; -1.48387; -0.35212; -0.36043
298.2; 34.485; 5.82; 0.05155; -1.50438; -0.40835; -0.35031
298.4; 34.516; 5.73; 0.05495; -1.52372; -0.45997; -0.33540
298.6; 34.547; 5.63; 0.05855; -1.54457; -0.50630; -0.31586
298.8; 34.577; 5.53; 0.06245; -1.57076; -0.54684; -0.29225
299.0; 34.607; 5.44; 0.06544; -1.57078; -0.58144; -0.26500
299.2; 34.636; 5.38; 0.06699; -1.57078; -0.61023; -0.23478
299.4; 34.664; 5.33; 0.06713; -1.57078; -0.63350; -0.20282
299.6; 34.693; 5.30; 0.06600; -1.57078; -0.65169; -0.17081
299.8; 34.722; 5.28; 0.06382; -1.57079; -0.66541; -0.14111
300.0; 34.751; 5.27; 0.06084; -1.57078; -0.67546; -0.11598
300.2; 34.780; 5.26; 0.05748; -1.57079; -0.68266; -0.09600
300.4; 34.810; 5.25; 0.05393; -1.57079; -0.68771; -0.08022
300.6; 34.840; 5.24; 0.05021; -1.57079; -0.69112; -0.06722
300.8; 34.870; 5.22; 0.04633; -1.57079; -0.69321; -0.05565
301.0; 34.901; 5.21; 0.04234; -1.57079; -0.69412; -0.04424
301.2; 34.931; 5.19; 0.03826; -1.57079; -0.69379; -0.03176
301.4; 34.961; 5.17; 0.03401; -1.57079; -0.69200; -0.01697
301.6; 34.991; 5.16; 0.02952; -1.57079; -0.68836; 0.00141
301.8; 35.021; 5.15; 0.02494; -1.57079; -0.68232; 0.02470
302.0; 35.050; 5.14; 0.02046; -1.57079; -0.67316; 0.05418
302.2; 35.078; 5.14; 0.01628; -1.57079; -0.66000; 0.09106
302.4; 35.106; 5.15; 0.01257; -1.57079; -0.64184; 0.13627
302.6; 35.134; 5.16; 0.00943; -1.57079; -0.61749; 0.18947
302.8; 35.161; 5.17; 0.00687; -1.57079; -0.58543; 0.24682
303.0; 35.190; 5.19; 0.00488; -1.57078; -0.54404; 0.30109
303.2; 35.221; 5.21; 0.00344; -1.57078; -0.49233; 0.34608
303.4; 35.254; 5.24; 0.00258; -1.57078; -0.43059; 0.37921
303.6; 35.289; 5.26; 0.00225; -1.57078; -0.36014; 0.40027
303.8; 35.326; 5.29; 0.00237; -1.57078; -0.28303; 0.40995
304.0; 35.364; 5.33; 0.00284; -1.57077; -0.20170; 0.40946
304.2; 35.403; 5.36; 0.00355; -1.57077; -0.11872; 0.40023
304.4; 35.443; 5.39; 0.00442; -1.57053; -0.03648; 0.38367
304.6; 35.483; 5.42; 0.00525; -1.54931; 0.04297; 0.36161
304.8; 35.522; 5.45; 0.00556; -1.50714; 0.11805; 0.33598
305.0; 35.562; 5.49; 0.00515; -1.44871; 0.18766; 0.30849
305.2; 35.601; 5.54; 0.00412; -1.37947; 0.25121; 0.28071
305.4; 35.640; 5.60; 0.00283; -1.30596; 0.30868; 0.25415
305.6; 35.678; 5.67; 0.00169; -1.23367; 0.36046; 0.22984
305.8; 35.715; 5.75; 0.00093; -1.16461; 0.40715; 0.20800
306.0; 35.752; 5.83; 0.00059; -1.09807; 0.44934; 0.18847
306.2; 35.788; 5.93; 0.00055; -1.03289; 0.48756; 0.17106
306.4; 35.824; 6.03; 0.00071; -0.96874; 0.52229; 0.15560
306.6; 35.859; 6.13; 0.00097; -0.90602; 0.55395; 0.14195
306.8; 35.893; 6.24; 0.00127; -0.84550; 0.58291; 0.12991
307.0; 35.926; 6.36; 0.00159; -0.78793; 0.60949; 0.11928
307.2; 35.959; 6.47; 0.00190; -0.73400; 0.63397; 0.10986
307.4; 35.992; 6.59; 0.00219; -0.68424; 0.65657; 0.10142
307.6; 36.023; 6.71; 0.00246; -0.63906; 0.67749; 0.09374
307.8; 36.054; 6.83; 0.00270; -0.59880; 0.69686; 0.08661
308.0; 36.084; 6.95; 0.00293; -0.56373; 0.71475; 0.07979
308.2; 36.114; 7.07; 0.00314; -0.53413; 0.73123; 0.07308
308.4; 36.143; 7.18; 0.00334; -0.51027; 0.74629; 0.06628
308.6; 36.171; 7.30; 0.00354; -0.49250; 0.75991; 0.05918
308.8; 36.199; 7.42; 0.00375; -0.48117; 0.77201; 0.05157
309.0; 36.226; 7.53; 0.00400; -0.47667; 0.78248; 0.04327
309.2; 36.253; 7.64; 0.00428; -0.47940; 0.79118; 0.03407
309.4; 36.279; 7.75; 0.00464; -0.48963; 0.79795; 0.02377
309.6; 36.305; 7.85; 0.00507; -0.50741; 0.80256; 0.01219
309.8; 36.330; 7.95; 0.00561; -0.53234; 0.80478; -0.00086
310.0; 36.355; 8.04; 0.00628; -0.56331; 0.80436; -0.01551
310.2; 36.380; 8.13; 0.00709; -0.59824; 0.80100; -0.03189
310.4; 36.404; 8.21; 0.00803; -0.63385; 0.79443; -0.05002
310.6; 36.428; 8.29; 0.00908; -0.66569; 0.78434; -0.06977
310.8; 36.452; 8.36; 0.01018; -0.68834; 0.77048; -0.09077
311.0; 36.475; 8.43; 0.01123; -0.69590; 0.75264; -0.11239
311.2; 36.498; 8.50; 0.01208; -0.68297; 0.73071; -0.13402
311.4; 36.522; 8.50; 0.01371; -0.73933; 0.70465; -0.15642
311.6; 36.545; 8.50; 0.01536; -0.70911; 0.67441; -0.17915
311.8; 36.568; 8.50; 0.01600; -0.63140; 0.63991; -0.20076
312.0; 36.592; 8.50; 0.01541; -0.51809; 0.60121; -0.22028
312.2; 36.615; 8.50; 0.01366; -0.37629; 0.55852; -0.23696
312.4; 36.639; 8.50; 0.01101; -0.21631; 0.51224; -0.25021
312.6; 36.663; 8.50; 0.00788; -0.05059; 0.46291; -0.25974
312.8; 36.687; 8.50; 0.00461; 0.11487; 0.41124; -0.26545
313.0; 36.711; 8.50; 0.00139; 0.27902; 0.35800; -0.26738
313.2; 36.735; 8.50; -0.00181; 0.43925; 0.30399; -0.26557
313.4; 36.759; 8.50; -0.00508; 0.58693; 0.24994; -0.26028
313.6; 36.783; 8.50; -0.00848; 0.71957; 0.19656; -0.25184
313.8; 36.808; 8.50; -0.01204; 0.83417; 0.14442; -0.24067
314.0; 36.832; 8.50; -0.01577; 0.92832; 0.09402; -0.22725
314.2; 36.856; 8.50; -0.01962; 1.00118; 0.04575; -0.21209
314.4; 36.880; 8.50; -0.02351; 1.05370; -0.00010; -0.19569
314.6; 36.904; 8.50; -0.02732; 1.08816; -0.04331; -0.17850
314.8; 36.928; 8.50; -0.03095; 1.10756; -0.08374; -0.16092
