# s_m; t_s; ax_mps2; ay_mps2; atot_mps2
163.2; 18.834; 0.399; 8.729; 8.738
163.4; 18.851; 0.399; 8.729; 8.738
163.6; 18.868; 0.399; 8.729; 8.738
163.8; 18.886; 0.400; 8.729; 8.738
164.0; 18.904; 0.400; 8.729; 8.738
164.2; 18.923; 0.400; 8.729; 8.738
164.4; 18.943; 0.400; 8.729; 8.738
164.6; 18.965; 0.400; 8.729; 8.738
164.8; 18.987; 0.400; 8.729; 8.738
165.0; 19.011; 0.400; 8.729; 8.738
165.2; 19.035; 0.400; 8.729; 8.738
165.4; 19.060; 0.400; 8.729; 8.738
165.6; 19.085; 0.400; 8.728; 8.738
165.8; 19.110; 0.400; 8.728; 8.737
166.0; 19.135; 0.400; 8.727; 8.737
166.2; 19.160; 0.400; 8.728; 8.737
166.4; 19.185; 0.400; 8.729; 8.738
166.6; 19.210; 0.399; 8.732; 8.741
166.8; 19.234; 0.396; 8.736; 8.745
167.0; 19.259; 0.392; 8.737; 8.746
167.2; 19.283; 0.391; 8.730; 8.739
167.4; 19.307; 0.400; 8.709; 8.718
167.6; 19.331; 0.420; 8.665; 8.675
167.8; 19.355; 0.392; 8.585; 8.594
168.0; 19.378; 0.379; 8.458; 8.467
168.2; 19.402; 0.358; 8.258; 8.266
168.4; 19.426; 0.326; 7.945; 7.951
168.6; 19.449; 0.282; 7.461; 7.466
168.8; 19.473; 0.227; 6.751; 6.755
169.0; 19.496; 0.166; 5.807; 5.810
169.2; 19.520; 0.110; 4.725; 4.726
169.4; 19.543; 0.066; 3.667; 3.667
169.6; 19.567; 0.037; 2.760; 2.760
169.8; 19.591; 0.020; 2.044; 2.044
170.0; 19.614; 0.011; 1.499; 1.499
170.2; 19.638; 0.006; 1.088; 1.088
170.4; 19.661; 0.003; 0.775; 0.775
170.6; 19.685; 0.001; 0.534; 0.534
170.8; 19.708; 0.001; 0.345; 0.345
171.0; 19.732; 0.000; 0.197; 0.197
171.2; 19.756; 0.000; 0.080; 0.080
171.4; 19.779; 0.000; -0.011; 0.011
171.6; 19.803; -0.000; -0.082; 0.082
171.8; 19.826; 0.000; -0.136; 0.136
172.0; 19.850; 0.000; -0.175; 0.175
172.2; 19.874; 0.000; -0.202; 0.202
172.4; 19.897; 0.000; -0.219; 0.219
172.6; 19.921; 0.000; -0.228; 0.228
172.8; 19.944; 0.000; -0.230; 0.230
173.0; 19.968; 0.000; -0.226; 0.226
173.2; 19.991; 0.000; -0.218; 0.218
173.4; 20.015; 0.000; -0.207; 0.207
173.6; 20.039; 0.000; -0.193; 0.193
173.8; 20.062; 0.000; -0.178; 0.178
174.0; 20.086; 0.000; -0.162; 0.162
174.2; 20.109; 0.000; -0.145; 0.145
174.4; 20.133; 0.000; -0.128; 0.128
174.6; 20.156; 0.000; -0.112; 0.112
174.8; 20.180; 0.000; -0.096; 0.096
175.0; 20.204; 0.000; -0.082; 0.082
175.2; 20.227; 0.000; -0.068; 0.068
175.4; 20.251; 0.000; -0.056; 0.056
175.6; 20.274; 0.000; -0.044; 0.044
175.8; 20.298; 0.000; -0.034; 0.034
176.0; 20.321; 0.000; -0.025; 0.025
176.2; 20.345; 0.000; -0.018; 0.018
176.4; 20.368; 0.000; -0.011; 0.011
176.6; 20.392; 0.000; -0.006; 0.006
176.8; 20.416; 0.000; -0.001; 0.001
177.0; 20.439; -0.000; 0.003; 0.003
177.2; 20.463; -0.000; 0.006; 0.006
177.4; 20.486; -0.000; 0.008; 0.008
177.6; 20.510; -0.000; 0.009; 0.009
177.8; 20.533; -0.000; 0.011; 0.011
178.0; 20.557; 0.000; 0.011; 0.011
178.2; 20.581; 0.000; 0.011; 0.011
178.4; 20.604; 0.000; 0.011; 0.011
178.6; 20.628; 0.000; 0.011; 0.011
178.8; 20.651; 0.000; 0.011; 0.011
179.0; 20.675; 0.000; 0.010; 0.010
179.2; 20.698; 0.000; 0.009; 0.009
179.4; 20.722; 0.000; 0.008; 0.008
179.6; 20.745; -0.000; 0.008; 0.008
179.8; 20.769; -0.000; 0.007; 0.007
180.0; 20.792; -0.000; 0.006; 0.006
180.2; 20.816; -0.000; 0.005; 0.005
180.4; 20.839; -0.000; 0.005; 0.005
180.6; 20.863; -0.000; 0.004; 0.004
180.8; 20.886; -0.000; 0.003; 0.003
181.0; 20.910; -0.000; 0.003; 0.003
181.2; 20.934; -0.000; 0.002; 0.002
181.4; 20.957; -0.000; 0.002; 0.002
181.6; 20.981; -0.000; 0.002; 0.002
181.8; 21.004; -0.000; 0.002; 0.002
182.0; 21.028; -0.000; 0.001; 0.001
182.2; 21.051; -0.000; 0.001; 0.001
182.4; 21.075; -0.000; 0.001; 0.001
182.6; 21.098; -0.000; 0.001; 0.001
182.8; 21.122; -0.000; 0.001; 0.001
183.0; 21.145; -0.000; 0.001; 0.001
183.2; 21.168; -0.000; 0.000; 0.000
183.4; 21.192; -0.000; 0.000; 0.000
183.6; 21.215; -0.000; -0.000; 0.000
183.8; 21.239; -0.000; -0.000; 0.000
184.0; 21.262; -0.000; -0.001; 0.001
184.2; 21.286; -0.000; -0.001; 0.001
184.4; 21.309; -0.000; -0.002; 0.002
184.6; 21.333; -0.000; -0.002; 0.002
184.8; 21.356; -0.000; -0.003; 0.003
185.0; 21.380; -0.000; -0.004; 0.004
185.2; 21.403; -0.000; -0.005; 0.005
185.4; 21.427; 0.000; -0.006; 0.006
185.6; 21.450; 0.000; -0.007; 0.007
185.8; 21.474; 0.000; -0.009; 0.009
186.0; 21.497; 0.000; -0.010; 0.010
186.2; 21.521; 0.000; -0.012; 0.012
186.4; 21.544; 0.000; -0.013; 0.013
186.6; 21.568; 0.000; -0.015; 0.015
186.8; 21.591; 0.000; -0.017; 0.017
187.0; 21.615; 0.000; -0.019; 0.019
187.2; 21.638; 0.000; -0.021; 0.021
187.4; 21.661; 0.000; -0.022; 0.022
187.6; 21.685; 0.000; -0.024; 0.024
187.8; 21.708; 0.000; -0.025; 0.025
188.0; 21.732; 0.000; -0.026; 0.026
188.2; 21.755; 0.000; -0.026; 0.026
188.4; 21.779; 0.000; -0.026; 0.026
188.6; 21.802; 0.000; -0.025; 0.025
188.8; 21.826; 0.000; -0.023; 0.023
189.0; 21.850; 0.000; -0.019; 0.019
189.2; 21.873; 0.000; -0.015; 0.015
189.4; 21.897; 0.000; -0.009; 0.009
189.6; 21.920; 0.000; -0.001; 0.001
189.8; 21.944; 0.000; 0.008; 0.008
190.0; 21.967; 0.000; 0.020; 0.020
190.2; 21.991; 0.000; 0.034; 0.034
190.4; 22.015; 0.000; 0.050; 0.050
190.6; 22.038; 0.000; 0.069; 0.069
190.8; 22.062; 0.000; 0.090; 0.090
191.0; 22.085; 0.000; 0.114; 0.114
191.2; 22.109; 0.000; 0.141; 0.141
191.4; 22.133; 0.000; 0.170; 0.170
191.6; 22.156; 0.000; 0.202; 0.202
191.8; 22.180; 0.000; 0.236; 0.236
192.0; 22.203; 0.000; 0.271; 0.271
192.2; 22.227; 0.000; 0.307; 0.307
192.4; 22.250; 0.000; 0.344; 0.344
192.6; 22.274; 0.000; 0.380; 0.380
192.8; 22.297; 0.000; 0.414; 0.414
193.0; 22.321; 0.000; 0.445; 0.445
193.2; 22.344; 0.000; 0.471; 0.471
193.4; 22.368; 0.000; 0.491; 0.491
193.6; 22.391; 0.001; 0.503; 0.503
193.8; 22.414; 0.001; 0.503; 0.503
194.0; 22.438; 0.001; 0.489; 0.489
194.2; 22.461; 0.001; 0.459; 0.459
194.4; 22.485; 0.000; 0.409; 0.409
194.6; 22.508; 0.000; 0.336; 0.336
194.8; 22.532; 0.000; 0.236; 0.236
195.0; 22.555; 0.000; 0.105; 0.105
195.2; 22.579; -0.000; -0.059; 0.059
195.4; 22.603; -0.000; -0.261; 0.261
195.6; 22.626; 0.000; -0.504; 0.504
195.8; 22.650; 0.000; -0.790; 0.790
196.0; 22.673; 0.001; -1.122; 1.122
196.2; 22.697; 0.003; -1.501; 1.501
196.4; 22.720; 0.005; -1.927; 1.927
196.6; 22.744; 0.008; -2.398; 2.398
196.8; 22.768; 0.013; -2.912; 2.912
197.0; 22.791; 0.019; -3.461; 3.461
197.2; 22.815; 0.028; -4.045; 4.045
197.4; 22.838; 0.039; -4.667; 4.667
197.6; 22.862; 0.053; -5.272; 5.272
197.8; 22.885; 0.071; -5.847; 5.847
198.0; 22.908; 0.092; -6.377; 6.377
198.2; 22.932; 0.115; -6.849; 6.850
198.4; 22.955; 0.142; -7.256; 7.257
198.6; 22.978; 0.169; -7.597; 7.599
198.8; 23.001; 0.198; -7.876; 7.878
199.0; 23.024; 0.227; -8.098; 8.101
199.2; 23.047; 0.255; -8.270; 8.274
199.4; 23.069; 0.282; -8.402; 8.406
199.6; 23.092; 0.306; -8.499; 8.505
199.8; 23.114; 0.328; -8.572; 8.579
200.0; 23.136; 0.346; -8.625; 8.632
200.2; 23.158; 0.362; -8.662; 8.669
200.4; 23.180; 0.375; -8.686; 8.694
200.6; 23.202; 0.385; -8.700; 8.709
200.8; 23.224; 0.393; -8.709; 8.718
201.0; 23.246; 0.397; -8.714; 8.723
201.2; 23.268; 0.398; -8.717; 8.726
201.4; 23.289; 0.399; -8.722; 8.731
201.6; 23.311; 0.400; -8.726; 8.735
201.8; 23.333; 0.401; -8.729; 8.738
202.0; 23.354; 0.401; -8.730; 8.739
202.2; 23.376; 0.400; -8.730; 8.740
202.4; 23.397; 0.400; -8.730; 8.739
202.6; 23.419; 0.400; -8.730; 8.739
202.8; 23.441; 0.399; -8.729; 8.738
203.0; 23.462; 0.399; -8.729; 8.738
203.2; 23.484; 0.400; -8.728; 8.738
203.4; 23.506; 0.400; -8.728; 8.737
203.6; 23.527; 0.400; -8.729; 8.738
203.8; 23.549; 0.400; -8.730; 8.739
204.0; 23.571; 0.400; -8.730; 8.739
204.2; 23.592; 0.399; -8.729; 8.739
204.4; 23.614; 0.400; -8.729; 8.738
204.6; 23.636; 0.400; -8.729; 8.738
204.8; 23.658; 0.400; -8.729; 8.738
205.0; 23.680; 0.400; -8.729; 8.738
205.2; 23.702; 0.400; -8.729; 8.738
205.4; 23.724; 0.400; -8.729; 8.738
205.6; 23.746; 0.400; -8.729; 8.738
205.8; 23.768; 0.400; -8.729; 8.738
206.0; 23.790; 0.400; -8.728; 8.738
206.2; 23.812; 0.400; -8.728; 8.737
206.4; 23.834; 0.400; -8.728; 8.737
206.6; 23.856; 0.401; -8.728; 8.737
206.8; 23.878; 0.400; -8.729; 8.738
207.0; 23.900; 0.400; -8.731; 8.740
207.2; 23.922; 0.398; -8.733; 8.743
207.4; 23.944; 0.394; -8.736; 8.745
207.6; 23.967; 0.392; -8.734; 8.743
207.8; 23.989; 0.393; -8.725; 8.734
208.0; 24.011; 0.404; -8.703; 8.713
208.2; 24.033; 0.416; -8.663; 8.673
208.4; 24.055; 0.392; -8.595; 8.604
208.6; 24.077; 0.381; -8.492; 8.500
208.8; 24.100; 0.364; -8.337; 8.345
209.0; 24.122; 0.339; -8.105; 8.112
209.2; 24.144; 0.304; -7.764; 7.769
209.4; 24.166; 0.261; -7.274; 7.279
209.6; 24.188; 0.210; -6.615; 6.619
209.8; 24.210; 0.158; -5.813; 5.815
210.0; 24.232; 0.111; -4.955; 4.956
210.2; 24.255; 0.074; -4.156; 4.157
210.4; 24.277; 0.049; -3.497; 3.498
210.6; 24.299; 0.033; -3.006; 3.006
210.8; 24.321; 0.024; -2.675; 2.675
211.0; 24.343; 0.018; -2.479; 2.479
211.2; 24.364; 0.015; -2.396; 2.396
211.4; 24.386; 0.014; -2.403; 2.403
211.6; 24.408; 0.014; -2.486; 2.486
211.8; 24.430; 0.015; -2.631; 2.631
212.0; 24.452; 0.016; -2.828; 2.828
212.2; 24.474; 0.019; -3.068; 3.068
212.4; 24.496; 0.022; -3.341; 3.341
212.6; 24.518; 0.026; -3.642; 3.642
212.8; 24.540; 0.031; -3.964; 3.965
213.0; 24.562; 0.037; -4.290; 4.290
213.2; 24.584; 0.044; -4.598; 4.598
213.4; 24.606; 0.052; -4.878; 4.879
213.6; 24.628; 0.060; -5.119; 5.119
213.8; 24.650; 0.068; -5.310; 5.310
214.0; 24.672; 0.074; -5.442; 5.443
214.2; 24.694; 0.080; -5.510; 5.510
214.4; 24.716; 0.083; -5.506; 5.506
214.6; 24.738; 0.083; -5.427; 5.427
214.8; 24.761; 0.081; -5.270; 5.271
215.0; 24.783; 0.076; -5.045; 5.046
215.2; 24.805; 0.070; -4.770; 4.770
215.4; 24.827; 0.061; -4.457; 4.457
215.6; 24.849; 0.053; -4.123; 4.124
215.8; 24.872; 0.044; -3.788; 3.788
216.0; 24.894; 0.037; -3.467; 3.467
216.2; 24.916; 0.030; -3.175; 3.175
216.4; 24.939; 0.025; -2.922; 2.922
216.6; 24.961; 0.021; -2.716; 2.716
216.8; 24.983; 0.018; -2.561; 2.561
217.0; 25.006; 0.016; -2.459; 2.459
217.2; 25.028; 0.015; -2.409; 2.409
217.4; 25.051; 0.014; -2.410; 2.411
217.6; 25.073; 0.014; -2.460; 2.460
217.8; 25.095; 0.014; -2.554; 2.554
218.0; 25.118; 0.015; -2.687; 2.687
218.2; 25.140; 0.017; -2.853; 2.853
218.4; 25.163; 0.019; -3.046; 3.046
218.6; 25.186; 0.022; -3.259; 3.259
218.8; 25.208; 0.025; -3.484; 3.484
219.0; 25.231; 0.029; -3.712; 3.712
219.2; 25.253; 0.033; -3.929; 3.930
219.4; 25.276; 0.037; -4.125; 4.125
219.6; 25.299; 0.041; -4.292; 4.292
219.8; 25.321; 0.045; -4.423; 4.423
220.0; 25.344; 0.049; -4.515; 4.516
220.2; 25.367; 0.051; -4.577; 4.577
220.4; 25.390; 0.053; -4.616; 4.617
220.6; 25.412; 0.055; -4.641; 4.641
220.8; 25.435; 0.056; -4.655; 4.655
221.0; 25.458; 0.056; -4.663; 4.663
221.2; 25.481; 0.056; -4.668; 4.669
221.4; 25.503; 0.057; -4.672; 4.673
221.6; 25.526; 0.057; -4.675; 4.675
221.8; 25.549; 0.057; -4.674; 4.675
222.0; 25.572; 0.057; -4.665; 4.666
222.2; 25.594; 0.056; -4.642; 4.642
222.4; 25.617; 0.056; -4.598; 4.598
222.6; 25.640; 0.055; -4.527; 4.528
222.8; 25.663; 0.053; -4.426; 4.427
223.0; 25.686; 0.050; -4.296; 4.296
223.2; 25.708; 0.047; -4.144; 4.144
223.4; 25.731; 0.044; -3.978; 3.978
223.6; 25.754; 0.040; -3.804; 3.804
223.8; 25.777; 0.036; -3.627; 3.627
224.0; 25.800; 0.033; -3.454; 3.454
224.2; 25.823; 0.029; -3.287; 3.288
224.4; 25.845; 0.026; -3.130; 3.130
224.6; 25.868; 0.024; -2.984; 2.984
224.8; 25.891; 0.021; -2.847; 2.847
225.0; 25.914; 0.019; -2.720; 2.720
225.2; 25.937; 0.018; -2.602; 2.602
225.4; 25.960; 0.016; -2.493; 2.493
225.6; 25.982; 0.015; -2.392; 2.392
225.8; 26.005; 0.013; -2.302; 2.302
226.0; 26.028; 0.012; -2.223; 2.223
226.2; 26.051; 0.011; -2.154; 2.154
226.4; 26.074; 0.011; -2.094; 2.094
226.6; 26.097; 0.010; -2.043; 2.043
226.8; 26.120; 0.010; -1.999; 1.999
227.0; 26.143; 0.009; -1.961; 1.961
227.2; 26.165; 0.009; -1.928; 1.928
227.4; 26.188; 0.009; -1.899; 1.899
227.6; 26.211; 0.008; -1.878; 1.878
227.8; 26.234; 0.008; -1.865; 1.865
228.0; 26.257; 0.008; -1.862; 1.862
228.2; 26.280; 0.008; -1.871; 1.871
228.4; 26.303; 0.008; -1.892; 1.892
228.6; 26.326; 0.008; -1.925; 1.925
228.8; 26.349; 0.008; -1.968; 1.969
229.0; 26.372; 0.009; -2.021; 2.021
229.2; 26.395; 0.009; -2.080; 2.080
229.4; 26.418; 0.010; -2.141; 2.141
229.6; 26.441; 0.010; -2.200; 2.200
229.8; 26.464; 0.011; -2.252; 2.252
230.0; 26.487; 0.011; -2.291; 2.291
230.2; 26.510; 0.012; -2.310; 2.310
230.4; 26.533; 0.012; -2.306; 2.306
230.6; 26.556; 0.012; -2.274; 2.274
230.8; 26.579; 0.012; -2.214; 2.214
231.0; 26.602; 0.011; -2.131; 2.131
231.2; 26.625; 0.010; -2.027; 2.027
231.4; 26.648; 0.009; -1.908; 1.908
231.6; 26.671; 0.008; -1.778; 1.778
231.8; 26.695; 0.007; -1.642; 1.642
232.0; 26.718; 0.006; -1.503; 1.503
232.2; 26.741; 0.005; -1.365; 1.365
232.4; 26.764; 0.004; -1.230; 1.230
232.6; 26.787; 0.003; -1.099; 1.099
232.8; 26.810; 0.003; -0.976; 0.976
233.0; 26.833; 0.002; -0.861; 0.861
233.2; 26.856; 0.002; -0.755; 0.755
233.4; 26.880; 0.001; -0.660; 0.660
233.6; 26.903; 0.001; -0.576; 0.576
233.8; 26.926; 0.001; -0.502; 0.502
234.0; 26.949; 0.001; -0.439; 0.439
234.2; 26.972; 0.000; -0.387; 0.387
234.4; 26.996; 0.000; -0.344; 0.344
234.6; 27.019; 0.000; -0.310; 0.310
234.8; 27.042; 0.000; -0.284; 0.284
235.0; 27.065; 0.000; -0.264; 0.264
235.2; 27.089; 0.000; -0.249; 0.249
235.4; 27.112; 0.000; -0.239; 0.239
235.6; 27.135; 0.000; -0.231; 0.231
235.8; 27.159; 0.000; -0.226; 0.226
236.0; 27.182; 0.000; -0.221; 0.221
236.2; 27.205; 0.000; -0.218; 0.218
236.4; 27.228; 0.000; -0.214; 0.214
236.6; 27.252; 0.000; -0.210; 0.210
236.8; 27.275; 0.000; -0.206; 0.206
237.0; 27.299; 0.000; -0.200; 0.200
237.2; 27.322; 0.000; -0.195; 0.195
237.4; 27.345; 0.000; -0.188; 0.188
237.6; 27.369; 0.000; -0.180; 0.180
237.8; 27.392; 0.000; -0.172; 0.172
238.0; 27.415; 0.000; -0.162; 0.162
238.2; 27.439; 0.000; -0.152; 0.152
238.4; 27.462; 0.000; -0.141; 0.141
238.6; 27.486; 0.000; -0.129; 0.129
238.8; 27.509; 0.000; -0.117; 0.117
239.0; 27.533; 0.000; -0.105; 0.105
239.2; 27.556; 0.000; -0.092; 0.092
239.4; 27.580; 0.000; -0.080; 0.080
239.6; 27.603; 0.000; -0.069; 0.069
239.8; 27.627; 0.000; -0.058; 0.058
240.0; 27.650; 0.000; -0.048; 0.048
240.2; 27.674; 0.000; -0.038; 0.038
240.4; 27.697; 0.000; -0.029; 0.029
240.6; 27.721; 0.000; -0.021; 0.021
240.8; 27.744; 0.000; -0.014; 0.014
241.0; 27.768; 0.000; -0.008; 0.008
241.2; 27.791; 0.000; -0.003; 0.003
241.4; 27.815; 0.000; 0.002; 0.002
241.6; 27.839; 0.000; 0.005; 0.005
241.8; 27.862; 0.000; 0.008; 0.008
242.0; 27.886; 0.000; 0.010; 0.010
242.2; 27.909; 0.000; 0.010; 0.010
242.4; 27.933; 0.000; 0.010; 0.010
242.6; 27.957; 0.000; 0.008; 0.008
242.8; 27.980; 0.000; 0.006; 0.006
243.0; 28.004; 0.000; 0.002; 0.002
243.2; 28.028; 0.000; -0.003; 0.003
243.4; 28.051; 0.000; -0.009; 0.009
243.6; 28.075; 0.000; -0.016; 0.016
243.8; 28.099; 0.000; -0.025; 0.025
244.0; 28.122; 0.000; -0.036; 0.036
244.2; 28.146; 0.000; -0.048; 0.048
244.4; 28.170; 0.000; -0.061; 0.061
244.6; 28.193; 0.000; -0.076; 0.076
244.8; 28.217; 0.000; -0.092; 0.092
245.0; 28.241; 0.000; -0.109; 0.109
245.2; 28.264; 0.000; -0.128; 0.128
245.4; 28.288; 0.000; -0.147; 0.147
245.6; 28.312; 0.000; -0.168; 0.168
245.8; 28.335; 0.000; -0.189; 0.189
246.0; 28.359; 0.000; -0.211; 0.211
246.2; 28.383; 0.000; -0.232; 0.232
246.4; 28.406; 0.000; -0.253; 0.253
246.6; 28.430; 0.000; -0.272; 0.272
246.8; 28.453; 0.000; -0.290; 0.290
247.0; 28.477; 0.000; -0.305; 0.305
247.2; 28.500; 0.000; -0.317; 0.317
247.4; 28.524; 0.000; -0.324; 0.324
247.6; 28.548; 0.000; -0.326; 0.326
247.8; 28.571; 0.000; -0.323; 0.323
248.0; 28.595; 0.000; -0.313; 0.313
248.2; 28.618; 0.000; -0.297; 0.297
248.4; 28.642; 0.000; -0.276; 0.276
248.6; 28.665; 0.000; -0.251; 0.251
248.8; 28.689; 0.000; -0.222; 0.222
249.0; 28.712; 0.000; -0.191; 0.191
249.2; 28.736; 0.000; -0.159; 0.159
249.4; 28.759; 0.000; -0.126; 0.126
249.6; 28.782; 0.000; -0.094; 0.094
249.8; 28.806; 0.000; -0.063; 0.063
250.0; 28.829; 0.000; -0.034; 0.034
250.2; 28.853; 0.000; -0.009; 0.009
250.4; 28.876; -0.000; 0.013; 0.013
250.6; 28.899; -0.000; 0.030; 0.030
250.8; 28.923; 0.000; 0.041; 0.041
251.0; 28.946; 0.000; 0.047; 0.047
251.2; 28.970; 0.000; 0.045; 0.045
251.4; 28.993; 0.000; 0.035; 0.035
251.6; 29.016; 0.000; 0.017; 0.017
251.8; 29.039; -0.000; -0.011; 0.011
252.0; 29.063; -0.000; -0.049; 0.049
252.2; 29.086; 0.000; -0.098; 0.098
252.4; 29.109; 0.000; -0.160; 0.160
252.6; 29.133; 0.000; -0.233; 0.233
252.8; 29.156; 0.000; -0.320; 0.320
253.0; 29.179; 0.000; -0.421; 0.421
253.2; 29.202; 0.000; -0.535; 0.535
253.4; 29.225; 0.001; -0.662; 0.662
253.6; 29.249; 0.001; -0.802; 0.802
253.8; 29.272; 0.001; -0.955; 0.955
254.0; 29.295; 0.002; -1.118; 1.118
254.2; 29.318; 0.003; -1.290; 1.290
254.4; 29.341; 0.004; -1.469; 1.469
254.6; 29.364; 0.005; -1.652; 1.652
254.8; 29.388; 0.006; -1.835; 1.835
255.0; 29.411; 0.007; -2.014; 2.014
255.2; 29.434; 0.009; -2.184; 2.184
255.4; 29.457; 0.011; -2.341; 2.341
255.6; 29.480; 0.012; -2.479; 2.479
255.8; 29.503; 0.014; -2.594; 2.594
256.0; 29.526; 0.015; -2.682; 2.682
256.2; 29.549; 0.016; -2.743; 2.743
256.4; 29.572; 0.017; -2.781; 2.781
256.6; 29.595; 0.018; -2.799; 2.800
256.8; 29.618; 0.018; -2.802; 2.802
257.0; 29.641; 0.018; -2.792; 2.792
257.2; 29.664; 0.018; -2.771; 2.772
257.4; 29.687; 0.018; -2.742; 2.742
257.6; 29.710; 0.018; -2.703; 2.704
257.8; 29.733; 0.017; -2.655; 2.656
258.0; 29.756; 0.016; -2.596; 2.596
258.2; 29.779; 0.016; -2.524; 2.524
258.4; 29.801; 0.015; -2.437; 2.437
258.6; 29.824; 0.014; -2.334; 2.334
258.8; 29.847; 0.013; -2.215; 2.215
259.0; 29.870; 0.011; -2.085; 2.085
259.2; 29.892; 0.010; -1.951; 1.951
259.4; 29.915; 0.009; -1.819; 1.819
259.6; 29.938; 0.008; -1.699; 1.699
259.8; 29.960; 0.007; -1.599; 1.599
260.0; 29.983; 0.006; -1.525; 1.525
260.2; 30.005; 0.005; -1.486; 1.486
260.4; 30.028; 0.005; -1.487; 1.487
260.6; 30.050; 0.005; -1.535; 1.535
260.8; 30.073; 0.005; -1.634; 1.634
261.0; 30.095; 0.006; -1.787; 1.787
261.2; 30.118; 0.007; -1.998; 1.998
261.4; 30.140; 0.009; -2.268; 2.268
261.6; 30.163; 0.012; -2.596; 2.596
261.8; 30.185; 0.015; -2.979; 2.979
262.0; 30.208; 0.020; -3.412; 3.413
262.2; 30.230; 0.027; -3.890; 3.890
262.4; 30.253; 0.036; -4.408; 4.408
262.6; 30.275; 0.047; -4.969; 4.969
262.8; 30.297; 0.061; -5.516; 5.516
263.0; 30.320; 0.079; -6.039; 6.040
263.2; 30.342; 0.099; -6.524; 6.525
263.4; 30.365; 0.123; -6.957; 6.958
263.6; 30.387; 0.148; -7.333; 7.335
263.8; 30.409; 0.175; -7.650; 7.652
264.0; 30.432; 0.203; -7.911; 7.914
264.2; 30.454; 0.231; -8.120; 8.124
264.4; 30.477; 0.258; -8.285; 8.289
264.6; 30.499; 0.284; -8.411; 8.416
264.8; 30.521; 0.308; -8.506; 8.511
265.0; 30.544; 0.329; -8.577; 8.583
265.2; 30.566; 0.348; -8.629; 8.636
265.4; 30.588; 0.363; -8.664; 8.672
265.6; 30.610; 0.376; -8.688; 8.696
265.8; 30.633; 0.386; -8.702; 8.711
266.0; 30.655; 0.393; -8.710; 8.719
266.2; 30.677; 0.397; -8.715; 8.724
266.4; 30.699; 0.398; -8.718; 8.727
266.6; 30.722; 0.399; -8.723; 8.732
266.8; 30.744; 0.400; -8.727; 8.736
267.0; 30.766; 0.401; -8.729; 8.738
267.2; 30.788; 0.401; -8.730; 8.739
267.4; 30.810; 0.400; -8.730; 8.739
267.6; 30.832; 0.400; -8.730; 8.739
267.8; 30.854; 0.400; -8.729; 8.738
268.0; 30.876; 0.400; -8.729; 8.738
268.2; 30.898; 0.400; -8.729; 8.738
268.4; 30.920; 0.400; -8.729; 8.738
268.6; 30.942; 0.400; -8.729; 8.738
268.8; 30.964; 0.400; -8.729; 8.738
269.0; 30.986; 0.400; -8.730; 8.739
269.2; 31.007; 0.399; -8.730; 8.739
269.4; 31.029; 0.399; -8.729; 8.738
269.6; 31.051; 0.400; -8.729; 8.738
269.8; 31.072; 0.400; -8.729; 8.738
270.0; 31.093; 0.400; -8.729; 8.738
270.2; 31.115; 0.400; -8.730; 8.739
270.4; 31.136; 0.400; -8.730; 8.739
270.6; 31.157; 0.399; -8.729; 8.739
270.8; 31.178; 0.400; -8.729; 8.738
271.0; 31.199; 0.400; -8.729; 8.738
271.2; 31.220; 0.400; -8.729; 8.738
271.4; 31.240; 0.400; -8.729; 8.738
271.6; 31.261; 0.400; -8.729; 8.738
271.8; 31.282; 0.400; -8.729; 8.738
272.0; 31.302; 0.400; -8.729; 8.738
272.2; 31.323; 0.400; -8.729; 8.738
272.4; 31.343; 0.400; -8.729; 8.738
272.6; 31.364; 0.400; -8.729; 8.738
272.8; 31.384; 0.400; -8.729; 8.738
273.0; 31.405; 0.400; -8.729; 8.738
273.2; 31.426; 0.400; -8.729; 8.738
273.4; 31.447; 0.400; -8.728; 8.737
273.6; 31.469; 0.400; -8.728; 8.737
273.8; 31.490; 0.400; -8.727; 8.736
274.0; 31.512; 0.401; -8.727; 8.737
274.2; 31.534; 0.400; -8.729; 8.738
274.4; 31.556; 0.400; -8.731; 8.740
274.6; 31.578; 0.398; -8.734; 8.743
274.8; 31.600; 0.394; -8.737; 8.746
275.0; 31.622; 0.391; -8.735; 8.744
275.2; 31.645; 0.393; -8.724; 8.733
275.4; 31.667; 0.406; -8.699; 8.708
275.6; 31.690; 0.415; -8.650; 8.660
275.8; 31.712; 0.390; -8.567; 8.576
276.0; 31.735; 0.377; -8.437; 8.445
276.2; 31.758; 0.355; -8.235; 8.242
276.4; 31.781; 0.324; -7.921; 7.927
276.6; 31.803; 0.280; -7.442; 7.447
276.8; 31.826; 0.226; -6.746; 6.749
277.0; 31.849; 0.167; -5.824; 5.826
277.2; 31.872; 0.111; -4.763; 4.764
277.4; 31.895; 0.067; -3.719; 3.720
277.6; 31.919; 0.038; -2.815; 2.816
277.8; 31.942; 0.021; -2.095; 2.095
278.0; 31.965; 0.011; -1.544; 1.544
278.2; 31.988; 0.006; -1.127; 1.127
278.4; 32.011; 0.003; -0.810; 0.810
278.6; 32.035; 0.002; -0.565; 0.565
278.8; 32.058; 0.001; -0.374; 0.374
279.0; 32.081; 0.000; -0.224; 0.224
279.2; 32.104; 0.000; -0.106; 0.106
279.4; 32.127; 0.000; -0.014; 0.014
