# s_m; t_s; ax_mps2; ay_mps2; atot_mps2
279.6; 32.151; -0.000; 0.058; 0.058
279.8; 32.174; -0.000; 0.112; 0.112
280.0; 32.197; 0.000; 0.151; 0.151
280.2; 32.220; 0.000; 0.178; 0.178
280.4; 32.243; 0.000; 0.195; 0.195
280.6; 32.267; 0.000; 0.203; 0.203
280.8; 32.290; 0.000; 0.205; 0.205
281.0; 32.313; 0.000; 0.200; 0.200
281.2; 32.337; 0.000; 0.192; 0.192
281.4; 32.360; 0.000; 0.180; 0.180
281.6; 32.383; 0.000; 0.165; 0.165
281.8; 32.407; 0.000; 0.150; 0.150
282.0; 32.430; 0.000; 0.134; 0.134
282.2; 32.453; 0.000; 0.118; 0.118
282.4; 32.477; 0.000; 0.103; 0.103
282.6; 32.500; 0.000; 0.089; 0.089
282.8; 32.523; 0.000; 0.077; 0.077
283.0; 32.547; 0.000; 0.068; 0.068
283.2; 32.570; 0.000; 0.061; 0.061
283.4; 32.594; 0.000; 0.057; 0.057
283.6; 32.617; 0.000; 0.056; 0.056
283.8; 32.641; 0.000; 0.059; 0.059
284.0; 32.664; 0.000; 0.066; 0.066
284.2; 32.688; 0.000; 0.077; 0.077
284.4; 32.711; 0.000; 0.092; 0.092
284.6; 32.735; 0.000; 0.111; 0.111
284.8; 32.759; 0.000; 0.134; 0.134
285.0; 32.782; 0.000; 0.161; 0.161
285.2; 32.806; 0.000; 0.191; 0.191
285.4; 32.830; 0.000; 0.225; 0.225
285.6; 32.853; 0.000; 0.262; 0.262
285.8; 32.877; 0.000; 0.302; 0.302
286.0; 32.901; 0.000; 0.343; 0.343
286.2; 32.924; 0.000; 0.385; 0.385
286.4; 32.948; 0.000; 0.426; 0.426
286.6; 32.972; 0.000; 0.466; 0.466
286.8; 32.996; 0.000; 0.502; 0.502
287.0; 33.019; 0.001; 0.533; 0.533
287.2; 33.043; 0.001; 0.556; 0.556
287.4; 33.067; 0.001; 0.568; 0.568
287.6; 33.091; 0.001; 0.567; 0.567
287.8; 33.115; 0.001; 0.550; 0.550
288.0; 33.139; 0.001; 0.513; 0.513
288.2; 33.162; 0.001; 0.452; 0.452
288.4; 33.186; 0.000; 0.363; 0.363
288.6; 33.210; 0.000; 0.242; 0.242
288.8; 33.234; 0.000; 0.084; 0.084
289.0; 33.258; -0.000; -0.114; 0.114
289.2; 33.282; -0.000; -0.357; 0.357
289.4; 33.306; 0.000; -0.648; 0.648
289.6; 33.330; 0.001; -0.990; 0.990
289.8; 33.354; 0.002; -1.386; 1.386
290.0; 33.378; 0.004; -1.835; 1.835
290.2; 33.402; 0.007; -2.338; 2.338
290.4; 33.426; 0.012; -2.889; 2.889
290.6; 33.449; 0.019; -3.483; 3.483
290.8; 33.473; 0.028; -4.119; 4.119
291.0; 33.497; 0.040; -4.794; 4.795
291.2; 33.521; 0.056; -5.443; 5.443
291.4; 33.545; 0.076; -6.052; 6.053
291.6; 33.569; 0.100; -6.601; 6.602
291.8; 33.593; 0.127; -7.074; 7.075
292.0; 33.617; 0.156; -7.463; 7.465
292.2; 33.641; 0.186; -7.767; 7.770
292.4; 33.664; 0.216; -7.990; 7.992
292.6; 33.688; 0.243; -8.134; 8.137
292.8; 33.712; 0.265; -8.203; 8.207
293.0; 33.736; 0.281; -8.192; 8.197
293.2; 33.760; 0.287; -8.087; 8.092
293.4; 33.784; 0.281; -7.865; 7.870
293.6; 33.808; 0.178; -7.482; 7.484
293.8; 33.832; -4.458; -6.968; 8.272
294.0; 33.857; -4.432; -6.938; 8.233
294.2; 33.882; -4.387; -6.954; 8.222
294.4; 33.907; -4.375; -6.951; 8.213
294.6; 33.933; -4.395; -6.926; 8.203
294.8; 33.960; -4.431; -6.890; 8.192
295.0; 33.987; -4.468; -6.858; 8.185
295.2; 34.014; -4.489; -6.842; 8.183
295.4; 34.043; -4.480; -6.855; 8.189
295.6; 34.071; -4.429; -6.907; 8.205
295.8; 34.101; -4.333; -6.999; 8.231
296.0; 34.131; -4.193; -7.128; 8.269
296.2; 34.162; -4.016; -7.285; 8.319
296.4; 34.193; -3.810; -7.461; 8.377
296.6; 34.225; -3.586; -7.643; 8.442
296.8; 34.257; -3.355; -7.820; 8.509
297.0; 34.290; -3.124; -7.983; 8.572
297.2; 34.323; -2.902; -8.126; 8.628
297.4; 34.355; -2.696; -8.242; 8.672
297.6; 34.388; -2.515; -8.328; 8.699
297.8; 34.421; -2.379; -8.377; 8.708
298.0; 34.453; -2.402; -8.376; 8.714
298.2; 34.485; -2.518; -8.338; 8.710
298.4; 34.516; -2.640; -8.289; 8.699
298.6; 34.547; -2.763; -8.232; 8.683
298.8; 34.577; -2.884; -8.171; 8.665
299.0; 34.607; -2.259; -8.240; 8.544
299.2; 34.636; -1.652; -8.344; 8.506
299.4; 34.664; -1.043; -8.471; 8.535
299.6; 34.693; -0.506; -8.602; 8.617
299.8; 34.722; -0.088; -8.722; 8.723
300.0; 34.751; 0.173; -8.816; 8.817
300.2; 34.780; 0.196; -8.852; 8.854
300.4; 34.810; 0.115; -8.860; 8.860
300.6; 34.840; 0.027; -8.862; 8.862
300.8; 34.870; -0.067; -8.858; 8.859
301.0; 34.901; -0.166; -8.846; 8.848
301.2; 34.931; -0.262; -8.826; 8.830
301.4; 34.961; -0.273; -8.819; 8.823
301.6; 34.991; -0.184; -8.824; 8.826
301.8; 35.021; -0.072; -8.816; 8.816
302.0; 35.050; 0.054; -8.788; 8.789
302.2; 35.078; 0.187; -8.739; 8.741
302.4; 35.106; 0.321; -8.671; 8.677
302.6; 35.134; 0.448; -8.591; 8.603
302.8; 35.161; 0.564; -8.507; 8.525
303.0; 35.190; 0.664; -8.426; 8.452
303.2; 35.221; 0.745; -8.357; 8.390
303.4; 35.254; 0.802; -8.308; 8.346
303.6; 35.289; 0.834; -8.281; 8.323
303.8; 35.326; 0.843; -8.276; 8.319
304.0; 35.364; 0.835; -8.288; 8.330
304.2; 35.403; 0.813; -8.312; 8.352
304.4; 35.443; 0.784; -8.343; 8.380
304.6; 35.483; 0.801; -8.321; 8.359
304.8; 35.522; 0.886; -8.234; 8.281
305.0; 35.562; 1.047; -8.072; 8.139
305.2; 35.601; 1.280; -7.828; 7.932
305.4; 35.640; 1.560; -7.515; 7.675
305.6; 35.678; 1.852; -7.166; 7.402
305.8; 35.715; 2.128; -6.815; 7.140
306.0; 35.752; 2.377; -6.480; 6.903
306.2; 35.788; 2.603; -6.163; 6.690
306.4; 35.824; 2.811; -5.858; 6.497
306.6; 35.859; 3.005; -5.562; 6.322
306.8; 35.893; 3.186; -5.275; 6.163
307.0; 35.926; 3.355; -4.999; 6.021
307.2; 35.959; 3.509; -4.738; 5.896
307.4; 35.992; 3.649; -4.493; 5.788
307.6; 36.023; 3.773; -4.269; 5.697
307.8; 36.054; 3.881; -4.068; 5.622
308.0; 36.084; 3.973; -3.892; 5.561
308.2; 36.114; 4.048; -3.745; 5.514
308.4; 36.143; 4.105; -3.629; 5.479
308.6; 36.171; 4.143; -3.548; 5.455
308.8; 36.199; 4.162; -3.506; 5.442
309.0; 36.226; 4.159; -3.507; 5.440
309.2; 36.253; 4.132; -3.555; 5.451
309.4; 36.279; 4.080; -3.653; 5.477
309.6; 36.305; 4.002; -3.803; 5.520
309.8; 36.330; 3.895; -4.003; 5.586
310.0; 36.355; 3.763; -4.249; 5.676
310.2; 36.380; 3.609; -4.528; 5.790
310.4; 36.404; 3.443; -4.820; 5.924
310.6; 36.428; 3.278; -5.101; 6.063
310.8; 36.452; 3.132; -5.337; 6.189
311.0; 36.475; 3.028; -5.497; 6.275
311.2; 36.498; 2.979; -5.544; 6.293
311.4; 36.522; 0.070; -5.630; 5.631
311.6; 36.545; 0.079; -5.649; 5.650
311.8; 36.568; 0.084; -5.434; 5.435
312.0; 36.592; 0.079; -4.932; 4.933
312.2; 36.615; 0.064; -4.119; 4.119
312.4; 36.639; 0.042; -3.015; 3.015
312.6; 36.663; 0.020; -1.708; 1.708
312.8; 36.687; 0.005; -0.304; 0.304
313.0; 36.711; -0.003; 1.113; 1.113
313.2; 36.735; -0.001; 2.478; 2.478
313.4; 36.759; 0.010; 3.720; 3.720
313.6; 36.783; 0.028; 4.816; 4.817
313.8; 36.808; 0.053; 5.751; 5.751
314.0; 36.832; 0.084; 6.519; 6.519
314.2; 36.856; 0.118; 7.127; 7.128
314.4; 36.880; 0.156; 7.593; 7.595
314.6; 36.904; 0.194; 7.941; 7.944
314.8; 36.928; 0.231; 8.195; 8.199
315.0; 36.952; 0.267; 8.376; 8.380
315.2; 36.976; 0.299; 8.499; 8.504
315.4; 37.000; 0.326; 8.585; 8.592
315.6; 37.024; 0.349; 8.642; 8.649
315.8; 37.048; 0.368; 8.677; 8.685
316.0; 37.072; 0.382; 8.697; 8.705
316.2; 37.096; 0.392; 8.707; 8.716
316.4; 37.120; 0.396; 8.711; 8.720
316.6; 37.144; 0.398; 8.716; 8.725
316.8; 37.168; 0.401; 8.721; 8.731
317.0; 37.192; 0.402; 8.727; 8.737
317.2; 37.216; 0.400; 8.735; 8.744
317.4; 37.240; 0.393; 8.745; 8.754
317.6; 37.264; 0.379; 8.759; 8.768
317.8; 37.288; 0.358; 8.775; 8.782
318.0; 37.312; 0.332; 8.790; 8.796
318.2; 37.336; 0.302; 8.803; 8.809
318.4; 37.360; 0.271; 8.816; 8.820
318.6; 37.384; 0.239; 8.826; 8.829
318.8; 37.408; 0.208; 8.834; 8.837
319.0; 37.433; 0.178; 8.841; 8.843
319.2; 37.457; 0.152; 8.846; 8.847
319.4; 37.481; 0.128; 8.849; 8.850
319.6; 37.505; 0.107; 8.851; 8.852
319.8; 37.529; 0.088; 8.852; 8.852
320.0; 37.554; 0.073; 8.852; 8.853
320.2; 37.578; 0.061; 8.852; 8.852
320.4; 37.602; 0.051; 8.852; 8.852
320.6; 37.626; 0.044; 8.851; 8.851
320.8; 37.651; 0.038; 8.850; 8.850
321.0; 37.675; 0.035; 8.849; 8.849
321.2; 37.699; 0.034; 8.848; 8.848
321.4; 37.724; 0.035; 8.847; 8.847
321.6; 37.748; 0.037; 8.846; 8.846
321.8; 37.772; 0.041; 8.844; 8.845
322.0; 37.797; 0.047; 8.843; 8.843
322.2; 37.821; 0.054; 8.841; 8.842
322.4; 37.845; 0.063; 8.839; 8.840
322.6; 37.869; 0.073; 8.837; 8.837
322.8; 37.893; 0.085; 8.834; 8.835
323.0; 37.916; 0.099; 8.831; 8.832
323.2; 37.939; 0.113; 8.827; 8.828
323.4; 37.961; 0.129; 8.824; 8.825
323.6; 37.983; 0.146; 8.820; 8.822
323.8; 38.004; 0.162; 8.818; 8.819
324.0; 38.023; 0.178; 8.816; 8.818
324.2; 38.042; 0.193; 8.815; 8.817
324.4; 38.060; 0.206; 8.812; 8.815
324.6; 38.078; 0.220; 8.807; 8.810
324.8; 38.094; 0.233; 8.802; 8.805
325.0; 38.110; 0.246; 8.796; 8.799
325.2; 38.127; 0.260; 8.789; 8.793
325.4; 38.144; 0.276; 8.781; 8.786
325.6; 38.163; 0.294; 8.772; 8.776
325.8; 38.185; 0.316; 8.760; 8.766
326.0; 38.207; 0.342; 8.746; 8.753
326.2; 38.232; 0.371; 8.730; 8.738
326.4; 38.257; 0.405; 8.711; 8.721
326.6; 38.284; 0.442; 8.690; 8.701
326.8; 38.310; 0.483; 8.665; 8.678
327.0; 38.337; 0.526; 8.636; 8.652
327.2; 38.364; 0.572; 8.605; 8.624
327.4; 38.391; 0.621; 8.570; 8.593
327.6; 38.417; 0.670; 8.534; 8.560
327.8; 38.443; 0.719; 8.495; 8.526
328.0; 38.469; 0.768; 8.456; 8.491
328.2; 38.494; 0.815; 8.417; 8.457
328.4; 38.519; 0.858; 8.381; 8.425
328.6; 38.543; 0.896; 8.349; 8.397
328.8; 38.568; 0.926; 8.324; 8.376
329.0; 38.592; 0.947; 8.308; 8.361
329.2; 38.616; 0.958; 8.300; 8.355
329.4; 38.640; 0.959; 8.300; 8.356
329.6; 38.664; 0.953; 8.307; 8.361
329.8; 38.688; 0.942; 8.315; 8.369
330.0; 38.712; 0.932; 8.319; 8.371
330.2; 38.736; 0.931; 8.310; 8.362
330.4; 38.760; 0.950; 8.277; 8.331
330.6; 38.784; 1.003; 8.203; 8.264
330.8; 38.807; 1.110; 8.065; 8.141
331.0; 38.831; 1.294; 7.829; 7.935
331.2; 38.855; 0.231; 7.500; 7.504
331.4; 38.879; 0.209; 7.168; 7.171
331.6; 38.903; 0.184; 6.735; 6.737
331.8; 38.927; 0.154; 6.168; 6.170
332.0; 38.951; 0.121; 5.476; 5.477
332.2; 38.975; 0.089; 4.704; 4.705
332.4; 39.000; 0.062; 3.923; 3.924
332.6; 39.024; 0.041; 3.195; 3.195
332.8; 39.048; 0.026; 2.553; 2.553
333.0; 39.073; 0.016; 2.008; 2.008
333.2; 39.097; 0.010; 1.553; 1.553
333.4; 39.121; 0.006; 1.175; 1.175
333.6; 39.145; 0.003; 0.862; 0.862
333.8; 39.169; 0.002; 0.602; 0.602
334.0; 39.193; 0.001; 0.389; 0.389
334.2; 39.217; 0.000; 0.213; 0.213
334.4; 39.241; 0.000; 0.071; 0.071
334.6; 39.265; -0.000; -0.044; 0.044
334.8; 39.289; -0.000; -0.133; 0.133
335.0; 39.313; 0.000; -0.201; 0.201
335.2; 39.337; 0.000; -0.251; 0.251
335.4; 39.361; 0.000; -0.285; 0.285
335.6; 39.385; 0.000; -0.305; 0.305
335.8; 39.408; 0.000; -0.315; 0.315
336.0; 39.432; 0.000; -0.315; 0.315
336.2; 39.456; 0.000; -0.308; 0.308
336.4; 39.479; 0.000; -0.295; 0.295
336.6; 39.503; 0.000; -0.277; 0.277
336.8; 39.527; 0.000; -0.256; 0.256
337.0; 39.550; 0.000; -0.233; 0.233
337.2; 39.574; 0.000; -0.209; 0.209
337.4; 39.598; 0.000; -0.184; 0.184
337.6; 39.621; 0.000; -0.159; 0.159
337.8; 39.645; 0.000; -0.135; 0.135
338.0; 39.668; 0.000; -0.112; 0.112
338.2; 39.692; 0.000; -0.090; 0.090
338.4; 39.716; 0.000; -0.069; 0.069
338.6; 39.739; 0.000; -0.051; 0.051
338.8; 39.763; 0.000; -0.034; 0.034
339.0; 39.786; 0.000; -0.019; 0.019
339.2; 39.810; 0.000; -0.007; 0.007
339.4; 39.834; -0.000; 0.004; 0.004
339.6; 39.857; -0.000; 0.012; 0.012
339.8; 39.881; -0.000; 0.017; 0.017
340.0; 39.904; 0.000; 0.021; 0.021
340.2; 39.928; 0.000; 0.022; 0.022
340.4; 39.951; 0.000; 0.020; 0.020
340.6; 39.975; 0.000; 0.016; 0.016
340.8; 39.999; 0.000; 0.009; 0.009
341.0; 40.022; -0.000; -0.000; 0.000
341.2; 40.046; -0.000; -0.012; 0.012
341.4; 40.069; -0.000; -0.027; 0.027
341.6; 40.093; 0.000; -0.045; 0.045
341.8; 40.116; 0.000; -0.066; 0.066
342.0; 40.140; 0.000; -0.090; 0.090
342.2; 40.163; 0.000; -0.116; 0.116
342.4; 40.187; 0.000; -0.145; 0.145
342.6; 40.210; 0.000; -0.177; 0.177
342.8; 40.234; 0.000; -0.211; 0.211
343.0; 40.257; 0.000; -0.247; 0.247
343.2; 40.281; 0.000; -0.284; 0.284
343.4; 40.304; 0.000; -0.321; 0.321
343.6; 40.328; 0.000; -0.358; 0.358
343.8; 40.351; 0.000; -0.394; 0.394
344.0; 40.375; 0.000; -0.428; 0.428
344.2; 40.398; 0.000; -0.457; 0.457
344.4; 40.422; 0.000; -0.480; 0.480
344.6; 40.445; 0.000; -0.495; 0.495
344.8; 40.469; 0.001; -0.501; 0.501
345.0; 40.492; 0.001; -0.493; 0.493
345.2; 40.516; 0.001; -0.470; 0.470
345.4; 40.539; 0.000; -0.429; 0.429
345.6; 40.563; 0.000; -0.365; 0.365
345.8; 40.587; 0.000; -0.276; 0.276
346.0; 40.610; 0.000; -0.157; 0.157
346.2; 40.634; 0.000; -0.006; 0.006
346.4; 40.658; -0.000; 0.181; 0.181
346.6; 40.681; 0.000; 0.409; 0.409
346.8; 40.705; 0.000; 0.679; 0.679
347.0; 40.729; 0.001; 0.995; 0.995
347.2; 40.753; 0.002; 1.358; 1.358
347.4; 40.776; 0.004; 1.769; 1.769
347.6; 40.800; 0.007; 2.227; 2.227
347.8; 40.824; 0.011; 2.729; 2.729
348.0; 40.848; 0.017; 3.271; 3.271
348.2; 40.872; 0.024; 3.848; 3.848
348.4; 40.896; 0.035; 4.470; 4.470
348.6; 40.920; 0.048; 5.090; 5.090
348.8; 40.944; 0.065; 5.684; 5.684
349.0; 40.968; 0.086; 6.236; 6.237
349.2; 40.993; 0.109; 6.733; 6.733
349.4; 41.017; 0.135; 7.164; 7.165
349.6; 41.041; 0.164; 7.527; 7.528
349.8; 41.065; 0.193; 7.823; 7.826
350.0; 41.090; 0.223; 8.060; 8.063
350.2; 41.114; 0.252; 8.244; 8.248
350.4; 41.138; 0.279; 8.383; 8.388
350.6; 41.163; 0.304; 8.487; 8.492
350.8; 41.187; 0.327; 8.566; 8.572
351.0; 41.212; 0.346; 8.624; 8.631
351.2; 41.236; 0.362; 8.668; 8.675
351.4; 41.261; 0.376; 8.702; 8.710
351.6; 41.285; 0.388; 8.730; 8.738
351.8; 41.310; 0.370; 8.753; 8.761
352.0; 41.334; 0.338; 8.781; 8.788
352.2; 41.359; 0.300; 8.808; 8.813
352.4; 41.384; 0.258; 8.831; 8.835
352.6; 41.408; 0.214; 8.850; 8.853
352.8; 41.433; 0.167; 8.865; 8.866
353.0; 41.457; 0.121; 8.875; 8.876
353.2; 41.482; 0.077; 8.881; 8.881
353.4; 41.506; 0.036; 8.883; 8.883
353.6; 41.530; -0.001; 8.882; 8.882
353.8; 41.555; -0.034; 8.877; 8.877
354.0; 41.579; -0.062; 8.870; 8.870
354.2; 41.604; -0.084; 8.859; 8.860
354.4; 41.628; -0.099; 8.845; 8.846
354.6; 41.652; -0.105; 8.825; 8.826
354.8; 41.676; -0.102; 8.797; 8.797
355.0; 41.700; -0.094; 8.753; 8.754
