# s_m; t_s; delta_rad; f_drive_N; f_brake_N; gamma_y_N
127.8; 14.794; -0.02445; 1.9; -0.4; -5.1
128.0; 14.817; -0.02506; 1.9; -0.3; -5.4
128.2; 14.839; -0.02527; 1.9; -0.3; -5.6
128.4; 14.862; -0.02505; 2.0; -0.3; -5.8
128.6; 14.884; -0.02442; 2.1; -0.3; -5.9
128.8; 14.907; -0.02342; 2.2; -0.5; -5.9
129.0; 14.929; -0.02210; 2.5; -0.7; -5.9
129.2; 14.952; -0.02052; 3.3; -1.5; -5.8
129.4; 14.974; -0.01878; 5.2; -3.5; -5.6
129.6; 14.997; -0.01694; 8.6; -7.0; -5.4
129.8; 15.019; -0.01505; 11.5; -10.0; -5.0
130.0; 15.041; -0.01317; 13.7; -12.2; -4.6
130.2; 15.063; -0.01132; 15.5; -14.2; -4.1
130.4; 15.085; -0.00955; 17.2; -15.9; -3.6
130.6; 15.107; -0.00786; 18.7; -17.5; -3.0
130.8; 15.129; -0.00629; 19.8; -18.7; -2.5
131.0; 15.151; -0.00484; 20.7; -19.6; -2.0
131.2; 15.173; -0.00354; 21.2; -20.1; -1.6
131.4; 15.195; -0.00239; 21.4; -20.3; -1.2
131.6; 15.217; -0.00140; 21.4; -20.3; -0.9
131.8; 15.238; -0.00058; 21.2; -20.2; -0.6
132.0; 15.260; 0.00006; 21.0; -20.0; -0.4
132.2; 15.282; 0.00052; 20.8; -19.8; -0.2
132.4; 15.304; 0.00079; 20.6; -19.6; -0.1
132.6; 15.325; 0.00086; 20.6; -19.6; 0.0
132.8; 15.347; 0.00074; 20.6; -19.6; 0.1
133.0; 15.369; 0.00041; 20.8; -19.8; 0.1
133.2; 15.392; -0.00014; 21.2; -20.2; 0.0
133.4; 15.414; -0.00091; 21.7; -20.7; -0.1
133.6; 15.437; -0.00191; 22.2; -21.3; -0.2
133.8; 15.460; -0.00314; 22.8; -21.8; -0.4
134.0; 15.483; -0.00461; 23.3; -22.3; -0.7
134.2; 15.507; -0.00631; 23.4; -22.4; -1.0
134.4; 15.531; -0.00824; 23.3; -22.3; -1.3
134.6; 15.555; -0.01040; 22.7; -21.7; -1.7
134.8; 15.579; -0.01274; 21.8; -20.7; -2.2
135.0; 15.603; -0.01524; 20.3; -19.2; -2.6
135.2; 15.627; -0.01784; 17.3; -16.1; -3.2
135.4; 15.651; -0.02044; 7.2; -5.9; -3.7
135.6; 15.676; -0.02296; 2.6; -1.2; -4.3
135.8; 15.700; -0.02524; 1.9; -0.4; -4.8
136.0; 15.724; -0.02716; 1.8; -0.2; -5.3
136.2; 15.748; -0.02860; 1.8; -0.2; -5.7
136.4; 15.772; -0.02946; 1.9; -0.1; -6.1
136.6; 15.796; -0.02972; 2.0; -0.1; -6.4
136.8; 15.820; -0.02941; 2.2; -0.1; -6.7
137.0; 15.844; -0.02861; 2.3; -0.2; -6.9
137.2; 15.867; -0.02742; 2.5; -0.3; -7.1
137.4; 15.890; -0.02598; 3.0; -0.7; -7.2
137.6; 15.914; -0.02440; 3.7; -1.3; -7.3
137.8; 15.936; -0.02280; 3.5; -1.1; -7.3
138.0; 15.959; -0.02126; 3.2; -0.7; -7.4
138.2; 15.981; -0.01985; 3.0; -0.5; -7.4
138.4; 16.003; -0.01863; 2.8; -0.2; -7.4
138.6; 16.024; -0.01763; 2.7; -0.1; -7.4
138.8; 16.045; -0.01688; 2.6; -0.0; -7.4
139.0; 16.065; -0.01637; 2.6; -0.0; -7.4
139.2; 16.085; -0.01609; 2.6; -0.0; -7.4
139.4; 16.106; -0.01604; 2.6; -0.0; -7.5
139.6; 16.126; -0.01612; 2.6; -0.0; -7.5
139.8; 16.146; -0.01624; 2.6; -0.0; -7.5
140.0; 16.166; -0.01636; 2.6; -0.0; -7.5
140.2; 16.187; -0.01645; 2.6; -0.0; -7.5
140.4; 16.207; -0.01648; 2.6; -0.0; -7.5
140.6; 16.228; -0.01644; 2.6; -0.0; -7.5
140.8; 16.249; -0.01640; 2.6; -0.0; -7.5
141.0; 16.270; -0.01635; 2.6; -0.0; -7.5
141.2; 16.291; -0.01633; 2.6; -0.0; -7.5
141.4; 16.313; -0.01633; 2.6; -0.0; -7.5
141.6; 16.334; -0.01635; 2.6; -0.0; -7.5
141.8; 16.356; -0.01640; 2.6; -0.0; -7.5
142.0; 16.378; -0.01647; 2.6; -0.0; -7.5
142.2; 16.400; -0.01652; 2.6; -0.0; -7.5
142.4; 16.423; -0.01655; 2.6; -0.0; -7.5
142.6; 16.445; -0.01644; 2.6; -0.0; -7.5
142.8; 16.467; -0.01613; 2.6; -0.0; -7.5
143.0; 16.490; -0.01558; 2.6; -0.0; -7.4
143.2; 16.512; -0.01482; 2.7; -0.0; -7.4
143.4; 16.535; -0.01387; 2.8; -0.3; -7.3
143.6; 16.558; -0.01281; 3.2; -0.7; -7.2
143.8; 16.581; -0.01168; 3.8; -1.4; -7.1
144.0; 16.604; -0.01053; 4.9; -2.6; -6.8
144.2; 16.627; -0.00939; 6.5; -4.4; -6.4
144.4; 16.650; -0.00826; 8.8; -6.9; -5.9
144.6; 16.673; -0.00718; 11.6; -9.9; -5.1
144.8; 16.696; -0.00616; 14.6; -13.1; -4.2
145.0; 16.719; -0.00521; 17.1; -15.9; -3.4
145.2; 16.742; -0.00434; 19.0; -17.8; -2.6
145.4; 16.765; -0.00356; 20.1; -19.0; -1.9
145.6; 16.788; -0.00288; 20.8; -19.7; -1.5
145.8; 16.811; -0.00229; 21.1; -20.1; -1.1
146.0; 16.835; -0.00179; 21.2; -20.2; -0.8
146.2; 16.858; -0.00138; 21.2; -20.2; -0.6
146.4; 16.881; -0.00106; 21.2; -20.2; -0.5
146.6; 16.904; -0.00081; 21.2; -20.2; -0.4
146.8; 16.927; -0.00064; 21.2; -20.2; -0.3
147.0; 16.950; -0.00053; 21.1; -20.2; -0.2
147.2; 16.973; -0.00047; 21.1; -20.1; -0.2
147.4; 16.996; -0.00046; 21.1; -20.1; -0.1
147.6; 17.019; -0.00048; 21.1; -20.1; -0.1
147.8; 17.042; -0.00053; 21.1; -20.1; -0.1
148.0; 17.065; -0.00060; 21.1; -20.1; -0.1
148.2; 17.088; -0.00068; 21.1; -20.1; -0.1
148.4; 17.111; -0.00076; 21.1; -20.1; -0.2
148.6; 17.134; -0.00083; 21.1; -20.1; -0.2
148.8; 17.157; -0.00091; 21.1; -20.1; -0.2
149.0; 17.181; -0.00097; 21.1; -20.1; -0.2
149.2; 17.204; -0.00103; 21.1; -20.1; -0.2
149.4; 17.227; -0.00110; 21.1; -20.1; -0.2
149.6; 17.250; -0.00116; 21.1; -20.1; -0.2
149.8; 17.273; -0.00123; 21.1; -20.1; -0.3
150.0; 17.296; -0.00131; 21.1; -20.1; -0.3
150.2; 17.319; -0.00140; 21.1; -20.1; -0.3
150.4; 17.342; -0.00149; 21.1; -20.1; -0.3
150.6; 17.366; -0.00159; 21.0; -20.1; -0.3
150.8; 17.389; -0.00169; 21.0; -20.0; -0.3
151.0; 17.412; -0.00179; 21.0; -20.0; -0.4
151.2; 17.435; -0.00189; 21.0; -20.0; -0.4
151.4; 17.459; -0.00198; 20.9; -19.9; -0.4
151.6; 17.482; -0.00206; 20.9; -19.9; -0.4
151.8; 17.505; -0.00211; 20.8; -19.8; -0.4
152.0; 17.528; -0.00213; 20.7; -19.7; -0.5
152.2; 17.552; -0.00212; 20.7; -19.7; -0.5
152.4; 17.575; -0.00205; 20.6; -19.6; -0.5
152.6; 17.598; -0.00193; 20.5; -19.6; -0.4
152.8; 17.622; -0.00172; 20.5; -19.5; -0.4
153.0; 17.645; -0.00143; 20.6; -19.6; -0.4
153.2; 17.668; -0.00104; 20.7; -19.7; -0.3
153.4; 17.692; -0.00053; 20.8; -19.9; -0.2
153.6; 17.715; 0.00011; 21.1; -20.1; -0.1
153.8; 17.739; 0.00090; 21.5; -20.5; 0.0
154.0; 17.762; 0.00186; 22.0; -21.0; 0.2
154.2; 17.785; 0.00298; 22.4; -21.5; 0.4
154.4; 17.809; 0.00430; 22.9; -21.9; 0.6
154.6; 17.832; 0.00581; 23.1; -22.1; 0.9
154.8; 17.856; 0.00752; 23.2; -22.1; 1.2
155.0; 17.879; 0.00943; 22.8; -21.8; 1.6
155.2; 17.903; 0.01153; 22.2; -21.1; 2.0
155.4; 17.926; 0.01380; 21.2; -20.1; 2.4
155.6; 17.950; 0.01619; 19.6; -18.4; 2.9
155.8; 17.974; 0.01867; 16.2; -15.0; 3.4
156.0; 17.997; 0.02115; 6.0; -4.7; 3.9
156.2; 18.021; 0.02352; 2.5; -1.1; 4.4
156.4; 18.045; 0.02566; 1.9; -0.4; 4.9
156.6; 18.069; 0.02744; 1.8; -0.2; 5.4
156.8; 18.093; 0.02873; 1.8; -0.2; 5.8
157.0; 18.118; 0.02945; 1.9; -0.1; 6.2
157.2; 18.142; 0.02958; 2.1; -0.1; 6.5
157.4; 18.166; 0.02914; 2.2; -0.1; 6.7
157.6; 18.191; 0.02821; 2.3; -0.2; 6.9
157.8; 18.215; 0.02690; 2.6; -0.3; 7.1
158.0; 18.240; 0.02535; 3.1; -0.8; 7.2
158.2; 18.264; 0.02368; 3.6; -1.2; 7.3
158.4; 18.289; 0.02200; 3.4; -0.9; 7.3
158.6; 18.314; 0.02042; 3.1; -0.6; 7.4
158.8; 18.338; 0.01902; 2.8; -0.3; 7.4
159.0; 18.363; 0.01785; 2.7; -0.1; 7.4
159.2; 18.388; 0.01697; 2.6; -0.0; 7.4
159.4; 18.412; 0.01640; 2.6; -0.0; 7.4
159.6; 18.437; 0.01611; 2.6; -0.0; 7.5
159.8; 18.462; 0.01611; 2.6; -0.0; 7.5
160.0; 18.486; 0.01623; 2.6; -0.0; 7.5
160.2; 18.510; 0.01634; 2.6; -0.0; 7.5
160.4; 18.535; 0.01641; 2.6; -0.0; 7.5
160.6; 18.559; 0.01643; 2.6; -0.0; 7.5
160.8; 18.582; 0.01642; 2.6; -0.0; 7.5
161.0; 18.606; 0.01639; 2.6; -0.0; 7.5
161.2; 18.629; 0.01637; 2.6; -0.0; 7.5
161.4; 18.652; 0.01636; 2.6; -0.0; 7.5
161.6; 18.675; 0.01634; 2.6; -0.0; 7.5
161.8; 18.697; 0.01634; 2.6; -0.0; 7.5
162.0; 18.718; 0.01634; 2.6; -0.0; 7.5
162.2; 18.739; 0.01636; 2.6; -0.0; 7.5
162.4; 18.759; 0.01640; 2.6; -0.0; 7.5
162.6; 18.779; 0.01641; 2.6; -0.0; 7.5
162.8; 18.798; 0.01639; 2.6; -0.0; 7.5
163.0; 18.816; 0.01636; 2.6; -0.0; 7.5
163.2; 18.834; 0.01635; 2.6; -0.0; 7.5
163.4; 18.851; 0.01634; 2.6; -0.0; 7.5
163.6; 18.868; 0.01634; 2.6; -0.0; 7.5
163.8; 18.886; 0.01635; 2.6; -0.0; 7.5
164.0; 18.904; 0.01636; 2.6; -0.0; 7.5
164.2; 18.923; 0.01637; 2.6; -0.0; 7.5
164.4; 18.943; 0.01638; 2.6; -0.0; 7.5
164.6; 18.965; 0.01639; 2.6; -0.0; 7.5
164.8; 18.987; 0.01639; 2.6; -0.0; 7.5
165.0; 19.011; 0.01639; 2.6; -0.0; 7.5
165.2; 19.035; 0.01637; 2.6; -0.0; 7.5
165.4; 19.060; 0.01636; 2.6; -0.0; 7.5
165.6; 19.085; 0.01635; 2.6; -0.0; 7.5
165.8; 19.110; 0.01635; 2.6; -0.0; 7.5
166.0; 19.135; 0.01638; 2.6; -0.0; 7.5
166.2; 19.160; 0.01643; 2.6; -0.0; 7.5
166.4; 19.185; 0.01649; 2.6; -0.0; 7.5
166.6; 19.210; 0.01654; 2.6; -0.0; 7.5
166.8; 19.234; 0.01648; 2.6; -0.0; 7.5
167.0; 19.259; 0.01619; 2.6; -0.0; 7.5
167.2; 19.283; 0.01565; 2.6; -0.0; 7.4
167.4; 19.307; 0.01487; 2.7; -0.0; 7.4
167.6; 19.331; 0.01388; 2.8; -0.3; 7.3
167.8; 19.355; 0.01278; 3.2; -0.7; 7.2
168.0; 19.378; 0.01160; 3.9; -1.5; 7.1
168.2; 19.402; 0.01039; 5.0; -2.8; 6.8
168.4; 19.426; 0.00919; 6.8; -4.7; 6.4
168.6; 19.449; 0.00802; 9.2; -7.4; 5.8
168.8; 19.473; 0.00689; 12.2; -10.6; 5.0
169.0; 19.496; 0.00581; 15.2; -13.8; 4.0
169.2; 19.520; 0.00481; 17.6; -16.4; 3.1
169.4; 19.543; 0.00389; 19.3; -18.2; 2.4
169.6; 19.567; 0.00305; 20.3; -19.3; 1.7
169.8; 19.591; 0.00231; 20.8; -19.8; 1.3
170.0; 19.614; 0.00166; 21.1; -20.1; 0.9
170.2; 19.638; 0.00109; 21.1; -20.1; 0.7
170.4; 19.661; 0.00061; 21.1; -20.1; 0.5
170.6; 19.685; 0.00021; 21.1; -20.1; 0.3
170.8; 19.708; -0.00012; 21.0; -20.1; 0.2
171.0; 19.732; -0.00038; 21.0; -20.0; 0.1
171.2; 19.756; -0.00059; 21.0; -20.0; -0.0
171.4; 19.779; -0.00074; 21.0; -20.0; -0.1
171.6; 19.803; -0.00084; 21.0; -20.0; -0.1
171.8; 19.826; -0.00091; 21.0; -20.0; -0.1
172.0; 19.850; -0.00094; 21.0; -20.0; -0.2
172.2; 19.874; -0.00095; 21.0; -20.0; -0.2
172.4; 19.897; -0.00093; 21.0; -20.0; -0.2
172.6; 19.921; -0.00090; 21.0; -20.0; -0.2
172.8; 19.944; -0.00085; 21.0; -20.1; -0.2
173.0; 19.968; -0.00079; 21.1; -20.1; -0.2
173.2; 19.991; -0.00073; 21.1; -20.1; -0.2
173.4; 20.015; -0.00066; 21.1; -20.1; -0.2
173.6; 20.039; -0.00060; 21.1; -20.1; -0.2
173.8; 20.062; -0.00053; 21.1; -20.1; -0.1
174.0; 20.086; -0.00046; 21.1; -20.1; -0.1
174.2; 20.109; -0.00040; 21.1; -20.1; -0.1
174.4; 20.133; -0.00034; 21.1; -20.1; -0.1
174.6; 20.156; -0.00028; 21.1; -20.1; -0.1
174.8; 20.180; -0.00023; 21.1; -20.1; -0.1
175.0; 20.204; -0.00018; 21.1; -20.1; -0.1
175.2; 20.227; -0.00014; 21.1; -20.1; -0.0
175.4; 20.251; -0.00010; 21.1; -20.1; -0.0
175.6; 20.274; -0.00007; 21.1; -20.1; -0.0
175.8; 20.298; -0.00005; 21.1; -20.1; -0.0
176.0; 20.321; -0.00002; 21.1; -20.1; -0.0
176.2; 20.345; -0.00000; 21.1; -20.1; -0.0
176.4; 20.368; 0.00001; 21.1; -20.1; -0.0
176.6; 20.392; 0.00002; 21.1; -20.1; -0.0
176.8; 20.416; 0.00003; 21.1; -20.1; 0.0
177.0; 20.439; 0.00004; 21.1; -20.1; 0.0
177.2; 20.463; 0.00004; 21.1; -20.1; 0.0
177.4; 20.486; 0.00005; 21.1; -20.1; 0.0
177.6; 20.510; 0.00005; 21.1; -20.1; 0.0
177.8; 20.533; 0.00005; 21.1; -20.1; 0.0
178.0; 20.557; 0.00005; 21.1; -20.1; 0.0
178.2; 20.581; 0.00004; 21.1; -20.1; 0.0
178.4; 20.604; 0.00004; 21.1; -20.1; 0.0
178.6; 20.628; 0.00004; 21.1; -20.1; 0.0
178.8; 20.651; 0.00003; 21.1; -20.1; 0.0
179.0; 20.675; 0.00003; 21.1; -20.1; 0.0
179.2; 20.698; 0.00003; 21.1; -20.1; 0.0
179.4; 20.722; 0.00002; 21.1; -20.1; 0.0
179.6; 20.745; 0.00002; 21.1; -20.1; 0.0
179.8; 20.769; 0.00002; 21.1; -20.1; 0.0
180.0; 20.792; 0.00002; 21.1; -20.1; 0.0
180.2; 20.816; 0.00001; 21.1; -20.1; 0.0
180.4; 20.839; 0.00001; 21.1; -20.1; 0.0
180.6; 20.863; 0.00001; 21.1; -20.1; 0.0
180.8; 20.886; 0.00001; 21.1; -20.1; 0.0
181.0; 20.910; 0.00001; 21.1; -20.1; 0.0
181.2; 20.934; 0.00001; 21.1; -20.1; 0.0
181.4; 20.957; 0.00000; 21.1; -20.1; 0.0
181.6; 20.981; 0.00000; 21.1; -20.1; 0.0
181.8; 21.004; 0.00000; 21.1; -20.1; 0.0
182.0; 21.028; 0.00000; 21.1; -20.1; 0.0
182.2; 21.051; 0.00000; 21.1; -20.1; 0.0
182.4; 21.075; 0.00000; 21.1; -20.1; 0.0
182.6; 21.098; 0.00000; 21.1; -20.1; 0.0
182.8; 21.122; 0.00000; 21.1; -20.1; 0.0
183.0; 21.145; 0.00000; 21.1; -20.1; 0.0
183.2; 21.168; -0.00000; 21.1; -20.1; 0.0
183.4; 21.192; -0.00000; 21.1; -20.1; -0.0
183.6; 21.215; -0.00000; 21.1; -20.1; -0.0
183.8; 21.239; -0.00000; 21.1; -20.1; -0.0
184.0; 21.262; -0.00001; 21.1; -20.1; -0.0
184.2; 21.286; -0.00001; 21.1; -20.1; -0.0
184.4; 21.309; -0.00001; 21.1; -20.1; -0.0
184.6; 21.333; -0.00002; 21.1; -20.1; -0.0
184.8; 21.356; -0.00002; 21.1; -20.1; -0.0
185.0; 21.380; -0.00002; 21.1; -20.1; -0.0
185.2; 21.403; -0.00003; 21.1; -20.1; -0.0
185.4; 21.427; -0.00003; 21.1; -20.1; -0.0
185.6; 21.450; -0.00004; 21.1; -20.1; -0.0
185.8; 21.474; -0.00005; 21.1; -20.1; -0.0
186.0; 21.497; -0.00005; 21.1; -20.1; -0.0
186.2; 21.521; -0.00006; 21.1; -20.1; -0.0
186.4; 21.544; -0.00007; 21.1; -20.1; -0.0
186.6; 21.568; -0.00008; 21.1; -20.1; -0.0
186.8; 21.591; -0.00008; 21.1; -20.1; -0.0
187.0; 21.615; -0.00009; 21.1; -20.1; -0.0
187.2; 21.638; -0.00010; 21.1; -20.1; -0.0
187.4; 21.661; -0.00010; 21.1; -20.1; -0.0
187.6; 21.685; -0.00010; 21.1; -20.1; -0.0
187.8; 21.708; -0.00010; 21.1; -20.1; -0.0
188.0; 21.732; -0.00010; 21.1; -20.1; -0.0
188.2; 21.755; -0.00010; 21.1; -20.1; -0.0
188.4; 21.779; -0.00009; 21.1; -20.1; -0.0
188.6; 21.802; -0.00008; 21.1; -20.1; -0.0
188.8; 21.826; -0.00006; 21.1; -20.1; -0.0
189.0; 21.850; -0.00003; 21.1; -20.1; -0.0
189.2; 21.873; -0.00000; 21.1; -20.1; -0.0
189.4; 21.897; 0.00004; 21.1; -20.1; -0.0
189.6; 21.920; 0.00008; 21.1; -20.1; 0.0
189.8; 21.944; 0.00014; 21.1; -20.1; 0.0
190.0; 21.967; 0.00021; 21.1; -20.1; 0.0
190.2; 21.991; 0.00028; 21.1; -20.1; 0.0
190.4; 22.015; 0.00037; 21.1; -20.1; 0.1
190.6; 22.038; 0.00047; 21.1; -20.1; 0.1
190.8; 22.062; 0.00057; 21.1; -20.1; 0.1
191.0; 22.085; 0.00069; 21.1; -20.1; 0.1
191.2; 22.109; 0.00082; 21.1; -20.1; 0.1
191.4; 22.133; 0.00095; 21.1; -20.1; 0.2
191.6; 22.156; 0.00109; 21.1; -20.1; 0.2
191.8; 22.180; 0.00124; 21.1; -20.1; 0.2
192.0; 22.203; 0.00139; 21.0; -20.1; 0.3
192.2; 22.227; 0.00153; 21.0; -20.0; 0.3
192.4; 22.250; 0.00166; 21.0; -20.0; 0.3
192.6; 22.274; 0.00179; 20.9; -19.9; 0.4
192.8; 22.297; 0.00189; 20.9; -19.9; 0.4
193.0; 22.321; 0.00197; 20.8; -19.8; 0.4
193.2; 22.344; 0.00201; 20.7; -19.7; 0.4
193.4; 22.368; 0.00200; 20.7; -19.7; 0.4
193.6; 22.391; 0.00194; 20.6; -19.6; 0.4
193.8; 22.414; 0.00181; 20.6; -19.6; 0.4
194.0; 22.438; 0.00160; 20.6; -19.6; 0.4
194.2; 22.461; 0.00130; 20.6; -19.6; 0.3
194.4; 22.485; 0.00089; 20.7; -19.7; 0.3
194.6; 22.508; 0.00036; 20.9; -19.9; 0.2
194.8; 22.532; -0.00031; 21.2; -20.2; 0.1
195.0; 22.555; -0.00113; 21.6; -20.6; -0.1
195.2; 22.579; -0.00212; 22.1; -21.1; -0.2
195.4; 22.603; -0.00329; 22.6; -21.6; -0.4
195.6; 22.626; -0.00464; 22.9; -22.0; -0.7
195.8; 22.650; -0.00619; 23.2; -22.2; -1.0
196.0; 22.673; -0.00794; 23.1; -22.1; -1.3
196.2; 22.697; -0.00989; 22.7; -21.7; -1.6
196.4; 22.720; -0.01201; 22.0; -20.9; -2.0
196.6; 22.744; -0.01429; 20.8; -19.7; -2.5
196.8; 22.768; -0.01669; 19.0; -17.9; -3.0
197.0; 22.791; -0.01915; 14.6; -13.4; -3.5
197.2; 22.815; -0.02159; 4.7; -3.4; -4.0
197.4; 22.838; -0.02390; 2.3; -0.9; -4.5
197.6; 22.862; -0.02596; 1.9; -0.4; -5.0
197.8; 22.885; -0.02765; 1.8; -0.2; -5.4
198.0; 22.908; -0.02886; 1.9; -0.2; -5.9
198.2; 22.932; -0.02953; 2.0; -0.1; -6.2
198.4; 22.955; -0.02965; 2.1; -0.1; -6.5
198.6; 22.978; -0.02924; 2.2; -0.2; -6.7
198.8; 23.001; -0.02839; 2.4; -0.2; -6.9
199.0; 23.024; -0.02719; 2.6; -0.4; -7.1
199.2; 23.047; -0.02576; 3.1; -0.8; -7.2
199.4; 23.069; -0.02421; 3.6; -1.3; -7.3
199.6; 23.092; -0.02263; 3.5; -1.1; -7.3
199.8; 23.114; -0.02111; 3.2; -0.7; -7.4
200.0; 23.136; -0.01972; 2.9; -0.4; -7.4
200.2; 23.158; -0.01851; 2.8; -0.2; -7.4
200.4; 23.180; -0.01753; 2.7; -0.1; -7.4
200.6; 23.202; -0.01680; 2.6; -0.0; -7.4
200.8; 23.224; -0.01632; 2.6; -0.0; -7.4
201.0; 23.246; -0.01609; 2.6; -0.0; -7.5
201.2; 23.268; -0.01610; 2.6; -0.0; -7.5
201.4; 23.289; -0.01620; 2.6; -0.0; -7.5
201.6; 23.311; -0.01632; 2.6; -0.0; -7.5
201.8; 23.333; -0.01640; 2.6; -0.0; -7.5
202.0; 23.354; -0.01644; 2.6; -0.0; -7.5
202.2; 23.376; -0.01644; 2.6; -0.0; -7.5
202.4; 23.397; -0.01641; 2.6; -0.0; -7.5
202.6; 23.419; -0.01638; 2.6; -0.0; -7.5
202.8; 23.441; -0.01636; 2.6; -0.0; -7.5
203.0; 23.462; -0.01634; 2.6; -0.0; -7.5
203.2; 23.484; -0.01634; 2.6; -0.0; -7.5
203.4; 23.506; -0.01636; 2.6; -0.0; -7.5
203.6; 23.527; -0.01639; 2.6; -0.0; -7.5
203.8; 23.549; -0.01640; 2.6; -0.0; -7.5
204.0; 23.571; -0.01638; 2.6; -0.0; -7.5
204.2; 23.592; -0.01636; 2.6; -0.0; -7.5
204.4; 23.614; -0.01635; 2.6; -0.0; -7.5
204.6; 23.636; -0.01635; 2.6; -0.0; -7.5
204.8; 23.658; -0.01636; 2.6; -0.0; -7.5
205.0; 23.680; -0.01637; 2.6; -0.0; -7.5
205.2; 23.702; -0.01638; 2.6; -0.0; -7.5
205.4; 23.724; -0.01638; 2.6; -0.0; -7.5
205.6; 23.746; -0.01637; 2.6; -0.0; -7.5
205.8; 23.768; -0.01636; 2.6; -0.0; -7.5
206.0; 23.790; -0.01635; 2.6; -0.0; -7.5
206.2; 23.812; -0.01635; 2.6; -0.0; -7.5
206.4; 23.834; -0.01637; 2.6; -0.0; -7.5
206.6; 23.856; -0.01641; 2.6; -0.0; -7.5
206.8; 23.878; -0.01646; 2.6; -0.0; -7.5
207.0; 23.900; -0.01651; 2.6; -0.0; -7.5
207.2; 23.922; -0.01651; 2.6; -0.0; -7.5
207.4; 23.944; -0.01639; 2.6; -0.0; -7.5
207.6; 23.967; -0.01608; 2.6; -0.0; -7.5
207.8; 23.989; -0.01557; 2.6; -0.0; -7.4
208.0; 24.011; -0.01489; 2.7; -0.1; -7.4
208.2; 24.033; -0.01409; 2.8; -0.3; -7.3
208.4; 24.055; -0.01321; 3.1; -0.7; -7.3
208.6; 24.077; -0.01231; 3.7; -1.3; -7.1
208.8; 24.100; -0.01142; 4.6; -2.3; -6.9
209.0; 24.122; -0.01058; 6.0; -3.8; -6.6
209.2; 24.144; -0.00980; 7.8; -5.8; -6.2
209.4; 24.166; -0.00910; 10.2; -8.4; -5.7
209.6; 24.188; -0.00851; 12.8; -11.2; -5.0
209.8; 24.210; -0.00803; 15.4; -13.9; -4.2
210.0; 24.232; -0.00768; 17.5; -16.2; -3.6
210.2; 24.255; -0.00749; 19.1; -17.9; -3.0
210.4; 24.277; -0.00746; 20.2; -19.1; -2.6
210.6; 24.299; -0.00761; 21.0; -19.9; -2.3
210.8; 24.321; -0.00793; 21.4; -20.3; -2.1
211.0; 24.343; -0.00844; 21.6; -20.5; -2.0
211.2; 24.364; -0.00911; 21.6; -20.5; -2.1
211.4; 24.386; -0.00995; 21.4; -20.4; -2.1
211.6; 24.408; -0.01094; 21.1; -20.0; -2.2
211.8; 24.430; -0.01205; 20.5; -19.4; -2.4
212.0; 24.452; -0.01326; 19.6; -18.4; -2.6
212.2; 24.474; -0.01453; 18.0; -16.9; -2.9
212.4; 24.496; -0.01581; 14.9; -13.7; -3.1
212.6; 24.518; -0.01705; 9.2; -8.0; -3.4
212.8; 24.540; -0.01820; 4.7; -3.5; -3.7
213.0; 24.562; -0.01918; 3.1; -1.9; -3.9
213.2; 24.584; -0.01995; 2.5; -1.2; -4.2
213.4; 24.606; -0.02044; 2.2; -0.9; -4.4
213.6; 24.628; -0.02062; 2.2; -0.8; -4.5
213.8; 24.650; -0.02048; 2.2; -0.8; -4.7
214.0; 24.672; -0.02001; 2.4; -0.9; -4.7
214.2; 24.694; -0.01925; 2.9; -1.5; -4.7
214.4; 24.716; -0.01826; 4.5; -3.0; -4.6
214.6; 24.738; -0.01712; 8.4; -7.0; -4.5
214.8; 24.761; -0.01590; 13.0; -11.6; -4.3
215.0; 24.783; -0.01467; 15.3; -14.0; -4.1
215.2; 24.805; -0.01347; 16.7; -15.4; -3.8
215.4; 24.827; -0.01235; 17.8; -16.5; -3.5
215.6; 24.849; -0.01133; 18.7; -17.5; -3.2
215.8; 24.872; -0.01045; 19.5; -18.4; -3.0
216.0; 24.894; -0.00972; 20.2; -19.0; -2.7
216.2; 24.916; -0.00916; 20.7; -19.6; -2.5
216.4; 24.939; -0.00878; 21.1; -20.0; -2.3
216.6; 24.961; -0.00859; 21.4; -20.3; -2.2
216.8; 24.983; -0.00859; 21.6; -20.5; -2.1
217.0; 25.006; -0.00877; 21.6; -20.5; -2.1
217.2; 25.028; -0.00912; 21.5; -20.5; -2.1
217.4; 25.051; -0.00963; 21.4; -20.3; -2.1
217.6; 25.073; -0.01028; 21.0; -19.9; -2.2
217.8; 25.095; -0.01105; 20.5; -19.4; -2.3
218.0; 25.118; -0.01190; 19.6; -18.5; -2.4
218.2; 25.140; -0.01279; 18.3; -17.2; -2.6
218.4; 25.163; -0.01370; 16.2; -15.0; -2.8
218.6; 25.186; -0.01457; 12.9; -11.7; -3.0
218.8; 25.208; -0.01536; 9.1; -7.9; -3.2
219.0; 25.231; -0.01603; 6.5; -5.3; -3.4
219.2; 25.253; -0.01656; 5.4; -4.2; -3.5
219.4; 25.276; -0.01692; 5.2; -4.0; -3.7
219.6; 25.299; -0.01713; 6.4; -5.2; -3.8
219.8; 25.321; -0.01722; 9.6; -8.4; -3.9
220.0; 25.344; -0.01722; 12.6; -11.3; -3.9
220.2; 25.367; -0.01719; 14.2; -12.9; -3.9
220.4; 25.390; -0.01715; 14.9; -13.6; -4.0
220.6; 25.412; -0.01711; 15.1; -13.8; -4.0
