#s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2
352.3988614,39.2510063,-20.8913794,5.0629519,0.0008761,8.4999676,0.0000023
352.5988607,39.3197071,-21.0791983,5.0631695,0.0012990,8.4999676,0.0000021
352.7988601,39.3884562,-21.2669990,5.0634660,0.0016538,8.4999677,0.0000020
352.9988594,39.4572674,-21.4547756,5.0638392,0.0021026,8.4999677,0.0000020
353.1988588,39.5261565,-21.6425215,5.0643009,0.0024924,8.4999678,0.0000020
353.3988581,39.5951419,-21.8302455,5.0647964,0.0022961,8.4999678,0.0000020
353.5988575,39.6642192,-22.0179526,5.0652229,0.0020236,8.4999679,0.0000019
353.7988569,39.7333741,-22.2056359,5.0656082,0.0018215,8.4999679,0.0000017
353.9988562,39.8025981,-22.3932958,5.0659501,0.0015869,8.4999680,0.0000016
354.1988556,39.8718820,-22.5809351,5.0662416,0.0013184,8.4999680,0.0000015
354.3988549,39.9412151,-22.7685553,5.0664762,0.0010181,8.4999680,0.0000014
354.5988543,40.0105854,-22.9561590,5.0666473,0.0006866,8.4999681,0.0000014
354.7988536,40.0799800,-23.1437491,5.0667492,0.0003220,8.4999681,0.0000016
354.9988530,40.1493845,-23.3313293,5.0667734,-0.0000740,8.4999681,-0.0000147
355.1988523,40.2187839,-23.5189042,5.0667212,-0.0004804,8.4999678,-0.6680988
355.3988517,40.2881617,-23.7064793,5.0665607,-0.0010959,8.4842332,-9.4094077
355.5988510,40.3574983,-23.8940621,5.0663234,-0.0012754,8.2594469,-9.4914513
355.7988504,40.4267977,-24.0816843,5.0660876,-0.0010814,8.0263251,-9.5555815
355.9988497,40.4960554,-24.2693269,5.0658457,-0.0013645,7.7845793,-9.6437208
356.1988491,40.5652591,-24.4569884,5.0654965,-0.0021848,7.5327418,-9.6325156
356.3988485,40.6343681,-24.6446824,5.0647429,-0.0058069,7.2724965,-9.4762004
356.5988478,40.7032391,-24.8324617,5.0627727,-0.0149780,7.0070491,-9.1252051
356.7988472,40.7715234,-25.0204547,5.0582214,-0.0323096,6.7415626,-8.5385745
356.9988465,40.8385679,-25.2088956,5.0492569,-0.0596200,6.4833053,-7.7319859
357.1988459,40.9033421,-25.3981314,5.0338643,-0.0963283,6.2402294,-6.7907428
357.3988452,40.9644471,-25.5885825,5.0104186,-0.1390838,6.0186523,-5.8391338
357.5988446,41.0202253,-25.7806532,4.9781489,-0.1833379,5.8213855,-4.9877074
357.7988439,41.0689234,-25.9746266,4.9371914,-0.2250154,5.6474288,-4.3088255
357.9988433,41.1088483,-26.1705787,4.8883653,-0.2616642,5.4927159,-3.8446511
358.1988426,41.1384766,-26.3683364,4.8328709,-0.2910338,5.3508945,-3.6261702
358.3988420,41.1565537,-26.5674734,4.7721237,-0.3163445,5.2135985,-3.5751520
