#x_m,y_m,w_tr
36.168880,3.056056,1.593445
36.250015,3.090968,1.510511
36.331150,3.125880,1.593445
36.412285,3.160793,1.510511
36.493512,3.195483,1.510511
36.574647,3.230395,1.593445
36.655883,3.265062,1.510511
36.733633,3.308145,1.593445
36.814435,3.343861,1.510511
36.892185,3.386944,1.593445
36.972816,3.423074,1.510511
37.050566,3.466157,1.566795
37.128317,3.509241,1.510511
37.204766,3.555464,1.510511
37.282517,3.598547,1.510511
37.358967,3.644770,1.510511
37.436717,3.687853,1.566795
37.511587,3.737889,1.510511
37.586746,3.787229,1.510511
37.664496,3.830312,1.483861
37.740324,3.878036,1.566795
37.814690,3.929291,1.540145
37.887305,3.984772,1.540145
37.950926,4.047246,1.540145
38.013736,4.110056,1.540145
38.078631,4.167835,1.540145
38.141441,4.230645,1.540145
38.204251,4.293455,1.540145
38.267061,4.356265,1.540145
38.327136,4.420207,1.540145
38.389135,4.483354,1.540145
38.451945,4.546164,1.540145
38.511456,4.616095,1.510511
38.562710,4.690460,1.483861
38.613956,4.764830,1.566795
38.657039,4.842580,1.510511
38.702857,4.919198,1.510511
38.754111,4.993563,1.566795
38.798013,5.070975,1.483861
38.841518,5.148550,1.510511
38.885834,5.225790,1.510511
38.928925,5.303537,1.510511
38.973654,5.380606,1.510511
39.016738,5.458356,1.510511
39.053709,5.538638,1.510511
39.088376,5.619874,1.510511
39.123288,5.701009,1.483435
39.157955,5.782246,1.510511
39.192867,5.863381,1.483435
39.227535,5.944617,1.593445
39.262447,6.025752,1.510511
39.297114,6.106988,1.593445
39.331781,6.188225,1.510511
39.366693,6.269360,1.483435
39.401360,6.350596,1.593445
39.428101,6.435115,1.510511
39.461612,6.516831,1.593445
39.488353,6.601350,1.510511
39.521451,6.683237,1.483435
39.556118,6.764473,1.593445
39.582859,6.848993,1.510511
39.617029,6.930435,1.593445
39.650953,7.011979,1.593445
39.677694,7.096499,1.510511
39.712031,7.177872,1.593445
39.736712,7.263244,1.510511
39.763369,7.347799,1.483435
39.796635,7.429616,1.593445
39.820244,7.515433,1.510511
39.847973,7.599543,1.483435
39.880166,7.681804,1.593445
39.903278,7.767827,1.510511
39.932079,7.851493,1.483435
39.963200,7.934198,1.593445
39.986312,8.020221,1.510511
40.016185,8.103443,1.483435
40.046234,8.186592,1.510511
40.069346,8.272615,1.483435
40.100291,8.355393,1.593445
40.129268,8.438986,1.510511
40.152380,8.525009,1.483435
40.176225,8.610728,1.456359
40.202966,8.695247,1.566795
40.226078,8.781270,1.510511
40.250996,8.866545,1.483435
40.277737,8.951065,1.593872
40.300848,9.037088,1.566795
40.323960,9.123110,1.510511
40.346336,9.209438,1.593872
40.359057,9.299765,1.593872
